N	2gram	Tiupa_Narr	Mirosoze
250	тому как	4	3
251	всяком случае	2	3
252	роль в	4	3
253	и после	3	3
254	не о	2	2
255	личного бытия	2	2
256	это означает	2	2
257	как можно	2	2
258	или иной	6	2
259	в действительности	2	2
260	он идет	2	2
261	если в	2	2
262	в повести	2	2
263	такова что	3	2
264	со своим	2	2
265	этого не	2	2
266	а как	2	2
267	другого человека	2	2
268	такого рода	17	2
269	к своему	2	2
270	начала и	5	2
271	самом деле	4	2
272	а во	5	2
273	своей жизни	2	2
274	быть в	2	2
275	о нем	5	2
276	е годы	2	2
277	не менее	6	2
278	она была	2	2
279	друг для	2	2
280	в церкви	2	2
281	того же	2	2
282	тем самым	9	2
283	своей собственной	2	2
284	это он	2	2
285	ему в	2	2
286	а потому	2	2
287	и сам	4	2
288	ни одного	2	2
289	между ними	3	2
290	о жизни	2	2
291	всегда бывает	2	2
292	не столько	2	2
293	к жизни	3	2
294	о своей	3	2
295	когда она	2	2
296	связи с	3	2
297	в сущности	2	2
298	и ее	3	2
299	во время	2	2
300	столь же	6	2
301	как для	2	2
302	их в	4	2
303	между двумя	6	2
304	то в	4	2
305	его как	2	2
306	у нее	8	2
307	это было	3	2
308	обращено к	2	2
309	также в	2	2
310	себя но	2	2
311	этом отношении	5	2
312	переход от	2	2
313	которая не	3	2
314	мира в	4	2
315	подобно тому	4	2
316	сознания в	3	2
317	жизни то	2	2
318	за которым	2	2
319	и о	4	2
320	не по	5	2
321	но они	4	2
322	в какой	2	2
323	в пределе	2	2
324	быть не	3	2
325	в е	3	2
326	а за	2	2
327	с другой	6	2
328	в сфере	2	2
329	освободиться от	2	2
330	что я	4	2
331	которой он	4	2
332	истории в	8	2
333	во втором	6	2
334	жизни как	2	2
335	выходя из	2	2
336	человеке в	2	2
337	если не	4	2
338	он и	2	2
339	что мы	2	2
340	по себе	4	2
341	он свободен	2	2
342	нем не	2	2
343	и уже	4	2
344	для друга	2	2
345	она в	3	2
346	своих героев	2	2
