N	2gram	Vygotskiy_	Marksizm
137	в их	5	8
138	смысле этого	6	8
139	мы знаем	3	8
140	с этим	8	8
141	тому что	6	8
142	на этой	2	8
143	что не	2	8
144	что и	3	8
145	этого слова	7	8
146	другой стороны	10	8
147	за пределы	4	8
148	мысли и	7	8
149	и даже	5	8
150	мы можем	11	8
151	и их	5	8
152	на то	11	8
153	в свою	4	8
154	и с	10	8
155	речь и	7	8
156	но что	3	8
157	столь же	8	8
158	у него	2	8
159	чем же	2	8
160	ясно что	2	8
161	речи как	11	7
162	свою очередь	3	7
163	бы он	3	7
164	того что	28	7
165	по себе	9	7
166	те же	2	7
167	и те	2	7
168	могут быть	5	7
169	там где	8	7
170	в качестве	12	7
171	в этой	13	7
172	нашей работы	8	7
173	в начале	2	7
174	бы в	5	7
175	в этих	3	7
176	и значение	2	7
177	о том	14	7
178	в котором	6	7
179	не существует	4	7
180	той же	4	7
181	значения слова	3	7
182	он сам	3	7
183	как раз	8	7
184	на основе	7	7
185	вопрос о	11	6
186	мы должны	11	6
187	для всего	3	6
188	в другом	7	6
189	и значением	4	6
190	одной стороны	15	6
191	что же	3	6
192	в какой	5	6
193	должны быть	2	6
194	все это	9	6
195	с ее	3	6
196	тот же	7	6
197	с другими	5	6
198	из этих	6	6
199	сознания и	4	6
200	из важнейших	2	6
201	по мере	5	6
202	зависимости от	8	6
203	с одной	14	6
204	смысле слова	6	6
205	между ними	2	6
206	уже не	2	6
207	этот вопрос	6	6
208	всяком случае	5	6
209	не к	3	6
210	этом отношении	6	5
211	о чем	2	5
212	в конце	2	5
213	от того	7	5
214	понятно что	2	5
215	в виду	5	5
216	и тем	8	5
217	работы мы	2	5
218	точку зрения	8	5
219	связано с	3	5
220	и вот	3	5
221	от этого	4	5
222	или в	2	5
223	в более	3	5
224	той или	3	5
225	был бы	2	5
226	в первом	2	5
227	в двух	3	5
228	хотя и	2	5
229	все время	8	5
230	этой проблемы	10	5
231	тем более	7	5
232	должно быть	4	5
233	ее в	3	5
234	связана с	4	5
235	нами в	3	5
236	она не	3	5
237	но не	6	5
238	значение в	4	5
239	и является	2	5
240	для себя	7	5
241	на язык	2	5
242	в одном	5	5
243	связи между	3	5
244	как на	5	5
245	вместе с	14	5
246	социальной среды	6	4
247	к этим	3	4
248	его к	3	4
249	или даже	2	4
250	нуждается в	2	4
251	в одной	3	4
252	как он	7	4
253	в тех	2	4
254	все те	2	4
255	что здесь	2	4
256	едва ли	5	4
257	к ее	2	4
258	мы постараемся	2	4
259	в области	4	4
260	к своему	2	4
261	так что	2	4
262	и к	9	4
263	что все	8	4
264	следующим образом	2	4
265	имеет свою	2	4
266	можно сказать	6	4
267	связь с	2	4
268	одного из	4	4
269	в них	5	4
270	к пониманию	3	4
271	между двумя	2	4
272	можно назвать	2	4
273	в зависимости	8	4
274	и до	5	4
275	к проблеме	2	4
276	что они	5	4
277	во всей	8	4
278	это мышление	2	4
279	бы и	4	4
280	социальной среде	5	4
281	и то	3	4
282	к его	3	4
283	психологии в	4	4
284	независимо от	10	4
285	стороны и	3	4
286	в которой	6	4
287	что она	6	4
288	только с	2	4
289	говорит что	9	4
290	переход от	5	4
291	целый ряд	6	4
292	только что	7	4
293	но ведь	2	4
294	знаком и	3	4
295	со всеми	2	4
296	психической жизни	3	4
297	его значение	2	4
298	он является	3	4
299	но все	3	4
300	но для	2	4
301	значения и	2	4
302	из них	4	4
303	уже в	8	4
304	несмотря на	6	4
305	жизни и	2	4
306	речью и	4	4
307	в других	2	4
308	из этого	6	4
309	и речи	45	4
310	тем что	7	4
311	даже в	4	3
312	все более	4	3
313	от его	5	3
314	были бы	2	3
315	как чисто	3	3
316	между этими	7	3
317	этого рода	2	3
318	является как	2	3
319	к себе	2	3
320	по своей	9	3
321	но если	3	3
322	должен быть	6	3
323	в значительной	2	3
324	тогда когда	8	3
325	и при	2	3
326	в виде	3	3
327	в целом	29	3
328	главным образом	2	3
329	он хочет	2	3
330	мы говорили	4	3
331	ко всем	3	3
332	с тем	8	3
333	мы только	2	3
334	действительности и	4	3
335	как это	6	3
336	в ту	2	3
337	потому что	11	3
338	том числе	3	3
339	по самой	2	3
340	все основные	3	3
341	ответ на	4	3
342	что оно	6	3
343	наша работа	2	3
344	между собой	5	3
345	всегда и	3	3
346	одной и	2	3
347	и др	5	3
348	мы видим	7	3
349	и по	3	3
350	связаны с	2	3
351	в применении	2	3
352	мышления о	2	3
353	все остальные	5	3
354	и вообще	2	3
355	числе и	3	3
356	к которым	3	3
357	могла бы	2	3
358	одно и	2	3
359	значительной степени	2	3
360	мысли в	6	3
361	более и	3	3
362	по нашему	2	3
363	лежит в	3	3
364	к единству	4	3
365	ту или	2	3
366	подход к	2	3
367	можно было	6	3
368	с их	2	3
369	этими двумя	2	3
370	речи но	5	3
371	друг с	6	3
372	мы увидим	3	3
373	и той	2	3
374	на первый	3	3
375	как процесс	3	3
376	не могло	5	3
377	на протяжении	3	3
378	не с	2	3
379	на нее	2	3
380	на этот	7	3
381	то он	3	3
382	действительности но	2	3
383	также и	2	3
384	этой формы	2	3
385	он может	2	3
386	с другом	6	3
387	со стороны	4	3
388	является для	6	3
389	в своих	6	3
390	когда он	5	3
391	в другой	2	3
392	в которых	6	3
393	приводит к	8	3
394	из которых	6	3
395	учение о	4	3
396	в объяснении	3	3
397	находится в	2	3
398	слова на	2	3
399	что эта	7	3
400	говорить о	4	3
401	и есть	2	3
402	и только	2	3
403	а следовательно	2	3
404	первый план	3	3
405	эта проблема	5	3
406	из основных	3	3
407	один и	2	3
408	с ним	3	3
409	этих двух	4	3
410	на все	5	3
411	того как	6	3
412	и других	4	3
413	связь и	2	2
414	он должен	4	2
415	тем самым	8	2
416	во все	3	2
417	между которыми	3	2
418	и второй	2	2
419	выразительных движений	3	2
420	также не	2	2
421	из всех	3	2
422	идет о	5	2
423	указывает на	4	2
424	которой она	2	2
425	или к	3	2
426	остается в	2	2
427	его на	3	2
428	внешней речи	4	2
429	всей их	2	2
430	одну из	4	2
431	в состоянии	2	2
432	и поэтому	2	2
433	для которого	3	2
434	речи эта	3	2
435	чрезвычайно важно	2	2
436	с той	3	2
437	целое и	2	2
438	он пытается	2	2
439	того в	2	2
440	оказывается в	2	2
441	всех остальных	3	2
442	эта мысль	3	2
443	и логикой	2	2
444	к выводу	10	2
445	не остается	3	2
446	логику и	2	2
447	в современной	3	2
448	друг от	4	2
449	в частности	8	2
450	останавливаться на	3	2
451	и вся	2	2
452	и переживания	2	2
453	речи это	2	2
454	всего в	3	2
455	речь как	3	2
456	на развитие	2	2
457	а с	8	2
458	в учении	7	2
459	для данного	2	2
460	от них	2	2
461	к ним	2	2
462	эти три	2	2
463	и речь	5	2
464	вопросу о	2	2
465	к этой	4	2
466	в общем	5	2
467	для всех	8	2
468	могли бы	10	2
469	мира и	2	2
470	категорий и	2	2
471	иными словами	2	2
472	не то	3	2
473	прибавить еще	2	2
474	же как	8	2
475	его не	3	2
476	что с	6	2
477	в науку	2	2
478	речи к	7	2
479	и самый	2	2
480	заключается в	12	2
481	которой мы	3	2
482	никакой связи	2	2
483	формы с	2	2
484	а эти	2	2
485	принадлежит к	2	2
486	почти исключительно	2	2
487	данном случае	5	2
488	из виду	2	2
489	является уже	2	2
490	к анализу	3	2
491	что как	4	2
492	мышления и	50	2
493	когда мы	2	2
494	само по	3	2
495	что самое	2	2
496	является конечно	2	2
497	в сознании	2	2
498	в собственном	8	2
499	речь т.е	2	2
500	в первой	3	2
501	это речь	2	2
502	в последнее	3	2
503	всех этих	2	2
504	словом и	3	2
505	к проблемам	2	2
506	бы к	3	2
507	этом вопросе	4	2
508	сама по	3	2
509	от друга	4	2
510	превращается в	3	2
511	виде в	3	2
512	сознания в	3	2
513	и наконец	3	2
514	в речи	3	2
515	как о	2	2
516	с этой	7	2
517	целом ряде	2	2
518	говорит он	27	2
519	в чем	5	2
520	что его	6	2
521	всех своих	2	2
522	это положение	5	2
523	себе и	3	2
524	самый вопрос	2	2
525	последнее время	3	2
526	бы что	4	2
527	на него	3	2
528	в жизни	2	2
529	она по	2	2
530	во всем	4	2
531	исследования мы	2	2
532	что эти	3	2
533	видели что	6	2
534	в самой	4	2
535	поэтому в	3	2
536	свет на	2	2
537	их в	6	2
538	зависит от	2	2
539	есть прежде	2	2
540	как они	2	2
541	лишь постольку	2	2
542	и если	4	2
543	которые он	2	2
544	этом смысле	3	2
545	вопрос в	2	2
546	а именно	2	2
547	что мы	9	2
548	мысль и	5	2
549	между логикой	2	2
550	в немногих	2	2
551	социальная среда	4	2
552	чтобы показать	3	2
553	и мышление	5	2
554	по его	2	2
555	друг другу	4	2
556	чтобы убедиться	2	2
557	отношения к	3	2
558	в совершенно	5	2
559	ту же	3	2
560	но с	3	2
561	собственном смысле	8	2
562	мышление в	5	2
563	мы и	3	2
