N	2gram	Tiupa_Hudo	Narrotol
272	как уже	3	3
273	и это	2	3
274	в точке	3	3
275	чем и	3	3
276	своей жизни	2	3
277	самим собой	5	3
278	между ними	5	3
279	жизни на	2	3
280	участок текста	2	3
281	для автора	3	3
282	все эти	2	3
283	связи с	3	3
284	в пространстве	2	3
285	в связи	3	3
286	более не	2	3
287	времени в	2	3
288	для обозначения	2	3
289	речь идет	2	3
290	о его	2	3
291	или иного	4	3
292	произведения как	3	3
293	того или	4	3
294	существования в	2	3
295	текста как	3	3
296	что она	2	3
297	дело не	2	3
298	в которой	3	3
299	несет в	3	3
300	лишь в	7	3
301	бы не	2	3
302	в культуре	3	3
303	в этих	4	3
304	создает эффект	2	3
305	было и	2	3
306	перед лицом	3	3
307	со своей	4	3
308	ни для	2	3
309	всей своей	2	3
310	в роли	3	3
311	сути дела	3	3
312	о себе	2	3
313	входит в	4	3
314	жизни как	4	3
315	приводит к	6	3
316	всякий раз	2	3
317	он и	2	3
318	собственно говоря	2	3
319	с точки	3	3
320	и что	4	3
321	человеческого бытия	2	3
322	говорить о	4	3
323	не обязательно	3	3
324	не просто	2	3
325	не следует	4	3
326	жизни но	2	3
327	но он	3	3
328	в каком	2	2
329	от имени	2	2
330	могло быть	2	2
331	значении этого	4	2
332	адресата а	2	2
333	с легкой	2	2
334	для которого	2	2
335	художественного высказывания	2	2
336	писал бахтин	2	2
337	или менее	6	2
338	говоря о	3	2
339	и мире	2	2
340	мыслится как	5	2
341	кто говорит	5	2
342	в их	5	2
343	от своего	2	2
344	к своему	2	2
345	в формах	2	2
346	в момент	3	2
347	легкой руки	2	2
348	что может	2	2
349	в произведении	3	2
350	говоря и	2	2
351	в повести	2	2
352	в контексте	3	2
353	читателем в	2	2
354	для читателя	4	2
355	системы эпизодов	2	2
356	более или	6	2
357	воспринимающего сознания	4	2
358	структуре текста	2	2
359	не входит	2	2
360	могут быть	5	2
361	к герою	2	2
362	в году	2	2
363	войне и	2	2
364	текста так	2	2
365	не предполагает	5	2
366	кадров внутреннего	3	2
367	с языком	3	2
368	по бахтину	2	2
369	тем или	2	2
370	своей природе	2	2
371	является искусством	2	2
372	личности в	4	2
373	никто не	3	2
374	принадлежит к	3	2
375	я как	2	2
376	могут служить	2	2
377	хх века	5	2
378	и который	2	2
379	вовсе не	2	2
380	во внешнем	2	2
381	одного сознания	3	2
382	одно и	3	2
383	в молчание	2	2
384	другой стороны	6	2
385	это позиция	3	2
386	в войне	2	2
387	присутствия я	6	2
388	субъекта и	3	2
389	и одновременно	5	2
390	тот кто	2	2
391	слова и	2	2
392	превращается в	2	2
393	все это	2	2
394	художественного целого	3	2
395	адресата в	2	2
396	жизни то	2	2
397	одного и	3	2
398	силу своей	4	2
399	одним из	2	2
400	новейшего времени	2	2
401	как говорит	3	2
402	во всех	3	2
403	русской литературе	2	2
404	и более	2	2
405	отношение к	7	2
406	есть в	3	2
407	речевой деятельности	2	2
408	всей его	2	2
409	автора и	3	2
410	восприниматься как	2	2
411	того же	3	2
412	или иначе	5	2
413	к чужому	2	2
414	вступает в	2	2
415	или иным	4	2
416	к которому	4	2
417	из которых	2	2
418	внутренней заданности	4	2
419	таком случае	2	2
420	личности как	2	2
421	и рецептивного	2	2
422	к другому	2	2
423	значения и	2	2
424	чем это	2	2
425	это и	2	2
426	может оказаться	2	2
427	совершенно иной	2	2
428	в организации	2	2
429	этих двух	2	2
430	в системе	3	2
431	с читателем	2	2
