N	2gram	Tiupa_Disk	Istorich
496	обращаясь к	2	2
497	различные формы	2	2
498	пока еще	7	2
499	по свидетельству	3	2
500	требует от	2	2
501	на примере	3	2
502	не более	3	2
503	не следует	4	2
504	в рамках	11	2
505	здесь это	2	2
506	или о	2	2
507	того или	3	2
508	далеко еще	4	2
509	место в	2	2
510	каждый в	2	2
511	что с	2	2
512	в любой	2	2
513	не нужно	2	2
514	а о	2	2
515	потом и	2	2
516	традиции в	2	2
517	направлен на	2	2
518	всей своей	2	2
519	не должно	2	2
520	большей или	2	2
521	влияния на	2	2
522	служит для	2	2
523	говорить о	3	2
524	нельзя не	2	2
