N	2gram	Vygotskiy_	Vvedenie
182	как раз	6	4
183	сравнению с	21	4
184	можно сказать	9	4
185	той же	13	4
186	однако не	2	4
187	никогда не	7	3
188	до конца	8	3
189	в каком	2	3
190	одна из	2	3
191	отношений между	11	3
192	в отношении	9	3
193	и вообще	3	3
194	что это	7	3
195	только по	5	3
196	или иной	2	3
197	известном смысле	2	3
198	в своем	3	3
199	и той	5	3
200	с этим	5	3
201	одновременно и	3	3
202	так же	26	3
203	как оно	2	3
204	в начале	6	3
205	в собственном	4	3
206	что уже	2	3
207	для этого	4	3
208	что она	8	3
209	к этому	2	3
210	в другом	3	3
211	чем говорится	4	3
212	в значительной	3	3
213	в конце	5	3
214	от того	6	3
215	отношение к	8	3
216	относящиеся к	2	3
217	во второй	5	3
218	и здесь	5	3
219	если бы	8	3
220	этого термина	2	3
221	зависимости от	6	3
222	было сказано	3	3
223	исследования и	6	3
224	в сущности	16	3
225	этой работы	3	3
226	раньше чем	2	3
227	он мог	2	3
228	понятно что	3	3
229	в этих	2	3
230	в силу	21	3
231	язык в	2	3
232	только на	5	3
233	в частности	4	3
234	себе что	3	3
235	как в	7	3
236	свое выражение	8	3
237	не с	3	3
238	мы видели	10	3
239	как такового	2	3
240	идет речь	2	3
241	стороны и	6	3
242	вообще не	6	3
243	можно говорить	2	3
244	к нему	5	3
245	на этой	7	3
246	на том	2	3
247	и на	4	3
248	гораздо более	4	3
249	того же	7	3
250	зависит от	3	3
251	в ней	5	3
252	входит в	3	3
253	в конечном	2	3
254	и к	11	3
255	мы говорим	2	3
256	на этом	4	3
257	между ними	8	3
258	из которых	3	3
259	но что	2	3
260	этому поводу	3	3
261	в известном	2	3
262	по этому	4	3
263	знания в	2	3
264	что же	3	3
265	нуждается в	5	3
266	совсем не	2	3
267	же как	14	3
268	и того	3	3
269	вот почему	3	3
270	при этом	4	3
271	он сам	2	3
272	своей природе	8	3
273	в зависимости	6	3
274	что с	7	3
275	наряду с	2	3
276	все эти	7	3
277	той или	2	3
278	связи с	4	3
279	и тогда	3	3
280	этой области	2	3
281	и есть	4	3
282	же самое	12	3
283	в этой	7	3
284	в слове	11	3
285	собственном смысле	4	3
286	и других	5	3
287	того как	6	3
288	чем в	5	3
289	одно и	3	2
290	но вместе	2	2
291	самое что	3	2
292	находятся в	2	2
293	с которыми	3	2
294	ничего не	2	2
295	и развития	3	2
296	природе и	2	2
297	движение от	7	2
298	первом случае	5	2
299	о которых	3	2
300	у нас	3	2
301	бы с	2	2
302	и потому	3	2
303	в каждой	4	2
304	первый из	2	2
305	из того	7	2
306	его к	2	2
307	мы должны	7	2
308	во всех	9	2
309	и до	3	2
310	время в	3	2
311	не совпадает	5	2
312	не до	2	2
313	все время	3	2
314	но как	3	2
315	с ней	3	2
316	для нее	3	2
317	это в	2	2
318	могут не	4	2
319	есть только	3	2
320	который по	2	2
321	должно быть	3	2
322	этой точки	4	2
323	бы в	7	2
324	действительности в	3	2
325	само собой	2	2
326	деятельности и	4	2
327	мысли и	13	2
328	что здесь	2	2
329	мы называем	2	2
330	в этот	3	2
331	что оно	9	2
332	не могли	5	2
333	ее от	2	2
334	применительно к	3	2
335	языка на	2	2
336	будет в	2	2
337	если таким	2	2
338	подобно тому	2	2
339	казалось бы	4	2
340	том же	7	2
341	а с	3	2
342	одного и	3	2
343	свою очередь	3	2
344	что если	2	2
345	у них	2	2
346	слова как	5	2
347	и при	2	2
348	когда мы	2	2
349	в работах	2	2
350	так и	8	2
351	том смысле	2	2
352	меньшей мере	3	2
353	самой своей	5	2
354	одной и	5	2
355	отношении к	4	2
356	на котором	4	2
357	каким образом	3	2
358	слове но	2	2
359	значение в	3	2
360	тому что	14	2
361	языка с	2	2
362	своему значению	3	2
363	которого мы	2	2
364	как увидим	2	2
365	на то	5	2
366	о которой	2	2
367	состоит в	3	2
368	для объяснения	3	2
369	мог бы	6	2
370	в своих	2	2
371	что можно	2	2
372	себе и	2	2
373	и без	2	2
374	в свою	3	2
375	и с	5	2
376	к действительности	2	2
377	но это	4	2
378	выражение в	6	2
379	и из	2	2
380	то о	5	2
381	что мы	14	2
382	мы можем	7	2
383	тому как	2	2
384	языка но	2	2
385	точно так	3	2
386	несмотря на	2	2
387	этих понятий	2	2
388	ближе к	2	2
389	в ряду	3	2
390	с теми	2	2
391	а затем	2	2
392	по тем	3	2
393	сам по	2	2
394	мы не	10	2
395	что научное	2	2
396	и собственно	2	2
397	не иначе	6	2
398	значительной мере	2	2
399	факт что	2	2
400	только о	3	2
401	что они	11	2
402	до того	2	2
403	возникает вопрос	2	2
404	по самой	6	2
405	значение и	2	2
406	это есть	6	2
407	все равно	2	2
408	не мог	2	2
409	случае не	2	2
410	например в	5	2
411	во всем	4	2
412	этого слова	5	2
413	если же	2	2
414	рядом с	2	2
415	это сказывается	2	2
416	по существу	2	2
417	что каждая	2	2
418	сомнений в	2	2
419	этих двух	4	2
420	во втором	5	2
421	учение о	3	2
422	мы уже	5	2
423	понятия в	5	2
424	языка так	2	2
425	с помощью	18	2
