N	2gram	Losev_Prob	slovoVRo
140	между тем	2	6
141	в каждом	2	5
142	не как	3	5
143	а как	2	5
144	только на	2	5
145	не менее	8	5
146	отношению к	2	5
147	мы не	7	5
148	и по	2	5
149	почти всегда	3	5
150	должен быть	2	5
151	в других	5	5
152	хотя и	10	5
153	для этого	2	5
154	в данном	6	5
155	и при	2	5
156	по отношению	2	5
157	в результате	11	5
158	этом отношении	4	5
159	не является	2	5
160	для того	4	5
161	и более	3	5
162	они не	3	5
163	в дальнейшем	7	5
164	о том	17	5
165	к его	5	5
166	уже в	4	5
167	или даже	4	5
168	и чисто	2	5
169	и сам	5	5
170	но он	5	5
171	с помощью	2	5
172	вместе с	15	5
173	для всех	2	4
174	так же	7	4
175	его на	3	4
176	но как	3	4
177	и ее	2	4
178	в другом	6	4
179	что и	8	4
180	в виду	3	4
181	что он	12	4
182	он должен	2	4
183	том же	2	4
184	не всегда	5	4
185	однако в	4	4
186	здесь как	5	4
187	свою очередь	2	4
188	в виде	25	4
189	в частности	5	4
190	в атмосфере	2	4
191	того что	8	4
192	мы видели	2	4
193	до сих	3	4
194	даже и	11	4
195	в чем	3	4
196	что оно	2	4
197	тогда когда	4	4
198	того чтобы	3	4
199	ли он	2	4
200	новое время	3	4
201	и во	2	4
202	только и	9	4
203	одной из	5	4
204	но эти	2	4
205	и дальше	2	4
206	но это	7	4
207	его как	2	4
208	в которой	7	4
209	и как	10	4
210	если бы	2	4
211	с этой	4	4
212	со всеми	5	4
213	и о	9	4
214	сих пор	3	4
215	быть только	6	4
216	к тому	7	4
217	в литературе	5	4
218	при всем	3	4
219	есть как	2	4
220	о себе	3	4
221	из них	4	4
222	художественный образ	4	4
223	из этого	6	4
224	и уже	2	4
225	все свои	2	4
226	именно на	2	4
227	и речи	2	4
228	по существу	2	4
229	в большей	2	4
230	как раз	7	4
231	данном случае	5	3
232	или к	4	3
233	нисколько не	7	3
234	нуждается в	2	3
235	в духе	4	3
236	но эта	2	3
237	которого он	2	3
238	такого рода	4	3
239	в одно	6	3
240	как это	5	3
241	людей и	13	3
242	в такой	3	3
243	тому что	2	3
244	его с	2	3
245	и без	5	3
246	и исторически	2	3
247	смысле слова	12	3
248	и до	2	3
249	было бы	12	3
250	и они	3	3
251	в корне	2	3
252	и то	6	3
253	и вообще	11	3
254	или иного	2	3
255	к этому	2	3
256	того или	3	3
257	в сознании	3	3
258	из этих	2	3
259	от этого	4	3
260	не все	3	3
261	дело в	4	3
262	это было	2	3
263	эта идея	2	3
264	борьбы с	2	3
265	на него	3	3
266	сама по	2	3
267	но уже	3	3
268	или иных	2	3
269	и самое	2	3
270	тем что	2	3
271	в связи	11	3
272	жизни в	7	3
273	и другие	4	3
274	силы и	2	3
275	нас в	5	3
276	ни с	4	3
277	тех или	2	3
278	не есть	3	3
279	мир и	2	3
280	в этой	14	3
281	потому что	21	3
282	все что	2	3
283	если мы	2	3
284	и это	3	3
285	входить в	3	3
286	и тем	4	3
287	без всякого	3	3
288	и нет	4	3
289	на самом	2	2
290	в таких	2	2
291	во все	3	2
292	о которых	2	2
293	слова но	2	2
294	из всех	2	2
295	и этого	2	2
296	для всего	2	2
297	однако на	2	2
298	есть только	4	2
299	время это	2	2
300	вот что	4	2
301	по своей	3	2
302	и у	8	2
303	и есть	4	2
304	это и	4	2
305	факт что	2	2
306	как он	2	2
307	не столь	3	2
308	так что	18	2
309	и за	2	2
310	тем как	2	2
311	но по	3	2
312	и ни	4	2
313	а его	5	2
314	есть в	6	2
315	самого начала	3	2
316	а с	4	2
317	то что	26	2
318	по своему	3	2
319	которые как	3	2
320	с самого	3	2
321	к ним	3	2
322	борьбу с	3	2
323	при анализе	2	2
324	могли бы	2	2
325	жизнь в	3	2
326	этого не	2	2
327	в образе	2	2
328	которые были	2	2
329	этой точки	2	2
330	в известном	2	2
331	всегда и	2	2
332	что не	3	2
333	для них	3	2
334	в ее	6	2
335	некоторой степени	4	2
336	что они	4	2
337	был бы	2	2
338	значение и	2	2
339	в драме	2	2
340	случае не	2	2
341	того как	5	2
342	да и	5	2
343	время как	4	2
344	до нас	7	2
345	то в	4	2
346	то и	7	2
347	и что	9	2
348	время в	2	2
349	символа в	6	2
350	можно было	4	2
351	что она	2	2
352	с ней	3	2
353	же в	4	2
354	он был	5	2
355	в области	3	2
356	мира в	3	2
357	об этом	11	2
358	в новых	2	2
359	и которые	3	2
360	как о	6	2
361	ни было	2	2
362	в жизни	4	2
363	вместе со	2	2
364	тем не	8	2
365	до некоторой	4	2
366	у нас	17	2
367	а именно	12	2
368	за его	2	2
369	нет никакой	6	2
370	чем не	2	2
371	ни к	2	2
372	к ней	2	2
373	мы можем	5	2
374	в какой	5	2
375	остановимся на	2	2
376	нет и	3	2
377	при его	2	2
378	на то	2	2
379	что для	2	2
380	в котором	5	2
381	нас и	4	2
382	в своих	3	2
383	в мировой	3	2
384	или иначе	3	2
385	как с	2	2
386	в начале	6	2
387	точке зрения	2	2
388	своему пределу	2	2
389	несмотря на	7	2
390	достаточно указать	2	2
391	не для	2	2
392	то время	4	2
393	не просто	12	2
394	и жизни	2	2
395	только о	3	2
396	и только	4	2
397	нового времени	4	2
398	не к	3	2
399	в нашем	5	2
400	судьбы и	2	2
401	сам в	2	2
402	слова то	2	2
403	однако не	2	2
404	мы и	2	2
