N	2gram	Losev_Prob	Analitik
211	и до	2	5
212	все эти	12	5
213	мы не	7	5
214	тот же	6	5
215	я не	3	5
216	да и	5	5
217	к его	5	5
218	одно из	2	5
219	к этому	2	5
220	и он	5	5
221	и смерти	3	5
222	мира в	3	5
223	как о	6	5
224	для того	4	5
225	и их	7	5
226	в этих	3	5
227	тем что	2	5
228	еще и	6	5
229	ни с	4	5
230	ни в	17	5
231	в роли	2	5
232	в котором	5	5
233	все что	2	5
234	будто бы	5	5
235	еще в	6	5
236	что мы	4	5
237	нового времени	4	5
238	в отношении	8	4
239	его к	2	4
240	и ее	2	4
241	в области	3	4
242	вслед за	2	4
243	в каждом	2	4
244	отношение к	3	4
245	и а	4	4
246	в стихотворении	28	4
247	а как	2	4
248	как он	2	4
249	а именно	12	4
250	только на	2	4
251	была бы	3	4
252	и о	9	4
253	к нему	3	4
254	указывает на	4	4
255	и что	9	4
256	потому что	21	4
257	все прочие	2	4
258	свидетельствует о	4	4
259	в борьбе	2	4
260	ему в	3	4
261	разного рода	4	4
262	в чем	3	4
263	его не	3	4
264	в известном	2	4
265	здесь в	7	4
266	того чтобы	3	4
267	и во	2	4
268	воли и	2	4
269	и тогда	4	4
270	то ни	4	4
271	по мысли	4	4
272	жизнь и	6	4
273	но о	2	4
274	и т	2	4
275	удивительно что	2	4
276	каждом из	2	4
277	сказать что	13	4
278	и от	7	4
279	по своему	3	4
280	с этим	3	4
281	но это	7	4
282	не все	3	4
283	что она	2	4
284	бы в	2	4
285	в которой	7	4
286	о своем	2	4
287	об этом	11	4
288	на него	3	4
289	сама по	2	4
290	человека в	3	4
291	в значительной	3	4
292	ни было	2	4
293	ее в	2	4
294	мы уже	2	4
295	или иных	2	4
296	искусства в	2	4
297	в своих	3	4
298	и если	2	4
299	могли бы	2	4
300	этом смысле	4	4
301	тех или	2	4
302	не было	4	4
303	или даже	4	4
304	бы не	4	4
305	это и	4	4
306	и есть	4	4
307	является по	2	4
308	дело здесь	2	4
309	на самом	2	3
310	вопрос о	2	3
311	в таких	2	3
312	человеческой жизни	5	3
313	которые в	3	3
314	человека и	4	3
315	здесь как	5	3
316	в обоих	2	3
317	все того	2	3
318	в виду	3	3
319	которого он	2	3
320	тут же	7	3
321	и был	2	3
322	к своему	3	3
323	тем как	2	3
324	и за	2	3
325	в такой	3	3
326	себе в	2	3
327	рассказ о	2	3
328	с тем	7	3
329	на первом	3	3
330	же не	4	3
331	при анализе	2	3
332	гораздо более	5	3
333	том числе	2	3
334	мира и	5	3
335	в ней	4	3
336	уже о	2	3
337	не говоря	2	3
338	ли он	2	3
339	в тех	2	3
340	связи с	11	3
341	в связи	11	3
342	что они	4	3
343	случае не	2	3
344	все еще	4	3
345	бы то	4	3
346	для этого	2	3
347	никак не	10	3
348	так как	10	3
349	можно было	4	3
350	дело в	4	3
351	всех этих	3	3
352	о котором	4	3
353	это было	2	3
354	и всего	4	3
355	его за	2	3
356	борьбы с	2	3
357	который как	2	3
358	себя самого	3	3
359	только для	5	3
360	и наконец	4	3
361	в жизни	4	3
362	с этой	4	3
363	где он	2	3
364	в рассказе	2	3
365	ни к	2	3
366	полноте и	2	3
367	в какой	5	3
368	то он	2	3
369	они не	3	3
370	также и	21	3
371	а то	2	3
372	что у	6	3
373	поскольку в	4	3
374	на то	2	3
375	но к	2	3
376	когда он	3	3
377	и с	10	3
378	если не	6	3
379	тогда когда	4	3
380	мог бы	2	3
381	раз и	2	3
382	жизни и	7	3
383	он сам	3	3
384	из этого	6	3
385	сам по	3	3
386	результате чего	2	3
387	же самое	2	3
388	не к	3	3
389	и без	5	3
390	указание на	2	3
391	но он	5	3
392	при помощи	12	2
393	о которых	2	2
394	бы с	2	2
395	в драме	2	2
396	с теми	3	2
397	для человека	2	2
398	или к	4	2
399	который и	2	2
400	представляет собою	3	2
401	так же	7	2
402	для нас	14	2
403	в одной	2	2
404	на эту	2	2
405	человек и	2	2
406	для всего	2	2
407	вообще и	3	2
408	и прежде	2	2
409	он как	2	2
410	как показывает	2	2
411	что именно	2	2
412	только по	2	2
413	доказывает что	2	2
414	том же	2	2
415	однако как	2	2
416	в одно	6	2
417	и при	2	2
418	и исторически	2	2
419	любви к	2	2
420	от них	2	2
421	на месте	2	2
422	любви и	4	2
423	не сам	2	2
424	тот кто	2	2
425	со всей	2	2
426	тому что	2	2
427	на этой	2	2
428	борьбу с	3	2
429	а только	5	2
430	теперь уже	3	2
431	жизнь в	3	2
432	что этот	6	2
433	этой точки	2	2
434	между прочим	2	2
435	жизни это	2	2
436	по этому	5	2
437	а скорее	2	2
438	всегда и	2	2
439	и просто	3	2
440	художественное творчество	5	2
441	по одному	2	2
442	говоря уже	2	2
443	здесь мы	2	2
444	произведения то	2	2
445	уже и	4	2
446	некоторого рода	6	2
447	по существу	2	2
448	но эта	2	2
449	другого как	2	2
450	не столь	3	2
451	в мир	3	2
452	что это	4	2
453	не будем	3	2
454	то и	7	2
455	время в	2	2
456	нет ничего	3	2
457	что во	2	2
458	на это	2	2
459	рода и	2	2
460	мы можем	5	2
461	в глаза	3	2
462	в сравнении	4	2
463	в два	2	2
464	прежде чем	2	2
465	либо в	2	2
466	должен был	2	2
467	в коем	3	2
468	у нас	17	2
469	и каждое	2	2
470	то у	2	2
471	со всеми	5	2
472	сих пор	3	2
473	которая является	3	2
474	но всегда	2	2
475	по словам	2	2
476	мог быть	2	2
477	нет и	3	2
478	не имеет	3	2
479	всей своей	2	2
480	в дальнейшем	7	2
481	в самой	5	2
482	раз в	2	2
483	уже по	2	2
484	к ним	3	2
485	не вполне	2	2
486	еще более	4	2
487	в мировой	3	2
488	коем случае	3	2
489	но я	2	2
490	если он	4	2
491	сравнении с	4	2
492	борьбе с	3	2
493	учение о	4	2
494	не для	2	2
495	от жизни	2	2
496	к другому	5	2
497	мы и	2	2
498	не просто	12	2
499	и только	4	2
500	у меня	2	2
501	до сих	3	2
502	мы будем	2	2
503	художественного творчества	10	2
504	тем же	4	2
