N	2gram	Vinokur_Vv	Vladivir
115	при этом	3	11
116	все это	6	11
117	это есть	2	11
118	в данном	11	11
119	хотя бы	6	11
120	и здесь	3	11
121	него в	2	11
122	на то	2	11
123	но что	3	11
124	конце концов	2	11
125	такого рода	3	10
126	к нему	3	10
127	в ней	3	10
128	в качестве	8	10
129	в истории	9	10
130	можно было	8	10
131	еще не	4	10
132	но не	9	10
133	в самом	13	10
134	он и	2	10
135	с точки	4	10
136	здесь не	3	10
137	это не	8	9
138	но как	2	9
139	о чем	4	9
140	и был	2	9
141	а с	2	9
142	смысле слова	7	9
143	а только	8	9
144	в целом	5	9
145	в начале	3	9
146	по существу	2	9
147	что если	2	9
148	с этим	3	9
149	и сам	3	9
150	ни с	2	9
151	с другой	8	9
152	именно в	8	9
153	этом смысле	11	9
154	что мы	2	9
155	же время	6	9
156	свое время	3	8
157	отношение к	3	8
158	не столько	2	8
159	в чем	4	8
160	себя в	2	8
161	как бы	7	8
162	из этих	9	8
163	должно быть	2	8
164	в этот	2	8
165	тем что	6	8
166	с этой	5	8
167	в этих	3	8
168	как в	3	8
169	и для	4	8
170	можно считать	2	8
171	со стороны	16	8
172	в каком	3	7
173	в свое	3	7
174	как он	6	7
175	при помощи	3	7
176	не имеет	4	7
177	себе и	2	7
178	по этому	3	7
179	нисколько не	3	7
180	точно так	2	7
181	того чтобы	22	7
182	е в	4	7
183	из его	2	7
184	бы и	3	7
185	мы видели	3	7
186	если бы	3	7
187	и вот	3	7
188	или как	3	7
189	но если	6	7
190	но все	4	7
191	был в	2	7
192	в одном	4	7
193	и есть	3	7
194	в них	5	7
195	данном случае	5	6
196	его в	6	6
197	в отличие	4	6
198	само собой	2	6
199	что здесь	2	6
200	от того	3	6
201	есть и	5	6
202	есть не	5	6
203	том же	2	6
204	к своему	2	6
205	на основании	5	6
206	в виду	5	6
207	само по	4	6
208	отличие от	4	6
209	тому что	2	6
210	так или	4	6
211	в общем	14	6
212	не говоря	2	6
213	в в	3	6
214	можно говорить	3	6
215	по своему	5	6
216	другой стороны	5	6
217	тем более	2	6
218	что она	3	6
219	мысли и	2	6
220	должен был	4	6
221	для того	23	6
222	мы не	2	6
223	и из	2	6
224	не с	3	6
225	она была	2	6
226	или иначе	4	6
227	знания и	3	6
228	той же	4	6
229	он сам	3	6
230	по его	2	6
231	чем в	3	6
232	в очень	3	5
233	вопрос о	10	5
234	и тем	5	5
235	в их	12	5
236	в частности	3	5
237	быть в	5	5
238	можно только	2	5
239	этого не	2	5
240	и без	2	5
241	один из	6	5
242	что с	3	5
243	и до	2	5
244	как нечто	8	5
245	говоря уже	2	5
246	что они	2	5
247	в области	4	5
248	мы имеем	4	5
249	во всех	2	5
250	и так	2	5
251	но уже	2	5
252	не вполне	4	5
253	в свою	2	5
254	из них	4	5
255	которое в	2	5
256	говорит о	3	5
257	отчет в	3	5
258	как на	12	5
259	не к	2	5
260	истории в	2	4
261	о которых	2	4
262	не могут	6	4
263	для нее	2	4
264	крайней мере	4	4
265	в тех	2	4
266	по истории	2	4
267	котором он	2	4
268	ясно что	11	4
269	иное как	6	4
270	не что	5	4
271	наряду с	3	4
272	возникает вопрос	2	4
273	вообще в	2	4
274	не могли	2	4
275	и других	3	4
276	он мог	3	4
277	у них	2	4
278	после этого	2	4
279	что даже	3	4
280	одной из	4	4
281	и т	45	4
282	только с	4	4
283	мог бы	2	4
284	в более	4	4
285	что можно	2	4
286	она есть	5	4
287	одной стороны	4	4
288	философской мысли	2	4
289	в сущности	3	4
290	об отношении	3	4
291	уже и	10	4
292	этому времени	2	4
293	но зато	2	4
294	что иное	5	4
295	с которыми	2	4
296	когда мы	2	4
297	как например	6	4
298	независимо от	5	4
299	время в	2	4
300	же это	2	4
301	с ней	2	4
302	которые не	2	4
303	мы можем	2	4
304	т д	39	4
305	во второй	3	4
306	только что	4	4
307	чтобы он	2	4
308	ни к	2	4
309	в особенности	4	4
310	этом отношении	4	4
311	и всего	2	4
312	при жизни	2	4
313	и другие	2	4
314	по крайней	4	4
315	с одной	4	4
316	заключается в	4	4
317	том чтобы	6	4
318	и сейчас	2	4
319	на этом	3	4
320	сам по	2	4
321	же самое	3	4
322	о которой	2	4
323	но с	5	4
324	бы с	2	3
325	второй половине	2	3
326	следовательно и	2	3
327	и ее	4	3
328	не как	3	3
329	в другом	3	3
330	свою очередь	2	3
331	в силу	3	3
332	что несмотря	2	3
333	в следующем	2	3
334	было сказано	3	3
335	между ними	3	3
336	казалось бы	2	3
337	и представить	2	3
338	и при	2	3
339	самом деле	7	3
340	на вопрос	6	3
341	здесь нет	4	3
342	на котором	2	3
343	так например	6	3
344	его к	2	3
345	гораздо более	3	3
346	а если	2	3
347	пока не	2	3
348	не нужно	2	3
349	что не	5	3
350	если это	2	3
351	этому поводу	3	3
352	для них	2	3
353	и др	2	3
354	с теми	2	3
355	в разных	7	3
356	же как	3	3
357	до того	2	3
358	но которая	2	3
359	того как	3	3
360	одно и	2	3
361	в чисто	4	3
362	только как	7	3
363	это в	2	3
364	дело не	5	3
365	с их	5	3
366	бы в	2	3
367	сам же	2	3
368	мы теперь	2	3
369	это делает	2	3
370	как о	4	3
371	одним из	5	3
372	отношении к	2	3
373	история и	3	3
374	которого мы	2	3
375	что такое	12	3
376	на почве	5	3
377	иначе но	2	3
378	в какой	6	3
379	будто бы	2	3
380	в которых	6	3
381	не существует	2	3
382	этой книги	2	3
383	свое существование	2	3
384	что к	2	3
385	в подлинном	2	3
386	только о	2	3
387	этой области	3	3
388	как будто	3	3
389	быть и	2	3
390	в изучении	3	2
391	невозможно но	3	2
392	и сама	2	2
393	что уже	3	2
394	еще раз	2	2
395	в известных	2	2
396	ними и	2	2
397	одна из	3	2
398	на свои	2	2
399	с чисто	3	2
400	или же	3	2
401	вообще и	3	2
402	от других	2	2
403	то о	2	2
404	и совершенно	2	2
405	как уже	5	2
406	чтобы понять	4	2
407	стороны и	3	2
408	вопросу о	2	2
409	на этой	3	2
410	на том	3	2
411	знания в	3	2
412	могло бы	2	2
413	рядом с	2	2
414	в совокупности	2	2
415	такого же	2	2
416	времени в	3	2
417	которые были	2	2
418	и заключается	4	2
419	в печати	2	2
420	ответ на	4	2
421	к отдельным	2	2
422	и те	2	2
423	однако в	3	2
424	в ее	11	2
425	но вместе	2	2
426	в собственном	3	2
427	той или	3	2
428	те кто	2	2
429	не иначе	2	2
430	нами не	2	2
431	все равно	2	2
432	должна быть	2	2
433	например в	2	2
434	этого слова	2	2
435	этом случае	6	2
436	что каждая	2	2
437	литературы и	2	2
438	в существенном	2	2
439	особого рода	4	2
440	и должно	2	2
441	истории и	4	2
442	любовь к	4	2
443	но дело	3	2
444	хотя в	2	2
445	время не	2	2
446	о котором	8	2
447	от этого	5	2
448	философского идеализма	2	2
449	дело с	9	2
450	к делу	4	2
451	них не	2	2
452	виде в	2	2
453	существенном смысле	2	2
454	со всей	3	2
455	второй половины	3	2
456	здесь все	3	2
457	так называемую	2	2
458	сих пор	7	2
459	после того	2	2
460	в г	5	2
461	имеет свою	2	2
462	ко времени	2	2
463	работы в	3	2
464	язык и	3	2
465	половины xix	3	2
466	из которых	3	2
467	уже знаем	2	2
468	уже совсем	2	2
469	обратить внимание	2	2
470	выражение в	2	2
471	тогда когда	4	2
472	этих двух	2	2
473	греков и	3	2
474	этим в	3	2
475	внимание на	5	2
476	в той	10	2
477	к числу	2	2
478	и того	3	2
479	которая как	2	2
480	и уже	3	2
481	во внимание	3	2
482	только после	2	2
483	уже после	3	2
484	говорить о	5	2
485	на рубеже	2	2
486	природы и	2	2
487	в работе	3	2
488	а так	2	2
489	до сих	7	2
