N	2gram	Trubetskoy	FransuaR
217	у них	3	6
218	для эпохи	2	6
219	свидетельствует о	2	6
220	исторического развития	2	6
221	к его	2	6
222	и перед	2	6
223	в народном	3	6
224	в новом	2	6
225	но по	3	6
226	самого начала	2	6
227	можно только	2	6
228	хотя бы	3	6
229	очень много	2	6
230	которые в	2	6
231	на небе	2	6
232	тогда когда	2	5
233	друг с	5	5
234	различия между	2	5
235	не вполне	3	5
236	когда он	3	5
237	что мы	2	5
238	из него	2	5
239	ничем не	4	5
240	с другими	4	5
241	с другом	5	5
242	у всех	2	5
243	в индии	8	5
244	должен был	4	5
245	ни было	2	5
246	сравнению с	2	5
247	всяком случае	6	5
248	и только	4	5
249	же самое	2	5
250	оказывается что	3	5
251	всех других	2	5
252	не могла	2	5
253	по сравнению	2	5
254	и из	2	5
255	между этими	2	5
256	же как	3	5
257	связан и	2	5
258	мы имеем	2	5
259	больше чем	2	5
260	говорили о	2	5
261	не к	2	5
262	на то	2	5
263	с одним	2	5
264	ему в	2	5
265	и связанные	2	4
266	с телом	2	4
267	но если	2	4
268	так называемые	3	4
269	и заставляет	2	4
270	и больше	2	4
271	что эти	3	4
272	и сейчас	2	4
273	учение о	4	4
274	мира его	2	4
275	быть и	2	4
276	культура в	3	4
277	время он	2	4
278	только не	2	4
279	них не	2	4
280	если в	3	4
281	его от	2	4
282	не исчерпывается	2	4
283	из этой	2	4
284	из своих	2	4
285	не могло	2	4
286	в смысле	4	4
287	должно было	2	3
288	душ и	3	3
289	с того	2	3
290	от тела	2	3
291	на нее	3	3
292	и люди	2	3
293	иной раз	2	3
294	к одной	2	3
295	совершенно иной	2	3
296	и после	2	3
297	как от	2	3
298	не потому	2	3
299	этот путь	2	3
300	европейской культуры	3	3
301	не всегда	2	3
302	в одно	2	3
303	выступает в	2	3
304	и мир	2	3
305	бы то	2	3
306	но при	2	3
307	с ней	3	3
308	те и	2	3
309	ее с	2	3
310	похож на	2	3
311	всем и	2	3
312	в силу	5	3
313	верхом и	3	3
314	а с	7	3
315	друг за	3	3
316	то ни	2	3
317	в тело	2	3
318	живых существ	2	3
319	по своим	2	3
320	ясно что	3	3
321	когда же	2	3
322	что именно	2	3
323	подойти к	3	3
324	всегда и	3	3
325	признать что	2	3
326	и тогда	4	3
327	уже давно	2	3
328	после смерти	10	3
329	приводит к	2	3
330	так чтобы	2	3
331	но когда	2	3
332	и сами	2	3
333	мы должны	6	2
334	должна была	2	2
335	было конечно	2	2
336	к своим	4	2
337	по тому	2	2
338	стихии и	2	2
339	при таком	2	2
340	связывается с	3	2
341	боги в	2	2
342	культуры на	2	2
343	так называемой	2	2
344	из себя	2	2
345	если не	2	2
346	есть как	2	2
347	тем и	2	2
348	вслед за	2	2
349	еще на	2	2
350	за собой	3	2
351	грань между	2	2
352	к сожалению	3	2
353	и действительно	2	2
354	и низом	3	2
355	к другу	2	2
356	силы и	2	2
357	еще только	2	2
358	все существующее	2	2
359	очень мало	4	2
360	и таким	3	2
361	смотреть на	2	2
362	общего с	2	2
363	и нет	3	2
364	этими двумя	2	2
365	отличается от	2	2
366	особенно к	2	2
367	пути к	2	2
368	при жизни	4	2
369	и молитвы	2	2
370	следующий период	2	2
371	этого последнего	2	2
372	иной характер	2	2
373	этой эпохи	4	2
374	что большинство	2	2
375	что оно	4	2
376	и вместе	4	2
377	в народных	3	2
378	случае не	3	2
379	всегда на	2	2
380	героев и	2	2
381	не с	2	2
382	и является	2	2
383	он один	2	2
384	в так	4	2
385	ничего общего	2	2
