N	2gram	Medvedev_F	Literetu
262	т п	11	3
263	и иных	2	3
264	а на	2	3
265	себе в	2	3
266	и о	3	3
267	в душе	2	3
268	установка на	3	3
269	стороны и	4	3
270	они не	7	3
271	особое место	2	3
272	произведение в	3	3
273	что же	6	3
274	а к	2	3
275	там где	3	3
276	же как	3	3
277	того чтобы	4	3
278	и до	8	3
279	все эти	12	3
280	не на	3	3
281	в истории	10	3
282	свою очередь	6	3
283	всех своих	2	3
284	должна быть	11	3
285	из его	2	3
286	и т	22	3
287	как от	2	3
288	на языке	2	3
289	ее в	3	3
290	на нее	2	3
291	если в	3	3
292	и от	9	3
293	к предмету	4	3
294	же это	2	3
295	в первой	2	3
296	не так	4	3
297	с их	2	3
298	художественного произведения	27	3
299	в этот	2	3
300	не сводится	2	3
301	если бы	8	3
302	превращается в	2	3
303	в особенности	7	3
304	был бы	2	3
305	в этих	3	3
306	не по	4	3
307	отношении к	2	3
308	не могло	6	3
309	в какой	3	3
310	что для	3	3
311	не имеет	2	3
312	и является	3	3
313	целом ряде	2	3
314	в чем	2	3
315	что такое	2	3
316	он в	3	3
317	искусства в	4	3
318	когда он	3	3
319	не есть	4	3
320	произведения в	9	3
321	всяком случае	6	3
322	мы в	2	3
323	здесь не	5	3
324	говорить о	4	3
325	ничего общего	2	3
326	же и	2	3
327	с ним	3	3
328	в годы	4	3
329	чтобы не	2	2
330	перед нами	3	2
331	основная задача	3	2
332	не для	4	2
333	самого художественного	2	2
334	от него	2	2
335	для нее	2	2
336	оно было	3	2
337	в понимании	7	2
338	и притом	2	2
339	должен быть	5	2
340	а лишь	4	2
341	роль в	2	2
342	всю свою	2	2
343	воздействия на	3	2
344	это и	7	2
345	в школе	2	2
346	а как	5	2
347	у них	3	2
348	при таком	5	2
349	была бы	4	2
350	его не	2	2
351	в такой	3	2
352	нужно было	2	2
353	к его	3	2
354	совершается в	2	2
355	отношением к	2	2
356	так например	3	2
357	это последнее	3	2
358	историю литературы	3	2
359	языка который	3	2
360	в него	2	2
361	тому что	3	2
362	к нему	3	2
363	вещей в	2	2
364	она не	8	2
365	в общем	8	2
366	а только	4	2
367	могло бы	2	2
368	можно и	2	2
369	от всякой	2	2
370	даже и	5	2
371	что на	3	2
372	от других	2	2
373	оно должно	3	2
374	жизнь и	3	2
375	по этому	2	2
376	в русском	2	2
377	для них	4	2
378	исследования в	2	2
379	за свой	2	2
380	между двумя	3	2
381	и по	3	2
382	что они	4	2
383	и ее	15	2
384	и более	4	2
385	от тех	2	2
386	только как	3	2
387	этом не	2	2
388	может и	2	2
389	во внешнем	2	2
390	говорить на	2	2
391	сказать что	3	2
392	в лице	2	2
393	не от	3	2
394	произведения как	3	2
395	бы в	6	2
396	значительной степени	3	2
397	с другими	11	2
398	в результате	8	2
399	время в	4	2
400	из этих	4	2
401	так сказать	6	2
402	исторической поэтики	3	2
403	однако и	3	2
404	бы быть	3	2
405	действительности в	3	2
406	время не	2	2
407	борьба с	5	2
408	но напротив	2	2
409	о литературе	9	2
410	в значительной	3	2
411	в самый	2	2
412	значение в	4	2
413	а сам	2	2
414	в последнем	2	2
415	каждого из	3	2
416	в первый	5	2
417	в статье	5	2
418	для этой	2	2
419	и всякое	5	2
420	та же	3	2
421	а от	2	2
422	до последнего	2	2
423	этот образ	2	2
424	в контексте	2	2
425	но даже	2	2
426	одновременно с	2	2
427	непосредственно в	5	2
428	в живом	6	2
429	культуры и	3	2
430	мысли об	2	2
431	нет и	2	2
432	есть лишь	3	2
433	и судьба	2	2
434	от всех	5	2
435	в котором	2	2
436	литературы как	4	2
437	еще более	6	2
438	слова в	2	2
439	как с	2	2
440	оно не	6	2
441	в большинстве	6	2
442	на почве	20	2
443	не лучше	2	2
444	еще одна	2	2
445	он пишет	2	2
446	от литературы	2	2
447	чтобы он	2	2
448	только не	2	2
449	он становится	3	2
450	не можем	3	2
451	раз и	6	2
452	в той	3	2
453	в ряду	2	2
454	в литературоведении	4	2
455	языка в	8	2
456	в таком	2	2
457	друг другу	2	2
458	жизни но	2	2
459	во всем	3	2
460	в работе	2	2
461	на художественную	2	2
462	целом и	4	2
463	чем он	3	2
464	на основе	6	2
465	но он	2	2
