N	2gram	Bakhtin_sl	Istorich
147	в пределах	27	15
148	друг друга	3	15
149	и эти	2	15
150	и даже	11	15
151	в одной	2	15
152	и тем	3	15
153	он в	6	15
154	и там	6	15
155	от него	5	14
156	отношение к	8	14
157	у нас	2	14
158	но мы	2	14
159	должна быть	3	14
160	а также	5	14
161	с этой	3	14
162	в него	9	14
163	можно было	2	14
164	с ней	2	14
165	отношению к	2	14
166	и есть	2	14
167	его на	2	14
168	и ее	3	14
169	одной из	4	14
170	по отношению	2	14
171	и наконец	9	14
172	в нее	3	13
173	к своему	11	13
174	и для	7	13
175	и от	5	13
176	его не	4	13
177	на котором	3	13
178	на этом	4	13
179	в своем	9	13
180	время как	2	13
181	или на	2	13
182	и у	2	13
183	в себе	3	13
184	с ними	8	13
185	не просто	2	13
186	в форме	3	13
187	по себе	4	13
188	то время	2	13
189	кроме того	6	12
190	во всем	3	12
191	в их	6	12
192	как только	4	12
193	и их	6	12
194	одним из	5	12
195	в более	2	12
196	хотя бы	6	12
197	в основном	7	12
198	о нем	6	12
199	не знает	3	12
200	к ней	2	12
201	от этого	2	11
202	и более	3	11
203	связанные с	7	11
204	только с	3	11
205	точки зрения	24	11
206	хотя и	4	11
207	но уже	2	11
208	уже в	2	11
209	человека в	5	11
210	далеко не	7	11
211	же в	2	11
212	но оно	5	11
213	в ее	2	10
214	почти всегда	3	10
215	эта форма	3	10
216	он может	3	10
217	вступает в	2	10
218	но как	2	10
219	связанных с	4	10
220	не знаем	3	10
221	к ним	2	10
222	не как	4	10
223	и других	5	10
224	а с	2	10
225	ли он	4	10
226	в которой	4	10
227	ни в	4	10
228	а на	3	10
229	не было	4	10
230	себя в	14	10
231	друг с	2	10
232	и к	9	10
233	а как	3	9
234	в истории	6	9
235	в основе	8	9
236	в свою	4	9
237	из этого	3	9
238	из него	4	9
239	в себя	3	9
240	не могут	7	9
241	тогда когда	2	9
242	когда она	2	9
243	но эти	3	9
244	зависимости от	4	9
245	более или	5	9
246	жизни и	5	9
247	героя и	5	9
248	с другом	2	9
249	но по	2	9
250	или менее	5	9
251	только на	3	9
252	в чем	2	9
253	стороны и	3	9
254	но здесь	5	9
255	с его	8	9
256	целый ряд	2	9
257	приводит к	2	9
258	должен быть	3	8
259	роль в	4	8
260	у них	2	8
261	здесь в	6	8
262	для этого	4	8
263	вообще не	4	8
264	именно в	5	8
265	входит в	8	8
266	во всяком	9	8
267	или даже	5	8
268	именно на	3	8
269	на своем	5	8
270	большинстве случаев	11	8
271	но она	2	8
272	и потому	9	8
273	ту же	5	8
274	в зависимости	4	8
275	которые в	4	8
276	иногда даже	2	8
277	и эта	2	8
278	и сам	4	8
279	можно сказать	2	8
280	с другими	8	8
281	не с	5	8
282	на нем	2	8
283	конечно не	7	8
284	на самом	2	7
285	и о	3	7
286	однако в	3	7
287	и часто	7	7
288	как у	2	7
289	о которых	2	7
290	есть не	2	7
291	но эта	2	7
292	тому что	2	7
293	одного из	2	7
294	в какой	2	7
295	того же	7	7
296	если мы	2	7
297	со своим	13	7
298	всяком случае	7	7
299	между тем	5	7
300	совершенно не	2	7
301	и при	2	7
302	в эту	3	7
303	те же	3	7
304	между собой	3	7
305	был бы	2	7
306	этого слова	2	7
307	эти формы	5	7
308	не видят	2	7
309	не есть	2	7
310	образом в	4	7
311	что оно	4	7
312	не столько	4	7
313	на них	2	7
314	для него	8	7
315	в большинстве	16	7
316	для того	2	6
317	а иногда	3	6
318	отличие от	13	6
319	обстоит дело	4	6
320	на ту	2	6
321	борьбы с	3	6
322	где нет	2	6
323	характерно что	3	6
324	дело с	4	6
325	между ними	2	6
326	что все	2	6
327	формы и	3	6
328	от его	4	6
329	той же	3	6
330	не могла	2	6
331	из которого	2	6
332	быть и	6	6
333	то в	2	6
334	его как	3	6
335	что как	2	6
336	не на	6	6
337	или как	4	6
338	также и	5	6
339	и становится	2	6
340	здесь уже	2	6
341	его от	2	6
342	и оно	2	6
343	это может	2	6
344	только о	2	6
345	оно может	3	6
346	все его	4	6
347	с одним	3	6
348	же и	4	6
349	отношения к	3	6
350	его но	3	5
351	такого рода	2	5
352	и социальной	2	5
353	только как	2	5
354	бы быть	2	5
355	это было	2	5
356	из себя	3	5
357	друг другу	2	5
358	иногда в	2	5
359	по своей	2	5
360	в одно	2	5
361	в свое	3	5
362	xix века	2	5
363	по своему	2	5
364	мира и	4	5
365	для них	2	5
366	в герое	2	5
367	эти слова	4	5
368	с ее	6	5
369	материал в	2	5
370	ее с	2	5
371	наших дней	2	5
372	в самых	2	5
373	несмотря на	2	5
374	в виду	2	5
375	в один	2	5
376	может иметь	3	5
377	они были	3	5
378	как уже	2	5
379	не могло	3	5
380	переходит в	3	5
381	ним и	2	5
382	лежит в	5	5
383	отличается от	3	5
384	еще более	7	5
385	оно не	12	5
386	них не	2	5
387	или иначе	2	5
388	к своей	2	5
389	мы и	2	5
390	без всякого	2	5
391	одним словом	4	5
392	вокруг него	4	5
393	на все	3	5
394	например у	3	5
395	нем и	5	5
396	и может	4	5
397	других случаях	2	5
398	да и	2	5
399	как о	2	5
400	в таком	5	5
401	нами в	3	5
402	в отличие	12	5
403	бы его	2	4
404	здесь как	3	4
405	людей и	2	4
406	явление в	2	4
407	нисколько не	3	4
408	и во	3	4
409	из одного	2	4
410	и вообще	2	4
411	все время	4	4
412	все они	9	4
413	быть только	3	4
414	столь же	2	4
415	себя и	2	4
416	входить в	3	4
417	чем в	3	4
418	в разных	3	4
419	с этими	3	4
420	они могут	7	4
421	особенно в	3	4
422	в результате	4	4
423	слова в	19	4
424	как раз	3	4
425	в чужую	2	4
426	человека и	3	4
427	без всяких	2	4
428	и формы	4	4
429	а его	2	4
430	вместе со	2	4
431	нас в	3	4
432	на почве	6	4
433	с точки	11	4
434	вводится в	2	4
435	войти в	2	4
436	и те	3	4
437	дело в	2	4
438	и между	2	4
439	их от	2	4
440	мы найдем	3	4
441	новые и	2	4
442	и которые	2	4
443	в самом	6	4
444	они в	2	4
445	по своим	6	4
446	он их	2	3
447	сливается с	6	3
448	в свой	3	3
449	он весь	2	3
450	не пытается	2	3
451	которого он	3	3
452	точку зрения	6	3
453	от нас	2	3
454	точка зрения	10	3
455	на языке	2	3
456	них и	3	3
457	на всю	3	3
458	именно такое	2	3
459	так сказать	11	3
460	или во	2	3
461	связи и	3	3
462	о себе	2	3
463	сам в	2	3
464	ему не	2	3
465	и заставляет	3	3
466	оно и	4	3
467	на один	2	3
468	именно как	3	3
469	говорит и	2	3
470	все то	2	3
471	как оно	3	3
472	должно быть	3	3
473	ни было	2	3
474	человек в	6	3
475	как его	5	3
476	в системе	2	3
477	в иных	2	3
478	как к	5	3
479	и вне	3	3
480	могли бы	2	3
481	не его	2	3
482	отметить что	3	3
483	именно к	3	3
484	входят в	3	3
485	и нет	3	3
486	по всей	3	3
487	пор не	2	3
488	в языке	7	3
489	образом на	2	3
490	только не	2	3
491	другом случае	3	3
492	для всех	2	3
493	такая же	2	3
494	где они	4	3
495	даже и	4	3
496	и до	2	3
497	и той	2	3
498	язык и	17	3
499	с которым	4	3
500	во власти	2	3
501	но их	2	3
502	момент в	2	3
503	которые были	2	3
504	не были	3	2
505	для всего	2	2
506	в каждом	5	2
507	наконец в	5	2
508	свою очередь	3	2
509	таков например	2	2
510	и исторически	3	2
511	или меньшей	5	2
512	его так	3	2
513	действительность но	2	2
514	необходимо еще	2	2
515	оно уже	2	2
516	правда и	2	2
517	и связанные	2	2
518	этого предмета	2	2
519	лишь в	6	2
520	одному из	2	2
521	можно говорить	2	2
522	и другими	2	2
523	него нет	3	2
524	и остается	3	2
525	тем и	3	2
526	с помощью	5	2
527	эти явления	2	2
528	себя от	2	2
529	в определенных	2	2
530	т п	49	2
531	одновременно и	5	2
532	в прошлом	2	2
533	жизнь в	2	2
534	на себе	2	2
535	без другого	3	2
536	себя как	2	2
537	однако этот	2	2
538	ибо он	2	2
539	и самый	2	2
540	в сущности	18	2
541	возникает из	2	2
542	с каким	2	2
543	если она	2	2
544	сама по	2	2
545	при всем	3	2
546	формах в	2	2
547	как с	2	2
548	не из	2	2
549	дано в	2	2
550	перестает быть	2	2
551	и следовательно	8	2
552	в процессе	14	2
553	не выходит	3	2
554	из самых	2	2
555	несколько слов	2	2
556	одно и	3	2
557	автор не	4	2
558	меньшей степени	4	2
559	характер и	2	2
560	на материале	2	2
561	всех его	9	2
562	он пользуется	3	2
563	свой смысл	2	2
564	за пределами	3	2
565	предмета и	2	2
566	такое понимание	2	2
567	различные формы	2	2
568	от других	2	2
569	к новому	3	2
570	словом в	8	2
571	и другим	4	2
572	требует от	2	2
573	в состав	3	2
574	остается в	5	2
575	которых мы	3	2
576	между этими	3	2
577	оно было	4	2
578	не остается	2	2
579	и вся	2	2
580	того или	2	2
581	борьбу с	2	2
582	на образ	4	2
583	как таковые	3	2
584	действительно не	2	2
585	место в	2	2
586	и свои	2	2
587	действует в	3	2
588	человек и	13	2
589	случае не	2	2
590	и со	2	2
591	герой только	2	2
592	не исчерпывается	3	2
593	с которыми	2	2
594	мышления и	6	2
595	не должны	3	2
596	в сознании	3	2
597	в прямой	4	2
598	в особый	2	2
599	не должно	3	2
600	всем его	2	2
601	большей или	5	2
602	которые как	2	2
603	влияния на	3	2
604	говорить о	2	2
605	бы ни	3	2
606	быта и	2	2
607	не значит	2	2
608	в большей	3	2
609	подчеркнуть что	2	2
