N	2gram	Losev_Prob	Problemy
225	в отличие	2	6
226	и только	10	6
227	для его	4	6
228	слова как	3	6
229	в этой	10	6
230	на то	6	6
231	он может	2	6
232	в своих	2	6
233	этот вопрос	3	6
234	в которых	3	6
235	жизни и	7	6
236	конечно не	3	6
237	в основе	3	6
238	как на	2	6
239	отношения к	3	6
240	но с	2	6
241	нисколько не	2	5
242	и то	17	5
243	или иной	20	5
244	крайней мере	9	5
245	есть и	2	5
246	он как	2	5
247	себе как	4	5
248	бы его	2	5
249	но именно	4	5
250	слова но	3	5
251	была бы	2	5
252	говорили что	3	5
253	здесь мы	5	5
254	по своему	6	5
255	с тем	9	5
256	тому что	5	5
257	того же	2	5
258	в чем	5	5
259	однако в	3	5
260	в зависимости	3	5
261	мы не	15	5
262	и самого	2	5
263	той или	22	5
264	того и	2	5
265	в ее	6	5
266	его как	3	5
267	то есть	63	5
268	совершенно не	7	5
269	между собою	5	5
270	по крайней	9	5
271	ни на	5	5
272	подобно тому	3	5
273	именно в	4	5
274	когда он	2	5
275	тому как	2	5
276	поэтому и	3	5
277	сам по	11	5
278	с собой	6	5
279	он только	2	5
280	быть и	3	5
281	в ней	12	5
282	вместе с	3	5
283	тем не	23	4
284	стороны и	3	4
285	от того	2	4
286	является в	3	4
287	и прежде	3	4
288	в одно	4	4
289	а вовсе	3	4
290	из которых	6	4
291	или менее	2	4
292	не то	2	4
293	мы видели	2	4
294	как предмет	2	4
295	только с	5	4
296	обойтись без	3	4
297	но только	10	4
298	а то	4	4
299	более или	2	4
300	тоже не	8	4
301	не значит	3	4
302	на себе	5	4
303	даже и	33	4
304	и без	9	4
305	что оно	4	4
306	то это	13	4
307	на котором	2	4
308	здесь в	3	4
309	переходит в	2	4
310	каждый элемент	2	4
311	связи с	10	4
312	во всей	3	4
313	мы сказали	2	4
314	эти слова	2	4
315	быть даже	4	4
316	типа и	2	4
317	уже и	2	4
318	всего этого	2	4
319	одно и	4	4
320	нет в	2	4
321	время как	6	4
322	то в	4	4
323	то и	9	4
324	в литературе	3	4
325	это в	2	4
326	особенно в	2	4
327	всех этих	6	4
328	в которой	3	4
329	это было	4	4
330	с ее	5	4
331	но этот	2	4
332	в свете	4	4
333	конечно и	2	4
334	только что	4	4
335	что если	3	4
336	об этом	7	4
337	бы не	2	4
338	если оно	3	4
339	с этой	3	4
340	времени и	4	4
341	нами в	2	4
342	жизнь и	3	4
343	только так	2	4
344	именно потому	3	4
345	сами по	8	4
346	то он	3	4
347	вообще не	5	4
348	также и	22	4
349	поэтому в	2	4
350	себе но	2	4
351	что такое	4	4
352	еще более	3	4
353	и своего	2	4
354	само по	5	4
355	образом и	2	4
356	и если	11	4
357	не есть	57	4
358	со своим	2	4
359	если не	7	4
360	все в	4	4
361	и действительно	2	4
362	перестает быть	3	4
363	мы и	5	4
364	данном случае	12	3
365	чтобы не	2	3
366	или даже	6	3
367	для самого	2	3
368	или другого	3	3
369	о чем	4	3
370	в настоящее	4	3
371	есть только	5	3
372	на одно	2	3
373	к другим	2	3
374	человека но	3	3
375	которых мы	2	3
376	том или	6	3
377	и могут	2	3
378	есть нечто	22	3
379	и всегда	2	3
380	жизни а	4	3
381	а его	2	3
382	что даже	6	3
383	совсем другое	5	3
384	узком смысле	2	3
385	резко отличается	2	3
386	могли бы	6	3
387	что на	2	3
388	настоящее время	4	3
389	в узком	2	3
390	между собой	3	3
391	совсем не	4	3
392	что из	2	3
393	того чтобы	4	3
394	именно к	3	3
395	и по	3	3
396	же в	6	3
397	можно сказать	10	3
398	этом случае	8	3
399	выходит за	2	3
400	в других	2	3
401	ее в	2	3
402	и вообще	20	3
403	с которыми	2	3
404	есть то	5	3
405	того или	8	3
406	в данном	14	3
407	какой бы	2	3
408	только то	4	3
409	а к	2	3
410	себе а	3	3
411	говорить о	7	3
412	это вовсе	5	3
413	и еще	2	3
414	дело в	6	3
415	то время	6	3
416	и больше	4	3
417	сказать о	2	3
418	значение в	3	3
419	а может	3	3
420	и соответствующие	3	3
421	все они	5	3
422	не является	19	3
423	если и	2	3
424	да еще	3	3
425	и при	2	3
426	она в	2	3
427	в изображении	2	3
428	мы здесь	2	3
429	и есть	9	3
430	у нас	17	3
431	себе не	2	3
432	что его	3	3
433	но они	4	3
434	что тут	4	3
435	мы можем	11	3
436	он является	5	3
437	связан с	2	3
438	есть в	6	3
439	но уже	4	3
440	как символ	5	3
441	в смысле	2	3
442	если мы	24	3
443	как таковой	2	3
444	жизнь в	3	3
445	но что	3	3
446	нет здесь	2	3
447	только не	6	3
448	правда в	3	3
449	и особенно	3	3
450	в таком	11	3
451	будто бы	7	3
452	своих героев	2	3
453	однако не	4	3
454	мы будем	3	3
455	без всякого	8	3
456	и сами	3	3
457	тем же	2	3
458	чем в	2	3
459	художественный образ	12	2
460	еще и	10	2
461	поэтому нет	2	2
462	во все	3	2
463	есть а	2	2
464	что их	2	2
465	и почти	2	2
466	этого необходимо	3	2
467	чтобы все	2	2
468	указывает на	13	2
469	слова а	2	2
470	и об	3	2
471	а и	2	2
472	что дело	2	2
473	образ а	2	2
474	и сама	4	2
475	самого себя	4	2
476	она может	2	2
477	же его	2	2
478	этой точки	2	2
479	но она	2	2
480	у человека	2	2
481	к этому	2	2
482	самой этой	4	2
483	не был	3	2
484	оно и	2	2
485	входящих в	2	2
486	относится и	3	2
487	когда уже	2	2
488	друг от	3	2
489	если уж	2	2
490	а во	2	2
491	в настоящем	3	2
492	друга и	2	2
493	и ни	5	2
494	же касается	5	2
495	быть в	2	2
496	мы говорили	3	2
497	себе в	5	2
498	предмет и	2	2
499	чем не	4	2
500	не так	8	2
501	такого же	2	2
502	по сравнению	3	2
503	при всех	2	2
504	другой и	3	2
505	в контексте	3	2
506	которой она	3	2
507	это уже	4	2
508	на том	3	2
509	уже как	3	2
510	как она	2	2
511	заметить что	2	2
512	с большим	2	2
513	же тут	2	2
514	и там	2	2
515	своей собственной	3	2
516	иначе и	2	2
517	на одну	2	2
518	образы и	6	2
519	мы сразу	2	2
520	с которой	2	2
521	для чего	3	2
522	в значительной	2	2
523	совершенно новое	2	2
524	мы его	2	2
525	отнюдь не	16	2
526	с нею	2	2
527	смысле слова	19	2
528	и говорить	2	2
529	вот это	2	2
530	нельзя сказать	3	2
531	для них	4	2
532	произведения в	2	2
533	же как	5	2
534	когда она	2	2
535	ведь в	2	2
536	и очень	6	2
537	с теми	2	2
538	что вся	2	2
539	со всем	2	2
540	этот раз	3	2
541	почти всегда	4	2
542	же это	2	2
543	имеет значение	6	2
544	до того	2	2
545	случае не	7	2
546	образом в	2	2
547	себя но	2	2
548	без его	4	2
549	она является	3	2
550	и между	2	2
551	в содержании	2	2
552	независимо от	4	2
553	ее на	2	2
554	бы к	3	2
555	и весь	2	2
556	но даже	7	2
557	бы быть	5	2
558	чего бы	2	2
559	их с	2	2
560	с ней	5	2
561	и этот	3	2
562	другом случае	2	2
563	не нужно	2	2
564	художественного произведения	14	2
565	речи в	2	2
566	если я	3	2
567	при условии	4	2
568	что здесь	5	2
569	иной раз	5	2
570	и вполне	9	2
571	или другом	3	2
572	в заключение	5	2
573	от друга	3	2
574	является предметом	2	2
575	в качестве	10	2
576	для того	5	2
577	в истории	4	2
578	и другие	4	2
579	иметь в	2	2
580	в условиях	7	2
581	а именно	12	2
582	для нас	23	2
583	не столько	2	2
584	к ней	2	2
585	с одной	3	2
586	образ в	2	2
587	лучше сказать	2	2
588	не имеет	12	2
589	и является	6	2
590	о самом	2	2
591	всей его	2	2
592	не к	2	2
593	в нашем	13	2
594	что для	4	2
595	ничем не	2	2
596	второго порядка	3	2
597	только и	9	2
598	пока еще	3	2
599	жизни не	2	2
600	сказать так	2	2
601	вся эта	3	2
602	произведения и	2	2
603	только он	2	2
604	на первом	2	2
605	себе все	2	2
606	чисто художественные	2	2
607	и она	2	2
608	и именно	2	2
609	здесь и	4	2
610	основная особенность	2	2
611	от нее	2	2
612	только как	3	2
613	из этого	5	2
614	данное слово	5	2
615	но к	2	2
616	из него	2	2
617	бы как	2	2
618	является не	2	2
619	же самое	20	2
620	дело здесь	4	2
621	но оно	3	2
622	один и	2	2
623	и тут	3	2
624	чем он	2	2
625	уже сама	2	2
626	свой собственный	3	2
