N	2gram	Bakhtin_Pr	Narrotol
215	от первого	2	4
216	хотя бы	5	4
217	к этому	6	4
218	это было	3	4
219	и как	10	4
220	которая не	2	4
221	не имеет	2	4
222	человека в	8	4
223	но они	4	4
224	первого лица	2	4
225	для себя	5	4
226	что я	2	4
227	и притом	3	4
228	в сфере	4	4
229	оно не	2	4
230	и с	10	4
231	жизни а	2	4
232	для нас	3	4
233	по себе	13	4
234	несмотря на	7	4
235	всяком случае	3	4
236	во всяком	5	4
237	или даже	2	4
238	нового времени	4	4
239	в себя	3	4
240	вместе с	2	4
241	до конца	11	3
242	ее и	2	3
243	и потому	9	3
244	свою жизнь	2	3
245	идет о	5	3
246	так же	10	3
247	сознания в	2	3
248	но как	4	3
249	как к	3	3
250	за собой	3	3
251	а лишь	3	3
252	для других	2	3
253	а как	8	3
254	имеет смысл	2	3
255	и вот	4	3
256	то они	2	3
257	в романе	12	3
258	а его	3	3
259	его не	2	3
260	не знает	5	3
261	а с	4	3
262	здесь мы	3	3
263	одно из	2	3
264	с матерью	2	3
265	к ним	3	3
266	и это	5	3
267	в точке	5	3
268	по природе	4	3
269	своей жизни	2	3
270	матери с	2	3
271	ни одного	4	3
272	между ними	4	3
273	точно так	2	3
274	что не	6	3
275	же как	5	3
276	для автора	6	3
277	все эти	12	3
278	той же	7	3
279	и самого	4	3
280	в пространстве	3	3
281	в едином	6	3
282	времени в	2	3
283	хоть и	3	3
284	в зависимости	5	3
285	все время	4	3
286	но это	7	3
287	можно было	5	3
288	в первой	3	3
289	о своем	2	3
290	бы быть	3	3
291	что она	6	3
292	в которой	6	3
293	а о	4	3
294	зависимости от	5	3
295	природе своей	3	3
296	лишь в	4	3
297	бы не	3	3
298	он уже	2	3
299	в этих	5	3
300	о герое	5	3
301	все равно	3	3
302	сих пор	3	3
303	прошлого и	2	3
304	в е	2	3
305	со своими	6	3
306	на этот	2	3
307	о себе	12	3
308	входит в	11	3
309	героя но	2	3
310	приводит к	4	3
311	могли бы	3	3
312	он и	9	3
313	что мы	2	3
314	как она	2	3
315	с точки	21	3
316	и что	2	3
317	говорить о	3	3
318	характера и	2	3
319	что было	4	3
320	и только	2	3
321	как на	4	3
322	или нескольких	2	3
323	что именно	2	3
324	подчеркнуть что	4	3
325	но он	3	3
326	до сих	3	3
327	в каком	2	2
328	мира не	2	2
329	в каждой	3	2
330	слова а	3	2
331	в которых	2	2
332	другого человека	4	2
333	в человеке	15	2
334	рассказа от	2	2
335	утрачивает свою	2	2
336	он живет	2	2
337	всеми своими	2	2
338	с героями	3	2
339	наконец в	2	2
340	сознания героя	2	2
341	также не	2	2
342	в их	5	2
343	как можно	3	2
344	достоевского и	14	2
345	значимость и	2	2
346	так что	3	2
347	в момент	4	2
348	людей и	2	2
349	быть в	2	2
350	что может	2	2
351	себе самом	9	2
352	они и	3	2
353	в произведении	4	2
354	е годы	2	2
355	сознания не	3	2
356	в контексте	2	2
357	только с	2	2
358	они могут	2	2
359	он говорит	3	2
360	жизнь в	2	2
361	те же	3	2
362	говорит об	2	2
363	не входит	3	2
364	могут быть	5	2
365	к герою	6	2
366	мы его	2	2
367	в процессе	4	2
368	искать в	2	2
369	все остальное	2	2
370	что же	5	2
371	в единство	8	2
372	как образ	2	2
373	для них	3	2
374	ли он	2	2
375	тем или	2	2
376	героя с	3	2
377	именно к	2	2
378	у тургенева	2	2
379	и во	2	2
380	по выражению	2	2
381	все те	2	2
382	в сущности	11	2
383	личности в	7	2
384	его характер	2	2
385	также является	2	2
386	вовсе не	13	2
387	у себя	3	2
388	одного сознания	10	2
389	в мир	4	2
390	все то	5	2
391	чтобы в	2	2
392	но все	8	2
393	какой бы	2	2
394	другой стороны	3	2
395	это в	3	2
396	сознания и	9	2
397	и еще	2	2
398	и через	2	2
399	должно быть	4	2
400	его как	6	2
401	на это	2	2
402	бы в	7	2
403	обращено к	3	2
404	в этот	2	2
405	мы можем	3	2
406	автора в	4	2
407	и одновременно	5	2
408	слова и	2	2
409	по своим	4	2
410	превращается в	4	2
411	все это	12	2
412	тем что	5	2
413	не есть	2	2
414	в особенности	2	2
415	или точнее	2	2
416	и наконец	5	2
417	одного и	2	2
418	и есть	6	2
419	одним из	11	2
420	его и	4	2
421	смысл и	2	2
422	себе и	3	2
423	быть только	3	2
424	нести в	2	2
425	во всех	8	2
426	русской литературе	2	2
427	должна быть	4	2
428	и более	2	2
429	отношение к	4	2
430	сами по	4	2
431	есть в	10	2
432	мире в	3	2
433	всей его	2	2
434	автора и	7	2
435	точек зрения	5	2
436	мир и	6	2
437	он может	4	2
438	себе но	2	2
439	проникновения в	4	2
440	важно не	2	2
441	в самую	2	2
442	отношения между	3	2
443	к чужому	2	2
444	зрения на	12	2
445	вступает в	5	2
446	у меня	4	2
447	со своим	4	2
448	из которых	3	2
449	в настоящем	4	2
450	личной жизни	2	2
451	героев в	4	2
452	раз и	4	2
453	к другому	2	2
454	это и	10	2
455	таким же	4	2
456	человек и	2	2
457	как только	2	2
458	если же	3	2
459	но с	4	2
460	не оставляет	4	2
461	своих героев	5	2
462	однако не	2	2
463	мы и	2	2
464	а потому	4	2
