N	2gram	Ircho_Kome	Dialekti
105	в силу	2	13
106	но в	7	13
107	в ней	7	13
108	время как	3	13
109	говорит о	2	13
110	он не	11	13
111	что они	3	13
112	другой стороны	2	13
113	в смысле	2	13
114	и к	4	13
115	вопрос о	2	12
116	могут быть	3	12
117	еще не	10	12
118	никак не	2	12
119	все равно	3	12
120	и если	3	12
121	вещей и	2	12
122	не могут	2	12
123	даже не	5	12
124	а в	12	12
125	тем более	9	12
126	и может	2	12
127	с этим	5	12
128	но не	9	12
129	не о	3	11
130	нисколько не	3	11
131	себе не	2	11
132	от того	2	11
133	и тем	4	11
134	ничем не	4	11
135	его не	3	11
136	в них	6	11
137	мы имеем	4	11
138	как только	2	11
139	что я	5	11
140	из них	11	11
141	одно из	3	10
142	к тому	11	10
143	в ее	3	10
144	е в	2	10
145	как мы	6	10
146	в его	12	10
147	за пределы	3	10
148	нет ни	2	10
149	для того	9	10
150	с этой	5	10
151	и для	7	10
152	что для	7	10
153	если же	2	10
154	чтобы не	3	10
155	в их	5	10
156	в частности	4	10
157	на себе	2	10
158	мы видим	2	10
159	во всяком	3	10
160	в результате	2	10
161	времени и	2	10
162	как будто	3	10
163	во всем	2	10
164	если мы	2	10
165	только как	2	10
166	как он	5	9
167	общего с	2	9
168	и по	3	9
169	в истории	2	9
170	не как	2	9
171	в этих	2	9
172	в котором	6	9
173	той же	2	9
174	в одном	3	9
175	и от	3	9
176	была бы	2	9
177	тому что	5	9
178	при этом	11	9
179	и когда	2	9
180	и он	5	9
181	то время	3	9
182	бы в	5	9
183	мы можем	7	9
184	как о	3	9
185	на этом	3	9
186	и на	6	9
187	в отношении	4	8
188	от него	2	8
189	если она	2	8
190	и без	2	8
191	не будет	2	8
192	не на	3	8
193	в дальнейшем	5	8
194	в этой	7	8
195	все время	3	8
196	с одной	5	8
197	но все	5	8
198	что эта	2	8
199	у меня	5	8
200	даже в	3	8
201	в одной	2	8
202	уже о	2	8
203	один из	6	8
204	нет и	4	8
205	или иначе	3	8
206	себя в	3	8
207	как не	2	8
208	что здесь	2	7
209	в конце	14	7
210	из этих	2	7
211	не говоря	2	7
212	связи с	5	7
213	тем что	12	7
214	в связи	4	7
215	все что	6	7
216	как она	2	7
217	и всякий	2	7
218	без всякого	2	7
219	она должна	2	7
220	нуждается в	2	7
221	со стороны	16	7
222	от себя	2	7
223	не всегда	2	7
224	не знает	7	7
225	говоря уже	2	7
226	и я	3	7
227	с его	6	7
228	как в	4	7
229	так или	3	7
230	в мире	2	7
231	даже если	2	7
232	на что	2	7
233	из которых	7	7
234	то ни	4	7
235	отношения к	2	7
236	но он	3	7
237	в другом	2	6
238	отношение к	7	6
239	то мы	2	6
240	на основании	3	6
241	с тем	6	6
242	они не	2	6
243	более или	2	6
244	того чтобы	9	6
245	при всем	5	6
246	себя и	2	6
247	никто не	2	6
248	для этого	3	6
249	не будучи	2	6
250	тут же	8	6
251	в которой	6	6
252	по своей	2	6
253	идет речь	2	6
254	друг другу	3	6
255	вместе с	16	6
256	его в	9	6
257	о чем	11	6
258	или менее	2	6
259	по существу	4	6
260	по своему	3	6
261	хочет быть	2	6
262	больше того	2	6
263	одной стороны	4	6
264	можно было	3	6
265	того как	5	6
266	во всех	4	6
267	дело не	2	6
268	стороны и	4	6
269	я и	2	6
270	она и	2	6
271	не с	2	6
272	того кто	2	6
273	уже в	3	6
274	всяком случае	3	6
275	из того	3	5
276	от отца	4	5
277	надо было	3	5
278	чаще всего	2	5
279	же не	3	5
280	речь идет	5	5
281	и во	3	5
282	только один	2	5
283	если в	4	5
284	по сравнению	3	5
285	не является	5	5
286	сих пор	12	5
287	едва ли	16	5
288	например в	3	5
289	что у	2	5
290	их в	3	5
291	в своих	4	5
292	когда он	5	5
293	если он	3	5
294	от нее	5	5
295	из этого	2	5
296	конце концов	3	5
297	сравнению с	3	5
298	вплоть до	2	5
299	в это	2	5
300	и у	4	5
301	в области	3	5
302	после этого	2	5
303	нет никаких	2	5
304	тех пор	5	5
305	все его	2	5
306	что с	4	5
307	в качестве	4	5
308	и еще	4	5
309	независимо от	4	5
310	к этому	11	5
311	к ней	9	5
312	что его	10	5
313	в течение	3	5
314	тому же	11	5
315	что по	2	5
316	он и	5	5
317	в той	2	5
318	до сих	12	5
319	его на	5	4
320	человека и	2	4
321	в каждом	3	4
322	а как	2	4
323	же можно	2	4
324	что ни	7	4
325	мы знаем	2	4
326	на них	3	4
327	что касается	5	4
328	представить себе	2	4
329	здесь в	2	4
330	был бы	4	4
331	из самых	2	4
332	не знаю	2	4
333	и эта	2	4
334	только для	2	4
335	еще более	4	4
336	из себя	3	4
337	если не	7	4
338	главным образом	2	4
339	равно как	7	4
340	но его	2	4
341	что их	4	4
342	том как	5	4
343	сразу же	5	4
344	не зная	5	4
345	т п	5	4
346	людей и	2	4
347	меня и	2	4
348	на себя	10	4
349	о ней	2	4
350	бы то	3	4
351	как например	2	4
352	к ним	5	4
353	хотя в	3	4
354	этом отношении	2	4
355	из двух	3	4
356	у него	10	4
357	такой же	2	4
358	со всеми	2	4
359	не по	7	4
360	и здесь	11	4
361	и этим	3	4
362	меньше всего	5	4
363	это время	2	4
364	видно что	2	4
365	друг друга	7	4
366	же в	3	4
367	есть для	2	4
368	же самое	3	4
369	чем же	2	4
370	представление о	2	4
371	в первую	2	3
372	возможно что	4	3
373	для нас	7	3
374	как из	3	3
375	сам не	2	3
376	должен быть	2	3
377	сама она	2	3
378	от своего	2	3
379	не надо	2	3
380	к своему	4	3
381	отличие от	5	3
382	отца и	4	3
383	самого начала	5	3
384	а с	2	3
385	одной из	4	3
386	не так	4	3
387	идет о	3	3
388	с самого	5	3
389	или его	2	3
390	однако что	2	3
391	такое же	2	3
392	в первом	2	3
393	тот же	11	3
394	тех же	3	3
395	здесь не	2	3
396	на него	6	3
397	целый ряд	5	3
398	при его	2	3
399	чем не	2	3
400	я говорю	2	3
401	далеко не	3	3
402	образом и	2	3
403	в свою	12	3
404	в которых	7	3
405	скажет что	2	3
406	нового времени	5	3
407	которой не	2	3
408	хотя это	2	3
409	тем же	3	3
410	такая же	2	3
411	не был	2	3
412	в свое	2	3
413	что вы	2	3
414	из жизни	2	3
415	к этой	2	3
416	она была	2	3
417	в голову	2	3
418	с которой	2	3
419	он с	2	3
420	на сцене	7	3
421	к другому	2	3
422	мы понимаем	3	3
423	во время	8	3
424	не приходится	5	3
425	меньше чем	2	3
426	с другими	2	3
427	ее на	2	3
428	и жизнь	2	3
429	больше чем	4	3
430	бы не	3	3
431	на земле	2	3
432	да еще	3	3
433	ни было	3	3
434	в какой	4	3
435	остается только	2	3
436	найти в	2	3
437	не меньше	2	3
438	не отличаются	2	3
439	не дает	5	3
440	мы в	3	3
441	по его	2	3
442	не мог	2	3
443	между тем	6	3
444	что ему	4	2
445	как можно	2	2
446	не ясно	2	2
447	или к	2	2
448	менее в	2	2
449	в тех	4	2
450	при всей	2	2
451	и поэтому	5	2
452	всего это	2	2
453	должно было	3	2
454	наряду с	4	2
455	как к	3	2
456	роль в	3	2
457	ни одной	2	2
458	свою очередь	10	2
459	всем том	2	2
460	возможность и	2	2
461	знает что	2	2
462	к сожалению	2	2
463	они были	2	2
464	любви к	5	2
465	на месте	3	2
466	следует что	3	2
467	на его	5	2
468	во втором	2	2
469	не могла	3	2
470	ко мне	2	2
471	однако в	5	2
472	в образе	5	2
473	и дальше	2	2
474	ничуть не	7	2
475	в эпоху	2	2
476	у нее	2	2
477	в которые	2	2
478	и до	2	2
479	сам же	2	2
480	пор не	3	2
481	он был	6	2
482	же теперь	2	2
483	его жизни	2	2
484	все еще	2	2
485	прежде чем	4	2
486	ему все	2	2
487	имеем в	2	2
488	этот вопрос	2	2
489	да что	2	2
490	и теперь	2	2
491	в других	4	2
492	только после	3	2
493	но еще	2	2
494	меня в	2	2
495	каждом из	2	2
496	чем в	5	2
497	ему не	4	2
498	бог и	3	2
499	в каждой	2	2
500	в обоих	2	2
501	в глаза	3	2
502	как этот	2	2
503	времени в	2	2
504	не остается	3	2
505	сам себя	3	2
506	друга и	2	2
507	вывод что	2	2
508	что лучше	2	2
509	его от	5	2
510	себе в	6	2
511	образом в	2	2
512	для понимания	3	2
513	от них	2	2
514	бы на	2	2
515	с другом	3	2
516	в лучшем	2	2
517	что это?	2	2
518	одного из	4	2
519	пока не	2	2
520	ближе к	3	2
521	между ними	4	2
522	ней и	3	2
523	еще одно	2	2
524	в храме	2	2
525	было в	2	2
526	же если	2	2
527	сходство в	3	2
528	но при	2	2
529	в целом	4	2
530	на это	3	2
531	бы к	2	2
532	на сцену	2	2
533	а о	2	2
534	является ли	3	2
535	человека в	4	2
536	в изображении	3	2
537	его и	3	2
538	а для	2	2
539	начиная от	2	2
540	больше всего	4	2
541	перед лицом	2	2
542	друг с	3	2
543	на этот	6	2
544	раз в	3	2
545	к отцу	2	2
546	к его	4	2
547	как видим	2	2
548	в другой	5	2
549	с которым	3	2
550	чтобы дать	2	2
551	и сам	11	2
552	как его	4	2
553	этих двух	2	2
