N	2gram	Vygotskiy_	VLabPisa
273	для них	3	2
274	внимание на	4	2
275	а затем	4	2
276	же как	10	2
277	и том	3	2
278	числе и	3	2
279	по одному	3	2
280	целого ряда	2	2
281	и может	4	2
282	он не	6	2
283	и сам	4	2
284	во всей	3	2
285	из основных	3	2
286	ту же	2	2
287	в пользу	7	2
288	что при	3	2
289	который в	4	2
290	хотя и	2	2
291	том числе	3	2
292	во всяком	10	2
293	оно является	3	2
294	до сих	3	2
295	того как	5	2
