N	2gram	Propp_Isto	VeschiIm
104	с другой	20	8
105	со своим	4	8
106	в действительности	2	7
107	от того	4	7
108	и тем	4	7
109	из них	2	7
110	а в	12	7
111	можно ли	2	7
112	все эти	8	7
113	е в	2	7
114	относится к	2	7
115	никак не	2	7
116	то не	5	7
117	тем что	11	7
118	вообще не	4	7
119	с этой	7	7
120	оно не	2	7
121	без всякого	2	7
122	никогда не	16	6
123	вопрос о	6	6
124	независимо от	3	6
125	когда мы	2	6
126	и все	6	6
127	так или	2	6
128	а если	3	6
129	в нем	12	6
130	должны быть	4	6
131	и до	2	6
132	в своей	4	6
133	как мы	6	6
134	одна из	7	6
135	в данном	8	6
136	можно было	3	6
137	если я	2	6
138	и другое	4	6
139	быть только	2	6
140	или иначе	2	6
141	этот вопрос	3	6
142	их в	3	6
143	жизни и	3	6
144	как только	5	6
145	в одном	2	6
146	и если	4	5
147	мы должны	7	5
148	должен быть	2	5
149	ничем не	2	5
150	вместе с	17	5
151	себе в	3	5
152	как это	6	5
153	того же	3	5
154	между прочим	3	5
155	тогда когда	3	5
156	то это	7	5
157	один из	7	5
158	на себя	3	5
159	мы видим	14	5
160	в его	4	5
161	и когда	2	5
162	о ней	2	5
163	хотя и	3	5
164	во всех	8	5
165	в которой	2	5
166	об этом	7	5
167	и здесь	13	5
168	кроме того	6	5
169	ее с	2	5
170	в жизни	2	5
171	что у	6	5
172	от всех	2	5
173	все что	4	5
174	не содержит	2	5
175	так же	6	4
176	том как	3	4
177	к себе	4	4
178	в силу	2	4
179	в конце	4	4
180	отношение к	6	4
181	и у	3	4
182	что именно	2	4
183	при помощи	6	4
184	в их	4	4
185	что вы	2	4
186	сам себя	2	4
187	так и	8	4
188	в отдельности	3	4
189	и оно	2	4
190	в этой	2	4
191	более или	3	4
192	то время	4	4
193	этой точки	3	4
194	же не	2	4
195	его на	2	4
196	в качестве	5	4
197	не было	3	4
198	тот же	2	4
199	во всяком	3	4
200	когда она	2	4
201	с ними	2	4
202	в основе	2	4
203	ее имя	2	4
204	и от	5	4
205	ее как	2	4
206	тут же	2	4
207	с этим	3	4
208	дело не	5	4
209	и эта	5	4
210	к ней	3	4
211	мы можем	11	4
212	на него	3	4
213	в особенности	2	4
214	и вот	2	4
215	и о	2	4
216	и более	2	4
217	время как	4	4
218	в котором	3	4
219	если это	2	4
220	образом и	3	4
221	главным образом	3	4
222	или менее	3	4
223	есть условие	3	4
224	находится в	2	4
225	сводится к	3	4
226	говорит о	2	4
227	он не	8	4
228	и сам	3	4
229	от его	2	3
230	перед нами	4	3
231	этого вопроса	2	3
232	я могу	2	3
233	но как	4	3
234	а потом	4	3
235	но она	2	3
236	в другом	2	3
237	что из	4	3
238	при переходе	3	3
239	и эти	5	3
240	себе не	2	3
241	в виде	5	3
242	только на	2	3
243	в частности	3	3
244	если он	5	3
245	а с	3	3
246	по существу	5	3
247	мы видели	17	3
248	к нему	8	3
249	но оно	3	3
250	к тому	4	3
251	одной стороны	12	3
252	другой стороны	17	3
253	если не	4	3
254	есть еще	4	3
255	в целом	2	3
256	же как	6	3
257	тогда как	4	3
258	из самых	2	3
259	все еще	2	3
260	из его	2	3
261	не все	4	3
262	оно только	2	3
263	тем более	2	3
264	к другой	2	3
265	от этого	2	3
266	и нет	3	3
267	а я	2	3
268	то чтобы	2	3
269	превращается в	10	3
270	для того	2	3
271	как в	17	3
272	с одной	12	3
273	но все	5	3
274	у него	16	3
275	не имеет	6	3
276	видели что	4	3
277	оно может	3	3
278	из которых	3	3
279	он становится	2	3
280	и она	3	3
281	не можем	3	3
282	к другому	2	3
283	однако в	2	3
284	из этого	2	3
285	или в	11	3
286	бы что	2	3
287	отношения к	2	3
288	мы уже	10	3
289	но он	4	3
290	прочим и	2	2
291	данном случае	7	2
292	она будет	2	2
293	может идти	2	2
294	тем самым	3	2
295	ее и	2	2
296	тому что	2	2
297	о чем	2	2
298	для нее	2	2
299	в это	3	2
300	и формы	3	2
301	очень интересный	2	2
302	наряду с	2	2
303	в одно	2	2
304	но эта	2	2
305	как он	11	2
306	что если	2	2
307	у них	3	2
308	в свое	3	2
309	нас не	2	2
310	на вопрос	5	2
311	же мы	6	2
312	в руки	2	2
313	совсем другое	2	2
314	не так	4	2
315	но эти	3	2
316	видим что	4	2
317	он говорит	4	2
318	уже в	4	2
319	ту же	3	2
320	знает что	2	2
321	так в	10	2
322	всяком случае	3	2
323	она и	3	2
324	не столько	4	2
325	но тут	2	2
326	и свои	2	2
327	связи с	3	2
328	в связи	3	2
329	что эти	4	2
330	и они	2	2
331	в состоянии	4	2
332	в одну	3	2
333	еще один	3	2
334	самого себя	2	2
335	миф и	2	2
336	если они	4	2
337	а также	2	2
338	утверждать что	3	2
339	ее на	5	2
340	здесь не	4	2
341	в начале	2	2
342	его как	2	2
343	к этому	5	2
344	с ней	4	2
345	этом и	2	2
346	стороны и	4	2
347	что здесь	10	2
348	мы еще	2	2
349	имени нет	2	2
350	и другие	10	2
351	начиная от	2	2
352	меня на	3	2
353	себе и	3	2
354	но они	4	2
355	не стоит	2	2
356	связан с	5	2
357	ее к	2	2
358	том чтобы	3	2
359	и так	2	2
360	не случайно	3	2
361	далеко не	3	2
362	именно в	2	2
363	не вполне	5	2
364	когда он	5	2
365	стороны не	2	2
366	но для	3	2
367	что между	4	2
368	в более	3	2
369	он и	3	2
370	для нас	8	2
371	и на	12	2
372	совершенно ясно	8	2
373	то он	2	2
374	которую мы	2	2
375	от нее	2	2
376	с собой	7	2
377	конечно не	2	2
378	и делает	2	2
379	только о	2	2
380	как будто	4	2
381	во всем	2	2
382	но с	2	2
383	с его	4	2
