N	2gram	Vygotskiy_	StatiiOP
265	это и	3	5
266	что именно	4	5
267	том же	4	5
268	как он	4	5
269	точку зрения	3	5
270	нас не	2	5
271	и потому	2	5
272	в основу	3	5
273	не так	2	5
274	одной стороны	7	5
275	что не	2	5
276	отношении к	3	5
277	такое же	3	5
278	один из	6	5
279	можно ли	2	5
280	поэта и	2	5
281	при этом	28	5
282	думать что	3	5
283	в тех	2	5
284	в сущности	15	5
285	не на	2	5
286	должна быть	3	5
287	что эти	3	5
288	хотя и	3	5
289	не потому	3	5
290	того или	2	5
291	утверждать что	9	5
292	то это	3	5
293	на это	2	5
294	не как	3	5
295	целый ряд	12	5
296	как говорит	5	5
297	как будто	10	5
298	с одной	6	5
299	после того	2	5
300	том чтобы	9	5
301	на тему	2	5
302	столь же	6	5
303	в творчестве	5	5
304	и если	4	5
305	уже не	3	5
306	оно не	2	5
307	конечно не	2	5
308	и только	5	5
309	в слове	3	5
310	без всякого	2	5
311	поэзии в	2	4
312	этого вопроса	2	4
313	очевидно что	7	4
314	не могут	6	4
315	одна из	5	4
316	на этом	3	4
317	то есть	44	4
318	что оно	4	4
319	и у	6	4
320	и эти	2	4
321	и всегда	2	4
322	казалось бы	4	4
323	не всегда	2	4
324	как можно	3	4
325	на долю	2	4
326	что ни	2	4
327	смысле этого	2	4
328	в такой	2	4
329	с общим	2	4
330	которые в	3	4
331	но как	4	4
332	мере в	2	4
333	только с	2	4
334	он говорит	4	4
335	тех пор	2	4
336	состоит в	5	4
337	и без	3	4
338	а потому	5	4
339	что его	5	4
340	и те	5	4
341	в процессе	7	4
342	в поэзии	5	4
343	разница между	3	4
344	поэзии и	8	4
345	мы видим	8	4
346	и тогда	3	4
347	в связи	3	4
348	это есть	6	4
349	в применении	2	4
350	случае не	2	4
351	этого слова	5	4
352	должны быть	6	4
353	обращается к	2	4
354	который в	3	4
355	научного изучения	2	4
356	как мы	2	4
357	очень часто	4	4
358	показывает что	6	4
359	относится к	4	4
360	если в	2	4
361	не могли	4	4
362	за пределы	2	4
363	что по	5	4
364	сами по	4	4
365	есть в	7	4
366	бы и	5	4
367	которые не	3	4
368	тем или	2	4
369	и тот	4	4
370	на него	2	4
371	в свете	3	4
372	только что	3	4
373	и их	4	4
374	и другие	5	4
375	тому же	4	4
376	и так	7	4
377	материала и	2	4
378	могло бы	5	4
379	им в	4	4
380	все что	4	4
381	или иным	2	4
382	ни у	2	4
383	меньше всего	3	4
384	не существует	4	4
385	совпадает с	4	4
386	а на	4	4
387	эпохи в	3	4
388	во внимание	4	4
389	в смысле	3	4
390	или в	2	4
391	в таком	5	4
392	в основе	13	4
393	применении к	2	4
394	будто бы	2	4
395	чем в	2	4
396	в книге	2	3
397	из того	2	3
398	от него	2	3
399	в полном	3	3
400	и наконец	2	3
401	этого произведения	2	3
402	в других	3	3
403	с той	2	3
404	от того	6	3
405	как к	2	3
406	или же	2	3
407	тогда когда	7	3
408	и других	4	3
409	точно и	4	3
410	к своему	2	3
411	или менее	3	3
412	быть в	2	3
413	на основании	7	3
414	его от	2	3
415	на котором	2	3
416	образом в	3	3
417	в руках	2	3
418	она не	6	3
419	к этой	2	3
420	на том	2	3
421	может служить	3	3
422	заметить что	3	3
423	и как	9	3
424	только при	4	3
425	xviii в	2	3
426	в трех	2	3
427	не то	2	3
428	смысле слова	4	3
429	совсем не	3	3
430	не будет	4	3
431	то я	2	3
432	по тому	4	3
433	себя и	3	3
434	и ее	4	3
435	принять во	2	3
436	почти все	3	3
437	бы то	3	3
438	бы в	3	3
439	все время	6	3
440	то и	2	3
441	в сознании	6	3
442	и до	2	3
443	в нашей	4	3
444	х годов	5	3
445	считает что	2	3
446	бы ни	2	3
447	только потому	2	3
448	при таком	5	3
449	искусства и	24	3
450	который не	2	3
451	и уже	2	3
452	которая не	2	3
453	каждого из	3	3
454	бы что	2	3
455	и которые	2	3
456	для установления	2	3
457	формы в	6	3
458	наконец в	2	3
459	со всеми	5	3
460	не значит	2	3
461	если это	2	3
462	их в	4	3
463	слова в	5	3
464	когда он	11	3
465	в свою	3	3
466	найти в	2	3
467	у меня	3	3
468	произведения и	2	3
469	представляет собой	2	3
470	но что	3	3
471	это можно	3	3
472	в русском	4	3
473	то или	3	3
474	к числу	3	3
475	или иное	2	3
476	столько же	4	3
477	то ни	2	3
478	более или	3	3
479	и была	2	3
480	не к	2	3
481	что при	8	3
482	не дает	3	3
483	взгляд на	2	3
484	на основе	2	3
485	тем и	2	3
486	совпадают с	3	2
487	в таких	2	2
488	тем самым	2	2
489	нигде не	2	2
490	таким путем	6	2
491	совершенно правильно	7	2
492	для самого	2	2
493	из всех	4	2
494	его к	2	2
495	для всех	5	2
496	в нее	2	2
497	различие между	5	2
498	и говорить	2	2
499	нуждается в	3	2
500	есть только	7	2
501	евгении онегине	3	2
502	бы мы	3	2
503	с исчерпывающей	4	2
504	в настоящее	2	2
505	стал бы	2	2
506	едва ли	5	2
507	ли не	2	2
508	и таким	4	2
509	и вместе	2	2
510	критики и	3	2
511	состоит из	2	2
512	этого материала	4	2
513	были бы	2	2
514	это имеет	3	2
515	от себя	4	2
516	свою очередь	3	2
517	у них	2	2
518	которое он	2	2
519	и при	3	2
520	потому не	4	2
521	за основу	2	2
522	убедиться в	2	2
523	тем как	2	2
524	показать что	12	2
525	ответом на	2	2
526	отличие от	6	2
527	всякий раз	10	2
528	в поэтическом	2	2
529	мы знаем	8	2
530	по своему	2	2
531	мы видели	2	2
532	даны в	2	2
533	для понимания	2	2
534	и совершенно	7	2
535	и этот	3	2
536	это обстоятельство	3	2
537	но только	6	2
538	а только	4	2
539	этом не	2	2
540	стиха и	2	2
541	с и	17	2
542	с того	2	2
543	виде не	2	2
544	ту же	6	2
545	что тот	3	2
546	настоящее время	2	2
547	какой степени	2	2
548	от других	3	2
549	жизнь и	3	2
550	из которого	6	2
551	которой он	2	2
552	точно так	6	2
553	и когда	5	2
554	в зависимости	6	2
555	то как	4	2
556	с теми	2	2
557	они сами	2	2
558	как нечто	3	2
559	и может	3	2
560	из самых	2	2
561	что если	7	2
562	своей задачей	2	2
563	тот же	8	2
564	только тогда	8	2
565	что нужно	2	2
566	в одну	2	2
567	и от	4	2
568	никак не	7	2
569	произведения как	3	2
570	к которым	4	2
571	когда мы	4	2
572	тех же	2	2
573	у всех	2	2
574	его с	3	2
575	всю жизнь	2	2
576	время в	2	2
577	чтобы понять	4	2
578	их с	2	2
579	по преимуществу	2	2
580	но совершенно	4	2
581	только ее	3	2
582	с ее	3	2
583	любопытно что	3	2
584	фактов и	2	2
585	чтобы создать	2	2
586	дело с	10	2
587	до тех	3	2
588	за ним	2	2
589	объясняется и	2	2
590	который как	2	2
591	в евгении	2	2
592	зависимости от	7	2
593	и той	5	2
594	и вот	5	2
595	ни было	2	2
596	что то	2	2
597	самого же	2	2
598	отказаться от	4	2
599	не означает	2	2
600	и из	7	2
601	в отличие	4	2
602	остановиться на	2	2
603	стих в	2	2
604	что есть	3	2
605	надо сказать	3	2
606	принадлежат к	4	2
607	что только	3	2
608	она является	3	2
609	значение в	2	2
610	далеко не	7	2
611	я хотел	2	2
612	целом ряде	2	2
613	каждой из	3	2
614	и другой	6	2
615	но к	3	2
616	справедливо указывает	2	2
617	на нем	2	2
618	зрения на	2	2
619	указывает что	4	2
620	те же	9	2
621	как она	4	2
622	роль в	4	2
623	совершенно ясно	22	2
624	и теперь	2	2
625	как не	2	2
626	мы в	3	2
627	чтобы показать	4	2
628	сам по	4	2
629	искать не	2	2
630	показывает как	3	2
631	только о	3	2
632	же самое	8	2
633	последнее время	2	2
634	против того	2	2
635	пор пока	2	2
636	свое собственное	2	2
637	чем же	2	2
638	все в	2	2
639	на все	6	2
640	имеем дело	2	2
641	художественного творчества	6	2
