N	2gram	Tiupa_Narr	Analitik
138	свою очередь	2	9
139	имеет место	4	9
140	по поводу	3	9
141	или иного	3	9
142	другой стороны	2	9
143	во всех	2	9
144	в результате	4	9
145	только не	2	9
146	что касается	3	9
147	на фоне	2	9
148	автора и	2	9
149	в русской	3	9
150	вступает в	2	9
151	личности в	2	9
152	тому как	4	9
153	присутствия в	3	9
154	и того	5	9
155	говорит о	3	9
156	таким образом	5	9
157	вместе с	3	9
158	перед нами	9	8
159	о чем	6	8
160	роль в	4	8
161	в ходе	4	8
162	не всегда	4	8
163	что он	7	8
164	дело с	4	8
165	одной из	2	8
166	и все	7	8
167	коммуникативное событие	6	8
168	одного из	6	8
169	этом отношении	5	8
170	хотя и	8	8
171	человеческого я	6	8
172	между двумя	6	8
173	о его	3	8
174	уже говорилось	2	8
175	дело не	3	8
176	если бы	9	8
177	не является	7	8
178	времени и	9	8
179	как известно	3	8
180	он и	2	8
181	с точки	2	8
182	с ним	6	8
183	во времени	9	7
184	вплоть до	5	7
185	в литературе	8	7
186	картины мира	3	7
187	в другом	5	7
188	в соответствии	8	7
189	и тем	9	7
190	в году	2	7
191	место в	3	7
192	являет собой	5	7
193	жизненной позиции	2	7
194	в ее	4	7
195	который в	2	7
196	во всяком	2	7
197	одна из	5	7
198	как будто	4	7
199	субъекта и	2	7
200	героя и	4	7
201	в глазах	7	7
202	и для	4	7
203	у него	13	7
204	и является	2	7
205	или иначе	2	7
206	и т.д	7	7
207	приводит к	2	7
208	со своим	2	7
209	в одном	5	7
210	собственно говоря	3	7
211	однако не	2	7
212	всяком случае	2	7
213	внимание на	7	7
214	как мы	3	7
215	времени в	3	7
216	в таком	4	7
217	в финале	3	7
218	жизни но	3	7
219	в нашем	4	7
220	не мог	7	7
221	если в	2	6
222	что не	2	6
223	с другим	2	6
224	в силу	5	6
225	ли не	3	6
226	казалось бы	2	6
227	не знает	2	6
228	в нем	9	6
229	самим собой	3	6
230	что на	4	6
231	ответ на	6	6
232	не будет	2	6
233	очевидным образом	2	6
234	тем более	2	6
235	или в	7	6
236	при всей	5	6
237	и состоит	6	6
238	и то	3	6
239	хотя бы	4	6
240	то в	4	6
241	в сознании	6	6
242	из этих	6	6
243	читателя в	4	6
244	в равной	3	6
245	его как	2	6
246	превращается в	2	6
247	же в	6	6
248	присутствия я	2	6
249	одного и	2	6
250	художественного высказывания	2	6
251	тем не	7	6
252	более чем	2	6
253	и более	2	6
254	восходит к	2	6
255	о себе	2	6
256	ключ к	2	6
257	из них	4	6
258	соответствии с	7	6
259	по его	3	6
260	вовсе не	2	6
261	не о	2	5
262	и потому	2	5
263	встречи с	4	5
264	входит в	2	5
265	но как	3	5
266	жизни в	7	5
267	каждый из	3	5
268	для себя	3	5
269	самом деле	4	5
270	в романе	3	5
271	в аспекте	3	5
272	а с	2	5
273	может служить	5	5
274	и пространстве	6	5
275	которая в	2	5
276	во втором	6	5
277	в состав	5	5
278	речь идет	3	5
279	исходя из	4	5
280	с той	2	5
281	и по	3	5
282	все эти	3	5
283	мы не	5	5
284	в первом	4	5
285	я не	5	5
286	и здесь	3	5
287	да и	5	5
288	к его	5	5
289	одно из	2	5
290	к этому	2	5
291	и он	8	5
292	текста как	2	5
293	с ее	3	5
294	и адресата	2	5
295	иного рода	2	5
296	мира в	4	5
297	в особенности	2	5
298	как о	2	5
299	в культуре	3	5
300	для того	4	5
301	в этих	3	5
302	ведет к	3	5
303	за пределами	3	5
304	в роли	2	5
305	в котором	3	5
306	в слове	4	5
307	все что	4	5
308	о смерти	2	5
309	будто бы	2	5
310	главного героя	5	5
311	еще в	4	5
312	в итоге	4	5
313	высказывания в	3	5
314	что мы	2	5
315	к жизни	3	5
316	в поле	3	5
317	нового времени	2	5
318	в противовес	3	5
319	в организации	2	5
320	в ситуации	2	4
321	и ее	3	4
322	в ответ	4	4
323	в области	4	4
324	вслед за	4	4
325	отношение к	2	4
326	как к	3	4
327	одним из	2	4
328	а как	2	4
329	кто говорит	2	4
330	как он	3	4
331	как у	6	4
332	а именно	2	4
333	только на	4	4
334	в действительности	2	4
335	известном смысле	4	4
336	свою жизнь	2	4
337	его и	2	4
338	на две	2	4
339	о нем	5	4
340	и о	4	4
341	говоря и	2	4
342	к нему	5	4
343	потому что	7	4
344	свидетельствует о	4	4
345	ему в	2	4
346	так в	4	4
347	в чем	3	4
348	обращает на	3	4
349	в известном	4	4
350	при встрече	3	4
351	равной степени	3	4
352	о своей	3	4
353	с ними	5	4
354	того чтобы	7	4
355	и тогда	2	4
356	по мысли	8	4
357	различного рода	3	4
358	и т	3	4
359	так у	2	4
360	одного сознания	2	4
361	сказать что	5	4
362	и от	3	4
363	по своему	3	4
364	но при	5	4
365	обратиться к	2	4
366	но это	2	4
367	однако и	5	4
368	не все	2	4
369	и представляет	2	4
370	что она	3	4
371	бы в	2	4
372	в которой	2	4
373	о своем	2	4
374	в составе	2	4
375	представляют собой	5	4
376	от которого	3	4
377	в двух	2	4
378	который не	2	4
379	в присутствии	2	4
380	об этом	8	4
381	на него	4	4
382	не сводится	8	4
383	человека в	2	4
384	сознания в	3	4
385	себя внимание	3	4
386	чем и	2	4
387	между ними	3	4
388	строго говоря	2	4
389	в своих	2	4
390	жизни как	2	4
391	большей или	2	4
392	самого рассказывания	4	4
393	не было	3	4
394	или напротив	3	4
395	или даже	3	4
396	это и	2	4
397	встрече с	4	4
398	это означает	2	3
399	ни о	3	3
400	человеческой жизни	3	3
401	идет о	3	3
402	повествования и	4	3
403	о жизни	2	3
404	она может	2	3
405	когда же	2	3
406	для нее	2	3
407	один и	2	3
408	утрачивает свою	2	3
409	в обоих	4	3
410	говоря о	2	3
411	в виду	2	3
412	к ее	3	3
413	роль принадлежит	2	3
414	героя в	6	3
415	из уст	2	3
416	к своему	2	3
417	т п	2	3
418	и составляет	2	3
419	говорилось выше	3	3
420	другого сознания	4	3
421	в наиболее	2	3
422	в точке	2	3
423	она не	2	3
424	мы узнаем	2	3
425	своей собственной	2	3
426	мира и	2	3
427	в ней	5	3
428	войне и	2	3
429	между собой	3	3
430	классического реализма	4	3
431	только к	3	3
432	ли он	2	3
433	в зависимости	3	3
434	художественного письма	4	3
435	связи с	3	3
436	в связи	3	3
437	во время	2	3
438	коммуникативной ситуации	2	3
439	к миру	2	3
440	никак не	5	3
441	например в	2	3
442	первом случае	3	3
443	дистанция между	2	3
444	так сказать	4	3
445	можно было	2	3
446	дело в	2	3
447	о котором	4	3
448	это было	3	3
449	единого художественного	2	3
450	а о	2	3
451	один голос	2	3
452	в центре	4	3
453	в войне	2	3
454	зависимости от	3	3
455	и наконец	2	3
456	в речи	5	3
457	в жизни	9	3
458	с этой	3	3
459	обратим внимание	2	3
460	в рассказе	10	3
461	в какой	2	3
462	сами по	2	3
463	на этот	2	3
464	они не	3	3
465	из наиболее	6	3
466	также и	4	3
467	а то	2	3
468	что у	6	3
469	во сне	4	3
470	на то	4	3
471	человеческого бытия	2	3
472	от первого	4	3
473	человек в	3	3
474	установкой на	2	3
475	оно не	4	3
476	и с	3	3
477	следует признать	2	3
478	если не	4	3
479	личности как	2	3
480	а для	4	3
481	раз и	2	3
482	жизни и	7	3
483	он сам	4	3
484	пока еще	4	3
485	о личности	2	3
486	не говорит	4	3
487	слова в	4	3
488	на роль	2	3
489	как на	2	3
490	же самое	3	3
491	быть не	3	3
492	всякий раз	2	3
493	не к	4	3
494	этих двух	2	3
495	но он	2	3
496	начиная с	3	2
497	и смерть	2	2
498	могло бы	3	2
499	так же	2	2
500	для нас	2	2
501	в процессе	2	2
502	человек и	2	2
503	еще раз	3	2
504	внимание к	2	2
505	дискурс в	2	2
506	такова что	3	2
507	выступает в	2	2
508	к себе	11	2
509	не могла	2	2
510	и мире	2	2
511	в следующем	2	2
512	как показывает	2	2
513	что именно	2	2
514	события в	3	2
515	по сути	3	2
516	мыслится как	2	2
517	к чему	3	2
518	значимость и	2	2
519	своей жизни	2	2
520	и иных	3	2
521	или менее	2	2
522	быть в	2	2
523	что может	2	2
524	не являются	2	2
525	с появлением	2	2
526	повествования в	6	2
527	следует подчеркнуть	3	2
528	тот кто	2	2
529	но одновременно	2	2
530	тому что	4	2
531	только с	2	2
532	речь повествователя	2	2
533	речь самого	3	2
534	лев толстой	2	2
535	более или	2	2
536	все его	4	2
537	жизни это	2	2
538	толстого или	2	2
539	с нею	2	2
540	текста так	2	2
541	с языком	2	2
542	о событии	2	2
543	тем или	2	2
544	для автора	2	2
545	что с	2	2
546	и дело	2	2
547	героя к	2	2
548	единиц текста	2	2
549	следует вести	2	2
550	для обозначения	2	2
551	начало и	3	2
552	себе самому	5	2
553	чем это	2	2
554	и текста	2	2
555	событие самого	2	2
556	в литературном	2	2
557	но зато	4	2
558	одно и	2	2
559	не столь	2	2
560	что это	4	2
561	или не	5	2
562	по слову	3	2
563	в кадры	3	2
564	которая состоит	3	2
565	в молчание	2	2
566	то и	3	2
567	они могут	2	2
568	я уже	2	2
569	церкви и	2	2
570	центрального героя	2	2
571	а на	2	2
572	не обязательно	3	2
573	в чужой	2	2
574	дискурса в	2	2
575	мы можем	2	2
576	его внутренней	3	2
577	в пространстве	3	2
578	автора в	2	2
579	дискурса как	2	2
580	и действия	2	2
581	как если	2	2
582	в специальном	2	2
583	и служит	2	2
584	та же	2	2
585	и вот	2	2
586	человека как	2	2
587	у нас	4	2
588	все равно	2	2
589	то у	3	2
590	со всеми	3	2
591	не по	5	2
592	коммуникативном событии	2	2
593	второй главы	2	2
594	правило не	2	2
595	но они	4	2
596	сих пор	3	2
597	и слушающих	3	2
598	на протяжении	12	2
599	от его	2	2
600	две недели	2	2
601	по словам	2	2
602	не имеет	3	2
603	раз в	4	2
604	по обыкновению	2	2
605	частности в	2	2
606	это была	3	2
607	стало быть	4	2
608	их в	4	2
609	к ним	2	2
610	зависит от	3	2
611	не вполне	3	2
612	и мира	4	2
613	лица и	2	2
614	истории в	8	2
615	национального языка	2	2
616	или иным	2	2
617	и стал	2	2
618	истории не	3	2
619	значения и	2	2
620	было и	2	2
621	не можем	2	2
622	не могу	2	2
623	которой он	4	2
624	к читателю	2	2
625	к другому	2	2
626	пребывания в	4	2
627	мы и	2	2
628	не просто	2	2
629	и только	2	2
630	и сами	2	2
631	в форме	7	2
632	присутствия человеческого	2	2
633	личность по	2	2
634	с позиции	4	2
635	о которой	3	2
636	у меня	2	2
637	до сих	3	2
638	в нарративном	3	2
639	не оказывается	2	2
640	себе самом	2	2
641	тем же	3	2
