N	2gram	Bakhtin_Fr	Problemy
111	и что	5	12
112	у меня	2	12
113	не могут	3	11
114	в форме	6	11
115	конце концов	5	11
116	сливается с	2	11
117	так чтобы	3	11
118	он сам	4	11
119	должно быть	4	11
120	бы в	3	11
121	тем что	8	11
122	с другой	3	11
123	их в	5	11
124	более того	3	11
125	мы уже	25	11
126	отношение к	3	10
127	в него	4	10
128	ведь и	3	10
129	до сих	3	10
130	сих пор	3	10
131	далеко не	2	10
132	той же	9	10
133	и потому	6	9
134	с самого	2	9
135	или в	5	9
136	в них	14	9
137	хотя и	5	9
138	другой стороны	2	9
139	человека в	3	9
140	из одного	4	9
141	что у	3	9
142	ни в	7	9
143	в той	8	9
144	но он	8	9
145	уже в	9	8
146	его целом	2	8
147	одним из	3	8
148	и о	2	8
149	того что	5	8
150	здесь не	2	8
151	несмотря на	3	8
152	с ними	4	8
153	и до	14	8
154	не на	5	8
155	должна быть	3	8
156	и от	10	8
157	что это	9	8
158	все время	4	8
159	и он	4	8
160	он есть	2	8
161	мы увидим	4	8
162	в человеке	2	8
163	ни было	2	8
164	в результате	7	8
165	о том	13	8
166	и у	7	8
167	и так	2	8
168	из них	6	8
169	переходим к	2	8
170	его к	3	7
171	от него	3	7
172	в этих	6	7
173	но эта	2	7
174	в их	5	7
175	в виде	2	7
176	и со	2	7
177	в виду	4	7
178	и др	12	7
179	в процессе	3	7
180	он в	2	7
181	все его	3	7
182	к самому	2	7
183	только на	2	7
184	мира и	6	7
185	между ними	2	7
186	что все	3	7
187	что они	2	7
188	и ее	2	7
189	например в	8	7
190	тот же	3	7
191	сказать что	4	7
192	одной плоскости	3	7
193	ее как	2	7
194	мысли и	3	7
195	и их	5	7
196	такой же	3	7
197	во всех	13	7
198	не было	4	7
199	уже говорили	13	7
200	как его	2	7
201	в себя	3	7
202	здесь с	3	6
203	в построении	2	6
204	все те	2	6
205	как он	4	6
206	которым он	4	6
207	может стать	2	6
208	он знает	2	6
209	по существу	8	6
210	выражение в	3	6
211	но эти	2	6
212	и этим	2	6
213	себя в	3	6
214	и во	4	6
215	во время	12	6
216	и здесь	5	6
217	на них	3	6
218	одна из	7	6
219	для этого	2	6
220	и нет	2	6
221	с этим	4	6
222	в начале	4	6
223	можно было	4	6
224	во всем	5	6
225	кроме того	6	6
226	превращается в	2	6
227	и вот	3	6
228	него в	2	6
229	для его	2	6
230	в этой	18	6
231	он может	3	6
232	в другой	2	6
233	в которых	3	6
234	на этом	6	6
235	жизни и	6	6
236	конечно не	2	6
237	в основе	3	6
238	не мог	2	6
239	но с	3	6
240	вы думаете	2	5
241	и то	3	5
242	если б	2	5
243	с таким	2	5
244	есть и	4	5
245	к которому	2	5
246	он как	2	5
247	ведь это	3	5
248	бы его	2	5
249	но именно	3	5
250	говорили что	4	5
251	со всеми	4	5
252	по своему	3	5
253	с тем	2	5
254	они не	2	5
255	того же	7	5
256	благодаря этому	3	5
257	в чем	3	5
258	но здесь	2	5
259	один из	5	5
260	мы не	2	5
261	и самого	2	5
262	в ее	6	5
263	слов и	6	5
264	те же	3	5
265	все то	3	5
266	его как	3	5
267	в глаза	2	5
268	то есть	36	5
269	мира в	6	5
270	по своим	2	5
271	та же	7	5
272	между собою	3	5
273	человека с	2	5
274	именно в	4	5
275	видеть и	2	5
276	же что	2	5
277	поэтому и	5	5
278	сам по	2	5
279	с собой	2	5
280	он только	2	5
281	в ней	10	5
282	вместе с	9	5
283	нет ни	3	4
284	в каждой	2	4
285	в духе	4	4
286	конечно в	2	4
287	и прежде	2	4
288	из которых	2	4
289	в формах	3	4
290	он хочет	6	4
291	или менее	3	4
292	каждый из	2	4
293	мы видели	7	4
294	от них	2	4
295	в эту	2	4
296	только с	2	4
297	но только	2	4
298	более или	3	4
299	здесь в	9	4
300	переходит в	2	4
301	находится в	2	4
302	связи с	5	4
303	он был	7	4
304	во всей	2	4
305	понятно что	2	4
306	входят в	3	4
307	в первой	4	4
308	всего этого	3	4
309	одно и	2	4
310	характер и	2	4
311	в литературе	5	4
312	это в	4	4
313	в словах	2	4
314	него и	2	4
315	особенно в	2	4
316	всех этих	2	4
317	в которой	3	4
318	это было	4	4
319	с ее	3	4
320	но этот	4	4
321	его за	2	4
322	в свете	3	4
323	конечно и	4	4
324	в тоне	2	4
325	что если	2	4
326	об этом	2	4
327	этом отношении	3	4
328	он уже	2	4
329	с этой	4	4
330	времени и	2	4
331	жизнь и	3	4
332	то он	2	4
333	также и	6	4
334	романа в	2	4
335	все что	5	4
336	еще более	4	4
337	образом и	2	4
338	оно не	2	4
339	не есть	2	4
340	еще в	4	4
341	дано в	2	4
342	таким же	4	4
343	здесь нет	3	4
344	в первых	2	4
345	вполне понятно	2	4
346	разобранным нами	3	3
347	или даже	2	3
348	следовательно и	2	3
349	во времени	2	3
350	и самая	3	3
351	в голове	2	3
352	о чем	2	3
353	есть только	3	3
354	человека и	3	3
355	в приведенном	3	3
356	которые в	2	3
357	на которой	3	3
358	которых мы	2	3
359	том или	2	3
360	и всегда	2	3
361	в основном	2	3
362	например у	2	3
363	никому не	2	3
364	в руках	4	3
365	как я	4	3
366	своего рода	3	3
367	он говорит	2	3
368	здесь же	2	3
369	без труда	2	3
370	между собой	2	3
371	в эти	2	3
372	всего в	5	3
373	или меньшей	2	3
374	всего романа	2	3
375	совсем не	3	3
376	того чтобы	2	3
377	и по	4	3
378	же в	2	3
379	в реальном	2	3
380	еще один	2	3
381	в других	2	3
382	отсюда и	2	3
383	того как	7	3
384	мы видим	13	3
385	очень часто	5	3
386	и вообще	3	3
387	есть то	2	3
388	приведенном нами	2	3
389	одной из	5	3
390	меньшей степени	2	3
391	в данном	3	3
392	дантовском мире	2	3
393	как вы	2	3
394	и еще	2	3
395	дело в	2	3
396	на одном	7	3
397	значение в	2	3
398	тенденция к	2	3
399	это очень	2	3
400	но конечно	2	3
401	все они	7	3
402	да еще	3	3
403	в изображении	4	3
404	мы здесь	3	3
405	и есть	3	3
406	у нас	4	3
407	что его	2	3
408	по всему	2	3
409	но они	3	3
410	том и	2	3
411	связан с	3	3
412	есть в	9	3
413	а за	2	3
414	но уже	3	3
415	раз в	2	3
416	со своими	2	3
417	им в	2	3
418	если мы	2	3
419	места в	2	3
420	большей или	3	3
421	которой он	2	3
422	говорит о	2	3
423	и особенно	3	3
424	нового времени	5	3
425	именно на	2	3
426	в различных	2	3
427	и эта	4	3
428	ту же	3	3
429	в большей	2	3
430	от этой	2	3
431	еще и	2	2
432	в книге	2	2
433	во все	3	2
434	и заставляет	3	2
435	в силах	2	2
436	что их	2	2
437	разобранной нами	2	2
438	из всех	2	2
439	к этим	3	2
440	которые были	2	2
441	и об	2	2
442	и сама	2	2
443	на всю	2	2
444	одну из	2	2
445	одного и	2	2
446	случаев в	2	2
447	к этому	5	2
448	не был	2	2
449	он дает	5	2
450	с начала	4	2
451	но есть	3	2
452	должен быть	4	2
453	здесь есть	2	2
454	оно и	3	2
455	и эти	2	2
456	тех кто	2	2
457	и других	3	2
458	бы оно	2	2
459	образом все	2	2
460	в другое	5	2
461	здесь как	2	2
462	свою очередь	3	2
463	одном из	5	2
464	может и	2	2
465	в образе	6	2
466	было как	2	2
467	своего времени	3	2
468	себе в	3	2
469	одно из	2	2
470	они и	4	2
471	в особенности	5	2
472	и различные	2	2
473	от этого	3	2
474	здесь он	3	2
475	это уже	3	2
476	на том	2	2
477	друг за	2	2
478	слово это	2	2
479	как она	2	2
480	характер в	4	2
481	же мы	2	2
482	не могла	2	2
483	в значительной	5	2
484	находит свое	2	2
485	такое же	2	2
486	весь роман	2	2
487	как один	2	2
488	отметить что	2	2
489	ведь в	2	2
490	и очень	2	2
491	того времени	2	2
492	до того	3	2
493	в дантовском	2	2
494	образом в	2	2
495	на языке	4	2
496	что значит	3	2
497	со всех	3	2
498	проникает в	3	2
499	почти все	2	2
500	первой книги	3	2
501	к его	2	2
502	значительной степени	3	2
503	такою же	3	2
504	ряде других	2	2
505	во второй	3	2
506	всех тех	3	2
507	речи в	2	2
508	котором мы	4	2
509	оно ни	3	2
510	целый ряд	4	2
511	иной раз	2	2
512	нигде не	2	2
513	эпизод с	12	2
514	в заключение	2	2
515	в качестве	11	2
516	а следовательно	2	2
517	отрывок из	2	2
518	в истории	3	2
519	в самый	2	2
520	и другие	3	2
521	а именно	2	2
522	для нас	2	2
523	в центре	2	2
524	всех его	3	2
525	было и	2	2
526	с одной	3	2
527	после того	6	2
528	образ в	2	2
529	только его	2	2
530	не имеет	4	2
531	от всех	3	2
532	и благодаря	3	2
533	в нашем	2	2
534	ничем не	3	2
535	ему не	2	2
536	только и	2	2
537	в свою	3	2
538	весь этот	2	2
539	вся эта	2	2
540	за другом	2	2
541	тело и	2	2
542	их и	2	2
543	что еще	2	2
544	себе все	3	2
545	роль в	4	2
546	и обратно	3	2
547	здесь и	5	2
548	из этого	2	2
549	как во	3	2
550	своего героя	4	2
551	начала и	4	2
552	но оно	3	2
553	с такою	2	2
554	в главе	5	2
555	и оценок	3	2
556	с помощью	11	2
