N	2gram	Tiupa_Hudo	Problemy
296	тем не	7	4
297	в каждой	2	4
298	при всей	3	4
299	мысли в	2	4
300	в духе	6	4
301	б м	2	4
302	у вас	3	4
303	художественном мире	2	4
304	а то	2	4
305	тоже не	2	4
306	и говорит	2	4
307	на себе	3	4
308	в сторону	2	4
309	рассказ и	2	4
310	не была	3	4
311	связи с	4	4
312	в первом	2	4
313	эти слова	3	4
314	в первой	6	4
315	как нам	3	4
316	то в	6	4
317	характер и	3	4
318	то и	5	4
319	в литературе	3	4
320	это в	4	4
321	него и	2	4
322	особенно в	3	4
323	же я	2	4
324	в которой	2	4
325	о своем	2	4
326	это было	2	4
327	с ее	7	4
328	к концу	2	4
329	только что	4	4
330	об этом	8	4
331	бы не	3	4
332	этом отношении	4	4
333	он уже	4	4
334	с этой	3	4
335	времени и	2	4
336	в рассказе	23	4
337	жизнь и	2	4
338	романа в	3	4
339	героев в	3	4
340	все что	4	4
341	установкой на	3	4
342	среди других	3	4
343	со своим	5	4
344	еще в	4	4
345	все в	2	4
346	личности в	9	4
347	данном случае	3	3
348	чтобы не	3	3
349	или даже	2	3
350	во времени	2	3
351	вступает в	2	3
352	о чем	9	3
353	человека и	4	3
354	ни единого	2	3
355	сам не	2	3
356	по своей	5	3
357	у толстого	2	3
358	что говорит	2	3
359	а его	3	3
360	мы знаем	4	3
361	что даже	2	3
362	в рассказах	3	3
363	художественного построения	3	3
364	согласиться с	3	3
365	своего рода	19	3
366	мысли о	3	3
367	героя как	2	3
368	не слышит	3	3
369	так в	2	3
370	что на	4	3
371	нуждается в	2	3
372	не бывает	3	3
373	того чтобы	6	3
374	и герой	2	3
375	и по	3	3
376	же в	3	3
377	можно сказать	9	3
378	приходит в	2	3
379	признать что	2	3
380	в других	4	3
381	отсюда и	2	3
382	одной из	5	3
383	того или	4	3
384	как например	2	3
385	в данном	3	3
386	из этих	3	3
387	говорить о	4	3
388	дело в	2	3
389	на одном	2	3
390	по преимуществу	6	3
391	и уже	3	3
392	тенденция к	2	3
393	все они	2	3
394	она в	5	3
395	в изображении	2	3
396	его сознания	2	3
397	не с	2	3
398	раз в	5	3
399	из рассказа	4	3
400	человек в	3	3
401	о них	4	3
402	все еще	3	3
403	жизнь в	3	3
404	только не	3	3
405	которой он	2	3
406	сводится к	7	3
407	говорит о	4	3
408	столкновение с	2	3
409	в таком	3	3
410	именно на	2	3
411	его жизнь	2	3
412	и эта	3	3
413	будто бы	6	3
414	своих героев	2	3
415	к рассказу	2	2
416	еще и	2	2
417	рассказа и	2	2
418	внутренней жизни	6	2
419	не согласиться	2	2
420	точкой зрения	2	2
421	его же	2	2
422	и об	3	2
423	а и	2	2
424	а вот	2	2
425	и сама	3	2
426	она может	2	2
427	для всего	3	2
428	в ответ	3	2
429	такая же	2	2
430	об одном	3	2
431	не раз	2	2
432	никого не	3	2
433	тех кто	2	2
434	от своего	2	2
435	мы с	3	2
436	друг от	2	2
437	была и	2	2
438	или напротив	2	2
439	в столкновение	2	2
440	в настоящем	2	2
441	своей жизни	6	2
442	может и	3	2
443	же касается	2	2
444	своего времени	3	2
445	вот он	3	2
446	человека а	2	2
447	себе в	2	2
448	одно из	4	2
449	чем не	2	2
450	они и	2	2
451	в душе	6	2
452	от этого	2	2
453	и тех	3	2
454	когда все	2	2
455	для своего	2	2
456	в контексте	2	2
457	в г	3	2
458	это уже	2	2
459	на том	3	2
460	как она	3	2
461	заметить что	2	2
462	теперь же	4	2
463	своей собственной	2	2
464	личности не	3	2
465	характер в	2	2
466	не могла	4	2
467	в значительной	3	2
468	этих двух	2	2
469	отнюдь не	4	2
470	с нею	2	2
471	же как	4	2
472	в аспекте	5	2
473	же это	2	2
474	тогда в	2	2
475	произведения не	4	2
476	в рамках	2	2
477	или не	3	2
478	значительной степени	3	2
479	такою же	2	2
480	его личности	3	2
481	ее на	3	2
482	его жизни	6	2
483	не все	2	2
484	человек с	2	2
485	во второй	7	2
486	и смысловой	2	2
487	не нужно	3	2
488	от друга	2	2
489	и быть	4	2
490	я с	2	2
491	в качестве	13	2
492	для того	3	2
493	и другие	5	2
494	для нас	4	2
495	не столько	4	2
496	в центре	4	2
497	к ней	2	2
498	речь в	2	2
499	не могло	2	2
500	с одной	4	2
501	к той	3	2
502	у которого	2	2
503	теперь когда	2	2
504	но тем	2	2
505	не имеет	2	2
506	всей своей	2	2
507	не случайно	14	2
508	о самом	2	2
509	прежде чем	2	2
510	в нашем	2	2
511	столь же	6	2
512	ничем не	3	2
513	представляется нам	3	2
514	ему не	3	2
515	пока еще	3	2
516	своего я	6	2
517	жизни не	2	2
518	произведения и	2	2
519	души в	2	2
520	как все	2	2
521	и она	2	2
522	личной жизни	2	2
523	роль в	2	2
524	которых может	2	2
525	теперь он	2	2
526	и ему	5	2
527	перед ним	2	2
528	от нее	2	2
529	героя на	2	2
530	не следует	2	2
531	же самое	4	2
532	дело здесь	2	2
533	совершенно иной	2	2
534	один и	2	2
535	впрочем и	4	2
536	во втором	2	2
