N	2gram	Losev_Prob	DiskursI
138	в их	7	5
139	и потому	3	5
140	того что	18	5
141	о нем	3	5
142	стороны и	3	5
143	для своего	3	5
144	несмотря на	6	5
145	известного рода	3	5
146	же касается	3	5
147	один из	7	5
148	здесь в	4	5
149	того как	3	5
150	как будто	6	5
151	сказать что	33	5
152	но она	3	5
153	но при	2	5
154	из этих	5	5
155	за пределы	6	5
156	не обязательно	3	5
157	мысль о	3	5
158	я и	2	5
159	в значительной	2	5
160	одного и	2	5
161	себе не	3	5
162	известной степени	2	5
163	в литературе	4	5
164	подобно тому	2	5
165	можно говорить	3	5
166	оно не	6	5
167	не вполне	4	5
168	в той	2	5
169	как раз	20	5
170	говорить о	14	5
171	же самое	9	5
172	тем что	10	5
173	не о	7	4
174	между которыми	2	4
175	не могут	6	4
176	однако это	3	4
177	подобного рода	8	4
178	и тем	16	4
179	может и	3	4
180	и др	2	4
181	того или	8	4
182	может иметь	3	4
183	по своему	14	4
184	как это	7	4
185	и это	13	4
186	только на	13	4
187	ни одна	2	4
188	на его	2	4
189	что не	8	4
190	и до	3	4
191	и во	4	4
192	что они	5	4
193	в первом	2	4
194	должны быть	2	4
195	для обозначения	4	4
196	во всяком	18	4
197	особого рода	3	4
198	или иного	6	4
199	мы имеем	3	4
200	это в	3	4
201	хотя в	3	4
202	однако и	4	4
203	в результате	6	4
204	по преимуществу	4	4
205	этом случае	6	4
206	отличается от	2	4
207	в данной	2	4
208	тем не	25	4
209	связи с	8	4
210	тот или	4	4
211	одним из	2	4
212	или на	3	4
213	есть в	9	4
214	в жизни	3	4
215	но уже	9	4
216	частности в	2	4
217	в самом	10	4
218	будто бы	4	4
219	не есть	49	4
220	и к	2	4
221	по себе	20	4
222	настоящего времени	3	4
223	не для	3	4
224	говорит о	4	4
225	или в	5	4
226	и само	3	4
227	и есть	7	4
228	с ним	4	4
229	еще и	9	3
230	первый взгляд	2	3
231	вопрос о	4	3
232	и притом	6	3
233	указывает на	16	3
234	в тех	2	3
235	к другим	2	3
236	текста и	5	3
237	языка и	5	3
238	в области	8	3
239	здесь как	3	3
240	в одно	5	3
241	в действительности	5	3
242	но оно	2	3
243	в момент	2	3
244	как на	3	3
245	а его	2	3
246	у пушкина	2	3
247	что ни	3	3
248	мере в	2	3
249	но как	11	3
250	о котором	4	3
251	она не	5	3
252	на том	5	3
253	он говорит	2	3
254	более или	7	3
255	об этом	10	3
256	уже о	5	3
257	что на	4	3
258	на себя	2	3
259	не говоря	8	3
260	этого термина	8	3
261	между собой	5	3
262	не требует	2	3
263	для этого	5	3
264	о его	2	3
265	числе и	2	3
266	все эти	15	3
267	было бы	16	3
268	мы не	6	3
269	говоря уже	6	3
270	должна быть	2	3
271	и всякое	2	3
272	том числе	2	3
273	некоторого рода	9	3
274	как мы	10	3
275	да и	11	3
276	содержит в	7	3
277	не столь	2	3
278	и от	3	3
279	или не	5	3
280	тут же	3	3
281	с этим	7	3
282	его как	2	3
283	особенно в	3	3
284	хотя бы	15	3
285	в которой	2	3
286	теории в	3	3
287	и по	3	3
288	не просто	30	3
289	на первый	5	3
290	и наконец	3	3
291	заключается в	2	3
292	и более	4	3
293	или менее	7	3
294	но все	5	3
295	отношения к	2	3
296	не имеет	8	3
297	является в	3	3
298	их в	6	3
299	таковы например	2	3
300	входит в	4	3
301	на почве	2	3
302	уже в	6	3
303	ближе к	2	3
304	всяком случае	11	3
305	том случае	2	3
306	то ни	3	3
307	или даже	3	3
308	место в	2	3
309	и сам	3	3
310	момент в	2	3
311	слова и	5	3
312	и что	21	3
313	однако не	3	3
314	и без	6	3
315	тем же	2	3
316	вместе с	4	3
317	в отношении	7	2
318	чтобы не	3	2
319	ни о	8	2
320	о природе	2	2
321	от всего	4	2
322	мы должны	5	2
323	для всех	3	2
324	не совпадает	2	2
325	однако уже	2	2
326	не имеют	6	2
327	каждый из	3	2
328	а потом	2	2
329	вопроса о	3	2
330	или из	4	2
331	или о	3	2
332	едва ли	10	2
333	мышления и	6	2
334	есть не	10	2
335	сами по	5	2
336	быть и	5	2
337	в чистом	3	2
338	бы его	3	2
339	он всегда	3	2
340	к предмету	3	2
341	в науке	4	2
342	и при	4	2
343	о которых	6	2
344	к своему	2	2
345	самом деле	10	2
346	просто как	4	2
347	в чем	3	2
348	этого понятия	2	2
349	не являются	8	2
350	по существу	2	2
351	так например	2	2
352	для понимания	2	2
353	действующих лиц	2	2
354	о любви	2	2
355	в него	3	2
356	это обстоятельство	3	2
357	не приходится	2	2
358	к нему	5	2
359	чем и	2	2
360	только с	3	2
361	с самого	3	2
362	а только	9	2
363	или по	5	2
364	это тоже	4	2
365	собой и	3	2
366	было и	2	2
367	свидетельствует о	5	2
368	разного рода	9	2
369	а потому	2	2
370	говорит и	3	2
371	не всякая	2	2
372	возможно только	2	2
373	что может	4	2
374	не то	4	2
375	не всякий	5	2
376	речь идет	2	2
377	сознания с	2	2
378	тем или	4	2
379	самого начала	2	2
380	что будет	2	2
381	иметь в	5	2
382	что с	2	2
383	человеческого мышления	2	2
384	как нечто	10	2
385	в значении	2	2
386	все это	11	2
387	значение не	2	2
388	требует для	4	2
389	же как	2	2
390	требует от	2	2
391	на язык	2	2
392	вовсе не	60	2
393	то с	9	2
394	бы то	2	2
395	и строго	2	2
396	но зато	3	2
397	по поводу	6	2
398	представление о	6	2
399	и вообще	13	2
400	в разные	3	2
401	но отнюдь	4	2
402	утверждать что	2	2
403	с другими	6	2
404	только то	6	2
405	же это	3	2
406	теории литературы	3	2
407	необходимо чтобы	4	2
408	тем более	13	2
409	должно быть	3	2
410	что она	8	2
411	это было	3	2
412	не нужно	6	2
413	мысли и	2	2
414	в теории	4	2
415	говорили о	2	2
416	мы можем	8	2
417	если бы	8	2
418	и той	4	2
419	в языке	13	2
420	и вполне	6	2
421	и делает	3	2
422	для того	10	2
423	и их	4	2
424	как его	2	2
425	обратим внимание	2	2
426	понимать как	2	2
427	отказаться от	2	2
428	это всегда	2	2
429	себе и	2	2
430	нас в	4	2
431	текст и	2	2
432	не был	4	2
433	и должно	2	2
434	на этот	3	2
435	человека с	2	2
436	значение в	4	2
437	ее в	2	2
438	поэтому в	2	2
439	на то	12	2
440	в самой	3	2
441	с понятием	3	2
442	в и	2	2
443	время и	2	2
444	отношения между	2	2
445	и с	12	2
446	собой все	2	2
447	о них	3	2
448	но для	3	2
449	обратить внимание	3	2
450	которая и	3	2
451	из которых	2	2
452	не знаем	3	2
453	есть его	2	2
454	которое было	2	2
455	в случае	5	2
456	он сам	2	2
457	что было	2	2
458	является не	4	2
459	случае если	2	2
460	по его	3	2
461	он есть	5	2
462	только о	8	2
463	и только	7	2
464	поскольку в	2	2
465	в нашем	3	2
466	этих двух	2	2
467	одним и	3	2
