N	2gram	Bakhtin_fo	Problema
293	здесь нет	3	8
294	из этих	5	8
295	и самый	3	8
296	почти всегда	2	8
297	он был	2	8
298	во всей	3	8
299	с самого	3	8
300	и он	3	8
301	с ее	7	8
302	и образ	3	8
303	но для	2	8
304	во всем	3	8
305	мы будем	5	8
306	конечно не	7	8
307	и весь	2	8
308	что на	3	7
309	и поэтому	2	7
310	друг друга	3	7
311	времени и	10	7
312	самого начала	3	7
313	одной из	3	7
314	на этой	4	7
315	значительной мере	2	7
316	на землю	2	7
317	в основе	9	7
318	в эпоху	5	7
319	до нас	6	7
320	с самим	6	7
321	в значительной	3	7
322	и так	2	7
323	все они	4	7
324	чем не	5	7
325	еще более	7	7
326	оно не	3	7
327	все в	3	7
328	во все	4	7
329	не на	4	7
330	в это	5	7
331	даже не	2	7
332	была бы	2	7
333	его от	3	7
334	мира и	6	7
335	к другому	2	7
336	же как	2	7
337	по преимуществу	4	7
338	и всего	2	7
339	ее в	2	7
340	не обязательно	2	7
341	тому же	2	7
342	этого произведения	2	6
343	не как	2	6
344	или не	2	6
345	можно только	2	6
346	только к	3	6
347	в новое	4	6
348	ни к	3	6
349	этих образов	2	6
350	буквальном смысле	2	6
351	этого слова	2	6
352	имеем в	3	6
353	в порядке	4	6
354	и того	7	6
355	первый план	2	6
356	дело здесь	2	6
357	не знает	4	6
358	до конца	5	6
359	есть и	4	6
360	не столь	2	6
361	после этого	2	6
362	по существу	17	6
363	стороны и	2	6
364	в античном	6	6
365	с которой	2	6
366	могут быть	7	6
367	и может	2	6
368	но когда	2	6
369	во время	7	6
370	с его	10	6
371	но она	2	6
372	и уже	4	6
373	как оно	2	6
374	необходимо чтобы	2	6
375	особенно в	3	6
376	все другие	2	6
377	к ней	2	6
378	в него	2	6
379	мы еще	5	6
380	прежде чем	3	6
381	этом отношении	5	6
382	природы и	2	6
383	уже на	3	6
384	к своему	2	6
385	не к	2	6
386	жизнь в	2	6
387	как на	2	6
388	отношения к	7	6
389	но оно	2	6
390	и речи	6	6
391	его на	3	5
392	человека и	15	5
393	одна из	3	5
394	отношение к	5	5
395	и прежде	4	5
396	он должен	2	5
397	и кончая	2	5
398	богов и	2	5
399	но по	2	5
400	в ряд	8	5
401	своей собственной	3	5
402	только один	2	5
403	одно и	4	5
404	и тот	2	5
405	xix и	2	5
406	лишь в	8	5
407	здесь является	2	5
408	часто и	3	5
409	из самых	3	5
410	все что	2	5
411	образом и	2	5
412	которой он	3	5
413	ведь это	2	5
414	мы видели	2	5
415	том числе	7	5
416	на себя	2	5
417	там где	4	5
418	здесь и	3	5
419	к этому	5	5
420	с этими	2	5
421	и еще	3	5
422	должно быть	6	5
423	себя в	2	5
424	в этот	5	5
425	мира в	6	5
426	человека в	22	5
427	в пределах	8	5
428	они не	4	5
429	раз в	4	5
430	не для	3	5
431	а мы	2	5
432	в каждом	2	5
433	как его	3	5
434	с чем	2	4
435	собой разумеется	2	4
436	наряду с	7	4
437	должен быть	2	4
438	следовательно и	3	4
439	а как	3	4
440	у них	4	4
441	друг от	2	4
442	отличие от	3	4
443	одно из	3	4
444	здесь конечно	2	4
445	для своего	2	4
446	во втором	2	4
447	числе и	4	4
448	себя и	6	4
449	и они	4	4
450	смысла и	2	4
451	не могли	3	4
452	бы он	2	4
453	и времени	9	4
454	конечно и	5	4
455	всей его	2	4
456	этим мы	2	4
457	но к	2	4
458	друг к	2	4
459	от друга	2	4
460	он только	2	4
461	на нас	3	4
462	той же	2	4
463	момент в	2	4
464	время и	4	4
465	и почти	2	4
466	явлений и	3	4
467	в глаза	3	4
468	но на	4	4
469	и каждый	2	4
470	нет в	2	4
471	он всегда	2	4
472	для которой	2	4
473	на котором	2	4
474	в корне	2	4
475	значение но	2	4
476	мы это	2	4
477	и те	4	4
478	с нею	2	4
479	и др	13	4
480	в разных	6	4
481	можно назвать	2	4
482	и всей	2	4
483	в сущности	5	4
484	например в	7	4
485	по всему	3	4
486	с их	2	4
487	но эти	4	4
488	к ним	3	4
489	к другу	2	4
490	мы увидим	2	4
491	и самое	5	4
492	человек и	2	4
493	этот образ	2	4
494	этот мир	2	4
495	начиная от	3	4
496	и пр	2	4
497	не быть	3	4
498	в свою	2	4
499	но они	3	4
500	равно как	4	4
501	это время	8	4
502	новое и	5	4
503	в человеческом	2	4
504	больше и	2	4
505	у гесиода	3	4
506	ему в	3	4
507	как человек	4	3
508	одного и	6	3
509	по самому	3	3
510	том же	4	3
511	совершенно новое	2	3
512	в какой-то	4	3
513	в более	2	3
514	времени в	14	3
515	в отличие	3	3
516	и та	2	3
517	в образе	8	3
518	сравнению с	3	3
519	до наших	2	3
520	чтобы они	4	3
521	того и	3	3
522	и литературе	3	3
523	по сравнению	3	3
524	его с	2	3
525	указать на	2	3
526	и людей	2	3
527	всего этого	3	3
528	время не	2	3
529	борьбе с	4	3
530	точном смысле	3	3
531	было и	4	3
532	и своей	2	3
533	в мировой	2	3
534	связанные с	5	3
535	вещей и	7	3
536	как она	3	3
537	находится в	3	3
538	имел в	2	3
539	весь мир	3	3
540	всю эту	2	3
541	друг другу	4	3
542	них не	2	3
543	и должно	2	3
544	каждом из	2	3
545	и других	5	3
546	с помощью	5	3
547	чем в	3	3
548	его к	2	3
549	в одной	2	3
550	каждый из	2	3
551	бы нас	2	3
552	в отдельных	2	3
553	свои страдания	2	3
554	в человека	2	3
555	во всякой	2	3
556	если они	2	3
557	оно было	3	3
558	за ними	3	3
559	ни один	2	3
560	здесь совершенно	2	3
561	в романе	40	3
562	характерное для	2	3
563	происходит в	2	3
564	всем этим	4	3
565	время в	7	3
566	не входит	2	3
567	жизни это	2	3
568	не столько	2	3
569	на другой	2	3
570	мы видим	4	3
571	жизни то	2	3
572	вернуться к	2	3
573	из нее	2	3
574	где он	2	3
575	формы и	4	3
576	самим собою	5	3
577	связан с	2	3
578	мир и	2	3
579	она ни	3	3
580	на этом	2	3
581	в процессе	4	3
582	и всех	2	3
583	что было	6	3
584	место в	4	3
585	а следовательно	4	3
586	жизни но	7	3
587	в совершенно	3	3
588	форме и	2	3
589	все более	2	2
590	ни была	2	2
591	этой жизни	2	2
592	наконец и	4	2
593	о своей	2	2
594	этого романа	6	2
595	этих условиях	2	2
596	бы она	2	2
597	на друга	4	2
598	в другую	3	2
599	в один	2	2
600	всего того	3	2
601	они были	4	2
602	явления природы	2	2
603	пространстве и	5	2
604	не место	2	2
605	мы наблюдаем	2	2
606	вещами и	3	2
607	точка зрения	4	2
608	большую роль	4	2
609	ту же	4	2
610	на которые	2	2
611	между этими	4	2
612	всей жизни	2	2
613	и художественного	3	2
614	в борьбе	2	2
615	моменты в	2	2
616	такие слова	2	2
617	этот момент	2	2
618	в романах	2	2
619	все человеческие	2	2
620	и эта	2	2
621	здесь также	2	2
622	этого типа	5	2
623	очень резко	2	2
624	и вот	2	2
625	имеется и	3	2
626	как у	2	2
627	эти моменты	3	2
628	и имеет	3	2
629	одновременно с	2	2
630	еще нет	3	2
631	почти все	4	2
632	его жизни	11	2
633	правда не	2	2
634	от всех	2	2
635	единства и	2	2
636	на одной	2	2
637	поэтому здесь	3	2
638	строго говоря	2	2
639	более и	2	2
640	мы встречаем	3	2
641	вступает в	2	2
642	жизни как	2	2
643	на почве	2	2
644	со своей	3	2
645	роль в	12	2
646	же что	3	2
647	к будущему	3	2
648	в стороне	2	2
649	на фоне	3	2
650	с такою	3	2
651	здесь это	3	2
652	утверждает что	2	2
653	в определенном	3	2
654	по отношению	3	2
655	на один	2	2
656	у вольтера	2	2
657	в средневековой	2	2
658	за счет	2	2
659	здесь на	5	2
660	не зная	2	2
661	т п	18	2
662	и дает	3	2
663	во многом	2	2
664	стремится к	2	2
665	форме как	2	2
666	входили в	2	2
667	нем не	3	2
668	весьма часто	2	2
669	и смысл	2	2
670	все его	7	2
671	что люди	2	2
672	искусстве и	4	2
673	большинстве случаев	2	2
674	и совершенно	3	2
675	на них	2	2
676	над ними	2	2
677	уже сказали	4	2
678	человеческую жизнь	4	2
679	самому своему	2	2
680	внутренняя жизнь	2	2
681	имеет в	2	2
682	и вещи	2	2
683	словом и	2	2
684	в чистой	2	2
685	в прошлом	3	2
686	в данной	2	2
687	речи в	2	2
688	но повторяем	2	2
689	для своей	2	2
690	героев и	5	2
691	отношению к	5	2
692	лишь как	3	2
693	друг на	4	2
694	и внутреннее	3	2
695	нет здесь	3	2
696	здесь еще	5	2
697	бы совершенно	2	2
698	с большой	3	2
699	человек в	5	2
700	судьбы и	4	2
701	жизни не	3	2
702	должны быть	2	2
703	ii гл	7	2
704	и стал	2	2
705	их и	3	2
706	жизни с	2	2
707	нашего анализа	2	2
708	вполне понятно	4	2
709	и идей	3	2
710	широком смысле	3	2
711	исторического процесса	2	2
712	на основе	5	2
