N	2gram	Losev_Vlad	KulturaY
137	в особенности	4	10
138	от того	2	10
139	после того	2	10
140	этом смысле	4	10
141	конечно не	5	10
142	то мы	3	9
143	в целом	3	9
144	здесь не	6	9
145	что все	2	9
146	и для	4	9
147	в своей	7	9
148	можно сказать	10	9
149	а также	12	9
150	но это	6	9
151	в которой	8	9
152	но уже	3	9
153	и вот	5	9
154	не имеет	2	9
155	на то	7	9
156	ни в	4	9
157	что мы	2	9
158	и есть	2	9
159	в частности	4	8
160	в своих	7	8
161	тех пор	2	8
162	что на	2	8
163	в чем	4	8
164	не говоря	4	8
165	и о	6	8
166	в тех	3	8
167	что они	4	8
168	с его	15	8
169	да и	6	8
170	то и	3	8
171	и как	7	8
172	в статье	2	8
173	об этом	13	8
174	в этих	5	8
175	но все	3	8
176	что я	5	8
177	не есть	4	8
178	отнюдь не	3	8
179	в таком	2	8
180	тому же	3	8
181	же в	3	8
182	до конца	8	7
183	в свою	3	7
184	как он	4	7
185	свою очередь	2	7
186	всякого рода	3	7
187	и потому	8	7
188	а с	5	7
189	она не	3	7
190	нисколько не	4	7
191	с ними	2	7
192	но вот	4	7
193	никак не	6	7
194	когда мы	2	7
195	так сказать	2	7
196	указать на	2	7
197	до тех	2	7
198	в истории	4	7
199	а именно	4	7
200	что касается	6	7
201	в г	2	7
202	на этот	9	7
203	в котором	10	7
204	когда он	6	7
205	с ним	10	7
206	в одном	2	7
207	пор пока	2	7
208	учение о	2	7
209	даже в	4	6
210	свое время	7	6
211	его к	3	6
212	в себе	5	6
213	как к	4	6
214	говоря о	2	6
215	на этом	3	6
216	е в	7	6
217	говоря уже	3	6
218	это конечно	4	6
219	этого не	2	6
220	мы знаем	5	6
221	в свое	6	6
222	которые в	2	6
223	уже о	3	6
224	на себя	3	6
225	не столько	4	6
226	что с	3	6
227	именно с	2	6
228	как будто	2	6
229	по поводу	15	6
230	что если	3	6
231	то это	4	6
232	за пределы	3	6
233	дело не	3	6
234	мы не	2	6
235	же время	7	6
236	но только	3	6
237	я в	4	6
238	только что	2	6
239	если не	4	6
240	главным образом	5	6
241	никогда не	15	5
242	в каких	2	5
243	в отношении	5	5
244	к его	5	5
245	и к	10	5
246	мы должны	3	5
247	не будем	3	5
248	к себе	2	5
249	а это	3	5
250	в конце	22	5
251	и у	4	5
252	и при	2	5
253	более что	2	5
254	или менее	5	5
255	же касается	8	5
256	так что	13	5
257	по своему	5	5
258	о нем	9	5
259	бы на	2	5
260	более или	5	5
261	учения о	3	5
262	что можно	4	5
263	даже и	12	5
264	на вопрос	2	5
265	также что	2	5
266	но как	6	5
267	не то	3	5
268	ни одного	2	5
269	и от	6	5
270	время в	4	5
271	и он	7	5
272	и еще	3	5
273	всех этих	3	5
274	и даже	23	5
275	я и	2	5
276	кроме того	12	5
277	у него	28	5
278	нас в	2	5
279	отношение к	7	5
280	то он	7	5
281	очень много	2	5
282	о котором	2	5
283	еще более	3	5
284	или иначе	3	5
285	обратить внимание	2	5
286	но что	5	5
287	только не	2	5
288	мы находим	2	5
289	чем в	2	5
290	его в	3	4
291	для меня	8	4
292	о чем	6	4
293	именно так	2	4
294	п а	2	4
295	уже на	3	4
296	в науке	3	4
297	в виде	4	4
298	так например	3	4
299	на месте	2	4
300	нам в	2	4
301	и все	8	4
302	к нему	6	4
303	к этой	4	4
304	письмо к	3	4
305	себе и	2	4
306	и без	2	4
307	а а	7	4
308	а вот	3	4
309	между ними	2	4
310	свидетельствует о	3	4
311	точно так	2	4
312	речи с	2	4
313	что даже	2	4
314	пушкина и	2	4
315	на все	3	4
316	здесь мы	4	4
317	уже и	4	4
318	как известно	2	4
319	представление о	2	4
320	себе представить	2	4
321	в году	54	4
322	мне кажется	2	4
323	то в	6	4
324	это в	2	4
325	но дело	2	4
326	на это	2	4
327	и по	10	4
328	как я	2	4
329	мы увидим	4	4
330	а главное	2	4
331	отношения к	4	4
332	не к	2	4
333	что для	5	4
334	а то	2	4
335	будто бы	2	4
336	и это	4	4
337	но на	3	4
338	выражение в	2	4
339	из них	3	4
340	только после	2	4
341	которые и	2	4
342	так или	3	4
343	несколько слов	2	4
344	этой области	2	4
345	последнее время	2	4
346	но он	7	4
347	мы и	4	4
348	не мог	10	4
349	он все	2	3
350	отношений в	2	3
351	еще один	2	3
352	с первого	2	3
353	но мы	3	3
354	а что	3	3
355	что дело	2	3
356	на эту	3	3
357	в настоящее	2	3
358	в это	6	3
359	во многих	2	3
360	не раз	5	3
361	иное как	2	3
362	что здесь	2	3
363	в россии	7	3
364	французском языке	3	3
365	конце концов	6	3
366	тех кто	2	3
367	и мы	6	3
368	и другие	2	3
369	том же	4	3
370	и такие	2	3
371	образом в	2	3
372	его и	2	3
373	значение для	2	3
374	на него	3	3
375	она была	2	3
376	в более	3	3
377	с того	2	3
378	меня и	3	3
379	в печати	2	3
380	настоящее время	2	3
381	на его	7	3
382	а из	2	3
383	в начале	7	3
384	именно к	2	3
385	поэзии и	2	3
386	о его	7	3
387	под влиянием	6	3
388	на котором	2	3
389	и я	7	3
390	во время	4	3
391	в дальнейшем	10	3
392	даже не	3	3
393	и свое	2	3
394	но зато	2	3
395	но она	4	3
396	говорит что	4	3
397	не знаю	2	3
398	менее всего	2	3
399	нет и	2	3
400	то время	6	3
401	мысли и	5	3
402	можно считать	3	3
403	именно здесь	2	3
404	в первый	2	3
405	по своим	3	3
406	одним из	3	3
407	как у	3	3
408	не по	2	3
409	что его	8	3
410	но даже	3	3
411	не могло	2	3
412	для него	16	3
413	что у	4	3
414	если это	2	3
415	и сейчас	2	3
416	он в	4	3
417	то для	2	3
418	что сам	3	3
419	знаем что	2	3
420	все что	2	3
421	мы с	4	3
422	заметить что	2	3
423	жизнь в	2	3
424	в следующем	3	3
425	больше всего	3	3
426	со своей	5	3
427	и действительно	3	3
428	раз и	4	3
429	к жизни	2	3
430	то ни	2	3
431	на ту	2	3
432	бы то	2	3
433	мы будем	4	3
434	без всякого	2	3
435	за это	2	2
436	однако он	2	2
437	начиная с	3	2
438	не стал	3	2
439	и нужно	2	2
440	он уже	7	2
441	от него	3	2
442	для нее	3	2
443	ними и	2	2
444	вот что	7	2
445	и через	3	2
446	не что	2	2
447	еще на	3	2
448	не был	6	2
449	у них	2	2
450	с вопросом	2	2
451	до некоторой	2	2
452	того в	2	2
453	было сказано	2	2
454	есть нечто	2	2
455	вся эта	3	2
456	в основном	5	2
457	себе не	2	2
458	и всякая	2	2
459	или о	2	2
460	к своему	4	2
461	нет никаких	2	2
462	письме к	14	2
463	в москве	13	2
464	от нас	2	2
465	что иное	2	2
466	своего времени	2	2
467	одной из	2	2
468	но кроме	2	2
469	с которыми	2	2
470	любви к	2	2
471	из письма	3	2
472	в защиту	2	2
473	с а	13	2
474	собственно говоря	4	2
475	указывает на	2	2
476	он говорит	2	2
477	и просто	3	2
478	не понял	2	2
479	он пишет	5	2
480	не из	2	2
481	что этот	4	2
482	связи со	2	2
483	ответ на	2	2
484	не могла	3	2
485	и всякой	3	2
486	в эти	14	2
487	по этому	3	2
488	у достоевского	2	2
489	но тут	2	2
490	из своего	3	2
491	для них	2	2
492	здесь в	2	2
493	его от	2	2
494	жизни и	8	2
495	раз из	2	2
496	и до	4	2
497	некоторой степени	3	2
498	которой мы	3	2
499	о пушкине	2	2
500	на этих	2	2
501	он стал	3	2
502	очень часто	2	2
503	с этими	4	2
504	не столь	2	2
505	быть также	2	2
506	первого же	3	2
507	которая как	2	2
508	же с	22	2
509	и н	4	2
510	дело в	7	2
511	его как	2	2
512	только к	3	2
513	это было	9	2
514	в теории	2	2
515	и тот	2	2
516	дело с	2	2
517	и часто	3	2
518	за что	2	2
519	известно что	2	2
520	иной раз	8	2
521	должен был	3	2
522	по его	3	2
523	где он	5	2
524	вот и	3	2
525	отношении к	2	2
526	свидетельствуют о	4	2
527	эти последние	4	2
528	время как	3	2
529	ко времени	2	2
530	едва ли	3	2
531	мы сказали	2	2
532	в жизни	4	2
533	его жизни	12	2
534	и так	3	2
535	в самых	2	2
536	и а	2	2
537	очень плохо	2	2
538	за то	2	2
539	этом в	2	2
540	меня в	2	2
541	отрывки из	2	2
542	и вообще	12	2
543	был в	5	2
544	во многом	3	2
545	развития русской	2	2
546	ему все	2	2
547	а по	3	2
548	видно что	5	2
549	он и	8	2
550	это можно	3	2
551	увидим ниже	5	2
552	он будет	2	2
553	правда в	3	2
554	которая была	2	2
555	же нужно	2	2
556	к числу	2	2
557	и теперь	4	2
558	это был	5	2
559	нас нет	2	2
560	в период	6	2
561	во всем	4	2
562	один и	2	2
563	с какой	2	2
564	литературы и	2	2
565	это время	7	2
566	часто и	2	2
567	языке в	2	2
