N	2gram	Medvedev_V	Problema
266	в порядке	6	6
267	та или	3	6
268	но с	2	6
269	чтобы не	2	6
270	самого себя	2	6
271	не всегда	2	6
272	не столь	3	6
273	после этого	2	6
274	по существу	4	6
275	стороны и	2	6
276	в общем	2	6
277	могут быть	8	6
278	и может	2	6
279	во время	4	6
280	с его	4	6
281	зависимости от	5	6
282	этом отношении	14	6
283	действительность в	2	6
284	как на	3	6
285	в слове	3	6
286	человека и	3	5
287	одна из	4	5
288	что ни	2	5
289	имеет свою	3	5
290	художественное творчество	6	5
291	по одному	2	5
292	вот что	12	5
293	лишь в	2	5
294	нет ни	2	5
295	в известной	2	5
296	объективного мира	2	5
297	от его	2	5
298	том чтобы	2	5
299	тому как	3	5
300	сводится к	3	5
301	для его	4	5
302	представляет собою	11	5
303	между тем	6	5
304	же о	2	5
305	от того	2	5
306	его не	3	5
307	мы видели	3	5
308	утверждать что	5	5
309	он говорит	5	5
310	том числе	2	5
311	или иная	3	5
312	о его	2	5
313	к этому	9	5
314	в противоположность	3	5
315	должно быть	2	5
316	человека в	2	5
317	одним из	5	5
318	в пределах	5	5
319	они не	2	5
320	подобно тому	3	5
321	которая не	2	5
322	по его	2	5
323	в каждом	2	5
324	должен быть	4	4
325	а как	2	4
326	у них	2	4
327	так например	2	4
328	могло бы	2	4
329	числе и	2	4
330	художественном произведении	4	4
331	со своим	3	4
332	ни одна	2	4
333	что без	3	4
334	эта теория	2	4
335	но к	2	4
336	и никогда	2	4
337	не обходится	4	4
338	момент в	3	4
339	начиная с	2	4
340	явлений и	3	4
341	говорит и	8	4
342	этой точки	2	4
343	с нею	2	4
344	и просто	2	4
345	и др	10	4
346	например в	3	4
347	объективной действительности	19	4
348	образов и	4	4
349	что пишет	3	4
350	к ним	2	4
351	на это	2	4
352	л толстой	12	4
353	думается что	6	4
354	не быть	2	4
355	художественной структуры	2	4
356	при всем	3	4
357	равно как	4	4
358	художественных образов	4	4
359	и значит	2	4
360	это мы	3	4
361	например что	3	3
362	том же	6	3
363	они должны	2	3
364	н тихонова	2	3
365	разобраться в	2	3
366	и непосредственно	2	3
367	этом же	2	3
368	и многих	2	3
369	нет никаких	2	3
370	естественно что	3	3
371	в образе	2	3
372	и заключается	2	3
373	что многие	2	3
374	должна быть	2	3
375	одному тому	2	3
376	ли это	2	3
377	что нет	2	3
378	мысль о	2	3
379	точном смысле	2	3
380	после того	2	3
381	остановимся на	2	3
382	каждой из	2	3
383	много и	2	3
384	он может	2	3
385	в конкретной	2	3
386	как об	2	3
387	для которых	2	3
388	них не	4	3
389	например не	2	3
390	а во-вторых	2	3
391	мышления в	2	3
392	если они	2	3
393	ни один	8	3
394	оно является	2	3
395	в романе	4	3
396	образом в	3	3
397	от них	2	3
398	результате чего	2	3
399	не столько	2	3
400	всех других	3	3
401	с ними	4	3
402	вот почему	5	3
403	образа в	2	3
404	т е	18	3
405	а к	2	3
406	на основании	8	3
407	а для	2	3
408	формы и	2	3
409	в самых	2	3
410	знаем что	2	3
411	на этом	2	3
412	в процессе	17	3
413	может не	2	3
414	собою и	2	3
415	в системе	2	3
416	и отдельные	2	2
417	в плане	5	2
418	л толстого	6	2
419	могут не	2	2
420	по словам	8	2
421	даже самая	2	2
422	в другую	3	2
423	ознакомиться с	2	2
424	мы наблюдаем	2	2
425	ту же	2	2
426	например как	2	2
427	до полного	2	2
428	после всего	2	2
429	вот это	2	2
430	о процессе	2	2
431	разума и	3	2
432	ни одного	2	2
433	человеческого познания	2	2
434	и художественного	3	2
435	у тургенева	3	2
436	и дальше	2	2
437	удивительно что	3	2
438	но то	2	2
439	мертвые души	2	2
440	искусства не	2	2
441	этого типа	3	2
442	каждом отдельном	2	2
443	а значит	3	2
444	братьях карамазовых	2	2
445	как у	2	2
446	диалектического развития	2	2
447	свидетельствуют о	2	2
448	самый факт	2	2
449	видели что	3	2
450	частности в	2	2
451	действительности на	2	2
452	роль в	4	2
453	и отдельных	3	2
454	утверждает что	3	2
455	вслед за	3	2
456	по отношению	7	2
457	необходимо и	2	2
458	ли не	2	2
459	т п	9	2
460	как например	2	2
461	тургенева и	2	2
462	видно из	3	2
463	они и	2	2
464	он пишет	9	2
465	многие из	2	2
466	все его	2	2
467	которые обычно	2	2
468	говорит об	2	2
469	писателя и	2	2
470	искусстве и	2	2
471	говорить не	3	2
472	и некоторые	2	2
473	познания и	4	2
474	дня и	2	2
475	на язык	2	2
476	некоторые из	3	2
477	ее как	2	2
478	произведения как	6	2
479	чего бы	2	2
480	образом не	3	2
481	образов в	2	2
482	только очень	2	2
483	не приходится	2	2
484	действующих лиц	5	2
485	отношению к	7	2
486	не с	2	2
487	само собою	2	2
488	зависит от	2	2
489	должны быть	2	2
490	в большей	2	2
491	произведения и	7	2
492	их и	4	2
493	произведения в	7	2
494	данного произведения	3	2
495	своих героев	2	2
496	подчеркнуть что	2	2
497	на основе	5	2
