N	2gram	Potebnia_M	Analitik
142	как мы	8	7
143	в таком	6	7
144	его в	6	6
145	из того	2	6
146	если в	2	6
147	что не	12	6
148	с другим	2	6
149	в силу	7	6
150	от своего	2	6
151	не знает	4	6
152	а напротив	2	6
153	те же	6	6
154	в нем	16	6
155	что на	3	6
156	ответ на	3	6
157	не будет	4	6
158	тем более	9	6
159	или в	4	6
160	при всей	2	6
161	и состоит	2	6
162	и то	13	6
163	хотя бы	3	6
164	могла бы	2	6
165	в сознании	36	6
166	из этих	10	6
167	его как	3	6
168	превращается в	3	6
169	же в	3	6
170	во всем	2	6
171	художественное произведение	6	6
172	одного и	2	6
173	тем не	7	6
174	более чем	2	6
175	и более	4	6
176	так или	2	6
177	есть в	6	6
178	из них	11	6
179	уже в	10	6
180	вовсе не	13	6
181	и потому	9	5
182	не могут	7	5
183	не как	3	5
184	входит в	3	5
185	а и	5	5
186	но как	2	5
187	для себя	3	5
188	проявляется в	2	5
189	так что	14	5
190	самом деле	5	5
191	в один	4	5
192	на вопрос	2	5
193	в искусстве	6	5
194	а с	4	5
195	как предмет	2	5
196	в эту	4	5
197	а а	2	5
198	произведении искусства	4	5
199	в них	9	5
200	и по	5	5
201	и до	2	5
202	мы не	17	5
203	того и	2	5
204	в первом	5	5
205	этом случае	2	5
206	тот же	2	5
207	и здесь	3	5
208	да и	2	5
209	к его	2	5
210	одно из	6	5
211	к этому	3	5
212	с другими	9	5
213	бы быть	3	5
214	мысль о	12	5
215	как о	3	5
216	для того	8	5
217	и их	4	5
218	в этих	2	5
219	тем что	13	5
220	ни в	2	5
221	в котором	7	5
222	в слове	41	5
223	все что	4	5
224	с таким	3	5
225	что мы	16	5
226	таким же	2	5
227	его к	2	4
228	в области	3	4
229	вслед за	6	4
230	в каждом	6	4
231	отношение к	2	4
232	одним из	3	4
233	а как	2	4
234	как у	2	4
235	только на	4	4
236	в действительности	7	4
237	была бы	5	4
238	и о	6	4
239	ко второму	2	4
240	к нему	7	4
241	указывает на	8	4
242	и что	13	4
243	на себе	3	4
244	потому что	82	4
245	связь с	4	4
246	ему в	2	4
247	нам не	2	4
248	состоит не	4	4
249	так в	4	4
250	в чем	6	4
251	его не	2	4
252	что же	3	4
253	и другого	2	4
254	с ними	6	4
255	того чтобы	5	4
256	и тогда	4	4
257	и т	12	4
258	из виду	4	4
259	так у	2	4
260	бы и	4	4
261	сказать что	8	4
262	и от	5	4
263	по своему	2	4
264	значительной степени	2	4
265	с этим	12	4
266	но это	9	4
267	не все	5	4
268	что она	4	4
269	бы в	3	4
270	в которой	9	4
271	об этом	4	4
272	на него	3	4
273	сама по	3	4
274	человека в	2	4
275	ни было	2	4
276	что по	4	4
277	ее в	2	4
278	мы уже	5	4
279	говоря словами	2	4
280	между ними	4	4
281	в своих	2	4
282	и если	4	4
283	на которой	4	4
284	могли бы	3	4
285	этом смысле	2	4
286	произведения искусства	2	4
287	к самому	2	4
288	не было	12	4
289	бы не	6	4
290	это и	2	4
291	и есть	4	4
292	в собственном	3	4
293	на самом	4	3
294	вопрос о	2	3
295	в таких	4	3
296	очевидно что	9	3
297	ни о	3	3
298	человеческой жизни	3	3
299	мы должны	6	3
300	его я	3	3
301	от него	2	3
302	как кажется	2	3
303	один и	2	3
304	человека и	8	3
305	в состоянии	5	3
306	здесь как	3	3
307	говоря о	5	3
308	в ряду	7	3
309	было сказано	2	3
310	тут же	2	3
311	к своему	3	3
312	т п	7	3
313	тем как	4	3
314	одной и	6	3
315	в такой	2	3
316	на котором	4	3
317	себе в	2	3
318	с тем	9	3
319	нам кажется	7	3
320	переходит от	2	3
321	она не	4	3
322	тех пор	5	3
323	в ней	11	3
324	не говоря	3	3
325	быть может	7	3
326	за собою	4	3
327	языка и	5	3
328	что все	5	3
329	заключается в	2	3
330	связи с	6	3
331	и я	3	3
332	что они	2	3
333	во время	4	3
334	никто не	5	3
335	я как	5	3
336	на языке	2	3
337	бы то	2	3
338	вопрос об	2	3
339	произведения не	2	3
340	никак не	3	3
341	например в	9	3
342	не от	3	3
343	первом случае	2	3
344	и той	4	3
345	душевной жизни	10	3
346	независимо от	10	3
347	так как	20	3
348	так сказать	6	3
349	в словах	3	3
350	хотя в	3	3
351	бы ни	6	3
352	должно быть	9	3
353	до этого	2	3
354	о котором	2	3
355	это было	3	3
356	его за	2	3
357	и тот	5	3
358	и может	4	3
359	что как	4	3
360	только для	3	3
361	и наконец	3	3
362	в речи	4	3
363	с этой	2	3
364	себе не	6	3
365	в какой	3	3
366	сами по	3	3
367	то он	2	3
368	человека с	2	3
369	а тем	3	3
370	и наоборот	5	3
371	а то	2	3
372	что у	4	3
373	на свою	2	3
374	на то	6	3
375	представляется нам	2	3
376	и следует	2	3
377	оно не	7	3
378	и с	4	3
379	и б	2	3
380	к содержанию	4	3
381	если не	6	3
382	тогда когда	20	3
383	другого в	2	3
384	жизни и	3	3
385	он сам	2	3
386	сам по	9	3
387	не говорит	2	3
388	слова в	7	3
389	как на	6	3
390	же самое	3	3
391	быть не	4	3
392	не к	4	3
393	и без	9	3
394	мы могли	2	3
395	указание на	2	3
396	но он	3	3
397	этой стороны	2	2
398	все более	2	2
399	к одному	7	2
400	в большинстве	2	2
401	оно есть	4	2
402	при помощи	2	2
403	для человека	8	2
404	от всего	4	2
405	но мы	3	2
406	слова не	2	2
407	могло бы	2	2
408	так же	6	2
409	для нас	40	2
410	в процессе	2	2
411	внутреннее единство	2	2
412	в субъекте	2	2
413	человек и	2	2
414	еще раз	2	2
415	бы мы	2	2
416	даже не	2	2
417	не могла	2	2
418	с не	2	2
419	упускать из	2	2
420	вообще и	2	2
421	он как	2	2
422	на пути	2	2
423	что именно	5	2
424	только по	5	2
425	к чему	2	2
426	это только	2	2
427	том же	2	2
428	или с	2	2
429	ни одно	2	2
430	одном из	4	2
431	в одно	8	2
432	и при	5	2
433	когда мы	4	2
434	или менее	6	2
435	от нас	4	2
436	к субъекту	2	2
437	что ни	3	2
438	в разных	4	2
439	образом в	4	2
440	так например	3	2
441	от них	4	2
442	на которую	2	2
443	тому что	6	2
444	к первому	2	2
445	зрения и	2	2
446	в ту	2	2
447	а только	7	2
448	она есть	2	2
449	более или	6	2
450	все его	2	2
451	что этот	2	2
452	между прочим	5	2
453	по этому	2	2
454	с нею	5	2
455	в поэзии	4	2
456	смысле этого	9	2
457	на все	3	2
458	с языком	3	2
459	в тени	2	2
460	там где	6	2
461	что даже	5	2
462	что с	2	2
463	произведений искусства	2	2
464	как нечто	3	2
465	в нас	2	2
466	как совокупность	2	2
467	но эта	3	2
468	одно и	7	2
469	мы видим	3	2
470	к другим	4	2
471	что это	6	2
472	или не	3	2
473	и себя	2	2
474	власть над	2	2
475	во многих	3	2
476	есть ни	4	2
477	то и	10	2
478	они могут	2	2
479	время в	3	2
480	нет ничего	2	2
481	таких случаях	2	2
482	ни был	3	2
483	на это	4	2
484	всех сторон	3	2
485	деле в	2	2
486	язык есть	6	2
487	время и	2	2
488	думать что	6	2
489	и слово	6	2
490	научного анализа	2	2
491	оно ни	2	2
492	мы можем	13	2
493	в глаза	2	2
494	до тех	5	2
495	и та	5	2
496	в сравнении	4	2
497	прежде чем	2	2
498	и действия	2	2
499	та же	3	2
500	должен был	2	2
501	а от	2	2
502	имеет свою	2	2
503	судя по	3	2
504	с одним	3	2
505	но без	2	2
506	у нас	2	2
507	и каждое	2	2
508	все равно	5	2
509	в течение	2	2
510	сих пор	4	2
511	в отдельных	2	2
512	но если	2	2
513	от его	2	2
514	за ним	4	2
515	со всех	3	2
516	произведение есть	2	2
517	нет и	2	2
518	не имеет	10	2
519	ними в	3	2
520	он может	2	2
521	уже по	3	2
522	стало быть	4	2
523	их в	3	2
524	а между	6	2
525	к ним	3	2
526	зависит от	7	2
527	языка в	6	2
528	что при	3	2
529	лица и	3	2
530	жизни не	3	2
531	отношения между	4	2
532	что между	2	2
533	ко всем	5	2
534	не можем	8	2
535	к другому	3	2
536	других в	2	2
537	к тем	4	2
538	и только	5	2
539	и сами	2	2
540	в форме	2	2
541	них не	4	2
542	следует однако	2	2
543	у меня	2	2
544	эту минуту	4	2
545	до сих	4	2
546	связь между	6	2
547	же нам	3	2
548	тем же	6	2
549	в системе	2	2
