N	2gram	Trubetskoy	Istorich
218	что оно	3	7
219	для него	6	7
220	в большинстве	3	7
221	для того	6	6
222	можно ли	3	6
223	были бы	2	6
224	в другое	4	6
225	переносится на	2	6
226	что все	3	6
227	на эту	2	6
228	быть и	2	6
229	то в	3	6
230	к которой	6	6
231	даже не	2	6
232	сводится к	3	6
233	видеть в	2	6
234	и тогда	2	6
235	к чему	2	6
236	отношения к	2	6
237	это только	2	5
238	если они	2	5
239	только для	2	5
240	в своих	6	5
241	друг другу	2	5
242	для них	3	5
243	это в	2	5
244	о котором	3	5
245	несмотря на	3	5
246	в совершенно	4	5
247	она может	3	5
248	но даже	2	5
249	отличается от	2	5
250	да и	3	5
251	в таком	2	5
252	бы его	2	4
253	людей и	2	4
254	нисколько не	2	4
255	и во	3	4
256	время в	2	4
257	все они	3	4
258	себя и	5	4
259	в результате	2	4
260	если же	2	4
261	он сам	3	4
262	для нее	2	4
263	и этот	3	4
264	и должно	2	4
265	на почве	2	4
266	путь к	4	4
267	и сейчас	3	4
268	отнюдь не	7	4
269	с точки	9	4
270	за то	2	4
271	и те	2	4
272	там и	2	4
273	ни к	7	4
274	в самом	3	4
275	так чтобы	3	4
276	он будет	4	3
277	точку зрения	4	3
278	на основании	2	3
279	противоречие с	2	3
280	от нас	2	3
281	из всех	2	3
282	представить себе	2	3
283	за нее	2	3
284	речь идет	2	3
285	народов и	2	3
286	этом направлении	2	3
287	когда они	4	3
288	чтобы понять	2	3
289	идет речь	4	3
290	вряд ли	3	3
291	собой и	3	3
292	чудесным образом	4	3
293	бы то	4	3
294	должно быть	3	3
295	у многих	2	3
296	в противоречие	2	3
297	или от	2	3
298	сделать это	2	3
299	всех людей	2	3
300	центр тяжести	2	3
301	отметить что	2	3
302	то ни	4	3
303	не играет	2	3
304	борьбе с	3	3
305	является не	2	3
306	при котором	3	3
307	другом случае	2	3
308	для всех	6	3
309	их к	2	3
310	совершенно очевидно	2	3
311	все члены	2	3
312	в борьбе	2	3
313	даже и	2	3
314	больше чем	2	3
315	даже если	2	3
316	у других	2	3
317	не о	2	2
318	друг от	2	2
319	всех народов	2	2
320	к вопросу	4	2
321	стремление к	7	2
322	бы для	2	2
323	естественно что	2	2
324	ее он	2	2
325	этом и	2	2
326	лишь в	3	2
327	одному из	2	2
328	к богу	7	2
329	которой она	2	2
330	бы нас	2	2
331	а во-вторых	2	2
332	себя от	3	2
333	они будут	2	2
334	помнить что	2	2
335	согласиться с	2	2
336	себя как	2	2
337	к той	2	2
338	был и	3	2
339	самого себя	7	2
340	сама по	2	2
341	в мире	4	2
342	не к	2	2
343	тому чтобы	4	2
344	вопросу о	3	2
345	участие в	2	2
346	во главе	2	2
347	пути к	2	2
348	отказаться от	4	2
349	от друга	2	2
350	чтобы она	2	2
351	или нескольких	2	2
352	она будет	2	2
353	остается в	2	2
354	что для	3	2
355	того или	2	2
356	место в	2	2
357	быть признан	3	2
358	что с	2	2
359	этой роли	2	2
360	в сознании	3	2
361	случае если	3	2
362	же образом	2	2
363	совершенно таким	2	2
364	говорить о	3	2
365	бы ни	2	2
