N	2gram	Bakhtin_Fr	Literetu
115	и с	18	7
116	в одном	7	7
117	он и	6	7
118	тому как	2	7
119	в нем	20	7
120	и жизни	2	7
121	он не	9	7
122	тому же	5	7
123	на фоне	4	7
124	еще и	6	6
125	его в	10	6
126	в виду	2	6
127	казалось бы	2	6
128	самом деле	6	6
129	самим собой	2	6
130	и он	4	6
131	и др	11	6
132	а затем	7	6
133	было бы	5	6
134	не было	3	6
135	например в	6	6
136	и то	2	6
137	право на	10	6
138	то в	3	6
139	во всех	20	6
140	в каждом	3	6
141	с ее	7	6
142	с миром	10	6
143	и наконец	5	6
144	далеко не	6	6
145	подобно тому	2	6
146	с жизнью	4	6
147	в третьем	3	6
148	в ней	10	6
149	том числе	6	6
150	и только	2	6
151	у него	4	6
152	как на	6	6
153	как будто	2	6
154	в литературе	4	5
155	права на	2	5
156	так как	16	5
157	этот путь	2	5
158	как он	3	5
159	и за	2	5
160	в романе	15	5
161	более того	3	5
162	во втором	3	5
163	между тем	3	5
164	несмотря на	3	5
165	что и	8	5
166	тех кто	2	5
167	себя и	2	5
168	мир в	4	5
169	в сущности	13	5
170	в связи	5	5
171	место в	3	5
172	хотя бы	2	5
173	мы не	6	5
174	и одновременно	5	5
175	как у	2	5
176	в себя	6	5
177	в нашем	3	5
178	и если	3	5
179	и к	7	5
180	нуждается в	3	4
181	только для	4	4
182	как к	2	4
183	внутренней свободы	2	4
184	и прежде	4	4
185	все время	3	4
186	здесь как	4	4
187	к своему	2	4
188	в г	2	4
189	с тем	3	4
190	со всей	2	4
191	и все	18	4
192	на том	2	4
193	на его	2	4
194	и само	2	4
195	которая в	2	4
196	ту же	3	4
197	а потому	2	4
198	в них	12	4
199	более не	2	4
200	хотя и	6	4
201	как мы	16	4
202	одной из	6	4
203	в индивидуальном	2	4
204	жизни на	2	4
205	но это	10	4
206	за пределы	4	4
207	к этому	4	4
208	во второй	3	4
209	бы не	2	4
210	и вот	4	4
211	для того	8	4
212	такой же	5	4
213	со всеми	6	4
214	в пределах	2	4
215	то он	2	4
216	все они	7	4
217	него не	2	4
218	можно сказать	4	4
219	на то	2	4
220	века в	3	4
221	под названием	3	4
222	на этом	7	4
223	ко всему	3	4
224	в сторону	2	4
225	вовсе не	19	4
226	из этого	5	4
227	и что	3	4
228	таким образом	20	4
229	и есть	5	4
230	не мог	8	4
231	на самом	8	3
232	ничего не	5	3
233	имеется в	2	3
234	так же	13	3
235	о чем	5	3
236	этого рода	3	3
237	в отношении	2	3
238	свободы и	2	3
239	за счет	2	3
240	в первом	3	3
241	том же	3	3
242	литературе в	2	3
243	своей жизни	2	3
244	традиции как	2	3
245	о нем	2	3
246	и о	8	3
247	они не	5	3
248	времени в	2	3
249	традиция и	2	3
250	произведение в	2	3
251	в образах	9	3
252	там где	10	3
253	же как	4	3
254	того чтобы	9	3
255	числе и	3	3
256	и до	3	3
257	все эти	12	3
258	он был	8	3
259	в истории	2	3
260	во время	15	3
261	из его	2	3
262	на языке	3	3
263	тот же	4	3
264	да и	2	3
265	еще один	2	3
266	относится к	3	3
267	если в	3	3
268	и от	6	3
269	жизнью в	2	3
270	можно было	5	3
271	в первой	5	3
272	бы и	2	3
273	дело в	5	3
274	из своих	2	3
275	мысли и	6	3
276	в этот	3	3
277	и вовсе	3	3
278	которая не	2	3
279	если бы	2	3
280	превращается в	5	3
281	также и	11	3
282	в особенности	7	3
283	за его	2	3
284	она и	2	3
285	не могло	3	3
286	в ту	3	3
287	ни с	2	3
288	а за	2	3
289	не имеет	4	3
290	всей своей	2	3
291	в чем	6	3
292	он в	4	3
293	когда он	2	3
294	все что	3	3
295	здесь не	7	3
296	этой же	2	3
297	говорить о	5	3
298	же самое	3	3
299	же и	2	3
300	мира и	10	3
301	с ним	6	3
302	чтобы не	2	2
303	перед нами	6	2
304	начиная с	2	2
305	от него	2	2
306	оно было	2	2
307	и притом	2	2
308	и у	7	2
309	есть и	8	2
310	должен быть	2	2
311	роль в	5	2
312	ведь это	3	2
313	это и	10	2
314	подобного рода	2	2
315	а как	3	2
316	о природе	2	2
317	не остается	4	2
318	у них	2	2
319	и при	2	2
320	самом начале	2	2
321	самой жизни	2	2
322	своего времени	3	2
323	его не	5	2
324	я вижу	2	2
325	тем как	2	2
326	так например	3	2
327	к нему	5	2
328	со словом	2	2
329	в общем	5	2
330	но мы	3	2
331	свобода и	3	2
332	и без	3	2
333	что на	3	2
334	тогда когда	3	2
335	с которой	2	2
336	жизнь и	5	2
337	в эти	2	2
338	в сферу	2	2
339	для них	2	2
340	переходит в	3	2
341	и по	3	2
342	что они	3	2
343	и ее	2	2
344	мира а	2	2
345	своего героя	2	2
346	и другими	2	2
347	и другим	2	2
348	уже и	3	2
349	эту тему	2	2
350	от земли	2	2
351	сказать что	12	2
352	по поводу	5	2
353	кажется что	2	2
354	все то	6	2
355	никак не	3	2
356	в лице	2	2
357	бы в	5	2
358	им в	3	2
359	с другими	3	2
360	в результате	5	2
361	из этих	4	2
362	так сказать	2	2
363	другом месте	3	2
364	тем более	3	2
365	этой связи	3	2
366	борьба с	3	2
367	к концу	2	2
368	в значительной	2	2
369	себя самого	2	2
370	для этой	2	2
371	та же	2	2
372	граница между	3	2
373	на нем	2	2
374	между собою	6	2
375	этот образ	5	2
376	второй половины	3	2
377	на протяжении	2	2
378	как известно	2	2
379	в акте	5	2
380	что по	3	2
381	есть в	5	2
382	нет и	4	2
383	что у	2	2
384	раз в	2	2
385	от всех	6	2
386	мир и	5	2
387	в котором	3	2
388	в большинстве	6	2
389	в той	2	2
390	представлений о	3	2
391	в таком	2	2
392	нового времени	6	2
393	на эту	3	2
394	глазами и	2	2
395	на границах	2	2
396	на первый	4	2
397	но он	5	2
