N	2gram	Propp_Isto	DiskursI
333	такой же	3	2
334	в античности	4	2
335	себе и	2	2
336	общих чертах	2	2
337	случаях когда	2	2
338	человеком и	2	2
339	у него	4	2
340	человека с	2	2
341	ее в	3	2
342	со своими	2	2
343	на то	4	2
344	ни один	2	2
345	еще более	3	2
346	видеть в	3	2
347	и с	10	2
348	но для	2	2
349	со своей	2	2
350	он сам	2	2
351	не знаю	9	2
352	в некоторых	9	2
353	что было	3	2
354	и только	6	2
355	во всем	3	2
356	по той	2	2
357	этих двух	2	2
358	а как	2	2
359	в лесу	39	2
