N	2gram	Bakhtin_sl	FransuaR
256	можно сказать	2	12
257	о нем	6	12
258	другой стороны	5	12
259	уже сказали	3	12
260	наконец в	5	11
261	все время	4	11
262	и более	3	11
263	из этого	3	11
264	на фоне	11	11
265	зрения на	9	11
266	в свое	3	11
267	и самый	2	11
268	того как	2	11
269	формы и	3	11
270	уже не	5	11
271	и что	2	11
272	в системе	2	11
273	в узком	13	11
274	отметить что	3	11
275	из самых	2	11
276	момент в	2	11
277	слова и	21	11
278	мировой литературе	2	11
279	и особенно	2	11
280	с ними	8	11
281	той или	13	11
282	что они	2	11
283	в отличие	12	11
284	данном случае	3	10
285	или иной	13	10
286	здесь как	3	10
287	значительной степени	6	10
288	на котором	3	10
289	для понимания	3	10
290	по преимуществу	5	10
291	наших дней	2	10
292	эпохи и	2	10
293	в процессе	14	10
294	человека и	3	10
295	к тому	3	10
296	ту же	5	10
297	выходит за	3	10
298	его как	3	10
299	целый ряд	2	10
300	нас в	3	10
301	выражение в	4	10
302	для всех	2	10
303	по отношению	2	10
304	где они	4	10
305	даже и	4	10
306	в целом	3	10
307	да и	2	10
308	все его	4	10
309	не просто	2	10
310	но оно	5	10
311	еще раз	3	9
312	эти формы	5	9
313	пародии на	3	9
314	в мировой	2	9
315	со всею	5	9
316	именно на	3	9
317	но как	2	9
318	как это	3	9
319	связано с	3	9
320	в разных	3	9
321	и то	2	9
322	отношению к	2	9
323	романа в	5	9
324	для нас	7	9
325	и со	2	9
326	как к	5	9
327	том же	4	9
328	правда не	3	9
329	же в	2	9
330	до известной	3	9
331	и вся	2	9
332	известной степени	6	9
333	конечно в	2	9
334	отношения к	3	9
335	от него	5	8
336	с этой	3	8
337	следовательно и	4	8
338	так что	2	8
339	людей и	2	8
340	от этого	2	8
341	языка и	18	8
342	для этого	4	8
343	значение в	2	8
344	и почти	3	8
345	нуждается в	3	8
346	включает в	3	8
347	но эта	2	8
348	в него	9	8
349	мы сказали	6	8
350	но эти	3	8
351	мы увидим	2	8
352	и она	2	8
353	перестает быть	2	8
354	и при	2	8
355	более или	5	8
356	борьба с	5	8
357	или менее	5	8
358	оно было	4	8
359	не менее	4	8
360	речи и	4	8
361	и те	3	8
362	xviii века	3	8
363	дело не	2	8
364	как о	2	8
365	они в	2	8
366	то время	2	8
367	а как	3	7
368	точку зрения	6	7
369	точка зрения	10	7
370	интерес к	3	7
371	них и	3	7
372	на всю	3	7
373	не как	4	7
374	и часто	7	7
375	связи и	3	7
376	в свою	4	7
377	должен быть	3	7
378	мы говорили	2	7
379	его не	4	7
380	только с	3	7
381	на том	2	7
382	одного из	2	7
383	в виде	4	7
384	во всяком	9	7
385	себя в	14	7
386	к ним	2	7
387	в таком	5	7
388	как его	5	7
389	был бы	2	7
390	несколько слов	2	7
391	всех его	9	7
392	новое время	2	7
393	и оценки	2	7
394	а на	3	7
395	и там	6	7
396	которые были	2	7
397	связанная с	2	7
398	но она	2	7
399	в новое	4	7
400	узком смысле	13	7
401	в некоторых	3	7
402	мы найдем	3	7
403	и этим	3	7
404	же и	4	7
405	притом в	3	7
406	в нее	3	6
407	и самая	3	6
408	его так	3	6
409	для всего	2	6
410	формах и	3	6
411	такого рода	2	6
412	свою очередь	3	6
413	у них	2	6
414	смысле слова	2	6
415	переходит в	3	6
416	не была	3	6
417	исторического развития	2	6
418	как у	2	6
419	он может	3	6
420	входит в	8	6
421	или даже	5	6
422	и чисто	5	6
423	эти явления	2	6
424	жизнь в	2	6
425	могут быть	25	6
426	для них	2	6
427	xx века	2	6
428	совершенно не	2	6
429	а именно	2	6
430	мы наблюдаем	2	6
431	и которые	2	6
432	и следовательно	8	6
433	его на	2	6
434	преимущественно в	4	6
435	его и	5	6
436	друг друга	3	6
437	и эти	2	6
438	в новом	3	6
439	но по	2	6
440	в один	2	6
441	этого слова	2	6
442	хотя бы	6	6
443	и слово	4	6
444	в языке	7	6
445	они как	2	6
446	остановимся на	2	6
447	язык и	17	6
448	с таким	3	6
449	которые в	4	6
450	не остается	2	6
451	например у	3	6
452	не столько	4	6
453	а иногда	3	6
454	мировоззрения и	2	6
455	языков и	18	6
456	говорить о	2	6
457	язык в	9	5
458	тогда когда	2	5
459	к своему	11	5
460	явление в	2	5
461	но мы	2	5
462	быть только	3	5
463	нисколько не	3	5
464	в первом	3	5
465	должна быть	3	5
466	первом случае	2	5
467	из важнейших	2	5
468	друг с	2	5
469	в историческом	2	5
470	можно говорить	2	5
471	различия между	3	5
472	в другой	2	5
473	не является	3	5
474	из него	4	5
475	чем в	3	5
476	ему не	2	5
477	и стиль	2	5
478	есть не	2	5
479	в едином	2	5
480	с другими	8	5
481	с другом	2	5
482	сливается с	6	5
483	почти всегда	3	5
484	на язык	2	5
485	с этими	3	5
486	должно быть	3	5
487	словом и	9	5
488	и стиля	2	5
489	и самое	3	5
490	ни было	2	5
491	смысл и	3	5
492	автора и	6	5
493	слова в	19	5
494	если мы	2	5
495	бы и	6	5
496	всяком случае	7	5
497	и только	2	5
498	в слове	11	5
499	а следовательно	2	5
500	от его	4	5
501	не могла	2	5
502	себя и	2	5
503	входят в	3	5
504	в собственном	2	5
505	но уже	2	5
506	из одного	2	5
507	вообще не	4	5
508	дано в	2	5
509	между этими	3	5
510	то в	2	5
511	стороны и	3	5
512	всем этим	2	5
513	слово в	18	5
514	же как	2	5
515	и оценок	3	5
516	человека в	5	5
517	вокруг себя	2	5
518	на то	2	5
519	с одним	3	5
520	и речи	4	5
521	литературного языка	28	5
522	в каждом	5	4
523	ни о	2	4
524	иногда в	2	4
525	в известном	2	4
526	речи как	3	4
527	борьбы с	3	4
528	и связанные	2	4
529	о себе	2	4
530	где нет	2	4
531	слов о	4	4
532	и заставляет	3	4
533	оно и	4	4
534	друг другу	2	4
535	речевой жизни	2	4
536	при всех	2	4
537	в контексте	5	4
538	дело с	4	4
539	дело идет	2	4
540	языка но	7	4
541	и быта	2	4
542	меньше чем	2	4
543	и форм	4	4
544	при всем	3	4
545	удельный вес	6	4
546	к языку	3	4
547	точек зрения	8	4
548	романа но	3	4
549	со своим	13	4
550	взаимоосвещения языков	3	4
551	других языков	2	4
552	и слова	6	4
553	особенно у	2	4
554	о которых	2	4
555	и само	2	4
556	самого автора	4	4
557	ли он	4	4
558	всех областях	4	4
559	исторических и	2	4
560	все формы	3	4
561	быть и	6	4
562	одно и	3	4
563	только и	3	4
564	в чисто	4	4
565	однако и	2	4
566	которых мы	3	4
567	громадное значение	2	4
568	различные формы	2	4
569	оно не	12	4
570	только не	2	4
571	имеет дело	4	4
572	них не	2	4
573	и становится	2	4
574	мы и	2	4
575	без всякого	2	4
576	особенности на	2	4
577	и тем	3	4
578	его от	2	4
579	и различные	2	4
580	нем и	5	4
581	романе и	2	4
582	и свои	2	4
583	всегда в	3	4
584	не исчерпывается	3	4
585	и той	2	4
586	бы ни	3	4
587	к ней	2	4
588	из своих	2	4
589	единство и	4	4
590	нами в	3	4
591	не могло	3	4
592	не должно	3	4
593	к новому	3	4
594	на нем	2	4
595	в смысле	7	4
596	время и	3	4
597	по себе	4	4
598	влияния на	3	4
599	стерна и	2	4
600	но их	2	4
601	собственном смысле	2	4
602	явления и	2	4
603	в свой	3	3
604	оставаясь в	2	3
605	разной степени	2	3
606	которого он	3	3
607	роман в	4	3
608	она не	8	3
609	и другим	4	3
610	когда она	2	3
611	смысла и	6	3
612	и языки	2	3
613	правда и	2	3
614	которая не	3	3
615	национального языка	8	3
616	в новых	2	3
617	особый язык	5	3
618	эпох и	2	3
619	романе не	2	3
620	иной степени	12	3
621	в одно	2	3
622	и степени	2	3
623	тому что	2	3
624	вырождается в	2	3
625	не знаем	3	3
626	говорит и	2	3
627	освобождает от	2	3
628	в поэзии	4	3
629	и мир	9	3
630	эти слова	4	3
631	они могут	7	3
632	с ней	2	3
633	пределах одной	3	3
634	ее с	2	3
635	остаются в	3	3
636	лишь как	3	3
637	и возможности	2	3
638	время как	2	3
639	человек в	6	3
640	не из	2	3
641	основная особенность	2	3
642	в прошлом	2	3
643	пародию на	2	3
644	и языка	5	3
645	слова но	2	3
646	в эпосе	4	3
647	и формы	4	3
648	все слова	3	3
649	между собой	3	3
650	а с	2	3
651	действующих лиц	2	3
652	др и	2	3
653	и глубокое	2	3
654	и другими	2	3
655	и такой	2	3
656	дистанции между	4	3
657	можно прямо	3	3
658	прямо сказать	3	3
659	на материале	2	3
660	у стерна	5	3
661	слово и	5	3
662	от этой	3	3
663	по всей	3	3
664	такой образ	2	3
665	по своим	6	3
666	или на	2	3
667	не видят	2	3
668	свой смысл	2	3
669	образом на	2	3
670	сущности и	2	3
671	на своем	5	3
672	все свои	2	3
673	остается в	5	3
674	вокруг него	4	3
675	именно эта	2	3
676	может стать	3	3
677	и создает	2	3
678	дальнейшего развития	2	3
679	и может	4	3
680	эти жанры	2	3
681	и правды	2	3
682	их от	2	3
683	речи в	5	3
684	от всякого	2	3
685	жизни но	2	3
686	основе их	2	3
687	не есть	2	3
688	знает только	2	3
689	не укладывается	2	3
690	в понимании	3	3
691	приводит к	2	3
692	языке и	3	3
693	в лучшем	3	3
694	сознания в	2	3
695	мы все	2	3
696	есть для	2	3
697	чем он	2	3
698	в построении	2	2
699	языке но	2	2
700	бы его	2	2
701	свой язык	4	2
702	нем в	6	2
703	от нас	2	2
704	к различным	2	2
705	быть тем	3	2
706	в зоне	3	2
707	и непосредственно	6	2
708	как ни	2	2
709	без исключения	2	2
710	осмысления и	2	2
711	и интерпретации	3	2
712	социальных групп	3	2
713	известном смысле	2	2
714	необходимо еще	2	2
715	бы быть	2	2
716	прямой и	4	2
717	речь на	4	2
718	этого типа	2	2
719	латыни и	2	2
720	между словом	5	2
721	вне ее	2	2
722	за всеми	2	2
723	и борьба	2	2
724	слове и	2	2
725	за его	2	2
726	это сознание	2	2
727	и единственного	6	2
728	этот язык	3	2
729	из себя	3	2
730	благодаря этой	2	2
731	есть как	3	2
732	звучит в	2	2
733	здесь лишь	2	2
734	конца ни	2	2
735	исторический момент	2	2
736	единого и	5	2
737	тем и	3	2
738	же задаче	2	2
739	с которыми	2	2
740	если оно	2	2
741	этого жанра	3	2
742	понимает и	2	2
743	именно как	3	2
744	и социальных	2	2
745	речь и	3	2
746	к слову	2	2
747	в состав	3	2
748	свое произведение	2	2
749	ибо он	2	2
750	в двух	2	2
751	сплетаются в	2	2
752	если она	2	2
753	этого языка	3	2
754	и прямо	4	2
755	своим языком	2	2
756	не приходится	2	2
757	нет никакой	2	2
758	слова с	3	2
759	и внутренней	2	2
760	в какой	2	2
761	и свой	2	2
762	слова при	2	2
763	в самых	2	2
764	это отношение	2	2
765	как с	2	2
766	в бытовой	3	2
767	правду и	2	2
768	единым и	5	2
769	исторического становления	3	2
770	или к	3	2
771	них как	2	2
772	и внутренне	2	2
773	одному из	2	2
774	присутствовал при	2	2
775	в быту	5	2
776	и иных	6	2
777	условия для	2	2
778	слово самого	2	2
779	а его	2	2
780	может иметь	3	2
781	тем чем	3	2
782	человеке и	3	2
783	всех сферах	4	2
784	именно к	3	2
785	широком смысле	3	2
786	языка а	7	2
787	и нет	3	2
788	отличается от	3	2
789	пор не	2	2
790	языка на	3	2
791	в рамки	4	2
792	остается вне	4	2
793	или как	4	2
794	всех своих	2	2
795	свое выражение	3	2
796	том и	2	2
797	понимание и	2	2
798	за пределами	3	2
799	такое понимание	2	2
800	на почве	6	2
801	социальные и	2	2
802	от чисто	3	2
803	другом случае	3	2
804	или во	2	2
805	исторической жизни	3	2
806	скрытой форме	2	2
807	одним словом	4	2
808	на которые	3	2
809	героя в	2	2
810	подхода к	5	2
811	здесь уже	2	2
812	эта игра	2	2
813	языков в	15	2
814	от всякой	3	2
815	в низких	2	2
816	самое слово	2	2
817	иногда даже	2	2
818	борьбу с	2	2
819	чужого языка	7	2
820	и непосредственное	2	2
821	что оно	4	2
822	очень тесно	2	2
823	действительно не	2	2
824	от языка	3	2
825	не исчерпывает	2	2
826	случае не	2	2
827	этом случае	4	2
828	не все	2	2
829	не столь	2	2
830	в речах	3	2
831	мышления и	6	2
832	вне его	4	2
833	новые и	2	2
834	из существеннейших	5	2
835	и оно	2	2
836	и всякое	2	2
837	поэтому оно	2	2
838	тона и	2	2
839	только о	2	2
840	героев и	2	2
841	смысле в	4	2
842	как только	4	2
843	не с	5	2
844	единственного языка	5	2
845	диалога в	2	2
846	этот элемент	2	2
847	оно может	3	2
848	и определенные	2	2
849	характерные для	2	2
850	глубокое и	2	2
851	эти элементы	2	2
852	только как	2	2
853	языка в	21	2
854	жестов и	2	2
855	и единого	2	2
856	и художественно	3	2
857	со словом	4	2
858	почву для	2	2
859	моменты в	2	2
