N	2gram	Vygotskiy_	Formalny
144	мы видели	2	10
145	другой стороны	7	10
146	с ее	3	10
147	не является	5	10
148	материала и	2	10
149	и как	9	10
150	в своих	12	10
151	главным образом	3	10
152	материала в	2	10
153	и теперь	2	10
154	конечно не	2	10
155	он не	8	10
156	если же	3	10
157	в слове	3	10
158	тем же	4	10
159	ничего не	4	9
160	для понимания	2	9
161	совсем не	3	9
162	но это	3	9
163	и до	2	9
164	и может	3	9
165	в каждом	5	9
166	бы ни	2	9
167	и даже	11	9
168	у нас	4	9
169	от всех	3	9
170	еще более	2	9
171	в свою	3	9
172	ни было	2	9
173	мы знаем	8	9
174	в языке	3	9
175	в других	3	8
176	была бы	2	8
177	до сих	8	8
178	одной стороны	7	8
179	и те	5	8
180	в них	4	8
181	с одной	6	8
182	в области	12	8
183	же как	8	8
184	что это	12	8
185	с этим	7	8
186	задачи и	3	8
187	поэтическое произведение	2	8
188	сих пор	8	8
189	из этого	5	8
190	должен быть	2	8
191	и к	5	8
192	роль в	4	8
193	в поэтическом	2	8
194	для того	12	8
195	на основе	2	8
196	ясно что	22	8
197	самое понятие	2	7
198	том что	30	7
199	в себе	6	7
200	в одной	3	7
201	как таковое	2	7
202	свою очередь	3	7
203	как к	2	7
204	что именно	4	7
205	или менее	3	7
206	его от	2	7
207	совершается в	2	7
208	стороны и	3	7
209	более или	3	7
210	в сущности	15	7
211	не на	2	7
212	значение и	3	7
213	форм и	3	7
214	художественном произведении	8	7
215	сказать что	12	7
216	к этому	5	7
217	того или	2	7
218	время в	2	7
219	применении к	2	7
220	в первый	3	7
221	творчества и	3	7
222	в особенности	3	7
223	и наконец	2	7
224	и только	5	7
225	смысл и	2	7
226	в применении	2	7
227	в какой	6	7
228	и более	3	7
229	сами по	4	7
230	столь же	6	7
231	искусства в	14	7
232	что бы	2	7
233	из них	4	7
234	в той	2	7
235	мы увидим	4	7
236	же и	2	7
237	чем же	2	7
238	тем самым	2	6
239	в которой	6	6
240	ее и	2	6
241	материал и	2	6
242	в конце	6	6
243	отношение к	3	6
244	на этом	3	6
245	и тем	5	6
246	и других	4	6
247	по учению	3	6
248	у них	2	6
249	в частности	6	6
250	его и	4	6
251	и это	6	6
252	тому что	7	6
253	в этих	6	6
254	те же	9	6
255	художественного восприятия	2	6
256	его не	3	6
257	один из	6	6
258	смысле этого	2	6
259	этого слова	5	6
260	должны быть	6	6
261	его с	3	6
262	из этих	6	6
263	они и	2	6
264	при таком	5	6
265	за пределы	2	6
266	отличается от	4	6
267	и восприятия	2	6
268	произведения но	2	6
269	такой же	9	6
270	жизнь и	3	6
271	искусства и	24	6
272	например в	5	6
273	о том	11	6
274	по преимуществу	2	6
275	их в	4	6
276	в смысле	3	6
277	в произведении	7	6
278	произведения искусства	4	6
279	уже в	3	6
280	только не	4	6
281	как она	4	6
282	сам по	4	6
283	с ним	2	6
284	той же	9	6
285	даже в	2	5
286	она должна	2	5
287	мы должны	4	5
288	тому чтобы	3	5
289	могло бы	5	5
290	случае в	3	5
291	не можем	3	5
292	что оно	4	5
293	от того	6	5
294	или же	2	5
295	в виду	6	5
296	на все	6	5
297	а как	2	5
298	может стать	3	5
299	показать что	12	5
300	отличие от	6	5
301	не так	2	5
302	в него	4	5
303	а только	4	5
304	она есть	2	5
305	в отличие	4	5
306	то это	3	5
307	в такой	2	5
308	что не	2	5
309	и по	7	5
310	можно сказать	2	5
311	из виду	2	5
312	хотя и	3	5
313	бы и	5	5
314	и то	4	5
315	если в	2	5
316	то в	2	5
317	как например	2	5
318	то и	2	5
319	совершенно справедливо	5	5
320	мы можем	6	5
321	значение в	2	5
322	как они	2	5
323	с этой	8	5
324	для нас	5	5
325	к нему	3	5
326	ни на	3	5
327	не имеет	3	5
328	говорит эйхенбаум	2	5
329	в самой	2	5
330	учения о	2	5
331	в котором	5	5
332	слова в	5	5
333	одни и	3	5
334	как прием	5	5
335	в отношении	3	5
336	приводит к	3	5
337	этом смысле	3	5
338	тому как	10	5
339	и что	28	5
340	как на	6	5
341	не найдем	2	5
342	в поэтической	2	5
343	вопрос о	3	5
344	все дело	3	4
345	очевидно что	7	4
346	и следовательно	4	4
347	от него	2	4
348	а на	4	4
349	к другим	2	4
350	но даже	4	4
351	увидим что	3	4
352	должны были	2	4
353	наконец в	2	4
354	конце концов	6	4
355	входящих в	2	4
356	как он	4	4
357	оно было	2	4
358	тогда когда	7	4
359	п в	2	4
360	должна была	3	4
361	на котором	2	4
362	о нем	2	4
363	в основу	3	4
364	он в	2	4
365	идет о	2	4
366	произведение искусства	9	4
367	к этой	2	4
368	того же	3	4
369	связи со	2	4
370	основная тенденция	2	4
371	от других	3	4
372	подходит к	2	4
373	понятий и	3	4
374	не будет	4	4
375	аналогии с	2	4
376	или в	2	4
377	содержания и	3	4
378	и во	3	4
379	и тогда	3	4
380	был бы	6	4
381	данной эпохи	2	4
382	имеет место	2	4
383	одна из	5	4
384	только как	3	4
385	не значит	2	4
386	тех же	2	4
387	только то	3	4
388	впечатление что	2	4
389	литературном произведении	2	4
390	тем не	6	4
391	на него	2	4
392	едва ли	5	4
393	сама по	2	4
394	целый ряд	12	4
395	и содержание	3	4
396	как не	2	4
397	та же	4	4
398	нигде не	2	4
399	в таком	5	4
400	и другие	5	4
401	и о	4	4
402	под влиянием	4	4
403	все остальное	2	4
404	отношении к	3	4
405	но если	2	4
406	не к	2	4
407	думать что	3	4
408	подобно тому	7	4
409	искусство как	13	4
410	что для	5	4
411	каждой из	3	4
412	один и	2	4
413	что такое	2	4
414	основных понятий	2	4
415	зависит от	2	4
416	знаем что	4	4
417	роман и	2	4
418	этот вопрос	2	4
419	им в	4	4
420	мы говорим	2	4
421	об искусстве	2	4
422	совпадает с	4	4
423	же что	2	4
424	внутренней формы	3	4
425	только при	4	4
426	или иное	2	4
427	чтобы показать	4	4
428	все в	2	4
429	история искусства	2	4
430	поэзии в	2	3
431	и если	4	3
432	эта тенденция	2	3
433	в нее	2	3
434	к одному	5	3
435	во все	2	3
436	всех других	2	3
437	для всех	5	3
438	том как	2	3
439	в каком	3	3
440	есть только	7	3
441	на один	2	3
442	остановиться на	2	3
443	воздействия на	2	3
444	начала и	2	3
445	это только	4	3
446	сами формалисты	2	3
447	не всегда	2	3
448	в науке	2	3
449	и при	3	3
450	вследствие этого	2	3
451	так что	8	3
452	нас не	2	3
453	убедиться в	2	3
454	со всеми	5	3
455	подойти к	2	3
456	эстетики и	3	3
457	никак нельзя	2	3
458	как предмет	2	3
459	но как	4	3
460	и этот	3	3
461	материал для	4	3
462	что содержание	2	3
463	при анализе	3	3
464	состоит в	5	3
465	точка зрения	6	3
466	что на	4	3
467	внутренняя форма	6	3
468	от смысла	2	3
469	и совершенно	7	3
470	смысле слова	4	3
471	на его	3	3
472	нуждается в	3	3
473	определяется и	2	3
474	и заключается	4	3
475	этом не	2	3
476	мы видим	8	3
477	к своему	2	3
478	себе а	4	3
479	в качестве	3	3
480	произведения это	2	3
481	тот же	8	3
482	никак не	7	3
483	от этой	2	3
484	в сознании	6	3
485	что материал	2	3
486	лежит в	2	3
487	дело в	2	3
488	изобразительных искусств	2	3
489	и тот	4	3
490	дело с	10	3
491	во всем	5	3
492	то или	3	3
493	каждого из	3	3
494	фактов и	2	3
495	исследования и	4	3
496	в чем	5	3
497	и из	7	3
498	она является	3	3
499	произведение есть	2	3
500	том чтобы	9	3
501	формы в	6	3
502	на то	17	3
503	если это	2	3
504	учение об	2	3
505	когда он	11	3
506	и приемы	2	3
507	и очень	2	3
508	в которых	5	3
509	вещей и	2	3
510	с таким	18	3
511	в одном	4	3
512	но что	3	3
513	к нулю	2	3
514	художественный прием	2	3
515	ту же	6	3
516	идет не	3	3
517	что эта	4	3
518	потебни и	3	3
519	не то	2	3
520	же самое	8	3
521	чтобы убедиться	2	3
522	тем и	2	3
523	что при	8	3
524	не дает	3	3
525	художественного творчества	6	3
526	но он	3	3
527	иначе как	3	2
528	объясняется и	2	2
529	с теорией	3	2
530	только тогда	8	2
531	вывод что	2	2
532	и материал	2	2
533	искусства является	6	2
534	из того	2	2
535	к искусству	6	2
536	о чем	2	2
537	формализма и	2	2
538	в тех	2	2
539	человека и	3	2
540	материал не	3	2
541	мысли в	3	2
542	искусства как	6	2
543	из их	2	2
544	евгения онегина	4	2
545	таком понимании	3	2
546	к более	2	2
547	есть не	6	2
548	если она	2	2
549	для художественного	2	2
550	форма в	3	2
551	не потому	3	2
552	не могли	4	2
553	были бы	2	2
554	что если	7	2
555	при помощи	27	2
556	что искусство	15	2
557	на место	3	2
558	тем как	2	2
559	этого факта	2	2
560	тенденция к	2	2
561	одной и	6	2
562	что ни	2	2
563	же мы	2	2
564	это утверждение	2	2
565	а с	2	2
566	эта теория	7	2
567	согласиться с	2	2
568	в руках	2	2
569	к ним	4	2
570	только потому	2	2
571	и эти	2	2
572	только с	2	2
573	но так	2	2
574	мере в	2	2
575	полагает что	2	2
576	что этот	3	2
577	и без	3	2
578	мы имеем	7	2
579	этой точки	7	2
580	однако в	2	2
581	по этому	3	2
582	в русском	4	2
583	разница между	3	2
584	они сами	2	2
585	мы в	3	2
586	в силу	4	2
587	с теми	2	2
588	то я	2	2
589	тем или	2	2
590	отметить что	2	2
591	с ними	2	2
592	при всем	3	2
593	о ней	4	2
594	сами же	2	2
595	заключается в	15	2
596	приводит и	2	2
597	эпохи в	3	2
598	в нас	3	2
599	бы тот	4	2
600	выходит за	2	2
601	из его	4	2
602	который в	3	2
603	же материал	2	2
604	научного изучения	2	2
605	жизни с	4	2
606	для самого	2	2
607	представление о	6	2
608	все то	4	2
609	мышления и	3	2
610	или не	2	2
611	совершенно очевидно	3	2
612	и нет	2	2
613	готового материала	2	2
614	х годов	5	2
615	ту или	2	2
616	подход к	3	2
617	это в	4	2
618	в собственном	4	2
619	можно было	4	2
620	образ и	2	2
621	в последнее	4	2
622	что она	11	2
623	искусства не	6	2
624	но совершенно	4	2
625	чтобы создать	2	2
626	таким путем	6	2
627	творчества с	2	2
628	который как	2	2
629	именно и	2	2
630	принадлежат к	4	2
631	и вот	5	2
632	и многие	3	2
633	произведения с	4	2
634	даны в	2	2
635	стал бы	2	2
636	времени и	2	2
637	художественной формы	17	2
638	что его	5	2
639	действующих лиц	3	2
640	но только	6	2
641	лучше всего	2	2
642	последнее время	2	2
643	нельзя судить	2	2
644	его изучения	2	2
645	именно потому	3	2
646	на этот	2	2
647	чтобы понять	4	2
648	от эстетики	2	2
649	то чтобы	4	2
650	и так	7	2
651	точке зрения	2	2
652	далеко не	7	2
653	видели что	2	2
654	целом ряде	2	2
655	он говорит	4	2
656	на тему	2	2
657	художественного приема	2	2
658	мы найдем	2	2
659	для построения	2	2
660	или иных	2	2
661	на нем	2	2
662	какой мере	3	2
663	и другой	6	2
664	этих вопросов	2	2
665	в стихах	2	2
666	собственном смысле	3	2
667	поскольку он	2	2
668	в эстетике	6	2
669	к произведению	2	2
670	этого метода	2	2
671	только один	2	2
672	и содержания	2	2
673	в другой	3	2
674	совершенно прав	2	2
675	указывает что	4	2
676	том случае	3	2
677	таком случае	3	2
678	этих двух	4	2
679	ее от	4	2
680	что мы	9	2
681	это можно	3	2
682	они в	2	2
683	несмотря на	8	2
684	все что	4	2
685	тех или	2	2
686	смысле и	2	2
687	то на	2	2
688	говорит о	4	2
689	другую сторону	2	2
690	чем это	2	2
691	и есть	5	2
692	самое же	3	2
693	искусства с	6	2
694	свое собственное	2	2
695	поэтической речи	2	2
696	и всякий	2	2
697	чем в	2	2
