N	2gram	Bakhtin_Pr	Problemy
329	в основе	6	6
330	но с	2	6
331	и то	2	5
332	или иной	2	5
333	слово рассказчика	2	5
334	достоевского мы	5	5
335	если б	7	5
336	крайней мере	2	5
337	одного контекста	4	5
338	есть и	4	5
339	творчество достоевского	5	5
340	он как	2	5
341	для других	2	5
342	ведь это	2	5
343	но именно	4	5
344	рассказ рассказчика	2	5
345	слова но	3	5
346	говорили что	2	5
347	со всеми	8	5
348	здесь мы	3	5
349	по своему	6	5
350	они не	5	5
351	в общем	2	5
352	того же	5	5
353	два голоса	2	5
354	на себя	3	5
355	но здесь	2	5
356	один из	7	5
357	одного монологического	2	5
358	настасья филипповна	4	5
359	диалога с	2	5
360	в зависимости	3	5
361	мы не	7	5
362	той или	2	5
363	того и	3	5
364	в ее	3	5
365	последняя смысловая	3	5
366	все то	4	5
367	но при	2	5
368	его как	3	5
369	то есть	86	5
370	по своим	2	5
371	авантюрного сюжета	3	5
372	совершенно не	4	5
373	между собою	2	5
374	по крайней	2	5
375	зрения и	2	5
376	и свой	2	5
377	на протяжении	5	5
378	с человеком	3	5
379	нет и	3	5
380	человека с	3	5
381	установки на	2	5
382	смысловая инстанция	3	5
383	тому же	3	5
384	авторским словом	2	5
385	именно в	3	5
386	когда он	2	5
387	видеть и	3	5
388	а между	3	5
389	не могу	3	5
390	слова на	2	5
391	поэтому и	4	5
392	я и	2	5
393	быть и	2	5
394	в ней	8	5
395	вместе с	5	5
396	в диалогах	4	4
397	тем не	2	4
398	нет ни	2	4
399	он умел	2	4
400	одного куска	2	4
401	на предмет	5	4
402	объектное слово	4	4
403	слова не	2	4
404	в направлении	2	4
405	при всей	3	4
406	в духе	10	4
407	конечно в	2	4
408	него как	4	4
409	и прежде	6	4
410	из которых	2	4
411	в формах	2	4
412	чужую речь	3	4
413	или менее	3	4
414	смысле этого	3	4
415	не то	3	4
416	мы видели	2	4
417	для понимания	3	4
418	от них	2	4
419	установка на	2	4
420	в эту	3	4
421	только с	3	4
422	но только	2	4
423	более или	3	4
424	тоже не	2	4
425	романа но	3	4
426	даже и	3	4
427	и без	4	4
428	по мере	3	4
429	остается в	2	4
430	рассказ и	3	4
431	к слову	3	4
432	оно должно	2	4
433	перед его	2	4
434	то это	4	4
435	слово здесь	3	4
436	его творчестве	4	4
437	здесь в	11	4
438	не была	2	4
439	монологического контекста	3	4
440	на чужую	3	4
441	войти в	3	4
442	во всей	5	4
443	мы сказали	4	4
444	быть даже	2	4
445	которую он	3	4
446	в первой	2	4
447	всего этого	4	4
448	с идеей	2	4
449	к миру	2	4
450	европейского романа	3	4
451	они могут	3	4
452	над собой	2	4
453	в особом	2	4
454	в литературе	8	4
455	в словах	2	4
456	особенно в	7	4
457	всех этих	2	4
458	в которой	2	4
459	как чужое	2	4
460	это было	3	4
461	с ее	3	4
462	но этот	2	4
463	конечно и	7	4
464	автора в	2	4
465	об этом	3	4
466	и мысли	4	4
467	если оно	3	4
468	времени и	4	4
469	особый тип	2	4
470	в рассказе	2	4
471	всем этим	2	4
472	жизнь и	3	4
473	произведения достоевского	3	4
474	сюжет не	3	4
475	речи и	3	4
476	также и	5	4
477	романа в	2	4
478	речи как	2	4
479	еще более	6	4
480	образом и	3	4
481	и если	4	4
482	а лишь	2	4
483	среди других	2	4
484	слова героя	2	4
485	все в	3	4
486	и действительно	3	4
487	слово у	3	4
488	здесь нет	2	4
489	мы и	4	4
490	вполне понятно	2	4
491	другой контекст	2	3
492	следовательно и	2	3
493	именно тем	2	3
494	братьях карамазовых	4	3
495	или к	2	3
496	как человек	2	3
497	устной речи	2	3
498	о чем	2	3
499	авантюрным героем	2	3
500	и отчасти	2	3
501	человека и	10	3
502	к другим	4	3
503	которые в	3	3
504	мне все	2	3
505	на которой	2	3
506	по своей	12	3
507	герой и	3	3
508	и могут	2	3
509	стилистическая обработка	3	3
510	и всегда	2	3
511	жизни а	2	3
512	в диалог	2	3
513	это все	2	3
514	например у	3	3
515	же он	2	3
516	в последний	4	3
517	в структуре	4	3
518	здесь конечно	5	3
519	это последнее	2	3
520	и реплика	2	3
521	своего рода	7	3
522	значение для	5	3
523	ко второму	2	3
524	в повести	3	3
525	в братьях	4	3
526	мысли о	3	3
527	могли бы	2	3
528	может служить	2	3
529	именно как	3	3
530	что на	2	3
531	достоевский был	5	3
532	проникает внутрь	3	3
533	почти не	2	3
534	слово по	2	3
535	или меньшей	6	3
536	а затем	5	3
537	между двумя	4	3
538	и по	5	3
539	б я	2	3
540	можно сказать	12	3
541	должны быть	2	3
542	в других	2	3
543	не за	3	3
544	ее в	4	3
545	того как	4	3
546	мы видим	2	3
547	литературе о	2	3
548	между словами	2	3
549	очень часто	4	3
550	стилизация или	3	3
551	в последующем	2	3
552	и вообще	3	3
553	не предопределен	2	3
554	одной из	6	3
555	меньшей степени	6	3
556	в сознании	2	3
557	дело и	2	3
558	мышкина и	2	3
559	из этих	3	3
560	говорить о	2	3
561	и еще	2	3
562	дело в	3	3
563	своего прямого	2	3
564	и уже	2	3
565	значение в	4	3
566	объектного слова	3	3
567	который не	2	3
568	это очень	5	3
569	но конечно	3	3
570	и соответствующие	2	3
571	все они	2	3
572	за всеми	4	3
573	постановляется на	2	3
574	да еще	2	3
575	дан в	3	3
576	особенности его	2	3
577	и при	2	3
578	мы здесь	4	3
579	чужой речи	2	3
580	у нас	2	3
581	в чисто	2	3
582	но они	5	3
583	мы можем	9	3
584	он является	2	3
585	связан с	2	3
586	есть в	7	3
587	их взаимоотношения	2	3
588	а за	2	3
589	но уже	2	3
590	раз в	2	3
591	или наоборот	3	3
592	человек в	2	3
593	в смысле	2	3
594	если мы	5	3
595	диалога и	3	3
596	в авторский	2	3
597	романа и	4	3
598	все еще	3	3
599	жизнь в	4	3
600	большей или	6	3
601	и одновременно	6	3
602	не должна	2	3
603	правда в	5	3
604	прямым авторским	2	3
605	говорит о	2	3
606	высказывания и	2	3
607	в один	3	3
608	и особенно	3	3
609	в таком	3	3
610	нового времени	8	3
611	именно на	2	3
612	его жизнь	2	3
613	ту же	2	3
614	в большей	5	3
615	не дает	3	3
616	мы будем	3	3
617	биографического романа	4	3
618	чем в	2	3
619	достоевского почти	2	2
620	еще и	4	2
621	непосредственной предметной	2	2
622	все более	2	2
623	во все	5	2
624	эти явления	3	2
625	разновидности с	2	2
626	романы достоевского	3	2
627	авторский контекст	2	2
628	и почти	3	2
629	братьев карамазовых	2	2
630	указывает на	2	2
631	слово языка	2	2
632	внесюжетных связей	2	2
633	утрачивает свою	2	2
634	вот что	2	2
635	в замысле	2	2
636	но она	3	2
637	с достоевским	2	2
638	к этому	5	2
639	диалоге в	2	2
640	не проникает	2	2
641	этом произведении	3	2
642	не был	3	2
643	достаточно чтобы	2	2
644	для построения	2	2
645	оно и	2	2
646	и других	12	2
647	рассказал бы	2	2
648	на пьедестал	2	2
649	не всегда	3	2
650	здесь как	3	2
651	раскрыться и	2	2
652	друг от	2	2
653	мире и	2	2
654	и пусть	2	2
655	второго контекста	2	2
656	а во	3	2
657	своей жизни	3	2
658	столкновение двух	2	2
659	в образе	3	2
660	ли бы	2	2
661	органическое единство	2	2
662	прямого предметного	2	2
663	могут существенно	2	2
664	опирается на	2	2
665	мне не	2	2
666	мы говорили	2	2
667	не сделал	2	2
668	достаточно сравнить	3	2
669	чем пойдет	2	2
670	и иногда	2	2
671	предмет и	2	2
672	случаев сказ	2	2
673	они и	3	2
674	в особенности	2	2
675	по сравнению	6	2
676	при всех	2	2
677	диалог и	2	2
678	ни идеологический	2	2
679	это уже	2	2
680	что достоевский	2	2
681	объектная тень	2	2
682	мы наблюдаем	4	2
683	вступают в	3	2
684	форме и	2	2
685	словами в	2	2
686	которого оно	2	2
687	и идеи	7	2
688	этих двух	5	2
689	он остается	2	2
690	весь роман	2	2
691	романа приключений	2	2
692	между этими	2	2
693	и совершенно	3	2
694	смысле слова	2	2
695	глубже и	3	2
696	нельзя сказать	2	2
697	для них	2	2
698	например рассказ	2	2
699	отметить что	3	2
700	владычествующая идея	2	2
701	два речевых	2	2
702	почти всегда	6	2
703	на социально	2	2
704	в предшествующих	2	2
705	мое я	2	2
706	очень хорошо	3	2
707	правда это	2	2
708	сохраняется и	2	2
709	беспрерывно постановляется	2	2
710	образом в	2	2
711	сочетаются с	2	2
712	этом не	2	2
713	полемики с	2	2
714	ну а	2	2
715	стилизованный сказ	2	2
716	к его	2	2
717	автор не	2	2
718	нашей работы	3	2
719	слово то	2	2
720	он владеет	3	2
721	и между	5	2
722	и главное	2	2
723	до достоевского	3	2
724	его творчество	2	2
725	прямая речь	2	2
726	любовь к	4	2
727	сюжетом и	3	2
728	в беспредельности	2	2
729	него он	2	2
730	опорою для	2	2
731	позиции как	2	2
732	и душа	2	2
733	предметное понимание	2	2
734	проявляется и	2	2
735	первостепенное значение	2	2
736	его жизни	2	2
737	в роман	2	2
738	направленность слова	2	2
739	с ней	4	2
740	тон рассказа	3	2
741	аристократ бульварного	2	2
742	с авантюрным	2	2
743	установку на	2	2
744	одному из	2	2
745	все позволено	2	2
746	идея здесь	2	2
747	что идея	2	2
748	сделаны из	2	2
749	единство и	2	2
750	и сюжетом	2	2
751	для определенного	2	2
752	и создает	3	2
753	друга но	2	2
754	типа в	3	2
755	не входят	2	2
756	зрения своего	2	2
757	в заключение	4	2
758	своих целей	2	2
759	от друга	2	2
760	или точнее	2	2
761	является предметом	2	2
762	а следовательно	2	2
763	в истории	4	2
764	и другие	14	2
765	в условиях	7	2
766	типа а	2	2
767	в центре	4	2
768	всех его	3	2
769	эти отношения	3	2
770	может очутиться	2	2
771	слово звучит	2	2
772	силы и	2	2
773	к ней	3	2
774	и романа	2	2
775	сюжета и	2	2
776	и князю	2	2
777	чужое высказывание	2	2
778	и показать	2	2
779	все сознало	2	2
780	всей своей	2	2
781	от всех	2	2
782	прежде чем	2	2
783	не к	3	2
784	и они	4	2
785	ничем не	3	2
786	и глубоко	2	2
787	положение в	2	2
788	авантюрный роман	2	2
789	пойдет рассказ	2	2
790	жизни не	2	2
791	главного героя	2	2
792	бульварного романа	2	2
793	диалог как	2	2
794	внутрь его	2	2
795	с гротеском	2	2
796	собою в	2	2
797	в преступлении	4	2
798	тело и	2	2
799	лексический оттенок	2	2
800	для своих	2	2
801	последней инстанции	2	2
802	и она	2	2
803	во многом	3	2
804	здесь и	7	2
805	данное слово	2	2
806	но к	4	2
807	могут оказаться	2	2
808	слов о	3	2
809	и перед	2	2
810	нет установки	2	2
811	нами уже	2	2
812	подбором того	2	2
813	что касается	2	2
814	будущий человек	2	2
815	и тут	2	2
816	авантюрного романа	3	2
817	здесь еще	3	2
818	пьедестал будущий	2	2
819	с помощью	4	2
