N	2gram	Bakhtin_Pr	Analitik
128	с точки	21	8
129	с ним	8	8
130	во времени	3	7
131	в литературе	4	7
132	в другом	3	7
133	по природе	2	7
134	на его	2	7
135	в ее	2	7
136	все это	9	7
137	во всяком	7	7
138	одна из	5	7
139	как нам	3	7
140	в противоположность	2	7
141	по преимуществу	2	7
142	себя и	5	7
143	художественного произведения	2	7
144	несмотря на	7	7
145	как будто	4	7
146	художественного мира	5	7
147	героя и	14	7
148	и для	7	7
149	у него	11	7
150	и является	2	7
151	приводит к	8	7
152	со своим	2	7
153	в одном	20	7
154	однако не	3	7
155	всяком случае	4	7
156	как мы	13	7
157	в таком	3	7
158	в нашем	2	7
159	его в	8	6
160	что не	3	6
161	от своего	2	6
162	не знает	6	6
163	те же	3	6
164	в нем	28	6
165	или в	7	6
166	он был	2	6
167	при всей	2	6
168	хотя бы	4	6
169	то в	2	6
170	в сознании	3	6
171	из этих	3	6
172	его как	5	6
173	превращается в	5	6
174	с самим	3	6
175	же в	2	6
176	тем не	2	6
177	вследствие этого	2	6
178	есть в	2	6
179	о себе	19	6
180	на этом	2	6
181	из которых	3	6
182	из них	3	6
183	уже в	5	6
184	вовсе не	12	6
185	не о	3	5
186	и потому	7	5
187	не могут	10	5
188	не как	20	5
189	входит в	9	5
190	но как	4	5
191	для себя	3	5
192	совершенно не	5	5
193	так что	6	5
194	самом деле	10	5
195	в романе	12	5
196	в один	2	5
197	на вопрос	2	5
198	а с	2	5
199	может служить	3	5
200	как предмет	4	5
201	он в	3	5
202	в художественном	6	5
203	в них	5	5
204	том или	2	5
205	и до	6	5
206	все эти	13	5
207	мы не	4	5
208	того и	4	5
209	в первом	2	5
210	тот же	2	5
211	я не	6	5
212	и здесь	6	5
213	да и	2	5
214	с их	7	5
215	одно из	2	5
216	внешнего мира	3	5
217	с другими	8	5
218	и он	5	5
219	иного рода	2	5
220	мира в	5	5
221	и их	3	5
222	в этих	5	5
223	такой же	4	5
224	тем что	6	5
225	самим собою	3	5
226	за пределами	2	5
227	ни в	5	5
228	в котором	7	5
229	романа в	4	5
230	в слове	3	5
231	все что	4	5
232	и особенно	2	5
233	таким же	3	5
234	нового времени	3	5
235	данного произведения	2	5
236	все они	2	4
237	в отношении	5	4
238	его к	4	4
239	и ее	5	4
240	в каждом	15	4
241	наконец в	4	4
242	отношение к	4	4
243	как к	3	4
244	одним из	7	4
245	а как	11	4
246	были бы	5	4
247	как он	3	4
248	а именно	2	4
249	только на	3	4
250	была бы	5	4
251	его и	3	4
252	о нем	15	4
253	и о	7	4
254	ко второму	2	4
255	более того	8	4
256	к нему	11	4
257	указывает на	2	4
258	или меньшей	2	4
259	и что	5	4
260	на себе	3	4
261	потому что	8	4
262	что же	9	4
263	здесь в	2	4
264	и другого	3	4
265	с ними	2	4
266	того чтобы	2	4
267	и во	3	4
268	то ни	3	4
269	известной степени	2	4
270	и т	14	4
271	бы и	6	4
272	одного сознания	9	4
273	сказать что	4	4
274	и от	3	4
275	герой не	2	4
276	но при	4	4
277	не становится	6	4
278	с этим	3	4
279	но это	6	4
280	что она	7	4
281	бы в	7	4
282	в которой	2	4
283	о своем	3	4
284	который не	2	4
285	отличается от	5	4
286	об этом	3	4
287	на него	6	4
288	сама по	5	4
289	лишь на	5	4
290	человека в	8	4
291	ни было	4	4
292	ее в	3	4
293	мы уже	4	4
294	не позволяет	2	4
295	между ними	6	4
296	в своих	4	4
297	и если	2	4
298	в диалоге	3	4
299	могли бы	2	4
300	этом смысле	12	4
301	в устах	2	4
302	большей или	2	4
303	подхода к	2	4
304	к самому	2	4
305	не было	5	4
306	высказывания и	3	4
307	или даже	2	4
308	бы не	2	4
309	это и	5	4
310	и есть	3	4
311	что позволяет	2	4
312	дело здесь	2	4
313	от автора	6	3
314	на самом	5	3
315	вопрос о	3	3
316	идет о	5	3
317	мы должны	3	3
318	она может	2	3
319	автор как	3	3
320	слова как	3	3
321	человека и	2	3
322	не был	2	3
323	видеть в	2	3
324	ведь это	4	3
325	в виду	3	3
326	героя в	7	3
327	к своему	2	3
328	т п	10	3
329	тем как	5	3
330	всего в	2	3
331	на котором	3	3
332	ведь и	4	3
333	нам кажется	7	3
334	же не	4	3
335	для своего	2	3
336	в точке	2	3
337	она не	10	3
338	речи и	4	3
339	мира и	7	3
340	в ней	2	3
341	его можно	2	3
342	остается в	2	3
343	с героем	3	3
344	из возможных	2	3
345	между собой	2	3
346	за собою	3	3
347	что все	2	3
348	в зависимости	5	3
349	героя а	6	3
350	связи с	3	3
351	двуголосого слова	3	3
352	все еще	2	3
353	из его	3	3
354	на языке	2	3
355	бы то	3	3
356	к миру	3	3
357	для этого	3	3
358	произведения не	2	3
359	никак не	4	3
360	например в	5	3
361	художественного видения	8	3
362	какой бы	2	3
363	так как	9	3
364	так сказать	9	3
365	в словах	4	3
366	можно было	3	3
367	дело в	2	3
368	бы ни	3	3
369	должно быть	8	3
370	всех этих	2	3
371	один голос	2	3
372	себя самого	3	3
373	зависимости от	5	3
374	что как	2	3
375	и наконец	7	3
376	в речи	3	3
377	в жизни	5	3
378	с этой	2	3
379	себе не	2	3
380	в рассказе	2	3
381	и романа	2	3
382	в какой	2	3
383	и внутренне	4	3
384	двуголосое слово	7	3
385	сами по	4	3
386	на этот	4	3
387	то он	3	3
388	они не	5	3
389	при условии	2	3
390	также и	3	3
391	а то	3	3
392	что у	2	3
393	поэтому в	3	3
394	на то	5	3
395	оно может	2	3
396	представляется нам	2	3
397	когда он	2	3
398	оно не	3	3
399	и с	9	3
400	на почве	5	3
401	его речи	2	3
402	в категориях	2	3
403	момент его	2	3
404	раз и	6	3
405	жизни и	3	3
406	он сам	5	3
407	сам по	2	3
408	слова в	12	3
409	как на	4	3
410	но с	4	3
411	но он	4	3
412	этих случаях	2	3
413	к одному	7	2
414	в большинстве	11	2
415	мира не	2	2
416	оно и	2	2
417	бы с	2	2
418	в драме	6	2
419	слова не	2	2
420	или к	3	2
421	так же	8	2
422	для нас	2	2
423	как человек	3	2
424	в процессе	6	2
425	в одной	8	2
426	человек и	2	2
427	не способен	2	2
428	к себе	6	2
429	произведения и	2	2
430	что из	2	2
431	является в	2	2
432	к которому	2	2
433	сюжета в	2	2
434	а лишь	3	2
435	на пути	2	2
436	том же	4	2
437	к третьему	2	2
438	одном из	2	2
439	в одно	4	2
440	и при	2	2
441	диалог в	3	2
442	значимость и	2	2
443	своей жизни	2	2
444	должна была	4	2
445	или менее	4	2
446	что может	4	2
447	не должна	3	2
448	от них	3	2
449	эту особенность	3	2
450	тому что	3	2
451	зрения и	5	2
452	с другом	3	2
453	более или	4	2
454	слово о	11	2
455	жизнь в	2	2
456	все его	3	2
457	героя как	2	2
458	что этот	2	2
459	этой точки	2	2
460	оглядывается на	2	2
461	с нею	2	2
462	в поэзии	2	2
463	в уста	4	2
464	сознания с	3	2
465	и др	7	2
466	тем или	2	2
467	там где	12	2
468	не принимает	2	2
469	для автора	4	2
470	войти в	2	2
471	героя к	2	2
472	здесь мы	4	2
473	во всей	3	2
474	в чужом	4	2
475	слов и	2	2
476	уже и	2	2
477	отсюда и	3	2
478	по существу	6	2
479	себе самому	6	2
480	но эта	5	2
481	не возникает	2	2
482	но зато	2	2
483	мы видим	3	2
484	в мир	4	2
485	он ничего	2	2
486	что это	2	2
487	т е	44	2
488	чужих слов	6	2
489	бы он	4	2
490	то и	3	2
491	ним и	3	2
492	дело и	2	2
493	они могут	4	2
494	в художественной	2	2
495	на два	3	2
496	ни был	2	2
497	этого мира	6	2
498	его собственных	2	2
499	и слово	4	2
500	оно ни	2	2
501	в пространстве	3	2
502	значение в	2	2
503	автора в	4	2
504	этих трех	3	2
505	как если	3	2
506	но ведь	3	2
507	самой этой	2	2
508	у нас	3	2
509	все равно	2	2
510	остается вне	2	2
511	со всеми	2	2
512	но они	2	2
513	сих пор	9	2
514	том и	2	2
515	второй части	2	2
516	друг с	4	2
517	только его	2	2
518	за ним	4	2
519	не имеет	2	2
520	о самом	2	2
521	вообще не	2	2
522	в самой	9	2
523	он может	4	2
524	их в	8	2
525	доминанта в	2	2
526	второго порядка	2	2
527	а между	2	2
528	героев в	4	2
529	еще более	2	2
530	жизни не	2	2
531	этот вопрос	4	2
532	среди других	2	2
533	художественном мире	4	2
534	так ли	2	2
535	слова о	3	2
536	голосов в	6	2
537	самого героя	8	2
538	и взаимодействие	2	2
539	в литературной	2	2
540	сколько в	2	2
541	к другому	6	2
542	мы и	2	2
543	могут оказаться	2	2
544	и только	3	2
545	и сами	3	2
546	в форме	8	2
547	как его	4	2
548	тяготеет к	2	2
549	у меня	6	2
550	до сих	9	2
551	же нам	2	2
552	мы будем	2	2
553	себе самом	12	2
554	художественного творчества	5	2
555	тем же	3	2
556	в речь	3	2
557	знаю что	4	2
