N	2gram	Vygotskiy_	Dialekti
395	что его	2	5
396	в течение	2	5
397	в сферу	2	5
398	тому же	4	5
399	что по	3	5
400	и так	4	5
401	их не	2	5
402	в той	3	5
403	до сих	9	5
404	данном случае	4	4
405	его на	2	4
406	бы мы	7	4
407	в каждом	2	4
408	и эти	3	4
409	а как	3	4
410	это только	5	4
411	что ни	4	4
412	мы знаем	4	4
413	что даже	3	4
414	на них	3	4
415	видим что	5	4
416	как ни	4	4
417	что касается	4	4
418	представить себе	2	4
419	здесь в	2	4
420	в нас	15	4
421	был бы	8	4
422	из самых	3	4
423	в состоянии	3	4
424	это же	2	4
425	в собственном	2	4
426	и эта	2	4
427	но совершенно	3	4
428	сказал что	2	4
429	только для	2	4
430	когда они	2	4
431	нас в	2	4
432	то он	2	4
433	чтобы понять	3	4
434	ни один	2	4
435	еще более	2	4
436	только одна	2	4
437	если не	2	4
438	главным образом	3	4
439	по смыслу	2	4
440	равно как	2	4
441	но его	2	4
442	мы будем	3	4
443	в каких	2	4
444	что их	2	4
445	мы имели	2	4
446	что всякая	5	4
447	на все	2	4
448	т п	5	4
449	и очень	5	4
450	от этих	3	4
451	и искусство	2	4
452	о ней	2	4
453	что эти	4	4
454	но уже	2	4
455	как например	2	4
456	необходимо чтобы	2	4
457	в словах	3	4
458	из нее	2	4
459	есть та	2	4
460	как они	3	4
461	этом отношении	3	4
462	из двух	3	4
463	но ведь	2	4
464	у него	9	4
465	такой же	2	4
466	и является	2	4
467	и здесь	11	4
468	будто бы	3	4
469	меньше всего	4	4
470	не можем	8	4
471	к жизни	2	4
472	совершенно невозможно	2	4
473	же в	3	4
474	же самое	13	4
475	быть не	2	4
476	сейчас же	16	4
477	лежащая в	2	4
478	взгляд на	2	4
479	очевидно что	3	3
480	видим в	2	3
481	для нас	9	3
482	с чем	3	3
483	как из	3	3
484	сам не	2	3
485	должен быть	3	3
486	уже с	2	3
487	сделать это	3	3
488	отличие от	3	3
489	отца и	2	3
490	самого начала	5	3
491	в искусстве	12	3
492	а с	7	3
493	одной из	2	3
494	не так	4	3
495	и этот	2	3
496	с самого	5	3
497	и сейчас	5	3
498	чувств и	6	3
499	мы хотим	4	3
500	не имеем	2	3
501	мы получим	2	3
502	тот же	5	3
503	принять во	2	3
504	почти все	3	3
505	не могли	4	3
506	говорит что	13	3
507	при таком	4	3
508	на него	4	3
509	исходит из	5	3
510	если я	2	3
511	целый ряд	5	3
512	все они	2	3
513	понятно что	6	3
514	чем не	2	3
515	чем больше	3	3
516	далеко не	4	3
517	что всякое	4	3
518	или наоборот	3	3
519	искусство и	4	3
520	образом и	3	3
521	в свою	3	3
522	в которых	4	3
523	совершенно ясно	13	3
524	и чтобы	3	3
525	тем же	3	3
526	о которых	3	3
527	чувства и	7	3
528	указывает на	8	3
529	вслед за	3	3
530	и вне	2	3
531	следовательно в	2	3
532	нас не	2	3
533	как нельзя	2	3
534	в корне	2	3
535	только с	3	3
536	к этой	2	3
537	и смысл	3	3
538	говоря не	2	3
539	утверждает что	6	3
540	с которой	2	3
541	так в	4	3
542	мы воспринимаем	8	3
543	для чего	4	3
544	на сцене	8	3
545	в основу	6	3
546	совсем не	3	3
547	к другому	2	3
548	различия между	2	3
549	во время	4	3
550	в сознании	2	3
551	и жизнь	2	3
552	по преимуществу	2	3
553	больше чем	3	3
554	два плана	2	3
555	уже давно	4	3
556	от одного	2	3
557	именно это	5	3
558	в какой	5	3
559	нами как	3	3
560	думает что	2	3
561	знаем что	5	3
562	к самому	3	3
563	не дает	2	3
564	мы в	3	3
565	в некоторых	2	3
566	и именно	8	3
567	по его	5	3
568	между тем	4	3
569	что ему	4	2
570	совершенно в	2	2
571	в тех	3	2
572	все те	3	2
573	еще раз	2	2
574	и поэтому	4	2
575	не свойственно	2	2
576	должно было	2	2
577	как вещь	2	2
578	мы никогда	5	2
579	даже прямо	2	2
580	бы его	3	2
581	факт что	8	2
582	и других	2	2
583	ни одной	2	2
584	показать как	7	2
585	друг от	2	2
586	они должны	2	2
587	знает что	2	2
588	к сожалению	2	2
589	и др	2	2
590	то о	2	2
591	они были	3	2
592	именно он	2	2
593	лучшем случае	3	2
594	он исходит	2	2
595	на его	4	2
596	а когда	2	2
597	и просто	3	2
598	те же	3	2
599	так вот	2	2
600	ни одна	2	2
601	и заключается	6	2
602	в полной	2	2
603	не могла	2	2
604	вот эта	2	2
605	ни одного	5	2
606	с такой	5	2
607	именно то	5	2
608	и дальше	3	2
609	не вызывает	2	2
610	ее не	2	2
611	мы с	3	2
612	относится к	2	2
613	дает нам	2	2
614	в нашей	5	2
615	дело в	4	2
616	никакой возможности	3	2
617	и до	4	2
618	собственном смысле	2	2
619	мысль о	5	2
620	на деле	9	2
621	слова и	2	2
622	находятся в	4	2
623	он был	3	2
624	мы сейчас	4	2
625	и показывает	2	2
626	он дает	2	2
627	искусства и	8	2
628	жизни но	3	2
629	такое понимание	2	2
630	строго говоря	2	2
631	от друга	2	2
632	этот закон	4	2
633	но никак	2	2
634	этот вопрос	6	2
635	о них	2	2
636	это так	2	2
637	еще в	2	2
638	и ясно	3	2
639	в сторону	2	2
640	которое в	2	2
641	во всякой	2	2
642	есть как	2	2
643	внимание на	4	2
644	находится в	2	2
645	друг к	5	2
646	и теперь	2	2
647	он только	3	2
648	но еще	3	2
649	в нашем	3	2
650	по самому	2	2
651	чем в	3	2
652	она еще	2	2
653	она на	2	2
654	вот как	2	2
655	в каждой	3	2
656	совершенно правильно	3	2
657	которые в	2	2
658	содержание и	4	2
659	или с	2	2
660	вот что	2	2
661	вопроса о	2	2
662	есть основа	4	2
663	в глаза	2	2
664	то есть	16	2
665	все то	6	2
666	является то	2	2
667	сам себя	2	2
668	мы могли	5	2
669	и вся	4	2
670	выражение лица	2	2
671	и проч	2	2
672	показать что	17	2
673	во все	4	2
674	это утверждение	2	2
675	же самая	2	2
676	только он	2	2
677	образом в	3	2
678	для понимания	3	2
679	эти три	3	2
680	бы на	2	2
681	на том	4	2
682	от этой	3	2
683	с другом	6	2
684	в лучшем	3	2
685	не имея	2	2
686	ближе к	2	2
687	здесь же	2	2
688	между ними	2	2
689	так мы	4	2
690	мне кажется	3	2
691	смысле слова	2	2
692	и говорит	4	2
693	и чувства	2	2
694	с теми	3	2
695	там где	6	2
696	когда в	2	2
697	и самый	2	2
698	мы сказали	2	2
699	это возможно	2	2
700	чувстве и	2	2
701	имеет место	3	2
702	можно на	3	2
703	он как	2	2
704	нет в	2	2
705	могла бы	4	2
706	и между	4	2
707	мы тогда	2	2
708	в целом	7	2
709	мы нашли	3	2
710	которое как	2	2
711	на одном	5	2
712	на это	3	2
713	на нее	2	2
714	которые не	2	2
715	что должно	2	2
716	котором мы	3	2
717	к другу	5	2
718	мы увидим	11	2
719	является ли	2	2
720	человека в	3	2
721	художественное произведение	5	2
722	что то	2	2
723	имеет целью	2	2
724	его и	2	2
725	друг с	6	2
726	просто и	2	2
727	он является	2	2
728	на этот	7	2
729	раз в	4	2
730	которое не	2	2
731	он мог	3	2
732	к его	2	2
733	основана на	2	2
734	основано на	2	2
735	показали что	2	2
736	с которым	5	2
737	жизни а	2	2
738	ко всем	2	2
739	время на	2	2
740	жизни с	3	2
741	не для	4	2
742	мы все	8	2
743	чувство и	5	2
744	осуществляется в	2	2
745	именно на	6	2
746	бы что	2	2
747	мы совершенно	4	2
748	этих двух	8	2
