N	2gram	Potebnia_M	Analitik
128	несмотря на	5	7
129	как будто	2	7
130	субъекта и	4	7
131	что иное	2	7
132	в глазах	4	7
133	и для	8	7
134	у него	3	7
135	в одном	13	7
136	таком случае	4	7
137	собственно говоря	2	7
138	всяком случае	7	7
139	внимание на	3	7
140	как мы	3	7
141	в таком	7	7
142	жизни но	2	7
143	в нашем	2	7
144	не мог	3	7
145	его в	3	6
146	из того	3	6
147	для всех	6	6
148	если в	3	6
149	вопроса о	2	6
150	что не	15	6
151	с другим	3	6
152	не что	2	6
153	должен быть	2	6
154	от своего	2	6
155	те же	4	6
156	в нем	26	6
157	что на	9	6
158	ответ на	2	6
159	не будет	2	6
160	тем более	2	6
161	или в	4	6
162	и то	4	6
163	хотя бы	4	6
164	могла бы	5	6
165	то в	6	6
166	в сознании	8	6
167	из этих	8	6
168	превращается в	2	6
169	же в	7	6
170	во всем	5	6
171	одного и	6	6
172	тем не	11	6
173	и более	3	6
174	есть в	4	6
175	ключ к	2	6
176	на этом	3	6
177	из них	2	6
178	уже в	5	6
179	не более	4	6
180	по его	7	6
181	вовсе не	13	6
182	и потому	7	5
183	не могут	10	5
184	не как	4	5
185	а и	5	5
186	но как	4	5
187	для себя	4	5
188	проявляется в	2	5
189	так что	23	5
190	самом деле	2	5
191	в один	2	5
192	на вопрос	3	5
193	может служить	2	5
194	не так	6	5
195	как предмет	3	5
196	в эту	2	5
197	во втором	6	5
198	в них	7	5
199	и по	8	5
200	все эти	3	5
201	мы не	17	5
202	в первом	5	5
203	тот же	5	5
204	одно из	5	5
205	внешнего мира	3	5
206	к этому	3	5
207	с другими	3	5
208	бы быть	7	5
209	с ее	2	5
210	мысль о	8	5
211	для того	8	5
212	и их	6	5
213	в этих	10	5
214	такой же	4	5
215	тем что	15	5
216	ни с	2	5
217	ни в	2	5
218	в котором	5	5
219	в слове	21	5
220	все что	5	5
221	с таким	3	5
222	что мы	11	5
223	таким же	3	5
224	все они	3	4
225	его к	3	4
226	в полном	2	4
227	вслед за	2	4
228	в каждом	6	4
229	одним из	2	4
230	а как	3	4
231	были бы	4	4
232	как он	5	4
233	только на	4	4
234	в действительности	6	4
235	была бы	3	4
236	его от	2	4
237	на две	2	4
238	и о	3	4
239	к нему	2	4
240	указывает на	2	4
241	и что	13	4
242	на себе	3	4
243	потому что	89	4
244	связь с	2	4
245	нам не	2	4
246	так в	4	4
247	в чем	6	4
248	его не	3	4
249	в известном	2	4
250	что же	3	4
251	с ними	2	4
252	того чтобы	4	4
253	и во	6	4
254	и тогда	2	4
255	то ни	3	4
256	и т	10	4
257	из виду	2	4
258	сказать что	5	4
259	и от	5	4
260	значительной степени	3	4
261	но при	3	4
262	с этим	11	4
263	но это	7	4
264	не все	3	4
265	что она	3	4
266	бы в	6	4
267	в которой	5	4
268	от которого	2	4
269	из своих	2	4
270	на него	6	4
271	сама по	4	4
272	человека в	3	4
273	сознания в	2	4
274	ни было	4	4
275	что по	3	4
276	не должно	2	4
277	между ними	2	4
278	в своих	4	4
279	и если	6	4
280	могли бы	4	4
281	этом смысле	4	4
282	не было	7	4
283	или даже	3	4
284	бы не	11	4
285	и есть	4	4
286	в собственном	4	4
287	на самом	2	3
288	вопрос о	5	3
289	в таких	2	3
290	очевидно что	5	3
291	мы должны	4	3
292	от него	8	3
293	она может	3	3
294	когда же	2	3
295	для нее	4	3
296	как кажется	6	3
297	человека и	2	3
298	у и	2	3
299	в состоянии	5	3
300	говоря о	3	3
301	видеть в	3	3
302	в ряду	6	3
303	со мною	2	3
304	в виду	2	3
305	к ее	2	3
306	т п	6	3
307	тем как	3	3
308	одной и	4	3
309	при таком	5	3
310	тем в	2	3
311	в такой	2	3
312	себе в	2	3
313	с тем	9	3
314	нам кажется	2	3
315	же не	2	3
316	она не	3	3
317	к этой	3	3
318	речи и	11	3
319	тех пор	2	3
320	понимание есть	2	3
321	в ней	9	3
322	быть может	6	3
323	за собою	3	3
324	языка и	20	3
325	что все	4	3
326	во внутренней	3	3
327	заключается в	3	3
328	связи с	6	3
329	в связи	2	3
330	что они	6	3
331	во время	5	3
332	никто не	3	3
333	бы то	2	3
334	вопрос об	3	3
335	для этого	2	3
336	никак не	3	3
337	например в	4	3
338	не от	4	3
339	и той	4	3
340	душевной жизни	15	3
341	независимо от	15	3
342	так как	29	3
343	так сказать	5	3
344	в словах	6	3
345	хотя в	3	3
346	дело в	3	3
347	бы ни	8	3
348	должно быть	9	3
349	всех этих	2	3
350	о котором	4	3
351	это было	3	3
352	и может	5	3
353	что как	4	3
354	только для	7	3
355	в жизни	5	3
356	с этой	3	3
357	себе не	3	3
358	где он	2	3
359	в какой	2	3
360	сами по	8	3
361	на этот	2	3
362	то он	2	3
363	они не	5	3
364	и наоборот	10	3
365	что у	2	3
366	на то	5	3
367	оно может	2	3
368	представляется нам	4	3
369	оно не	4	3
370	и с	3	3
371	и б	3	3
372	противном случае	3	3
373	если не	5	3
374	тогда когда	15	3
375	мог бы	5	3
376	жизни и	3	3
377	служит для	2	3
378	из этого	2	3
379	сам по	5	3
380	в противном	3	3
381	слова в	7	3
382	как на	5	3
383	быть не	7	3
384	но с	3	3
385	и без	4	3
386	указание на	2	3
387	но он	3	3
388	все более	3	2
389	к одному	3	2
390	начиная с	2	2
391	оно и	4	2
392	при помощи	2	2
393	о которых	5	2
394	бы с	2	2
395	с теми	2	2
396	для человека	3	2
397	но мы	3	2
398	слова не	2	2
399	могло бы	4	2
400	так же	7	2
401	для нас	29	2
402	не имеют	7	2
403	внутреннее единство	2	2
404	в одной	2	2
405	и должно	2	2
406	не могла	2	2
407	что из	2	2
408	вообще и	2	2
409	к которому	5	2
410	что именно	2	2
411	только по	5	2
412	доказывает что	3	2
413	том же	3	2
414	одном из	3	2
415	в одно	5	2
416	и при	6	2
417	когда мы	4	2
418	в обратном	2	2
419	или менее	6	2
420	от нас	3	2
421	что ни	2	2
422	в разных	2	2
423	образом в	5	2
424	так например	5	2
425	от них	2	2
426	на которую	3	2
427	то она	3	2
428	тому что	4	2
429	к первому	3	2
430	зрения и	7	2
431	а только	8	2
432	она есть	3	2
433	более или	6	2
434	теперь уже	2	2
435	все его	2	2
436	по законам	3	2
437	этой точки	2	2
438	между прочим	5	2
439	по этому	2	2
440	а скорее	2	2
441	с нею	6	2
442	смысле этого	3	2
443	на все	5	2
444	не видно	5	2
445	с языком	2	2
446	там где	8	2
447	к их	2	2
448	что даже	2	2
449	что с	3	2
450	в нас	10	2
451	в применении	3	2
452	слов и	5	2
453	уже и	2	2
454	для обозначения	2	2
455	к т	2	2
456	или нет	3	2
457	мы видим	5	2
458	к другим	3	2
459	что это	5	2
460	или не	3	2
461	во многих	5	2
462	то и	15	2
463	нет ничего	2	2
464	что во	4	2
465	бытия и	3	2
466	но дело	2	2
467	а на	2	2
468	ни был	2	2
469	на это	2	2
470	ни для	2	2
471	язык есть	17	2
472	время и	2	2
473	думать что	6	2
474	и слово	2	2
475	мы можем	10	2
476	в сравнении	5	2
477	прежде чем	4	2
478	и действия	2	2
479	а от	2	2
480	судя по	5	2
481	но без	2	2
482	у нас	3	2
483	применении к	3	2
484	не по	4	2
485	в течение	2	2
486	сих пор	5	2
487	но если	4	2
488	мертвых душ	5	2
489	том и	2	2
490	но всегда	3	2
491	за ним	2	2
492	не имеет	9	2
493	в самой	5	2
494	он может	2	2
495	уже по	2	2
496	стало быть	6	2
497	их в	2	2
498	а между	5	2
499	к ним	3	2
500	зависит от	6	2
501	еще более	2	2
502	языка в	6	2
503	что при	6	2
504	лица и	2	2
505	этот вопрос	2	2
506	ко всем	4	2
507	не можем	5	2
508	сравнении с	4	2
509	не для	2	2
510	к другому	2	2
511	других в	2	2
512	взгляд на	2	2
513	на природу	3	2
514	и только	6	2
515	и сами	3	2
516	них не	3	2
517	о которой	2	2
518	не имея	2	2
519	эту минуту	2	2
520	до сих	5	2
521	связь между	2	2
522	мы будем	3	2
523	тем же	4	2
