N	2gram	Potebnia_M	DiskursI
104	не как	3	6
105	отношение к	2	6
106	что он	8	6
107	не знает	4	6
108	одно из	6	6
109	именно в	5	6
110	тому как	6	6
111	что же	3	6
112	крайней мере	8	6
113	и может	4	6
114	в сущности	3	6
115	в истории	2	6
116	в ее	3	6
117	и то	13	6
118	сказать и	2	6
119	времени и	2	6
120	по крайней	8	6
121	в которых	5	6
122	с точки	3	6
123	и того	2	6
124	проявляется в	2	5
125	в их	2	5
126	не всегда	5	5
127	свою очередь	6	5
128	и потому	9	5
129	того что	24	5
130	к ним	3	5
131	несмотря на	2	5
132	известного рода	2	5
133	один из	7	5
134	в ряду	7	5
135	было в	6	5
136	того как	10	5
137	сказать что	8	5
138	значительной степени	2	5
139	из этих	10	5
140	так сказать	6	5
141	за пределы	2	5
142	переход от	3	5
143	мысль о	12	5
144	я и	3	5
145	из двух	4	5
146	одного и	2	5
147	себе не	6	5
148	в свою	6	5
149	подобно тому	3	5
150	и состоит	2	5
151	оно не	7	5
152	в той	2	5
153	говорить о	6	5
154	же самое	3	5
155	не к	4	5
156	в ней	11	5
157	при котором	2	5
158	тем что	13	5
159	не могут	7	4
160	из того	2	4
161	слова не	2	4
162	для меня	5	4
163	более чем	2	4
164	и тем	8	4
165	одном из	4	4
166	в свое	2	4
167	по своему	2	4
168	в произведении	4	4
169	и это	6	4
170	только на	4	4
171	человеческой жизни	3	4
172	его на	3	4
173	на его	4	4
174	что не	12	4
175	между двумя	5	4
176	можно назвать	2	4
177	и до	2	4
178	того и	2	4
179	что они	2	4
180	в первом	5	4
181	должны быть	3	4
182	во всяком	4	4
183	об одном	2	4
184	а напротив	2	4
185	а к	4	4
186	это в	2	4
187	хотя в	3	4
188	этом случае	2	4
189	по мере	12	4
190	тем не	7	4
191	связи с	6	4
192	одним из	3	4
193	в какой	3	4
194	или на	2	4
195	есть в	6	4
196	но уже	2	4
197	в самом	11	4
198	не есть	24	4
199	и к	5	4
200	из виду	4	4
201	со своим	2	4
202	зависит от	7	4
203	по себе	26	4
204	настоящего времени	3	4
205	к другому	3	4
206	в основании	2	4
207	или в	4	4
208	и есть	4	4
209	с ним	10	4
210	вопрос о	2	3
211	и притом	3	3
212	для человека	8	3
213	не подлежит	2	3
214	указывает на	8	3
215	понятие о	3	3
216	к другим	4	3
217	виду что	2	3
218	в форме	2	3
219	там же	8	3
220	это и	2	3
221	в новом	2	3
222	языка и	5	3
223	в области	3	3
224	здесь как	3	3
225	в одно	8	3
226	говорящего и	3	3
227	в действительности	7	3
228	но оно	6	3
229	в каждой	4	3
230	как на	6	3
231	что ни	3	3
232	стремится к	3	3
233	но как	2	3
234	о котором	2	3
235	но так	3	3
236	она не	4	3
237	он говорит	3	3
238	более или	6	3
239	об этом	4	3
240	заметить что	7	3
241	ему в	2	3
242	что на	3	3
243	не говоря	3	3
244	них в	2	3
245	было бы	16	3
246	мы не	17	3
247	должна быть	2	3
248	на языке	2	3
249	как мы	8	3
250	да и	2	3
251	одно и	7	3
252	и от	5	3
253	или не	3	3
254	тут же	2	3
255	с этим	12	3
256	в начале	3	3
257	бы быть	3	3
258	его как	3	3
259	хотя бы	3	3
260	в которой	9	3
261	к ней	7	3
262	и по	5	3
263	и наконец	3	3
264	как у	2	3
265	заключается в	2	3
266	и более	4	3
267	имеет свою	2	3
268	или менее	6	3
269	но все	2	3
270	отношения к	2	3
271	не имеет	10	3
272	их в	3	3
273	входит в	3	3
274	к содержанию	4	3
275	к чему	2	3
276	уже в	10	3
277	всяком случае	3	3
278	жизни и	3	3
279	том случае	2	3
280	слова в	7	3
281	место в	4	3
282	в большинстве	2	3
283	слова и	8	3
284	и что	13	3
285	жизни не	3	3
286	и без	9	3
287	тем же	6	3
288	вместе с	22	3
289	всего человека	2	2
290	от его	2	2
291	ему не	2	2
292	к одному	7	2
293	очевидно что	9	2
294	ни о	3	2
295	от всего	4	2
296	его к	2	2
297	мы должны	6	2
298	и быть	3	2
299	вслед за	6	2
300	а потом	2	2
301	в каждом	6	2
302	должно было	2	2
303	все то	3	2
304	что собственно	2	2
305	друг друга	6	2
306	есть не	9	2
307	сами по	3	2
308	он как	2	2
309	другого в	2	2
310	было сказано	2	2
311	в науке	3	2
312	от своего	2	2
313	света и	2	2
314	к мысли	4	2
315	ни одно	2	2
316	и при	5	2
317	к своему	3	2
318	совмещает в	2	2
319	во времени	2	2
320	самом деле	5	2
321	с таким	3	2
322	одной и	6	2
323	в чем	6	2
324	его не	2	2
325	что даже	5	2
326	мы видели	5	2
327	так например	3	2
328	для понимания	5	2
329	в душе	17	2
330	развития в	2	2
331	о любви	2	2
332	от ее	2	2
333	есть к	3	2
334	к нему	7	2
335	мысли о	6	2
336	не заключает	3	2
337	а только	7	2
338	или по	2	2
339	те же	6	2
340	первобытный человек	2	2
341	в голову	3	2
342	в различных	2	2
343	а потому	8	2
344	так в	4	2
345	возможно только	6	2
346	ответ на	3	2
347	упускать из	2	2
348	большинстве случаев	2	2
349	мы его	2	2
350	на ее	2	2
351	не то	6	2
352	не могло	3	2
353	и другого	2	2
354	перехода от	3	2
355	большей части	2	2
356	что будет	3	2
357	иметь в	2	2
358	что с	2	2
359	в собственном	3	2
360	себя и	4	2
361	как нечто	3	2
362	в памяти	4	2
363	все это	4	2
364	значение не	4	2
365	который в	2	2
366	я как	5	2
367	этого слова	14	2
368	вовсе не	13	2
369	бы то	2	2
370	по поводу	8	2
371	и вообще	4	2
372	нашего времени	2	2
373	не от	3	2
374	слово не	6	2
375	могла бы	2	2
376	том чтобы	4	2
377	с другими	9	2
378	его с	3	2
379	время в	3	2
380	тем более	9	2
381	должно быть	9	2
382	что она	4	2
383	это было	3	2
384	мысли и	8	2
385	мы можем	13	2
386	на него	3	2
387	за ним	4	2
388	целый ряд	2	2
389	на деле	8	2
390	если бы	20	2
391	и той	4	2
392	и действия	2	2
393	что как	4	2
394	которой нет	2	2
395	в языке	19	2
396	и вполне	2	2
397	ни было	2	2
398	для того	8	2
399	и их	4	2
400	с этой	2	2
401	в последнем	4	2
402	отказаться от	2	2
403	отношении к	3	2
404	общих чертах	2	2
405	нас в	3	2
406	указания на	2	2
407	заключает в	10	2
408	языка с	2	2
409	как субъект	2	2
410	у него	3	2
411	человека с	2	2
412	ее в	2	2
413	на то	6	2
414	то к	4	2
415	с понятием	3	2
416	а между	6	2
417	лица и	3	2
418	время и	2	2
419	отношения между	4	2
420	и с	4	2
421	и относительно	2	2
422	коего мы	4	2
423	но на	2	2
424	со своей	2	2
425	не знаем	5	2
426	влияния на	2	2
427	которое было	2	2
428	и теперь	6	2
429	он сам	2	2
430	человек не	4	2
431	случае если	2	2
432	только о	2	2
433	и только	5	2
434	во всем	2	2
435	одним и	4	2
436	а как	2	2
