N	2gram	Tiupa_Narr	Analitik
205	хотя бы	4	6
206	то в	6	6
207	из этих	3	6
208	читателя в	2	6
209	его как	2	6
210	же в	4	6
211	художественного высказывания	2	6
212	тем не	3	6
213	так или	2	6
214	есть в	2	6
215	восходит к	3	6
216	ключ к	2	6
217	из которых	4	6
218	из них	3	6
219	уже в	3	6
220	не о	3	5
221	и потому	2	5
222	не как	2	5
223	но как	2	5
224	со смертью	2	5
225	одну из	2	5
226	жизни в	3	5
227	каждый из	2	5
228	совершенно не	2	5
229	самом деле	2	5
230	в аспекте	2	5
231	а с	3	5
232	и пространстве	5	5
233	говорит и	2	5
234	которая в	2	5
235	во втором	4	5
236	картина мира	5	5
237	или ином	2	5
238	том или	2	5
239	речь идет	4	5
240	исходя из	2	5
241	и до	2	5
242	все эти	2	5
243	в притче	3	5
244	в первом	3	5
245	без исключения	2	5
246	да и	4	5
247	одно из	2	5
248	по выражению	2	5
249	и он	3	5
250	текста как	2	5
251	бы быть	3	5
252	с ее	3	5
253	мира в	5	5
254	в особенности	4	5
255	в культуре	2	5
256	тем что	3	5
257	ни в	3	5
258	в роли	2	5
259	будто бы	3	5
260	главного героя	2	5
261	и соответственно	2	5
262	высказывания в	6	5
263	что мы	2	5
264	коммуникативной стратегии	3	5
265	этом ряду	2	5
266	нового времени	2	5
267	в противовес	4	5
268	в организации	2	5
269	в полном	2	4
270	и ее	2	4
271	в области	2	4
272	вслед за	4	4
273	наконец в	2	4
274	отношение к	2	4
275	как к	2	4
276	одним из	2	4
277	кто говорит	2	4
278	а именно	3	4
279	в любом	2	4
280	известном смысле	2	4
281	о нем	4	4
282	к нему	5	4
283	смысла но	2	4
284	ему в	2	4
285	обращает на	3	4
286	художественного дискурса	2	4
287	в известном	2	4
288	не предполагает	5	4
289	и рецептивная	3	4
290	о своей	2	4
291	то ни	3	4
292	по мысли	3	4
293	различного рода	3	4
294	но о	3	4
295	одного сознания	2	4
296	сказать что	4	4
297	значительной степени	2	4
298	> в	3	4
299	текста на	3	4
300	не все	5	4
301	и представляет	2	4
302	представляют собой	2	4
303	в двух	2	4
304	в присутствии	3	4
305	отличается от	4	4
306	на него	3	4
307	не сводится	2	4
308	коммуникативным событием	2	4
309	человека в	2	4
310	в значительной	2	4
311	ни было	3	4
312	себя внимание	3	4
313	здесь и	2	4
314	что по	2	4
315	говоря словами	2	4
316	между ними	2	4
317	жизни как	3	4
318	еще одна	3	4
319	к самому	2	4
320	не было	2	4
321	высказывания и	3	4
322	или напротив	4	4
323	или даже	2	4
324	бы не	2	4
325	это и	3	4
326	> как	2	4
327	и есть	2	4
328	во внешнем	2	4
329	основе своей	4	4
330	в собственном	2	4
331	художественной литературы	3	3
332	идет о	2	3
333	она может	2	3
334	как кажется	2	3
335	включает в	2	3
336	в обоих	2	3
337	которого он	2	3
338	имеют место	2	3
339	стороны адресата	2	3
340	героя в	8	3
341	я героя	2	3
342	же не	4	3
343	она не	2	3
344	компетенция анекдота	2	3
345	том числе	6	3
346	мира и	2	3
347	в ней	3	3
348	быть может	2	3
349	между собой	2	3
350	языка и	2	3
351	по бахтину	3	3
352	писал он	2	3
353	связи с	4	3
354	двуголосого слова	3	3
355	в связи	2	3
356	что они	3	3
357	коммуникативной ситуации	2	3
358	бы то	3	3
359	например в	2	3
360	не от	2	3
361	первом случае	2	3
362	независимо от	2	3
363	авторской позиции	2	3
364	можно было	2	3
365	хотя в	2	3
366	форма авторства	2	3
367	один голос	2	3
368	и тот	2	3
369	себе не	2	3
370	в рассказе	4	3
371	за рамки	2	3
372	в какой	2	3
373	сами по	2	3
374	сказания или	4	3
375	они не	2	3
376	что у	2	3
377	оно может	2	3
378	когда он	3	3
379	оно не	2	3
380	и с	4	3
381	следует признать	2	3
382	к содержанию	3	3
383	если не	4	3
384	мог бы	3	3
385	жизни и	3	3
386	он сам	2	3
387	пока еще	4	3
388	сознания к	2	2
389	позиции и	2	2
390	первый взгляд	2	2
391	риторический предел	2	2
392	анекдота и	2	2
393	смерти и	2	2
394	сюжетного повествования	3	2
395	так же	2	2
396	события как	2	2
397	как было	3	2
398	мировое древо	2	2
399	дискурс в	2	2
400	выступает в	2	2
401	даже не	3	2
402	в иной	2	2
403	как формы	2	2
404	к себе	5	2
405	ситуации рассказывания	2	2
406	к которому	2	2
407	сюжета в	2	2
408	но сама	2	2
409	приобщение к	2	2
410	что именно	2	2
411	события в	2	2
412	по сути	2	2
413	когда мы	2	2
414	или менее	2	2
415	риторика сказания	2	2
416	говорящего или	2	2
417	жанры как	2	2
418	не являются	2	2
419	анекдотического дискурса	2	2
420	складывается из	2	2
421	в прошлом	3	2
422	до которой	2	2
423	компетенция жанра	2	2
424	то она	2	2
425	зрения и	2	2
426	или притчи	3	2
427	более или	2	2
428	в анекдоте	2	2
429	например как	2	2
430	их внутреннюю	2	2
431	этой точки	2	2
432	обозначить как	2	2
433	надо полагать	2	2
434	или анекдота	3	2
435	речевого замысла	2	2
436	и др	2	2
437	ни столь	2	2
438	для автора	2	2
439	все их	2	2
440	героя к	3	2
441	мифологического предания	2	2
442	во всей	2	2
443	который по	3	2
444	некоторого рода	2	2
445	по существу	2	2
446	коммуникативный статус	2	2
447	речевой акт	2	2
448	что это	3	2
449	собой не	2	2
450	из многочисленных	2	2
451	совершенно очевидно	2	2
452	в молчание	2	2
453	утверждать что	2	2
454	время в	2	2
455	подход к	2	2
456	не обязательно	3	2
457	ни для	7	2
458	символическое воскресение	2	2
459	в чужой	2	2
460	дискурса в	2	2
461	в пространстве	4	2
462	внутреннего слуха	2	2
463	на первый	2	2
464	референтной событийности	2	2
465	та же	2	2
466	но от	2	2
467	но без	2	2
468	встречается в	2	2
469	вокруг я	2	2
470	к сообщаемому	2	2
471	от всех	2	2
472	обратимся к	3	2
473	сказание или	2	2
474	на протяжении	6	2
475	не понимал	2	2
476	нет и	2	2
477	не имеет	2	2
478	всей своей	2	2
479	референтная компетенция	3	2
480	даже самое	2	2
481	зависит от	2	2
482	лица и	2	2
483	истории в	3	2
484	ей не	2	2
485	поведения в	2	2
486	здесь совершенно	2	2
487	бесконечно репродуцируемых	2	2
488	сказания это	2	2
489	ценностного центра	2	2
490	может не	3	2
491	индивидуального речевого	2	2
492	к другому	2	2
493	мифологическое мышление	2	2
494	жизнью и	2	2
495	и только	2	2
496	в форме	5	2
497	в нарративном	2	2
498	бытийной компетенции	2	2
499	себе самом	2	2
