N	2gram	Losev_Prob	Istorich
330	одном случае	4	8
331	это тоже	4	8
332	на нем	3	8
333	конечно не	3	8
334	на самом	13	7
335	в конце	7	7
336	состоит из	6	7
337	и о	8	7
338	а только	9	7
339	однако в	3	7
340	не то	2	7
341	того чтобы	4	7
342	и часто	2	7
343	себе и	4	7
344	еще нет	2	7
345	о которых	3	7
346	вплоть до	3	7
347	эти два	2	7
348	есть не	13	7
349	но эта	4	7
350	когда мы	24	7
351	пор мы	2	7
352	тому что	5	7
353	а то	4	7
354	как она	2	7
355	и когда	4	7
356	нет в	2	7
357	в начале	3	7
358	того же	2	7
359	если мы	24	7
360	будто бы	7	7
361	со своим	2	7
362	всяком случае	8	7
363	как на	2	7
364	первый взгляд	3	7
365	ее и	2	7
366	совершенно не	7	7
367	и при	2	7
368	всякого рода	9	7
369	между собой	3	7
370	этого слова	5	7
371	уже и	2	7
372	можно только	3	7
373	то он	3	7
374	не есть	57	7
375	в области	2	7
376	самом деле	6	7
377	образом в	2	7
378	что оно	4	7
379	не столько	2	7
380	о ней	3	7
381	здесь и	4	7
382	уже давно	3	7
383	для него	4	7
384	именно так	4	6
385	с той	5	6
386	для того	5	6
387	отличие от	3	6
388	нам кажется	2	6
389	можно ли	8	6
390	нет ничего	6	6
391	себе не	2	6
392	равно как	2	6
393	были бы	5	6
394	доходит до	2	6
395	ничем не	2	6
396	и за	2	6
397	дело с	3	6
398	этой точки	2	6
399	что все	2	6
400	формы и	3	6
401	он является	5	6
402	с большим	2	6
403	от его	4	6
404	видим и	2	6
405	на ступени	2	6
406	от себя	2	6
407	той же	2	6
408	имеет свою	3	6
409	заметить что	2	6
410	до того	2	6
411	быть и	3	6
412	то в	4	6
413	его как	3	6
414	даже не	3	6
415	это за	3	6
416	не на	2	6
417	говорят о	4	6
418	или как	4	6
419	также и	22	6
420	но что	3	6
421	здесь на	2	6
422	здесь уже	2	6
423	его от	3	6
424	мы читаем	2	6
425	только о	3	6
426	и тогда	3	6
427	если я	3	6
428	же и	7	6
429	отношения к	3	6
430	в каком	9	5
431	это только	2	5
432	такого рода	14	5
433	это уже	4	5
434	тоже не	8	5
435	как нечто	9	5
436	только как	3	5
437	никак не	13	5
438	если они	2	5
439	бы быть	5	5
440	это было	4	5
441	не имели	2	5
442	мы сейчас	4	5
443	в своих	2	5
444	из себя	5	5
445	как таковой	2	5
446	это можно	2	5
447	или иное	3	5
448	что из	2	5
449	в одно	4	5
450	xix века	2	5
451	по своему	6	5
452	для чего	3	5
453	пока только	2	5
454	для них	4	5
455	эти слова	2	5
456	что если	3	5
457	это в	2	5
458	это же	4	5
459	бы в	3	5
460	с ее	5	5
461	в самых	3	5
462	несмотря на	4	5
463	мы в	6	5
464	указывают на	2	5
465	очень мало	2	5
466	она может	2	5
467	но даже	7	5
468	в виду	20	5
469	может иметь	4	5
470	переходит в	2	5
471	в нашей	4	5
472	отличается от	8	5
473	д и	5	5
474	д в	2	5
475	еще более	3	5
476	или другого	3	5
477	этом мы	3	5
478	или иначе	2	5
479	мы и	5	5
480	без всякого	8	5
481	во все	3	5
482	что под	2	5
483	подобного рода	13	5
484	нас не	6	5
485	и очень	6	5
486	и может	4	5
487	да и	9	5
488	он как	2	5
489	к другой	3	5
490	но этот	2	5
491	как о	6	5
492	в таком	11	5
493	нами в	2	5
494	в отличие	2	5
495	но когда	3	5
496	не говорит	2	5
497	однако не	4	5
498	действия и	2	4
499	бы его	2	4
500	нисколько не	2	4
501	и во	5	4
502	и вообще	20	4
503	все время	2	4
504	здесь будет	2	4
505	тем более	8	4
506	чистом виде	3	4
507	все они	5	4
508	находятся в	5	4
509	в наших	3	4
510	животные в	2	4
511	ни с	5	4
512	часто бывает	3	4
513	чем в	2	4
514	еще на	2	4
515	правда в	3	4
516	относится и	3	4
517	в разных	4	4
518	другой и	3	4
519	и больше	4	4
520	и всей	2	4
521	в поисках	2	4
522	не будут	2	4
523	во всей	3	4
524	особенно в	2	4
525	в результате	8	4
526	сами по	8	4
527	в ту	2	4
528	если же	4	4
529	не существует	6	4
530	в человеческом	2	4
531	как раз	11	4
532	и миф	2	4
533	он сам	7	4
534	для нее	2	4
535	на свою	2	4
536	в чистом	4	4
537	а его	2	4
538	и этот	3	4
539	так или	2	4
540	могло бы	3	4
541	но вот	4	4
542	который в	2	4
543	в литературе	3	4
544	содержит в	13	4
545	по сравнению	3	4
546	мы теперь	4	4
547	иметь в	2	4
548	нас в	5	4
549	тот момент	2	4
550	здесь только	7	4
551	отнюдь не	16	4
552	с точки	9	4
553	от нее	2	4
554	или другое	2	4
555	все в	4	4
556	многих других	2	4
557	на одну	2	4
558	что их	2	4
559	а это	6	4
560	еще и	10	4
561	их с	2	4
562	из трех	2	4
563	с которой	2	4
564	когда в	4	4
565	о его	3	4
566	дело в	6	4
567	и между	2	4
568	там и	4	4
569	только то	4	4
570	ни к	3	4
571	есть в	6	4
572	в самом	4	4
573	но на	2	4
574	так чтобы	2	4
575	к их	2	4
576	здесь имеется	2	4
577	что именно	3	4
578	как же	3	3
579	и поэтому	3	3
580	он будет	2	3
581	на основании	2	3
582	просто как	2	3
583	от нас	3	3
584	чтобы все	2	3
585	только при	10	3
586	не могли	2	3
587	представить себе	5	3
588	нельзя сказать	3	3
589	этим не	2	3
590	со всем	2	3
591	будет сказать	2	3
592	она уже	3	3
593	бы он	2	3
594	и мифа	2	3
595	при таком	2	3
596	так то	2	3
597	и весь	2	3
598	понимать как	4	3
599	или другой	6	3
600	идет речь	4	3
601	и соответствующие	3	3
602	здесь перед	2	3
603	к одной	2	3
604	мы могли	4	3
605	сравнению с	3	3
606	о себе	2	3
607	и после	2	3
608	в античной	2	3
609	чтобы не	2	3
610	оно и	2	3
611	я могу	3	3
612	как таковое	2	3
613	является в	3	3
614	казалось бы	3	3
615	когда уже	2	3
616	том смысле	4	3
617	была бы	2	3
618	и такие	3	3
619	или это	2	3
620	есть знак	6	3
621	мы находим	8	3
622	совсем не	4	3
623	всегда есть	6	3
624	с теми	2	3
625	всех других	2	3
626	что даже	6	3
627	бы то	5	3
628	как оно	3	3
629	есть миф	3	3
630	как они	4	3
631	ни было	5	3
632	поэтому в	2	3
633	это то	3	3
634	к мифу	2	3
635	к самому	3	3
636	тем же	2	3
637	все дело	2	3
638	из того	3	3
639	воздействовать на	3	3
640	все те	2	3
641	и могут	2	3
642	или другие	3	3
643	нам в	2	3
644	без всякой	3	3
645	могли бы	6	3
646	в предыдущем	2	3
647	только тем	2	3
648	именно к	3	3
649	то ни	7	3
650	и нет	2	3
651	в языке	4	3
652	а еще	4	3
653	все равно	6	3
654	именно он	4	3
655	только не	6	3
656	внимание на	2	3
657	раз и	6	3
658	является не	2	3
659	один и	2	3
660	и именно	2	3
661	другом случае	2	3
662	оно есть	2	3
663	для всех	3	3
664	роль и	2	3
665	имеет в	2	3
666	едва ли	8	3
667	и каждый	2	3
668	связаны между	2	3
669	в эпоху	2	3
670	только он	2	3
671	а мы	2	3
672	даже и	33	3
673	бы она	2	3
674	но тут	2	3
675	и до	3	3
676	которые здесь	2	3
677	и той	2	3
678	не обязательно	4	3
679	даже если	4	3
680	бы не	2	3
681	и вполне	9	3
682	говорили что	3	3
683	само по	5	3
684	рассматривать как	2	3
685	заметим что	2	3
686	самые разнообразные	2	3
687	имеем дело	2	3
688	не о	2	2
689	мы бы	2	2
690	образов и	4	2
691	а и	2	2
692	друг от	3	2
693	а во	2	2
694	совсем другое	5	2
695	не мешает	5	2
696	живое существо	4	2
697	уже как	3	2
698	свидетельствует о	2	2
699	дело вовсе	2	2
700	бы для	2	2
701	действительность но	2	2
702	не стоит	2	2
703	значение и	7	2
704	самом же	7	2
705	все на	2	2
706	которые находятся	2	2
707	только путем	4	2
708	она является	3	2
709	именно потому	3	2
710	может рассматриваться	2	2
711	только одной	2	2
712	есть уже	4	2
713	для его	4	2
714	то ли	2	2
715	однако несомненно	2	2
716	первый план	3	2
717	дело здесь	4	2
718	в нашем	13	2
719	и всякий	5	2
720	просто в	2	2
721	которой она	3	2
722	слова а	2	2
723	спросим себя	3	2
724	что никакой	2	2
725	бы нас	2	2
726	а во-вторых	2	2
727	одной и	2	2
728	друга и	2	2
729	одновременно и	4	2
730	себя не	3	2
731	жизнь в	3	2
732	на себе	5	2
733	быть в	2	2
734	это будет	7	2
735	на новый	2	2
736	не связан	2	2
737	на ее	2	2
738	вещи и	9	2
739	и самый	3	2
740	они являются	2	2
741	то ясно	2	2
742	нечего и	2	2
743	самого себя	4	2
744	тем она	2	2
745	только одного	2	2
746	для тех	2	2
747	или другими	2	2
748	же это	2	2
749	и еще	2	2
750	то чтобы	2	2
751	самое время	10	2
752	именно здесь	2	2
753	сама по	11	2
754	то или	5	2
755	здесь тоже	2	2
756	когда это	2	2
757	есть отражение	6	2
758	не говорят	2	2
759	не считать	4	2
760	на одно	2	2
761	жизнь и	3	2
762	нет здесь	2	2
763	как иначе	6	2
764	мы ни	4	2
765	и можно	3	2
766	перестает быть	3	2
767	он есть	2	2
768	не к	2	2
769	мифа в	2	2
770	предмет и	2	2
771	и следовательно	3	2
772	что дело	2	2
773	в процессе	2	2
774	к другим	2	2
775	который может	2	2
776	который является	2	2
777	если его	3	2
778	и прежде	3	2
779	таком случае	7	2
780	отличаются от	2	2
781	однако мы	2	2
782	общего с	3	2
783	ли в	3	2
784	и прочие	2	2
785	мы назвали	2	2
786	много и	2	2
787	значения этого	3	2
788	по одному	2	2
789	не выходит	2	2
790	нечто целое	6	2
791	мы возьмем	5	2
792	одно и	4	2
793	себе а	3	2
794	а может	3	2
795	которые мы	5	2
796	сказать о	2	2
797	этим мы	2	2
798	в самой	4	2
799	себе но	2	2
800	или иных	7	2
801	от друга	3	2
802	пока еще	3	2
803	выражается в	3	2
804	сам по	11	2
805	весь круг	3	2
806	поскольку они	3	2
807	сколько угодно	4	2
808	и об	3	2
809	которых мы	2	2
810	что для	4	2
811	за счет	2	2
812	есть нечто	22	2
813	и вся	2	2
814	с полным	4	2
815	того или	8	2
816	только потому	3	2
817	такого же	2	2
818	нет никакого	4	2
819	то его	2	2
820	случае не	7	2
821	себе представить	2	2
822	с которыми	2	2
823	есть просто	4	2
824	гораздо больше	2	2
825	вернуться к	2	2
826	это значение	2	2
827	например не	2	2
828	по мнению	2	2
829	на свете	2	2
830	не нужно	2	2
831	остается только	2	2
832	она обладает	2	2
833	ничего общего	7	2
834	в горах	2	2
835	образ в	2	2
836	и совсем	4	2
837	свою собственную	3	2
838	относящиеся сюда	2	2
839	же именно	2	2
840	целое и	4	2
841	на первом	2	2
842	же деле	7	2
843	к какому	2	2
844	говорить о	7	2
845	природы и	3	2
846	образа и	4	2
847	чем же	7	2
848	не значит	3	2
849	учение о	3	2
