N	2gram	Vygotskiy_	Marksizm
206	по преимуществу	2	5
207	нами в	3	5
208	она не	10	5
209	но не	3	5
210	формы в	2	5
211	что такое	2	5
212	еще более	2	5
213	по смыслу	2	5
214	в одном	9	5
215	как на	9	5
216	вместе с	10	5
217	не могут	2	4
218	к этим	2	4
219	его к	2	4
220	в одной	2	4
221	как он	2	4
222	в тех	5	4
223	все те	5	4
224	эти два	4	4
225	что здесь	2	4
226	так называемой	4	4
227	едва ли	4	4
228	из всего	3	4
229	и прежде	2	4
230	к своему	2	4
231	так что	10	4
232	и к	5	4
233	что все	10	4
234	можно сказать	2	4
235	и действительно	2	4
236	связь с	5	4
237	одного из	2	4
238	и он	5	4
239	в них	4	4
240	между двумя	3	4
241	можно назвать	2	4
242	и до	4	4
243	он был	3	4
244	что они	9	4
245	во всей	3	4
246	слов и	2	4
247	бы и	2	4
248	относится к	2	4
249	и то	10	4
250	к его	2	4
251	но при	2	4
252	независимо от	2	4
253	к другой	2	4
254	в которой	8	4
255	что она	34	4
256	говорит что	17	4
257	целый ряд	6	4
258	только что	10	4
259	одним из	2	4
260	со всеми	2	4
261	она и	2	4
262	но все	2	4
263	автора и	2	4
264	уже знаем	2	4
265	места в	2	4
266	из них	10	4
267	как она	8	4
268	несмотря на	7	4
269	жизни и	6	4
270	из этого	10	4
271	это и	4	4
272	именно на	3	4
273	если же	3	4
274	тем что	7	4
275	даже в	2	3
276	еще и	2	3
277	все более	4	3
278	находятся в	2	3
279	были бы	5	3
280	в действительности	3	3
281	само собой	3	3
282	к себе	2	3
283	но если	6	3
284	как к	6	3
285	должен быть	4	3
286	роль в	2	3
287	у них	2	3
288	тогда когда	2	3
289	в виде	5	3
290	в целом	8	3
291	и та	3	3
292	главным образом	6	3
293	он хочет	3	3
294	мы говорили	3	3
295	с тем	14	3
296	не так	4	3
297	бы на	2	3
298	как это	13	3
299	общего с	2	3
300	мы узнаем	3	3
301	они не	2	3
302	потому что	26	3
303	каждый раз	2	3
304	этот случай	2	3
305	благодаря этому	2	3
306	этот прием	2	3
307	что оно	5	3
308	почти не	2	3
309	между собой	2	3
310	или вернее	2	3
311	одной и	4	3
312	вступить в	2	3
313	мы видим	15	3
314	одним словом	2	3
315	и по	2	3
316	они дают	2	3
317	есть только	3	3
318	имеет место	2	3
319	все то	15	3
320	к которым	7	3
321	могла бы	6	3
322	одно и	4	3
323	того или	2	3
324	более и	4	3
325	ли это	3	3
326	в нашей	2	3
327	лежит в	4	3
328	здесь не	3	3
329	но это	6	3
330	можно было	7	3
331	однако и	3	3
332	этими двумя	2	3
333	и этот	6	3
334	дано в	4	3
335	друг с	2	3
336	мы увидим	14	3
337	и той	4	3
338	должен был	4	3
339	хоть сколько-нибудь	2	3
340	и о	6	3
341	или как	2	3
342	но они	2	3
343	не с	2	3
344	бы это	5	3
345	на этот	2	3
346	и другую	2	3
347	он может	2	3
348	такое понимание	2	3
349	с другом	2	3
350	со стороны	4	3
351	в своих	6	3
352	в русской	4	3
353	когда он	8	3
354	или иначе	2	3
355	в которых	9	3
356	из которых	6	3
357	если он	5	3
358	совпадает с	2	3
359	однако не	3	3
360	или если	2	3
361	что эта	8	3
362	говорить о	3	3
363	и есть	3	3
364	и только	8	3
365	не следует	3	3
366	с ним	6	3
367	на все	2	3
368	того как	4	3
369	и других	5	3
370	деле если	2	2
371	в нее	3	2
372	он должен	2	2
373	тем самым	4	2
374	из всех	3	2
375	нам придется	2	2
376	идет о	8	2
377	указывает на	8	2
378	так например	5	2
379	не совпадает	2	2
380	для нее	2	2
381	противоречие между	2	2
382	ни одной	2	2
383	после этого	5	2
384	это будет	3	2
385	и поэтому	3	2
386	каждый из	3	2
387	говорит автор	2	2
388	можем сказать	2	2
389	при такой	2	2
390	с той	8	2
391	мы рассмотрим	2	2
392	сами по	3	2
393	всех остальных	2	2
394	уже с	2	2
395	и всегда	2	2
396	которое он	2	2
397	в частности	3	2
398	и вся	2	2
399	но по	2	2
400	была бы	5	2
401	же мы	2	2
402	а с	4	2
403	согласиться с	4	2
404	о нем	2	2
405	к ним	3	2
406	эти три	2	2
407	одна и	2	2
408	без всякой	2	2
409	к этой	3	2
410	в общем	4	2
411	гораздо более	2	2
412	тех пор	2	2
413	для всех	2	2
414	могли бы	6	2
415	к самому	4	2
416	в лучшем	2	2
417	к своим	2	2
418	не могла	2	2
419	которую он	2	2
420	совершенно иначе	2	2
421	не то	7	2
422	на его	2	2
423	совсем не	3	2
424	в романе	2	2
425	же как	3	2
426	то как	4	2
427	у лафонтена	7	2
428	не нашли	2	2
429	что с	4	2
430	и во	3	2
431	и часто	2	2
432	и самый	2	2
433	заключается в	13	2
434	это значит	4	2
435	которой мы	4	2
436	эти слова	5	2
437	принадлежит к	3	2
438	данном случае	5	2
439	мы получим	4	2
440	к анализу	2	2
441	к каким	2	2
442	что как	4	2
443	всего этого	3	2
444	смысла и	3	2
445	например в	5	2
446	или иного	2	2
447	она приобретает	2	2
448	когда мы	5	2
449	что самое	2	2
450	по аналогии	2	2
451	в первой	2	2
452	всех этих	2	2
453	это было	4	2
454	отличается от	2	2
455	до тех	2	2
456	и где	2	2
457	конечно нельзя	2	2
458	который как	2	2
459	автора в	2	2
460	не просто	7	2
461	другом и	2	2
462	значение имеет	2	2
463	из нее	3	2
464	вовсе нет	2	2
465	та же	6	2
466	бы не	5	2
467	это делает	2	2
468	и наконец	2	2
469	в речи	3	2
470	она в	4	2
471	совершенно справедливо	2	2
472	с этой	5	2
473	во время	4	2
474	и другие	3	2
475	говорит он	3	2
476	в чем	3	2
477	не по	3	2
478	что его	3	2
479	но только	10	2
480	степени в	2	2
481	бы что	2	2
482	на него	3	2
483	дело с	5	2
484	творческий акт	2	2
485	есть в	3	2
486	он считает	2	2
487	в жизни	6	2
488	быть не	2	2
489	и так	4	2
490	во всем	2	2
491	исследования мы	2	2
492	по которым	2	2
493	что эти	5	2
494	видели что	2	2
495	в самой	9	2
496	он сказал	4	2
497	их в	4	2
498	зависит от	2	2
499	как они	2	2
500	это одно	3	2
501	как с	2	2
502	на характеристике	2	2
503	и если	13	2
504	именно как	3	2
505	что мы	6	2
506	она могла	2	2
507	смысл его	2	2
508	это является	2	2
509	чтобы показать	2	2
510	мы все	6	2
511	бы ее	2	2
512	это же	2	2
513	имеет дело	2	2
514	по его	3	2
515	друг другу	2	2
516	тому же	2	2
517	отношения к	3	2
518	пор пока	2	2
519	в совершенно	3	2
520	но с	2	2
521	чем сильнее	4	2
522	мы совершенно	2	2
523	своих героев	4	2
524	оно является	2	2
525	но он	5	2
