N	2gram	Bakhtin_Pr	formyVre
299	специфической логикой	2	5
300	и от	4	5
301	числе и	13	5
302	хотя бы	6	5
303	почти вовсе	7	5
304	мы имеем	4	5
305	в своей	5	5
306	об этом	3	5
307	со смехом	2	5
308	тем что	2	5
309	эпохи возрождения	7	5
310	всем этим	2	5
311	но они	5	5
312	быть только	2	5
313	в средние	11	5
314	самим собою	6	5
315	конечно и	7	5
316	далеко не	4	5
317	да и	3	5
318	он может	2	5
319	человек в	2	5
320	в смысле	2	5
321	романа но	3	5
322	но на	2	5
323	романа и	4	5
324	и уже	2	5
325	или в	7	5
326	нового времени	8	5
327	как его	2	5
328	конце романа	2	5
329	той же	6	5
330	мы будем	3	5
331	мы и	4	5
332	вполне понятно	2	5
333	даже в	3	4
334	перед нами	17	4
335	мы должны	4	4
336	от него	3	4
337	в одной	4	4
338	по себе	3	4
339	видения и	3	4
340	важное значение	2	4
341	при всей	3	4
342	европейского романа	3	4
343	по отношению	6	4
344	затем в	2	4
345	не был	3	4
346	друг друга	7	4
347	и т.д	5	4
348	и при	2	4
349	проявляется в	4	4
350	авантюрного романа	3	4
351	что он	6	4
352	и о	3	4
353	между этими	2	4
354	как он	4	4
355	жизни на	2	4
356	как у	5	4
357	о которых	2	4
358	мы здесь	4	4
359	людей и	6	4
360	в один	3	4
361	века и	6	4
362	мы наблюдаем	4	4
363	именно как	3	4
364	другой стороны	3	4
365	и совершенно	3	4
366	на его	4	4
367	формы и	3	4
368	у достоевского	30	4
369	для них	2	4
370	а затем	5	4
371	связаны с	3	4
372	войти в	3	4
373	мы сказали	4	4
374	из самых	3	4
375	быть и	2	4
376	в новое	4	4
377	тем более	2	4
378	нем нет	3	4
379	и смерти	3	4
380	новое отношение	3	4
381	у нас	2	4
382	все равно	6	4
383	существенное значение	3	4
384	себе и	2	4
385	или на	3	4
386	и более	3	4
387	связан с	2	4
388	средние века	12	4
389	раз в	2	4
390	прежде чем	2	4
391	отчасти и	4	4
392	см например	2	4
393	в своих	4	4
394	с большой	3	4
395	жизни как	4	4
396	со своей	2	4
397	несмотря на	3	4
398	раз и	2	4
399	к жизни	2	4
400	а следовательно	2	4
401	во всем	5	4
402	все в	3	4
403	на площади	7	4
404	чем в	2	4
405	нет ни	2	3
406	еще и	4	3
407	и отчасти	2	3
408	все более	2	3
409	в соответствии	3	3
410	и всегда	2	3
411	и которые	2	3
412	таковы основные	2	3
413	которые в	3	3
414	образов и	7	3
415	в тех	2	3
416	вплоть до	5	3
417	а на	2	3
418	не будем	4	3
419	наконец в	3	3
420	не входят	2	3
421	в произведениях	2	3
422	касательной к	2	3
423	эпоху возрождения	6	3
424	и характер	2	3
425	всякого рода	3	3
426	как это	2	3
427	углом зрения	4	3
428	самого начала	5	3
429	смех в	5	3
430	здесь конечно	5	3
431	почти всегда	6	3
432	у петрония	3	3
433	значение для	5	3
434	по сравнению	6	3
435	но конечно	3	3
436	она не	4	3
437	это уже	2	3
438	в чисто	2	3
439	жизнь в	4	3
440	в более	5	3
441	вступают в	3	3
442	что на	2	3
443	и идеи	7	3
444	но это	7	3
445	на границе	4	3
446	существенное влияние	2	3
447	на землю	4	3
448	в зависимости	3	3
449	здесь также	2	3
450	и самый	6	3
451	элементы в	2	3
452	на этом	4	3
453	вернемся в	2	3
454	того и	3	3
455	в центре	4	3
456	конечно в	2	3
457	с самого	4	3
458	в двух	3	3
459	здесь эта	2	3
460	пор еще	2	3
461	и так	4	3
462	в литературу	5	3
463	здесь только	2	3
464	литературы и	4	3
465	очень часто	4	3
466	одна из	9	3
467	но она	3	3
468	все то	4	3
469	других людей	2	3
470	не могли	2	3
471	он как	2	3
472	бы в	2	3
473	и между	5	3
474	все время	2	3
475	но при	2	3
476	и еще	2	3
477	бы и	3	3
478	дело в	3	3
479	менее всего	4	3
480	это было	3	3
481	к ней	3	3
482	царстве мертвых	2	3
483	по мере	3	3
484	и здесь	4	3
485	зависимости от	3	3
486	вовсе нет	2	3
487	в заключение	4	3
488	и несколько	3	3
489	на земле	14	3
490	в царстве	2	3
491	совершенно не	4	3
492	этот образ	2	3
493	которой мы	3	3
494	но только	2	3
495	при всем	3	3
496	по своему	6	3
497	удельный вес	2	3
498	и соответствующие	2	3
499	от всех	2	3
500	можно сказать	12	3
501	и событий	3	3
502	xvii века	3	3
503	основе этого	2	3
504	говорили в	2	3
505	и время	5	3
506	строго говоря	2	3
507	в творчестве	8	3
508	жизни не	2	3
509	если мы	5	3
510	связь с	4	3
511	подходе к	3	3
512	жизни а	2	3
513	главным образом	3	3
514	что мы	2	3
515	на касательной	2	3
516	дальнейшем развитии	3	3
517	смех и	2	3
518	мы в	2	3
519	и жизнь	2	3
520	сравнению с	6	3
521	не к	3	3
522	в слове	2	3
523	мы говорили	2	3
524	находим в	3	2
525	не о	2	2
526	в смерти	2	2
527	играют в	2	2
528	в очень	2	2
529	начиная с	4	2
530	в область	2	2
531	в плане	3	2
532	на себя	3	2
533	человек и	2	2
534	плутовской роман	2	2
535	и поэтому	2	2
536	с идеей	2	2
537	если в	2	2
538	в духе	10	2
539	в каждом	5	2
540	этого произведения	3	2
541	и притом	2	2
542	бога и	2	2
543	у шекспира	2	2
544	где в	2	2
545	контакта с	3	2
546	др в	3	2
547	иногда прямо	2	2
548	в средневековой	2	2
549	ведь это	2	2
550	характер но	2	2
551	каждом из	3	2
552	героя в	2	2
553	характерное для	2	2
554	они должны	3	2
555	слова но	3	2
556	весь роман	2	2
557	и создает	3	2
558	литературе нового	2	2
559	образом в	2	2
560	от достоевского	2	2
561	герои и	2	2
562	от них	2	2
563	в подходе	2	2
564	в зоне	3	2
565	к нему	3	2
566	этот диалог	2	2
567	а только	2	2
568	особое место	2	2
569	могло бы	3	2
570	они и	3	2
571	и человеческой	2	2
572	его жизнь	2	2
573	живет в	3	2
574	форме и	2	2
575	и обновления	3	2
576	до наших	3	2
577	отношении к	2	2
578	вообще в	2	2
579	слова то	2	2
580	но как	2	2
581	на ее	2	2
582	себя как	2	2
583	на них	2	2
584	не касаемся	2	2
585	ярко проявляется	2	2
586	и некоторые	2	2
587	отметить что	3	2
588	под углом	3	2
589	можно назвать	2	2
590	своей природе	4	2
591	основные особенности	4	2
592	они все	2	2
593	сюжета и	2	2
594	что уже	2	2
595	из одного	2	2
596	этого слова	3	2
597	должны быть	2	2
598	строгом смысле	2	2
599	правда в	5	2
600	еще довольно	2	2
601	с их	3	2
602	мы видели	2	2
603	оторванной от	2	2
604	дело и	2	2
605	тон и	2	2
606	его с	2	2
607	в строгом	3	2
608	представлений о	2	2
609	бытия и	5	2
610	его как	3	2
611	философских школ	2	2
612	словом и	2	2
613	отличается от	2	2
614	их жизнь	2	2
615	вовлекается в	2	2
616	но этот	2	2
617	и тот	4	2
618	себя самого	3	2
619	сделаны из	2	2
620	особый характер	2	2
621	обычно в	3	2
622	за всеми	4	2
623	в xix	3	2
624	достоевского в	12	2
625	герой и	3	2
626	жанров и	2	2
627	в несколько	2	2
628	особый тип	2	2
629	опирается на	2	2
630	между собою	2	2
631	к своему	4	2
632	причем в	2	2
633	но если	4	2
634	которые мы	3	2
635	с человеком	3	2
636	и строго	2	2
637	больших и	2	2
638	человека с	3	2
639	но уже	2	2
640	будем говорить	2	2
641	смертью и	2	2
642	у вольтера	3	2
643	касаемся здесь	3	2
644	беседы с	2	2
645	и глубоко	2	2
646	особенно на	2	2
647	авантюрный роман	2	2
648	но к	4	2
649	жанры и	4	2
650	и истории	2	2
651	образом и	3	2
652	этот вопрос	3	2
653	но для	2	2
654	личности и	2	2
655	этом романе	2	2
656	соответствии с	2	2
657	и стал	2	2
658	мы говорим	2	2
659	и этим	3	2
660	лишь на	3	2
661	последующем развитии	2	2
662	вся жизнь	4	2
663	не боится	2	2
664	и она	2	2
665	мировой литературе	3	2
666	во многом	3	2
667	между людьми	5	2
668	беседа с	2	2
669	я не	6	2
670	этом мы	3	2
671	он сам	5	2
672	в преисподнюю	3	2
673	говорить о	2	2
674	и образов	2	2
675	и особенно	3	2
676	или три	2	2
677	пространство и	2	2
678	мы остановимся	5	2
679	смеха в	2	2
680	сохраняется и	2	2
681	тому же	3	2
682	если же	5	2
683	на литературу	3	2
684	всех его	3	2
685	представление о	3	2
686	необходимо указать	2	2
687	подчеркнуть что	4	2
688	жить и	4	2
