N	2gram	Losev_Prob	FransuaR
174	особенно в	3	15
175	как на	3	15
176	говорили что	2	15
177	в которой	2	15
178	от всех	2	15
179	в самой	3	15
180	из этих	5	15
181	мы не	6	14
182	все что	2	14
183	по существу	2	14
184	в данном	16	14
185	несмотря на	6	14
186	и по	3	14
187	в чем	3	14
188	в котором	5	14
189	здесь только	5	14
190	как он	4	13
191	что все	9	13
192	на этой	4	13
193	это было	3	13
194	в других	5	13
195	здесь нет	3	13
196	или в	5	13
197	с этим	7	13
198	и еще	3	13
199	бы в	3	13
200	в жизни	3	13
201	и есть	7	13
202	и сам	3	13
203	мира в	2	13
204	не на	4	13
205	в известной	2	13
206	о чем	11	13
207	только на	13	13
208	одной стороны	4	13
209	не знает	4	13
210	лишь в	4	12
211	только для	3	12
212	у нас	31	12
213	литературы и	5	12
214	не могут	6	12
215	во всей	4	12
216	в пределах	2	12
217	и ее	9	12
218	известной мере	2	12
219	но именно	5	12
220	не был	4	12
221	он в	2	12
222	место в	2	12
223	можно сказать	9	12
224	о нем	3	12
225	другой стороны	7	12
226	об этом	10	12
227	так например	2	11
228	все время	3	11
229	и более	4	11
230	из этого	2	11
231	в общем	5	11
232	он говорит	2	11
233	и самый	3	11
234	того как	3	11
235	уже не	9	11
236	и что	21	11
237	в системе	3	11
238	другими словами	8	11
239	на эту	2	11
240	из самых	3	11
241	момент в	2	11
242	слова и	5	11
243	между собою	9	11
244	и особенно	4	11
245	той или	10	11
246	что они	5	11
247	и так	2	11
248	данном случае	10	10
249	мы здесь	4	10
250	до наших	3	10
251	образом и	3	10
252	или иной	8	10
253	здесь как	3	10
254	для понимания	2	10
255	по преимуществу	4	10
256	на этот	3	10
257	поэтому в	2	10
258	и литературы	2	10
259	в таких	5	10
260	конце концов	11	10
261	к тому	5	10
262	его как	2	10
263	нас в	4	10
264	что для	4	10
265	им в	2	10
266	для всех	3	10
267	даже и	18	10
268	да и	11	10
269	не просто	30	10
270	но оно	2	10
271	что не	8	9
272	значение и	7	9
273	говорит о	4	9
274	именно на	3	9
275	первый план	3	9
276	относится к	6	9
277	но как	11	9
278	как это	7	9
279	и то	15	9
280	для нас	11	9
281	в тех	2	9
282	для этой	2	9
283	что на	4	9
284	не имеет	8	9
285	в которых	4	9
286	же в	5	9
287	ведь это	4	9
288	известной степени	2	9
289	конечно в	2	9
290	мы можем	8	9
291	о котором	4	9
292	отношения к	2	9
293	чем же	2	9
294	следовательно и	3	8
295	так что	12	8
296	с тем	6	8
297	от этого	2	8
298	с самого	3	8
299	и без	6	8
300	языка и	5	8
301	со всем	2	8
302	для этого	5	8
303	если бы	8	8
304	значение в	4	8
305	но эта	3	8
306	и ни	7	8
307	в это	2	8
308	в другое	2	8
309	в него	3	8
310	мы сказали	2	8
311	ведь и	2	8
312	по поводу	6	8
313	на одном	2	8
314	мы увидим	3	8
315	нельзя было	3	8
316	как они	3	8
317	перестает быть	3	8
318	всякого рода	3	8
319	и при	4	8
320	более или	7	8
321	на первый	5	8
322	но с	2	8
323	или менее	7	8
324	не менее	26	8
325	и те	2	8
326	как о	4	8
327	и вовсе	7	8
328	человека с	2	8
329	то время	2	8
330	не будем	5	7
331	большую роль	2	7
332	времени в	2	7
333	в целях	2	7
334	и та	2	7
335	как нечто	10	7
336	на всю	2	7
337	никак не	13	7
338	не как	2	7
339	и часто	2	7
340	себе и	2	7
341	искусства и	3	7
342	тому как	3	7
343	мы говорили	5	7
344	мы будем	3	7
345	есть только	16	7
346	правда в	3	7
347	только с	3	7
348	на том	5	7
349	одного из	2	7
350	по этому	6	7
351	в виде	20	7
352	во всяком	18	7
353	подобно тому	2	7
354	из которых	2	7
355	в таком	18	7
356	как его	2	7
357	в состоянии	2	7
358	том как	2	7
359	был бы	6	7
360	значительной мере	2	7
361	думать что	2	7
362	и если	9	7
363	что значит	3	7
364	в настоящее	17	7
365	ведь все	3	7
366	нас не	5	7
367	и очень	3	7
368	нет ничего	12	7
369	настоящее время	17	7
370	представление о	6	7
371	но она	3	7
372	нет и	5	7
373	же и	4	7
374	в нее	2	6
375	для всего	2	6
376	что здесь	4	6
377	такого рода	20	6
378	этот последний	2	6
379	в какой-то	3	6
380	в искусстве	3	6
381	смысле слова	11	6
382	свидетельствует о	5	6
383	переходит в	2	6
384	и тот	2	6
385	входит в	4	6
386	что эта	2	6
387	или даже	3	6
388	и чисто	4	6
389	ее в	2	6
390	казалось бы	11	6
391	могут быть	2	6
392	для них	5	6
393	что она	8	6
394	xx века	2	6
395	совершенно не	7	6
396	а именно	16	6
397	к его	2	6
398	мы наблюдаем	2	6
399	и которые	6	6
400	и следовательно	6	6
401	но по	2	6
402	и вы	2	6
403	самого начала	2	6
404	для своего	3	6
405	между прочим	3	6
406	уже и	6	6
407	дает нам	2	6
408	можно только	2	6
409	хотя бы	15	6
410	в языке	13	6
411	от того	2	6
412	эту тему	2	6
413	то он	3	6
414	очень много	3	6
415	язык и	2	6
416	находится в	2	6
417	как будто	6	6
418	на что	3	6
419	тем же	2	6
420	от всего	4	6
421	которые в	4	6
422	в корне	2	6
423	видно что	2	6
424	и пр	4	6
425	чем мы	2	6
426	литературе и	4	6
427	говорить о	14	6
428	тем самым	11	5
429	тогда когда	4	5
430	к своему	2	5
431	но мы	3	5
432	к самому	2	5
433	быть только	3	5
434	нисколько не	3	5
435	и самого	5	5
436	в первом	2	5
437	должна быть	2	5
438	тем более	13	5
439	и весь	4	5
440	но только	3	5
441	можно говорить	3	5
442	не вполне	4	5
443	с собой	3	5
444	значения и	11	5
445	не является	12	5
446	что мы	23	5
447	каждый из	3	5
448	есть не	10	5
449	ничем не	2	5
450	с другими	6	5
451	с нею	2	5
452	совсем не	9	5
453	что слово	2	5
454	на язык	2	5
455	с этими	4	5
456	должно быть	3	5
457	и этот	4	5
458	одного и	2	5
459	смысл и	3	5
460	и искусства	5	5
461	если мы	16	5
462	бы и	5	5
463	всяком случае	11	5
464	в человеческом	2	5
465	он сам	2	5
466	что было	2	5
467	по его	3	5
468	и только	7	5
469	же самое	9	5
470	а следовательно	2	5
471	бы не	4	5
472	и сама	2	5
473	оказывается что	4	5
474	но даже	3	5
475	и всегда	3	5
476	многие из	2	5
477	и образа	2	5
478	без всякой	7	5
479	тут же	3	5
480	во многих	4	5
481	но уже	9	5
482	вообще не	5	5
483	сливаются в	3	5
484	раз и	13	5
485	подобного рода	8	5
486	между этими	2	5
487	не во	3	5
488	настоящего времени	3	5
489	то в	6	5
490	стороны и	3	5
491	всем этим	3	5
492	слово в	2	5
493	же как	2	5
494	мы в	4	5
495	независимо от	2	5
496	мы имеем	3	5
497	только то	6	5
498	больше чем	2	5
499	и вещи	2	5
500	на свете	2	5
501	говорили о	2	5
502	на то	12	5
503	и речи	3	5
504	как ее	2	4
505	в область	3	4
506	для которого	4	4
507	он должен	2	4
508	ни о	8	4
509	действительности и	5	4
510	же мы	4	4
511	пространстве и	2	4
512	что этот	2	4
513	нельзя сказать	3	4
514	нем только	2	4
515	но если	6	4
516	эти последние	2	4
517	значение как	2	4
518	здесь перед	3	4
519	г в	2	4
520	о них	3	4
521	которой он	4	4
522	чтобы не	3	4
523	оно и	3	4
524	кажется что	2	4
525	с реальными	2	4
526	друг другу	2	4
527	в отдельности	4	4
528	к этой	2	4
529	только его	4	4
530	представляется нам	2	4
531	вещи и	13	4
532	и больше	2	4
533	это есть	10	4
534	что эти	2	4
535	есть именно	7	4
536	но ведь	6	4
537	заключается в	2	4
538	если же	4	4
539	учение о	5	4
540	но для	3	4
541	отражение в	2	4
542	и притом	6	4
543	и времени	2	4
544	можно судить	2	4
545	не хочет	3	4
546	о которых	6	4
547	и само	3	4
548	ли он	2	4
549	делает его	2	4
550	быть и	5	4
551	только и	5	4
552	еще недостаточно	2	4
553	в чисто	2	4
554	это вовсе	3	4
555	однако и	4	4
556	говорят о	2	4
557	которых мы	2	4
558	оно не	6	4
559	этот вопрос	2	4
560	что между	2	4
561	только не	4	4
562	внимание на	4	4
563	и всю	2	4
564	мы и	8	4
565	без всякого	5	4
566	и внутреннее	2	4
567	в действительности	5	4
568	если в	2	4
569	не раз	2	4
570	есть нечто	13	4
571	и тем	16	4
572	его от	4	4
573	и свои	3	4
574	о его	2	4
575	таковы например	2	4
576	и той	4	4
577	и вполне	6	4
578	нами в	3	4
579	каждый раз	3	4
580	и значение	4	4
581	ни на	5	4
582	знаем что	2	4
583	в смысле	2	4
584	время и	2	4
585	по себе	20	4
586	то на	4	4
587	но их	2	4
588	в каком	7	3
589	для нашего	3	3
590	что многие	2	3
591	он есть	5	3
592	само собой	3	3
593	науки и	2	3
594	которого он	2	3
595	бы оно	3	3
596	это только	4	3
597	относятся к	3	3
598	она не	5	3
599	в голове	2	3
600	сказать и	3	3
601	и другим	2	3
602	смысла и	2	3
603	на нее	2	3
604	xix и	3	3
605	не что	5	3
606	иной раз	3	3
607	не о	7	3
608	должны были	3	3
609	в наших	2	3
610	что иное	5	3
611	было и	2	3
612	мы говорим	3	3
613	ближе к	2	3
614	и того	5	3
615	просто в	2	3
616	совершенно правильно	3	3
617	указывает на	16	3
618	не потому	2	3
619	собой и	3	3
620	вот в	2	3
621	его для	2	3
622	у вас	2	3
623	он всегда	3	3
624	со стороны	2	3
625	в одно	5	3
626	после этого	4	3
627	сказали что	2	3
628	в буквальном	3	3
629	тому что	6	3
630	разного рода	9	3
631	не знаем	3	3
632	говорит и	3	3
633	а скорее	3	3
634	есть еще	3	3
635	для обозначения	4	3
636	бы то	2	3
637	есть то	5	3
638	а уж	2	3
639	но при	2	3
640	же это	3	3
641	и конечно	2	3
642	что его	4	3
643	он является	2	3
644	время как	2	3
645	это совершенно	6	3
646	не существует	12	3
647	был не	2	3
648	чтобы его	2	3
649	имеет и	3	3
650	о природе	2	3
651	как человек	2	3
652	этого романа	2	3
653	иное как	5	3
654	в силу	2	3
655	что их	4	3
656	они должны	2	3
657	между собой	5	3
658	действующих лиц	2	3
659	нам в	3	3
660	а потому	2	3
661	как именно	5	3
662	даже больше	2	3
663	не имел	2	3
664	не будет	11	3
665	является здесь	2	3
666	то ни	3	3
667	содержит в	7	3
668	слово и	3	3
669	это всегда	2	3
670	нашего исследования	5	3
671	или на	3	3
672	свой смысл	3	3
673	или иных	2	3
674	в общей	2	3
675	является не	4	3
676	но еще	2	3
677	ясно что	7	3
678	будто бы	4	3
679	этом смысле	8	3
680	но есть	2	3
681	существует только	3	3
682	бы он	2	3
683	никаких сомнений	2	3
684	вещей в	2	3
685	с которой	3	3
686	что с	2	3
687	и может	2	3
688	тех или	5	3
689	и уже	4	3
690	гораздо больше	2	3
691	то это	3	3
692	и тогда	2	3
693	действительности в	3	3
694	которые не	5	3
695	себе все	2	3
696	уже давно	7	3
697	от всякого	2	3
698	и строго	2	3
699	не есть	49	3
700	они вовсе	2	3
701	в понимании	2	3
702	он часто	2	3
703	языке и	4	3
704	не для	3	3
705	но когда	2	3
706	этих двух	2	3
707	говорили в	2	3
708	ровно ничего	4	3
709	находятся в	2	2
710	при помощи	21	2
711	как же	6	2
712	мы должны	5	2
713	не больше	3	2
714	функции в	4	2
715	предполагает что	4	2
716	и поэтому	2	2
717	бы мы	5	2
718	то мы	2	2
719	бы его	3	2
720	чего он	3	2
721	сосредоточиться на	2	2
722	с самим	3	2
723	в комедии	2	2
724	от нас	6	2
725	только тогда	4	2
726	никак нельзя	5	2
727	а только	9	2
728	этому поводу	5	2
729	например о	2	2
730	по тому	2	2
731	только один	3	2
732	имел в	2	2
733	человека а	2	2
734	при таком	2	2
735	о своем	4	2
736	что нет	3	2
737	нам о	3	2
738	тело или	2	2
739	понимать как	2	2
740	то уж	2	2
741	вещь и	3	2
742	чем больше	4	2
743	вовсе еще	3	2
744	мира или	2	2
745	учения о	3	2
746	что такое	23	2
747	есть чисто	2	2
748	если не	6	2
749	года в	2	2
750	есть как	2	2
751	друг к	2	2
752	это движение	2	2
753	одним и	3	2
754	тем и	3	2
755	с которыми	4	2
756	входящих в	2	2
757	если оно	2	2
758	понятий в	2	2
759	речь не	2	2
760	может и	3	2
761	речь идет	2	2
762	это тоже	4	2
763	говорили выше	2	2
764	именно как	7	2
765	что всякий	7	2
766	и должны	3	2
767	к сожалению	6	2
768	можно ли	9	2
769	в такой	3	2
770	всегда есть	7	2
771	в каком-то	3	2
772	всего как	2	2
773	хотя в	3	2
774	о каком	2	2
775	что если	5	2
776	под ред	2	2
777	нам кажется	2	2
778	в науке	4	2
779	еще очень	3	2
780	а главное	3	2
781	и мышления	2	2
782	к другу	2	2
783	от всяких	2	2
784	они все	3	2
785	не приходится	2	2
786	нет никакой	3	2
787	еще только	2	2
788	это отношение	3	2
789	совпадает с	2	2
790	образом что	2	2
791	уже во	2	2
792	важно для	2	2
793	часто и	2	2
794	какой-то мере	2	2
795	и возможно	2	2
796	я вам	2	2
797	всеми своими	2	2
798	вообще и	6	2
799	и чем	2	2
800	а его	2	2
801	что ни	3	2
802	не являются	8	2
803	может иметь	3	2
804	общего с	10	2
805	тот кто	2	2
806	гораздо более	6	2
807	мы называем	2	2
808	есть тот	3	2
809	можно даже	2	2
810	а ведь	2	2
811	есть он	2	2
812	но вот	2	2
813	как для	2	2
814	должны быть	2	2
815	об его	4	2
816	оказалось что	3	2
817	на чем	2	2
818	в нашей	3	2
819	на такие	2	2
820	таких случаях	2	2
821	сознания и	4	2
822	таких например	2	2
823	вещи в	4	2
824	языка а	2	2
825	и нет	2	2
826	время не	2	2
827	отличается от	2	2
828	общего и	2	2
829	или точнее	4	2
830	точном смысле	2	2
831	или как	4	2
832	огромное значение	2	2
833	прежде чем	3	2
834	бы нам	2	2
835	на почве	2	2
836	понятия и	2	2
837	ни от	2	2
838	образ не	2	2
839	никакого отношения	2	2
840	выходить за	2	2
841	мы вовсе	2	2
842	м с	2	2
843	сам по	7	2
844	только после	3	2
845	и делает	3	2
846	направление в	3	2
847	и чтобы	3	2
848	указание на	6	2
849	другом случае	2	2
850	например на	2	2
851	но зато	3	2
852	что под	3	2
853	широкое и	2	2
854	есть ли	2	2
855	которые мы	3	2
856	что вы	3	2
857	к нашему	2	2
858	что может	4	2
859	от всякой	2	2
860	для такого	2	2
861	не можем	2	2
862	и свою	2	2
863	что оно	4	2
864	и многие	2	2
865	мы встречаемся	2	2
866	содержится в	2	2
867	случае не	6	2
868	этом случае	6	2
869	не все	4	2
870	которая является	2	2
871	не столь	2	2
872	мышления и	6	2
873	есть ее	24	2
874	которое мы	2	2
875	что к	2	2
876	и всякое	2	2
877	только о	8	2
878	вообще нельзя	2	2
879	как только	3	2
880	с историей	2	2
881	и является	9	2
882	что при	2	2
883	теории и	4	2
884	есть его	2	2
885	сейчас же	3	2
886	смысле и	2	2
887	эти элементы	3	2
888	только как	2	2
889	в разные	3	2
890	языка в	3	2
891	ничего общего	14	2
892	бы что	3	2
893	по содержанию	3	2
894	однако не	3	2
895	о двух	2	2
