N	2gram	Tiupa_Anal	slovoVRo
102	с ее	2	9
103	но не	13	9
104	романа в	4	9
105	он не	4	9
106	не могут	3	8
107	национального языка	2	8
108	в самом	12	8
109	том что	21	7
110	от него	2	7
111	по преимуществу	4	7
112	о нем	4	7
113	того же	7	7
114	в целом	9	7
115	связи с	2	7
116	у него	5	7
117	смысла и	3	7
118	здесь не	2	7
119	за пределы	6	7
120	также и	3	7
121	автора и	4	7
122	в таком	5	7
123	мы уже	2	7
124	даже в	5	6
125	ничего не	10	6
126	которые в	3	6
127	как к	2	6
128	роль в	3	6
129	на этом	4	6
130	а также	8	6
131	что в	7	6
132	ни в	5	6
133	в контексте	5	6
134	дело с	5	6
135	большей или	4	6
136	или меньшей	4	6
137	в качестве	38	6
138	можно сказать	6	6
139	другой стороны	2	6
140	говорить о	3	6
141	хотя бы	4	6
142	он в	5	6
143	именно в	6	6
144	человек в	3	6
145	себя и	5	6
146	подхода к	3	6
147	по себе	6	6
148	в одном	3	6
149	слов и	2	6
150	между тем	7	6
151	не как	2	5
152	а как	4	5
153	героя в	2	5
154	только на	3	5
155	не знает	4	5
156	не менее	5	5
157	в поэзии	2	5
158	отношению к	9	5
159	остается в	2	5
160	своего предмета	3	5
161	а затем	3	5
162	и по	2	5
163	должен быть	6	5
164	хотя и	4	5
165	особенно в	9	5
166	или напротив	3	5
167	для этого	2	5
168	в данном	6	5
169	по отношению	10	5
170	с их	2	5
171	в результате	3	5
172	борьба с	3	5
173	этом отношении	5	5
174	не является	3	5
175	для того	4	5
176	его и	3	5
177	и более	5	5
178	на протяжении	2	5
179	не с	8	5
180	речи в	3	5
181	о том	11	5
182	оно может	3	5
183	к его	3	5
184	той же	4	5
185	или даже	3	5
186	данный момент	2	5
187	и сам	4	5
188	в противовес	3	5
189	вместе с	6	5
190	к предмету	4	4
191	в другом	4	4
192	что и	5	4
193	в виду	2	4
194	что он	3	4
195	том же	2	4
196	не всегда	4	4
197	однако в	4	4
198	в частности	32	4
199	истории литературы	4	4
200	того что	5	4
201	может иметь	2	4
202	как предмет	4	4
203	речи и	2	4
204	с другом	2	4
205	те же	3	4
206	в чем	2	4
207	тогда когда	3	4
208	не столько	5	4
209	того чтобы	3	4
210	ли он	3	4
211	и во	3	4
212	одно и	2	4
213	одной из	2	4
214	бы ни	2	4
215	его как	3	4
216	дело не	5	4
217	в которой	3	4
218	и слово	2	4
219	и как	6	4
220	если бы	6	4
221	вообще не	2	4
222	с этой	2	4
223	и о	3	4
224	к тому	12	4
225	друг с	2	4
226	в литературе	4	4
227	он может	2	4
228	о себе	2	4
229	из них	2	4
230	из этого	2	4
231	установкой на	3	4
232	отношения к	4	4
233	в себя	8	4
234	как раз	5	4
235	данном случае	3	3
236	в широком	4	3
237	нуждается в	9	3
238	его от	3	3
239	не был	2	3
240	в новом	2	3
241	такого рода	6	3
242	в свое	3	3
243	как это	5	3
244	может и	2	3
245	в такой	2	3
246	на котором	3	3
247	отношением к	2	3
248	тому что	2	3
249	не приходится	2	3
250	только с	2	3
251	широком смысле	2	3
252	говорит и	2	3
253	без другого	2	3
254	не его	2	3
255	и те	2	3
256	между собой	2	3
257	в состав	3	3
258	не предполагает	2	3
259	на все	2	3
260	и до	3	3
261	было бы	4	3
262	того и	5	3
263	в первом	3	3
264	этого слова	10	3
265	и то	4	3
266	как язык	2	3
267	или иного	3	3
268	произведения как	8	3
269	к этому	2	3
270	того или	3	3
271	в сознании	6	3
272	ним и	2	3
273	из этих	2	3
274	в собственном	3	3
275	высказывания и	3	3
276	не все	3	3
277	должно быть	2	3
278	в составе	2	3
279	композиционная форма	2	3
280	отличается от	3	3
281	борьбы с	3	3
282	на него	3	3
283	именно здесь	2	3
284	или иных	3	3
285	во второй	3	3
286	тем что	2	3
287	в связи	2	3
288	сознания в	4	3
289	такой же	3	3
290	смысл и	3	3
291	ни с	5	3
292	внутренней речи	9	3
293	за пределами	3	3
294	тех или	3	3
295	не есть	8	3
296	в этой	12	3
297	потому что	3	3
298	все что	3	3
299	в эту	3	3
300	в диалоге	2	3
301	личности и	3	3
302	в устах	2	3
303	автором и	2	3
304	данного произведения	3	3
305	и тем	4	3
306	мифологическое мышление	2	2
307	на самом	2	2
308	ни о	3	2
309	но мы	2	2
310	диалог в	2	2
311	она может	3	2
312	этого рода	2	2
313	по своей	6	2
314	одному из	2	2
315	и есть	3	2
316	есть не	9	2
317	иметь место	2	2
318	и эти	2	2
319	как он	4	2
320	не остается	2	2
321	это как	2	2
322	так что	3	2
323	и за	3	2
324	тем как	2	2
325	как уже	5	2
326	в один	4	2
327	есть в	4	2
328	а с	3	2
329	то что	11	2
330	х годов	2	2
331	что все	2	2
332	на которую	2	2
333	одного из	4	2
334	только не	6	2
335	произведения в	14	2
336	борьбу с	2	2
337	могли бы	2	2
338	на себе	3	2
339	высказывания в	4	2
340	в сторону	6	2
341	которая в	3	2
342	этой точки	2	2
343	и т.п	13	2
344	и та	2	2
345	в известном	2	2
346	науки о	2	2
347	в сочетании	7	2
348	что не	3	2
349	место в	3	2
350	в ее	2	2
351	лишь при	4	2
352	в драме	2	2
353	случае не	2	2
354	без исключения	2	2
355	в двух	4	2
356	и другими	2	2
357	как от	2	2
358	да и	2	2
359	особого рода	9	2
360	нашего времени	3	2
361	первом случае	2	2
362	известном смысле	2	2
363	то в	2	2
364	то и	2	2
365	независимо от	2	2
366	и что	2	2
367	в равной	4	2
368	бы быть	3	2
369	при таком	2	2
370	из своих	2	2
371	от которого	4	2
372	он был	3	2
373	при изучении	2	2
374	на каждом	2	2
375	в области	4	2
376	мира в	2	2
377	в самостоятельный	2	2
378	как о	2	2
379	ни было	4	2
380	тем не	3	2
381	совершенно не	2	2
382	а именно	3	2
383	и романа	2	2
384	в какой	3	2
385	заключается в	2	2
386	том и	2	2
387	как известно	4	2
388	за ним	2	2
389	нет и	2	2
390	на то	2	2
391	столь же	7	2
392	в котором	5	2
393	из его	2	2
394	не исключают	2	2
395	или иначе	2	2
396	вступает в	4	2
397	приводит к	2	2
398	в начале	3	2
399	слова о	2	2
400	и одновременно	4	2
401	несмотря на	5	2
402	смысл его	3	2
403	и особенно	4	2
404	не просто	2	2
405	на роль	2	2
406	что как	3	2
407	автора или	2	2
408	жизни но	3	2
409	не к	3	2
410	в нашем	3	2
411	однако не	4	2
412	этих случаях	2	2
