N	2gram	Tiupa_Anal	Narrotol
206	говорилось выше	2	5
207	тем более	3	5
208	в равной	2	5
209	бы и	2	5
210	себя в	6	5
211	с ее	3	5
212	и даже	12	5
213	подобно тому	4	5
214	в пределах	5	5
215	не случайно	13	5
216	за пределами	2	5
217	именно в	4	5
218	в своих	3	5
219	в русской	9	5
220	следует признать	3	5
221	из них	4	5
222	тому как	3	5
223	в одном	4	5
224	не было	3	5
225	и того	4	5
226	он сам	2	5
227	и сам	8	5
228	даже в	6	4
229	не о	2	4
230	и ее	3	4
231	в ответ	2	4
232	роль в	5	4
233	а на	2	4
234	по сути	2	4
235	в ходе	3	4
236	по своему	3	4
237	следует подчеркнуть	2	4
238	в них	4	4
239	она не	3	4
240	все его	2	4
241	жизненной позиции	2	4
242	так в	4	4
243	что на	3	4
244	не будет	3	4
245	что касается	5	4
246	классического реализма	2	4
247	о своей	2	4
248	и по	3	4
249	равной степени	2	4
250	что они	3	4
251	в первом	2	4
252	который в	4	4
253	как мы	4	4
254	в основе	2	4
255	но зато	2	4
256	от первого	2	4
257	могла бы	3	4
258	к этому	3	4
259	конечном счете	5	4
260	это было	2	4
261	и адресата	3	4
262	и как	5	4
263	человека в	3	4
264	обратим внимание	2	4
265	то у	2	4
266	в эпизоде	7	4
267	со всеми	2	4
268	ведет к	2	4
269	но они	2	4
270	не с	3	4
271	ли не	5	4
272	для себя	2	4
273	во сне	3	4
274	оно не	2	4
275	истории не	2	4
276	в итоге	4	4
277	по себе	6	4
278	мог бы	3	4
279	несмотря на	2	4
280	всяком случае	6	4
281	по своей	5	4
282	к жизни	5	4
283	во всяком	6	4
284	нового времени	4	4
285	в себя	6	4
286	о которой	2	4
287	текста в	8	4
288	вместе с	3	4
289	еще и	4	3
290	и потому	3	3
291	свою жизнь	4	3
292	идет о	2	3
293	но как	4	3
294	каждый из	2	3
295	с таким	5	3
296	как к	2	3
297	а лишь	2	3
298	в следующем	2	3
299	внутреннего зрения	4	3
300	к ее	2	3
301	к чему	2	3
302	как известно	3	3
303	из уст	2	3
304	и вот	2	3
305	в романе	3	3
306	его не	3	3
307	не знает	2	3
308	а с	2	3
309	одно из	3	3
310	одной из	6	3
311	как уже	4	3
312	в точке	2	3
313	по природе	3	3
314	своей жизни	2	3
315	самим собой	3	3
316	между ними	3	3
317	что не	3	3
318	очевидным образом	4	3
319	все эти	2	3
320	той же	7	3
321	и самого	7	3
322	во время	2	3
323	времени в	3	3
324	следует вести	2	3
325	речь идет	3	3
326	о его	3	3
327	или иного	5	3
328	произведения как	4	3
329	того или	6	3
330	я уже	2	3
331	но это	3	3
332	можно было	2	3
333	текста как	2	3
334	в первой	10	3
335	о своем	4	3
336	дело в	3	3
337	бы быть	2	3
338	только к	2	3
339	что она	3	3
340	дело не	3	3
341	а о	2	3
342	первых двух	2	3
343	во второй	8	3
344	природе своей	4	3
345	лишь в	9	3
346	должен был	2	3
347	в противовес	2	3
348	в культуре	2	3
349	в этих	2	3
350	перед лицом	4	3
351	со своей	8	3
352	не должен	2	3
353	восходит к	4	3
354	ни для	2	3
355	о себе	4	3
356	входит в	4	3
357	ключ к	4	3
358	жизни как	4	3
359	приводит к	5	3
360	могли бы	2	3
361	он и	4	3
362	что мы	2	3
363	только не	3	3
364	с точки	2	3
365	говорит о	3	3
366	и что	2	3
367	говорить о	6	3
368	по его	4	3
369	не следует	5	3
370	на фоне	4	3
371	жизни но	4	3
372	в нарративном	2	3
373	не оказывается	2	3
374	к одному	2	2
375	очевидно что	2	2
376	в действительности	2	2
377	от всего	2	2
378	своего героя	2	2
379	для притчи	2	2
380	художественного высказывания	3	2
381	с той	3	2
382	наконец в	3	2
383	и мире	2	2
384	как показывает	2	2
385	мыслится как	2	2
386	кто говорит	3	2
387	в их	7	2
388	казалось бы	4	2
389	от своего	3	2
390	высказывания как	2	2
391	роль принадлежит	2	2
392	возникает в	2	2
393	значимость и	2	2
394	так что	2	2
395	в момент	3	2
396	на две	3	2
397	и читателя	2	2
398	себе самом	2	2
399	с появлением	2	2
400	в произведении	3	2
401	любви и	2	2
402	указывает на	3	2
403	в контексте	3	2
404	себя не	2	2
405	для читателя	3	2
406	в общем	4	2
407	другое дело	2	2
408	жизнь в	2	2
409	те же	3	2
410	воспринимающего сознания	3	2
411	которая в	2	2
412	например как	2	2
413	могут быть	4	2
414	жизни это	2	2
415	в году	5	2
416	войне и	3	2
417	с нею	2	2
418	персонажа в	3	2
419	не предполагает	2	2
420	кадров внутреннего	3	2
421	мере в	2	2
422	тем или	2	2
423	в сущности	5	2
424	личности в	5	2
425	коммуникативной ситуации	2	2
426	принадлежит к	4	2
427	вовсе не	2	2
428	к миру	2	2
429	если в	3	2
430	только по	2	2
431	дистанция между	3	2
432	церкви и	2	2
433	время в	2	2
434	другой стороны	7	2
435	центрального героя	2	2
436	хотя в	2	2
437	текста на	2	2
438	его как	3	2
439	в составе	2	2
440	который не	2	2
441	мы можем	2	2
442	в войне	3	2
443	о смерти	4	2
444	мысль о	3	2
445	присутствия я	5	2
446	субъекта и	3	2
447	и одновременно	6	2
448	тот кто	2	2
449	из многочисленных	2	2
450	превращается в	3	2
451	все это	5	2
452	художественного целого	9	2
453	тем что	3	2
454	не есть	6	2
455	в особенности	4	2
456	или точнее	2	2
457	как о	3	2
458	одного и	4	2
459	судя по	2	2
460	дискурса в	2	2
461	как говорит	4	2
462	во всех	4	2
463	русской литературе	6	2
464	отношение к	2	2
465	о своих	3	2
466	есть в	2	2
467	и является	3	2
468	автора и	5	2
469	когда он	2	2
470	в мировой	2	2
471	того же	7	2
472	или иначе	5	2
473	повествователя в	2	2
474	вступает в	5	2
475	или иным	2	2
476	к которому	2	2
477	со своим	2	2
478	из которых	2	2
479	таком случае	2	2
480	личности как	2	2
481	не для	2	2
482	более чем	2	2
483	это и	4	2
484	таким же	4	2
485	дело здесь	4	2
486	один и	2	2
487	но с	3	2
488	в организации	3	2
489	этих двух	2	2
490	однако не	2	2
