N	2gram	Vygotskiy_	Psycholo
567	также и	3	4
568	на место	2	4
569	но по	3	4
570	к другому	2	4
571	не по	2	4
572	никак нельзя	2	4
573	означает что	2	4
574	его основе	4	4
575	стороны он	2	4
576	благодаря этому	7	4
577	однако в	2	4
578	понятий и	10	4
579	обстоятельство что	4	4
580	аналогии с	2	4
581	для ребенка	12	4
582	в истории	9	4
583	которую он	2	4
584	могут служить	2	4
585	который в	4	4
586	характер и	2	4
587	значение в	5	4
588	в языке	3	4
589	не на	2	4
590	иметь случай	2	4
591	в речи	4	4
592	как у	2	4
593	или как	2	4
594	обе эти	5	4
595	рассматриваться как	4	4
596	что речь	4	4
597	все еще	2	4
598	для его	2	4
599	это так	2	4
600	и другим	2	4
601	находится в	4	4
602	и того	5	4
603	уже говорили	6	4
604	это же	2	4
605	если только	2	4
606	одним и	5	4
607	с помощью	64	4
608	вывод что	2	4
609	случае в	2	4
610	раньше всего	2	4
611	но для	2	4
612	по отношению	4	4
613	на один	5	4
614	является в	4	4
615	говоря о	2	4
616	что ребенок	17	4
617	принять во	2	4
618	оно становится	2	4
619	может стать	2	4
620	от этих	2	4
621	только потому	2	4
622	в свете	2	4
623	говорили выше	4	4
624	не знаем	2	4
625	к области	2	4
626	здесь не	2	4
627	с ними	3	4
628	в связи	9	4
629	в стороне	2	4
630	от той	2	4
631	все остальные	2	4
632	с которыми	4	4
633	указывая на	2	4
634	как например	2	4
635	с ней	4	4
636	вытекает из	2	4
637	от одного	2	4
638	при всем	2	4
639	что такие	2	4
640	в мире	2	4
641	без которого	2	4
642	что нам	3	4
643	основана на	2	4
644	к совершенно	2	4
645	в корне	2	4
646	мог бы	5	4
647	перед ним	4	4
648	ничего общего	4	4
649	в слове	3	4
650	показали что	9	4
651	наших глазах	2	3
652	которого он	2	3
653	одним из	6	3
654	ни было	2	3
655	для себя	2	3
656	вообще и	2	3
657	же самого	3	3
658	это понятие	2	3
659	друг от	2	3
660	с первого	3	3
661	значение для	4	3
662	общего с	3	3
663	следующим образом	4	3
664	которые должны	2	3
665	этой проблемы	2	3
666	нам думается	2	3
667	мы называем	4	3
668	какой степени	5	3
669	стоящей перед	2	3
670	же не	3	3
671	всем этом	2	3
672	не бывает	2	3
673	всеми остальными	3	3
674	между двумя	3	3
675	по одному	3	3
676	связаны с	4	3
677	от тех	2	3
678	уже и	5	3
679	за этой	2	3
680	средством для	2	3
681	а также	6	3
682	на котором	3	3
683	однако и	2	3
684	бы быть	2	3
685	в наши	2	3
686	которая не	5	3
687	заключенное в	2	3
688	по которым	2	3
689	на первый	5	3
690	речь в	3	3
691	к той	2	3
692	моментов в	3	3
693	заключается только	2	3
694	в детском	5	3
695	говорит не	3	3
696	ни один	5	3
697	от друга	2	3
698	одни и	3	3
699	отношения между	6	3
700	еще в	2	3
701	которой он	2	3
702	выражается в	2	3
703	животных и	5	3
704	он начинает	2	3
705	мы и	4	3
706	бы с	3	3
707	связь и	2	3
708	подходит к	2	3
709	мы имели	7	3
710	то обстоятельство	4	3
711	зрения на	2	3
712	на который	2	3
713	вступает в	3	3
714	такого рода	7	3
715	мы обратимся	4	3
716	является то	7	3
717	выводу что	4	3
718	для построения	2	3
719	слово в	4	3
720	как известно	7	3
721	и характер	2	3
722	психологической природы	3	3
723	что говорит	2	3
724	связано с	2	3
725	не больше	2	3
726	ко всем	2	3
727	при определении	4	3
728	людей с	2	3
729	что каждый	2	3
730	речи и	11	3
731	согласны в	2	3
732	быть может	2	3
733	часто в	2	3
734	их с	3	3
735	мы его	2	3
736	составные части	3	3
737	есть еще	2	3
738	виде как	3	3
739	тем более	2	3
740	равным образом	4	3
741	приходим к	2	3
742	связь между	7	3
743	этом случае	4	3
744	привести к	2	3
745	под этим	3	3
746	мышления и	39	3
747	с другими	3	3
748	ребенка и	20	3
749	в восприятии	3	3
750	бы ни	2	3
751	смысле что	2	3
752	которые могут	3	3
753	это обстоятельство	4	3
754	связана с	3	3
755	не столько	4	3
756	нее в	2	3
757	отношению к	3	3
758	у ребенка	31	3
759	первый план	5	3
760	же мысль	2	3
761	что слова	5	3
762	эти авторы	2	3
763	или иначе	2	3
764	образом как	2	3
765	внимание что	2	3
766	близкое к	2	3
767	что задача	2	3
768	которых каждая	2	3
769	знаем о	4	3
770	много раз	2	3
771	имеем дело	2	3
772	в одинаковой	2	3
773	целого ряда	2	3
774	же и	2	3
775	в исследовании	2	3
776	нельзя не	2	3
777	в форме	2	3
778	в высшей	11	3
779	последнее время	6	3
780	в игре	2	3
781	на основе	29	3
782	от его	2	2
783	этого нового	2	2
784	деле как	2	2
785	лежит не	3	2
786	другими словами	3	2
787	не станем	5	2
788	для человека	2	2
789	в построении	2	2
790	что уже	3	2
791	из авторов	2	2
792	или нет	2	2
793	и процессы	2	2
794	а потом	2	2
795	это явление	2	2
796	чрезвычайно важную	5	2
797	с более	2	2
798	в следующем	4	2
799	на пути	2	2
800	в центр	3	2
801	вещи как	2	2
802	отличаются от	5	2
803	относятся к	4	2
804	представления о	2	2
805	они имеют	3	2
806	в деле	7	2
807	не являются	4	2
808	как уже	8	2
809	на этой	7	2
810	этот метод	2	2
811	это положение	6	2
812	только у	2	2
813	в мышлении	27	2
814	связи со	2	2
815	является для	2	2
816	находит свое	2	2
817	слова то	3	2
818	цели и	2	2
819	для них	3	2
820	тому или	4	2
821	исследования в	2	2
822	показал как	2	2
823	ни малейшего	2	2
824	они действительно	3	2
825	способ мышления	2	2
826	каждом шагу	4	2
827	развития и	2	2
828	первое что	2	2
829	мы склонны	4	2
830	во многих	3	2
831	тех же	2	2
832	как правильно	3	2
833	этого процесса	10	2
834	только к	2	2
835	на каждом	4	2
836	или иному	4	2
837	же мало	3	2
838	эти последние	2	2
839	виде и	2	2
840	связи и	4	2
841	быть так	2	2
842	с несомненностью	5	2
843	с целью	2	2
844	авторы как	2	2
845	вообще не	3	2
846	принято называть	2	2
847	эта форма	3	2
848	своему значению	2	2
849	они указывают	3	2
850	не совпадают	5	2
851	на одной	2	2
852	с понятием	4	2
853	они даны	2	2
854	в общей	2	2
855	на которой	2	2
856	той и	2	2
857	он находит	2	2
858	это тот	2	2
859	же что	2	2
860	видит причину	2	2
861	которые пытаются	2	2
862	все согласны	2	2
863	благодаря чему	2	2
864	именно с	2	2
865	имеем все	2	2
866	самый характер	2	2
867	не хотим	2	2
868	самые различные	2	2
869	эти исследования	3	2
870	употребление слова	3	2
871	в изучении	2	2
872	или иной	3	2
873	бы они	2	2
874	одному и	5	2
875	в ход	5	2
876	показало что	3	2
877	основании что	2	2
878	наталкивается на	2	2
879	с нашей	4	2
880	по своей	12	2
881	и могут	2	2
882	той степени	2	2
883	со словами	2	2
884	понятия и	8	2
885	и т.д	8	2
886	для других	2	2
887	имеет свое	4	2
888	как показывает	4	2
889	в сложном	2	2
890	правильнее сказать	2	2
891	в свое	2	2
892	которым он	2	2
893	у взрослого	3	2
894	направленных на	2	2
895	в пользу	7	2
896	забывая что	2	2
897	которым мы	2	2
898	от нее	4	2
899	является результатом	2	2
900	процесса как	2	2
901	каждой новой	3	2
902	речь и	4	2
903	которого оно	2	2
904	все основания	2	2
905	видим таким	5	2
906	между этими	2	2
907	другие авторы	2	2
908	слов то	2	2
909	смысле и	2	2
910	могут иметь	3	2
911	той или	2	2
912	что каждая	2	2
913	и основной	2	2
914	этот процесс	4	2
915	одном и	3	2
916	как оно	5	2
917	на которые	3	2
918	в начале	5	2
919	мы указывали	3	2
920	бы к	2	2
921	если принять	2	2
922	новые и	2	2
923	и одновременно	3	2
924	все его	2	2
925	не обладает	2	2
926	виде в	4	2
927	вперед по	2	2
928	не означает	2	2
929	нас сейчас	3	2
930	до какой	3	2
931	с целым	3	2
932	одинаковой мере	2	2
933	без этого	2	2
934	этого метода	3	2
935	в сфере	3	2
936	как с	4	2
937	взрослого человека	18	2
938	должны рассматриваться	2	2
939	почти исключительно	2	2
940	речи с	3	2
941	друг друга	7	2
942	говорит сам	2	2
943	бы формулировать	2	2
944	таким же	4	2
945	оно является	3	2
946	из основных	3	2
947	отражение в	2	2
