N	2gram	Vygotskiy_	Morfolog
225	он приводит	4	2
226	случае если	4	2
227	что она	34	2
228	роль в	2	2
229	что именно	3	2
230	заставляет его	3	2
231	в частности	3	2
232	только для	3	2
233	одним из	2	2
234	а вовсе	2	2
235	ничем не	3	2
236	вот как	2	2
237	что ни	3	2
238	в чем	3	2
239	с одной	7	2
240	должна быть	5	2
241	а с	4	2
242	и более	4	2
243	не с	2	2
244	увидим что	11	2
245	и дает	3	2
246	не по	3	2
247	на этот	2	2
248	с тем	14	2
249	вытекает из	2	2
250	без всякой	2	2
251	не так	4	2
252	и этот	6	2
253	не имеет	8	2
254	но так	2	2
255	она не	10	2
256	он может	2	2
257	их в	4	2
258	ни одной	2	2
259	могли бы	6	2
260	но с	2	2
261	что одна	2	2
262	в своих	6	2
263	перейти к	3	2
264	на той	2	2
265	но они	2	2
266	в которых	9	2
267	от других	2	2
268	что до	2	2
269	если он	5	2
270	для нас	14	2
271	в основу	2	2
272	что мы	6	2
273	это можно	2	2
274	что же	3	2
275	точно так	3	2
276	что этот	5	2
277	в одной	2	2
278	всяком случае	6	2
279	как они	2	2
280	совершенно другой	4	2
281	и больше	2	2
282	когда в	4	2
283	увидеть что	7	2
284	то как	4	2
285	что эта	8	2
286	за ней	2	2
287	все это	12	2
288	она в	4	2
289	в основе	5	2
290	у него	6	2
291	как будто	13	2
292	например в	5	2
293	можно сказать	2	2
294	в совершенно	3	2
295	мы получим	4	2
296	это мы	2	2
297	для него	4	2
298	в одном	9	2
299	во всяком	6	2
300	по своему	6	2
301	тем и	2	2
302	того как	4	2
