N	2gram	Vygotskiy_	StatiiOP
397	с именем	4	3
398	как к	6	3
399	или же	2	3
400	слово в	2	3
401	всю свою	2	3
402	вот как	2	3
403	тогда когда	2	3
404	и других	5	3
405	он должен	2	3
406	к своему	2	3
407	а вовсе	2	3
408	и вся	2	3
409	на основании	2	3
410	о котором	5	3
411	как я	2	3
412	на которую	2	3
413	лучшем случае	2	3
414	без всякой	2	3
415	к этим	2	3
416	она не	10	3
417	к этой	3	3
418	может служить	8	3
419	заметить что	2	3
420	и как	10	3
421	из нее	3	3
422	я говорил	2	3
423	не могла	2	3
424	почти не	2	3
425	не то	7	3
426	действительно не	3	3
427	совсем не	3	3
428	здесь не	3	3
429	не будет	2	3
430	что оба	2	3
431	но эта	3	3
432	и самый	2	3
433	представляют собой	3	3
434	что когда	2	3
435	прямом смысле	2	3
436	и ее	4	3
437	эти слова	5	3
438	к его	2	3
439	не сумел	2	3
440	в наше	2	3
441	бы в	3	3
442	все время	36	3
443	то и	3	3
444	и до	4	3
445	в нашей	2	3
446	считает что	2	3
447	а к	2	3
448	в словах	2	3
449	от этого	4	3
450	однако и	3	3
451	больше чем	5	3
452	при таком	4	3
453	который не	7	3
454	к концу	4	3
455	трагедия не	2	3
456	и уже	5	3
457	бы не	5	3
458	наше время	2	3
459	каждого из	4	3
460	бы что	2	3
461	и которые	3	3
462	формы в	2	3
463	в рассказе	9	3
464	во всей	3	3
465	вытекает из	2	3
466	в стих	2	3
467	со всеми	2	3
468	здесь дело	3	3
469	их в	4	3
470	когда он	8	3
471	в свою	6	3
472	у меня	2	3
473	смысл этого	3	3
474	здесь совершенно	4	3
475	представляет собой	3	3
476	что до	2	3
477	но что	3	3
478	это можно	2	3
479	в лучшем	2	3
480	а у	2	3
481	в один	4	3
482	это же	2	3
483	что так	2	3
484	отношения к	3	3
485	не к	5	3
486	что при	5	3
487	отступает от	2	3
488	тем и	2	3
489	наших глазах	2	2
490	это делает	2	2
491	тем самым	4	2
492	в малой	2	2
493	совершенно правильно	2	2
494	из всех	3	2
495	стихи как	2	2
496	его к	2	2
497	для всех	2	2
498	в нее	3	2
499	не имеют	4	2
500	есть только	3	2
501	стихах и	3	2
502	евгении онегине	2	2
503	эти два	4	2
504	без всяких	3	2
505	едва ли	4	2
506	в сборнике	4	2
507	не надо	2	2
508	и вместе	3	2
509	были бы	5	2
510	это имеет	2	2
511	ни одной	2	2
512	от своего	2	2
513	свою очередь	3	2
514	у них	2	2
515	которое он	2	2
516	в европейской	2	2
517	он хочет	3	2
518	показать что	13	2
519	ответом на	4	2
520	ссылается на	6	2
521	всякий раз	6	2
522	мы знаем	3	2
523	по своему	6	2
524	мы видели	7	2
525	даны в	3	2
526	и совершенно	9	2
527	и этот	6	2
528	бы по	2	2
529	нам в	3	2
530	о мире	2	2
531	и она	4	2
532	борьбу с	4	2
533	но только	10	2
534	с и	6	2
535	тем в	3	2
536	он с	2	2
537	от других	2	2
538	между собой	2	2
539	видит в	3	2
540	жизнь и	2	2
541	точно так	3	2
542	с такой	7	2
543	драмы и	2	2
544	уже давно	3	2
545	и когда	8	2
546	то как	4	2
547	с теми	4	2
548	одновременно и	3	2
549	и может	5	2
550	это значит	4	2
551	в обычном	2	2
552	что если	6	2
553	своей задачей	2	2
554	тот же	5	2
555	бы быть	2	2
556	в которую	3	2
557	в одну	2	2
558	событий и	3	2
559	никак не	12	2
560	к которым	7	2
561	когда мы	5	2
562	рассказ о	2	2
563	была в	2	2
564	более и	4	2
565	у всех	4	2
566	время в	5	2
567	не до	2	2
568	так сказать	6	2
569	из этой	2	2
570	и эта	3	2
571	и еще	2	2
572	одной только	2	2
573	по преимуществу	2	2
574	но совершенно	4	2
575	на свете	2	2
576	с ее	5	2
577	дело с	5	2
578	до тех	2	2
579	перед собой	2	2
580	который как	2	2
581	в евгении	2	2
582	на возможность	2	2
583	и той	4	2
584	таком виде	2	2
585	так называемой	4	2
586	и вот	6	2
587	его словам	3	2
588	слова как	3	2
589	для своей	2	2
590	где он	3	2
591	отказаться от	2	2
592	каждый раз	2	2
593	позволяет себе	2	2
594	она стала	2	2
595	только одно	3	2
596	когда речь	2	2
597	остановиться на	3	2
598	надо сказать	4	2
599	следовало бы	2	2
600	что только	3	2
601	он эту	2	2
602	бы это	5	2
603	с историей	2	2
604	он считает	2	2
605	рассказывается в	2	2
606	далеко не	3	2
607	он может	2	2
608	лежащий в	2	2
609	впечатление которое	2	2
610	своей жизни	2	2
611	имеем в	3	2
612	это то	4	2
613	указывает что	2	2
614	отвращение к	3	2
615	те же	2	2
616	доказать что	2	2
617	не могу	3	2
618	как она	8	2
619	роль в	2	2
620	совершенно ясно	19	2
621	смысл его	2	2
622	как не	3	2
623	мы в	4	2
624	чтобы показать	2	2
625	о ее	5	2
626	сам по	2	2
627	характера и	3	2
628	значении которое	2	2
629	именно на	3	2
630	же самое	14	2
631	пор пока	2	2
632	по своим	2	2
633	на все	2	2
