N	2gram	Bakhtin_Pr	KulturaY
378	это отношение	2	2
379	событие и	3	2
380	искусства в	2	2
381	на почве	3	2
382	человек в	2	2
383	и вообще	2	2
384	отношения и	2	2
385	и содержания	3	2
386	и прежде	5	2
387	место и	2	2
388	не можем	2	2
389	что эта	2	2
390	поэтического произведения	3	2
391	во всем	2	2
392	в себя	2	2
393	дано в	3	2
