N	2gram	Bakhtin_sl	TeoriaLi
122	не на	6	4
123	с ее	6	4
124	и сам	4	4
125	без исключения	2	4
126	отношения к	3	4
127	не знает	3	4
128	в слове	11	4
129	хотя и	4	4
130	но он	4	4
131	даже в	4	3
132	и то	2	3
133	перед нами	7	3
134	мышления и	6	3
135	и потому	9	3
136	во всех	25	3
137	из этих	3	3
138	одной стороны	7	3
139	в которой	4	3
140	не все	2	3
141	и для	7	3
142	тем не	2	3
143	и как	3	3
144	роль в	4	3
145	в узком	13	3
146	или в	10	3
147	мира в	2	3
148	свою очередь	3	3
149	в таком	5	3
150	слова как	8	3
151	одним из	5	3
152	с этой	3	3
153	а именно	2	3
154	в романе	64	3
155	между собой	3	3
156	с одной	7	3
157	и др	17	3
158	а с	2	3
159	не с	5	3
160	в контексте	5	3
161	это отношение	2	3
162	столь же	2	3
163	но их	2	3
164	именно в	5	3
165	потому что	2	3
166	с языком	4	3
167	говорит и	2	3
168	прежде всего	14	3
169	и к	9	3
170	на языке	2	3
171	только не	2	3
172	из которого	2	3
173	с точки	11	3
174	а на	3	3
175	все эти	15	3
176	той или	13	3
177	и по	3	3
178	связи с	4	3
179	в связи	2	3
180	таким образом	16	3
181	известной степени	6	3
182	например в	6	3
183	в одном	4	3
184	как раз	3	3
185	вовсе не	16	3
186	в единое	2	3
187	между автором	2	2
188	одно и	3	2
189	только и	3	2
190	но она	2	2
191	не могут	7	2
192	значительной степени	6	2
193	то в	2	2
194	для всех	2	2
195	слова не	5	2
196	так же	2	2
197	сознания в	2	2
198	но как	2	2
199	дело не	2	2
200	человека и	3	2
201	дело в	2	2
202	за пределы	6	2
203	вокруг него	4	2
204	до известной	3	2
205	включает в	3	2
206	это было	2	2
207	как уже	2	2
208	композиционная форма	3	2
209	отличается от	3	2
210	и даже	11	2
211	и здесь	5	2
212	сама по	2	2
213	языка на	3	2
214	жизни в	2	2
215	в значительной	6	2
216	высказывания как	2	2
217	ни было	2	2
218	у нас	2	2
219	к своему	11	2
220	только на	3	2
221	и другие	3	2
222	или напротив	2	2
223	и иных	6	2
224	у него	5	2
225	это может	2	2
226	автора и	6	2
227	известном смысле	2	2
228	в чем	2	2
229	вместе с	3	2
230	в одно	2	2
231	не могло	3	2
232	в какой	2	2
233	на фоне	11	2
234	при всем	3	2
235	на котором	3	2
236	одной из	4	2
237	для понимания	3	2
238	жизни но	2	2
239	к нему	7	2
240	корнями в	2	2
241	тому что	2	2
242	о том	5	2
243	зрения и	4	2
244	высказывания не	2	2
245	могли бы	2	2
246	есть как	3	2
247	в мировой	2	2
248	о себе	2	2
249	если мы	2	2
250	оно не	12	2
251	к чужому	9	2
252	должен быть	3	2
253	роман и	7	2
254	и на	17	2
255	вступает в	2	2
256	на этом	4	2
257	в известном	2	2
258	один из	9	2
259	автором и	3	2
260	в них	11	2
261	в поэзии	4	2
262	по себе	4	2
263	в сочетании	2	2
264	несмотря на	2	2
265	здесь не	6	2
266	на мир	6	2
267	в той	13	2
268	что и	2	2
269	с ними	8	2
270	высказывания и	3	2
271	имеет дело	4	2
272	себя и	2	2
273	данный момент	4	2
274	и особенно	2	2
275	не просто	2	2
276	все это	14	2
277	только о	2	2
278	что они	2	2
279	в первом	3	2
280	в большинстве	16	2
281	случае не	2	2
282	xix века	2	2
283	быть и	6	2
284	в системе	2	2
