N	2gram	Tiupa_Vved	slovoVRo
130	роль в	2	6
131	точку зрения	2	6
132	бы и	4	6
133	а также	12	6
134	что в	6	6
135	в контексте	4	6
136	дело с	4	6
137	в качестве	18	6
138	можно сказать	6	6
139	другой стороны	3	6
140	говорить о	5	6
141	и здесь	2	6
142	стороны и	4	6
143	хотя бы	2	6
144	человек в	4	6
145	в свою	5	6
146	по себе	2	6
147	в одном	5	6
148	мира и	5	6
149	по своим	3	6
150	между тем	3	6
151	не как	2	5
152	героя в	3	5
153	только на	2	5
154	не знает	2	5
155	не менее	4	5
156	отношению к	11	5
157	мы не	6	5
158	и по	3	5
159	должен быть	3	5
160	хотя и	10	5
161	особенно в	3	5
162	или напротив	3	5
163	для этого	2	5
164	в данном	22	5
165	по отношению	11	5
166	с их	2	5
167	в результате	5	5
168	этом отношении	7	5
169	не является	7	5
170	должна быть	3	5
171	и более	5	5
172	на протяжении	2	5
173	не с	4	5
174	они не	3	5
175	о том	7	5
176	к его	5	5
177	той же	3	5
178	уже в	2	5
179	или даже	2	5
180	и сам	2	5
181	в противовес	4	5
182	как его	2	5
183	но он	2	5
184	вместе с	2	5
185	так же	2	4
186	и ее	2	4
187	а на	4	4
188	в другом	2	4
189	что и	6	4
190	в виду	3	4
191	что он	2	4
192	не всегда	2	4
193	однако в	9	4
194	здесь как	2	4
195	свою очередь	5	4
196	в частности	19	4
197	связано с	3	4
198	того что	7	4
199	мы видели	3	4
200	те же	2	4
201	так в	5	4
202	в чем	2	4
203	не столько	5	4
204	с языком	2	4
205	того чтобы	2	4
206	и во	2	4
207	развернута в	2	4
208	но это	4	4
209	дело не	2	4
210	и как	2	4
211	если бы	10	4
212	и о	4	4
213	быть только	2	4
214	к тому	9	4
215	эти слова	2	4
216	в литературе	2	4
217	своего и	2	4
218	с установкой	2	4
219	которая не	2	4
220	и чужого	2	4
221	из него	2	4
222	установкой на	2	4
223	на первый	3	4
224	как раз	5	4
225	данном случае	15	3
226	глубоко и	2	3
227	но она	2	3
228	а лишь	3	3
229	такого рода	23	3
230	как это	2	3
231	в разных	2	3
232	тому что	2	3
233	его с	2	3
234	рассказчика и	3	3
235	между собой	2	3
236	в состав	5	3
237	не предполагает	2	3
238	именно к	2	3
239	было бы	4	3
240	в первом	3	3
241	как для	3	3
242	к этому	3	3
243	в сознании	5	3
244	из этих	5	3
245	как оно	2	3
246	однако и	3	3
247	не все	2	3
248	если она	2	3
249	в составе	3	3
250	на него	3	3
251	тем что	2	3
252	сознания в	4	3
253	жизни в	5	3
254	не могло	2	3
255	рассказ в	4	3
256	ни с	2	3
257	за пределами	3	3
258	не есть	2	3
259	в этой	2	3
260	потому что	7	3
261	все что	3	3
262	целый ряд	2	3
263	и это	2	3
264	и тем	3	3
265	в художественной	2	2
266	на самом	5	2
267	ни о	2	2
268	о которых	2	2
269	слова но	2	2
270	которое может	2	2
271	она может	2	2
272	них как	2	2
273	к себе	2	2
274	образов но	2	2
275	по своей	4	2
276	и внутренне	2	2
277	и у	2	2
278	и есть	2	2
279	слов в	2	2
280	как он	2	2
281	высказывания как	3	2
282	у них	3	2
283	и вся	3	2
284	а его	3	2
285	к различным	3	2
286	есть в	2	2
287	а с	4	2
288	то что	9	2
289	по своему	3	2
290	от этих	2	2
291	одного из	3	2
292	и оно	2	2
293	в едином	3	2
294	к ним	4	2
295	могли бы	3	2
296	этого не	2	2
297	и само	2	2
298	которая в	3	2
299	и т.п	14	2
300	на разных	2	2
301	что не	2	2
302	место в	2	2
303	для них	3	2
304	не один	2	2
305	что они	2	2
306	без исключения	2	2
307	могут служить	3	2
308	да и	3	2
309	нашего времени	2	2
310	то и	2	2
311	к которой	2	2
312	в смысловом	3	2
313	и что	2	2
314	можно было	2	2
315	что она	2	2
316	при таком	2	2
317	же в	3	2
318	автора в	5	2
319	в области	5	2
320	к одному	2	2
321	мира в	8	2
322	об этом	5	2
323	как о	2	2
324	в жизни	7	2
325	тем не	3	2
326	у нас	4	2
327	совершенно не	2	2
328	как у	3	2
329	а именно	3	2
330	в течение	2	2
331	действующих лиц	2	2
332	ни к	3	2
333	но они	3	2
334	мы можем	2	2
335	в какой	4	2
336	не можем	2	2
337	заключается в	2	2
338	с человеком	2	2
339	как известно	2	2
340	слова при	2	2
341	на то	3	2
342	что для	2	2
343	столь же	3	2
344	в котором	11	2
345	в своих	5	2
346	или иначе	2	2
347	в сфере	7	2
348	приводит к	2	2
349	именно эта	2	2
350	в начале	3	2
351	несмотря на	2	2
352	ближе к	3	2
353	и затем	2	2
354	в направлении	2	2
355	не обязательно	2	2
356	не просто	2	2
357	и только	2	2
358	нового времени	5	2
359	персонажей и	2	2
360	не к	4	2
361	в нашем	9	2
362	к своей	2	2
363	однако не	2	2
364	этих случаях	2	2
365	мы и	2	2
366	подчеркнуть что	5	2
