N	2gram	Losev_Prob	Myshleni
132	в чем	5	25
133	можно сказать	10	25
134	мы уже	4	25
135	так что	21	24
136	понятия и	2	24
137	в нем	13	24
138	зависимости от	3	24
139	на этот	4	24
140	в слове	4	24
141	в смысле	2	24
142	как он	2	23
143	друг друга	5	23
144	бы в	3	23
145	ни в	17	23
146	этот вопрос	3	23
147	в известном	3	22
148	во всяком	14	22
149	и мышления	3	22
150	в зависимости	3	22
151	то время	6	22
152	на основании	2	21
153	в истории	4	21
154	все время	2	21
155	и более	6	21
156	в нашем	13	21
157	его в	4	21
158	к этому	2	21
159	и все	13	21
160	ее в	2	21
161	и следовательно	3	21
162	и ее	7	21
163	не имеет	12	21
164	в свете	4	21
165	в котором	3	20
166	в виду	20	20
167	по существу	2	20
168	а в	9	20
169	время как	6	20
170	из них	4	20
171	как раз	11	20
172	в другом	4	20
173	едва ли	8	20
174	не менее	24	20
175	в наших	3	20
176	мы говорили	3	19
177	в данном	14	19
178	с ним	11	19
179	из которых	6	19
180	в той	8	19
181	как на	2	19
182	но если	12	19
183	а с	2	19
184	и по	3	19
185	во всех	4	19
186	мы и	5	19
187	в связи	9	19
188	независимо от	4	19
189	отличие от	3	18
190	во всем	2	18
191	научного понятия	2	18
192	во всей	3	18
193	чем в	2	18
194	всяком случае	8	18
195	но это	13	18
196	в отличие	2	18
197	этом смысле	5	18
198	для этого	9	17
199	к другим	2	17
200	мы находим	8	17
201	сих пор	4	17
202	и для	5	17
203	в своих	2	17
204	в одном	4	17
205	и от	11	17
206	казалось бы	3	17
207	этой точки	2	17
208	то и	9	17
209	и есть	9	17
210	и только	10	17
211	не есть	57	17
212	в этих	6	17
213	их в	2	17
214	тем же	2	17
215	и той	2	17
216	нами в	2	17
217	до сих	4	17
218	языка и	4	16
219	вовсе не	62	16
220	значение в	3	16
221	тому как	2	16
222	одной и	2	16
223	по поводу	3	16
224	и другие	4	16
225	для нас	23	16
226	то в	4	16
227	и даже	21	16
228	в которых	3	16
229	мы имеем	7	16
230	данном случае	12	15
231	тем более	8	15
232	когда он	2	15
233	но как	6	15
234	является в	3	15
235	который мы	2	15
236	значит что	13	15
237	что если	3	15
238	в начале	3	15
239	подобно тому	3	15
240	что при	5	15
241	представить себе	5	15
242	хотя бы	6	15
243	отличается от	8	15
244	вообще не	5	15
245	как она	2	15
246	является не	2	15
247	ничего не	4	15
248	и это	11	15
249	в них	6	15
250	которое мы	5	15
251	и является	6	15
252	друг от	3	14
253	только тогда	2	14
254	и во	5	14
255	что для	4	14
256	что у	3	14
257	учения о	2	14
258	из этого	5	14
259	это значит	12	14
260	это есть	5	14
261	когда мы	24	14
262	в первую	3	14
263	который в	2	14
264	от друга	3	14
265	но что	3	14
266	связанные с	2	14
267	один и	2	14
268	одно и	4	14
269	о чем	4	14
270	говорили выше	2	14
271	об этом	7	14
272	первую очередь	3	14
273	одним из	2	14
274	и здесь	8	14
275	не можем	5	14
276	в понятии	4	13
277	она не	3	13
278	но все	5	13
279	и тот	2	13
280	в меру	2	13
281	в виде	20	13
282	точно так	5	13
283	с ней	5	13
284	как они	4	13
285	слова как	3	13
286	отнюдь не	16	13
287	для всех	3	13
288	стороны и	3	13
289	смысле слова	19	13
290	с другими	6	13
291	но на	2	13
292	были бы	5	12
293	и потому	13	12
294	в ее	6	12
295	никак не	13	12
296	тем не	23	12
297	но только	10	12
298	входит в	3	12
299	первый план	3	12
300	даже в	2	12
301	с которыми	2	12
302	это и	11	12
303	что слово	3	12
304	в самых	3	12
305	несмотря на	4	12
306	в ней	12	12
307	которые мы	5	12
308	от его	4	12
309	только к	4	12
310	с их	2	12
311	еще более	3	12
312	на первый	6	12
313	ясно что	11	12
314	которых мы	2	12
315	только на	6	12
316	к нему	3	12
317	за пределы	6	12
318	и между	2	12
319	на самом	13	11
320	в каком	9	11
321	в конце	7	11
322	а только	9	11
323	действия и	2	11
324	что понятие	4	11
325	с собой	6	11
326	мы будем	3	11
327	есть не	13	11
328	и при	2	11
329	на котором	2	11
330	на том	3	11
331	они являются	2	11
332	в других	2	11
333	в пределах	3	11
334	с ее	5	11
335	научное понятие	2	11
336	гораздо более	6	11
337	что на	2	11
338	не могли	2	11
339	и наконец	2	11
340	нас в	5	11
341	или менее	2	11
342	он в	3	11
343	не столько	2	11
344	по типу	2	11
345	ничего общего	7	11
346	есть в	6	11
347	отношения к	3	11
348	что является	2	10
349	здесь мы	5	10
350	относится к	4	10
351	с той	5	10
352	у нас	17	10
353	что такое	4	10
354	если не	7	10
355	о которых	3	10
356	или иной	20	10
357	что его	3	10
358	но для	3	10
359	указывает на	13	10
360	в нашей	4	10
361	внимание на	2	10
362	и у	2	10
363	связаны между	2	10
364	и может	4	10
365	но этот	2	10
366	и значение	3	10
367	учение о	3	10
368	чем он	2	10
369	что именно	3	10
370	такого рода	14	9
371	и поэтому	3	9
372	само по	5	9
373	также и	22	9
374	на отдельные	3	9
375	он может	2	9
376	мы говорим	8	9
377	но эта	4	9
378	к этой	2	9
379	развитии и	2	9
380	этого понятия	2	9
381	хотя и	9	9
382	и он	3	9
383	как оно	3	9
384	сама по	11	9
385	совершенно не	7	9
386	мы в	6	9
387	как только	3	9
388	и притом	7	9
389	в тех	3	9
390	оно есть	2	9
391	не то	2	9
392	более или	2	9
393	по одному	2	9
394	путь от	2	9
395	в самой	4	9
396	но с	2	9
397	иначе чем	2	9
398	и до	3	9
399	той или	22	9
400	что же	9	9
401	говорить о	7	9
402	или в	7	9
403	нисколько не	2	8
404	уже по	2	8
405	действительности и	2	8
406	что не	4	8
407	к проблеме	2	8
408	которая не	3	8
409	в заключение	5	8
410	во время	3	8
411	себе и	4	8
412	еще на	2	8
413	этот путь	2	8
414	понятия но	3	8
415	дело с	3	8
416	мы его	2	8
417	почти всегда	4	8
418	поэтому в	2	8
419	это понятие	3	8
420	не являются	4	8
421	не на	2	8
422	уже и	2	8
423	все равно	6	8
424	в известной	3	8
425	от нее	2	8
426	сам по	11	8
427	во внимание	2	8
428	том как	4	8
429	только и	9	8
430	образом в	2	8
431	от понятия	3	8
432	только то	4	8
433	к другой	3	8
434	и тогда	3	8
435	связан с	2	8
436	чем мы	2	8
437	при помощи	13	7
438	не имеют	4	7
439	у них	2	7
440	и непосредственно	3	7
441	здесь в	3	7
442	с ними	2	7
443	а также	6	7
444	находятся в	5	7
445	именно потому	3	7
446	образом и	2	7
447	понятие о	2	7
448	том виде	4	7
449	в разных	4	7
450	с теми	2	7
451	же в	6	7
452	имеет в	2	7
453	это в	2	7
454	всех этих	6	7
455	и особенно	3	7
456	не существует	6	7
457	речи или	2	7
458	он сам	7	7
459	в таком	11	7
460	и сам	6	7
461	с первого	3	7
462	общего с	3	7
463	имеет свою	3	7
464	отличаются от	2	7
465	до того	2	7
466	содержит в	13	7
467	сознания и	2	7
468	в значительной	2	7
469	на него	3	7
470	за ним	2	7
471	но они	4	7
472	с понятием	4	7
473	без всякого	8	7
474	ничем не	2	7
475	случае не	7	7
476	говорили что	3	7
477	ничего кроме	2	7
478	выражается в	3	7
479	само собой	3	6
480	бы мы	2	6
481	что здесь	5	6
482	такое что	3	6
483	значение и	7	6
484	и вообще	20	6
485	это было	4	6
486	что иное	6	6
487	и понятие	4	6
488	для его	4	6
489	как таковой	2	6
490	понятия с	2	6
491	это же	4	6
492	находим в	3	6
493	которой она	3	6
494	том смысле	4	6
495	происходит в	3	6
496	наше исследование	2	6
497	на ее	2	6
498	и больше	4	6
499	и самый	3	6
500	типа и	2	6
501	бы и	7	6
502	или даже	6	6
503	могло бы	3	6
504	смысле что	4	6
505	нечто такое	2	6
506	уже не	12	6
507	указывают на	2	6
508	еще и	10	6
509	иное как	6	6
510	оказывается не	2	6
511	в природе	2	6
512	дело в	6	6
513	ни на	5	6
514	в условиях	7	6
515	и о	8	6
516	тот момент	2	6
517	от одной	2	6
518	которого мы	2	6
519	раз и	6	6
520	структуры и	5	6
521	что их	2	6
522	а это	6	6
523	значение этого	2	6
524	себе в	5	6
525	только потому	3	6
526	и там	2	6
527	он как	2	6
528	не говорит	2	6
529	к ней	2	6
530	не что	6	6
531	сейчас в	2	6
532	имеем дело	2	6
533	от него	2	5
534	то мы	3	5
535	слова но	3	5
536	к самому	3	5
537	своей собственной	3	5
538	исторического развития	2	5
539	и состоит	2	5
540	бы он	2	5
541	первого взгляда	3	5
542	и весь	2	5
543	все они	5	5
544	всей его	2	5
545	знаком и	4	5
546	может рассматриваться	2	5
547	без этого	3	5
548	это так	2	5
549	о которой	2	5
550	бы для	2	5
551	между знаком	2	5
552	есть только	5	5
553	эти два	2	5
554	общего и	8	5
555	заключается только	2	5
556	на действительность	3	5
557	мы только	4	5
558	в него	2	5
559	в контексте	3	5
560	только с	5	5
561	для них	4	5
562	содержания и	3	5
563	эти слова	2	5
564	что каждая	2	5
565	себя в	4	5
566	ее на	2	5
567	бы к	3	5
568	он является	5	5
569	сами по	8	5
570	есть прежде	3	5
571	заметить что	2	5
572	возможны только	2	5
573	представляется в	2	5
574	другими словами	9	5
575	оказывается что	2	5
576	но даже	7	5
577	конце концов	4	5
578	быть в	2	5
579	может иметь	4	5
580	мы назвали	2	5
581	того и	2	5
582	если я	3	5
583	никто не	5	5
584	каждой из	2	5
585	указание на	2	5
586	ничего другого	2	5
587	есть нечто	22	5
588	к понятию	2	5
589	их с	2	5
590	когда в	4	5
591	на более	2	5
592	гораздо больше	2	5
593	вернуться к	2	5
594	это значение	2	5
595	по мнению	2	5
596	дело не	4	5
597	самого себя	4	5
598	рассматривать как	2	5
599	действительности но	3	5
600	новых и	2	5
601	свою собственную	3	5
602	на первом	2	5
603	действительность в	2	5
604	только как	3	5
605	не просто	36	5
606	кроме того	5	5
607	однако не	4	5
608	все те	2	5
609	образов и	4	4
610	а потом	2	4
611	а как	2	4
612	просто как	2	4
613	понятие не	2	4
614	только при	10	4
615	однако в	3	4
616	нельзя сказать	3	4
617	со всем	2	4
618	от тех	3	4
619	этот раз	3	4
620	если только	3	4
621	чистом виде	3	4
622	чем оно	2	4
623	если оно	3	4
624	идет речь	4	4
625	виде и	3	4
626	зрения на	2	4
627	из него	2	4
628	и после	2	4
629	к одной	2	4
630	и если	11	4
631	как таковое	2	4
632	в одно	4	4
633	его не	2	4
634	одновременно и	4	4
635	само понятие	2	4
636	нам не	2	4
637	без которых	3	4
638	можно ли	8	4
639	совсем не	4	4
640	виде как	4	4
641	когда она	2	4
642	и когда	4	4
643	бы то	5	4
644	есть то	5	4
645	может существовать	3	4
646	но ведь	2	4
647	нам в	2	4
648	она в	2	4
649	ни было	5	4
650	когда это	2	4
651	должны сказать	8	4
652	высшего типа	2	4
653	не к	2	4
654	деле если	2	4
655	все дело	2	4
656	и сама	4	4
657	она может	2	4
658	для нее	2	4
659	как о	6	4
660	а именно	12	4
661	сейчас мы	3	4
662	не содержат	2	4
663	не требует	2	4
664	формы и	3	4
665	понятия то	2	4
666	более общее	2	4
667	мы начинаем	4	4
668	того или	8	4
669	что вся	2	4
670	однако и	2	4
671	или как	4	4
672	в целях	6	4
673	и самым	2	4
674	то он	3	4
675	из отдельных	3	4
676	есть и	2	4
677	иное чем	3	4
678	которыми мы	2	4
679	понятие есть	4	4
680	и могут	2	4
681	этом мы	3	4
682	как будто	11	4
683	и своего	2	4
684	заставляет нас	3	4
685	в очень	2	4
686	во все	3	4
687	если даже	2	4
688	за счет	2	4
689	мы действительно	3	4
690	иным как	2	4
691	и вся	2	4
692	нас не	6	4
693	может ли	2	4
694	с полным	4	4
695	или по	6	4
696	была бы	2	4
697	с которой	2	4
698	здесь не	11	4
699	его только	2	4
700	жизни и	7	4
701	о его	3	4
702	которая является	2	4
703	всего этого	2	4
704	то это	13	4
705	ничто не	2	4
706	этот предмет	2	4
707	здесь и	4	4
708	не было	6	4
709	конечно не	3	4
710	и сами	3	4
711	чем же	7	4
712	а и	2	3
713	с чем	3	3
714	скажем что	2	3
715	у человека	2	3
716	настоящей работы	2	3
717	как же	3	3
718	в ту	2	3
719	оно возникает	2	3
720	говорим о	5	3
721	она есть	2	3
722	ряд отдельных	2	3
723	предметов с	2	3
724	значительной мере	2	3
725	чем иным	2	3
726	она уже	3	3
727	ту или	3	3
728	целое и	4	3
729	бы быть	5	3
730	при таком	2	3
731	и часто	2	3
732	та или	4	3
733	она является	3	3
734	тех или	10	3
735	из себя	5	3
736	в настоящем	3	3
737	поскольку она	2	3
738	предмета на	2	3
739	но к	2	3
740	в языке	4	3
741	нам представляется	4	3
742	я могу	3	3
743	представлять себе	2	3
744	отражение действительности	6	3
745	и независимо	2	3
746	в отдельности	2	3
747	структуры а	2	3
748	и всей	2	3
749	свое значение	3	3
750	и можно	3	3
751	мере не	2	3
752	же это	2	3
753	а к	2	3
754	и еще	2	3
755	сразу и	3	3
756	знака или	2	3
757	самое время	10	3
758	как нечто	9	3
759	действительности мы	3	3
760	но уже	4	3
761	в порядке	3	3
762	на одно	2	3
763	о функции	2	3
764	даже если	4	3
765	он и	3	3
766	новое и	3	3
767	это является	3	3
768	же типа	2	3
769	и без	9	3
770	о структуре	2	3
771	предмета к	2	3
772	и всегда	2	3
773	теми или	3	3
774	действительность не	2	3
775	всех других	2	3
776	что даже	6	3
777	от всякого	3	3
778	не так	8	3
779	и этот	3	3
780	без всякой	3	3
781	с большим	2	3
782	же не	2	3
783	имеет никакого	3	3
784	вообще как	2	3
785	именно к	3	3
786	является только	8	3
787	видели выше	2	3
788	нас и	2	3
789	в новое	3	3
790	в любом	3	3
791	не стоит	2	3
792	что из	2	3
793	или иных	7	3
794	имеем в	4	3
795	не чем	2	3
796	не знаем	2	3
797	данное слово	5	3
798	подобного рода	13	3
799	и хотя	3	3
800	если же	4	3
801	и именно	2	3
802	многих других	2	3
803	абстрактного понятия	3	3
804	для меня	4	3
805	о чем-то	4	3
806	сказать так	2	3
807	в настоящее	4	3
808	его от	3	3
809	и будет	2	3
810	самым мы	2	3
811	о нем	2	3
812	друга и	2	3
813	настоящее время	4	3
814	этого термина	6	3
815	или иная	4	3
816	которое имеет	3	3
817	нам кажется	2	3
818	да и	9	3
819	себя но	2	3
820	или иного	5	3
821	то ни	7	3
822	при наличии	2	3
823	остается только	2	3
824	является чем-то	4	3
825	но также	2	3
826	являются в	2	3
827	бы не	2	3
828	бы даже	3	3
829	но именно	4	3
830	или иначе	2	3
831	так чтобы	2	3
832	то его	2	3
833	к их	2	3
834	самые разнообразные	2	3
835	что всякий	14	3
836	только о	3	3
837	смысле она	2	2
838	состоит из	6	2
839	а во	2	2
840	для чего	3	2
841	и закон	3	2
842	никак нельзя	4	2
843	на которую	3	2
844	не мешает	5	2
845	ни одна	2	2
846	например как	2	2
847	будет иметь	2	2
848	структура и	4	2
849	вот это	2	2
850	него с	2	2
851	переходит в	2	2
852	для ее	3	2
853	и самого	2	2
854	действительность но	2	2
855	что чем	2	2
856	в математике	4	2
857	для самого	2	2
858	вообще говоря	2	2
859	мертвые души	2	2
860	в языкознании	2	2
861	сама же	4	2
862	самом же	7	2
863	не имели	2	2
864	так то	2	2
865	мы сейчас	4	2
866	себе не	2	2
867	ни к	3	2
868	или другой	6	2
869	мертвых душ	2	2
870	отвлеченных понятий	2	2
871	определенного рода	7	2
872	не тем	2	2
873	только одной	2	2
874	часто бывает	3	2
875	ряд и	3	2
876	это можно	2	2
877	действительность и	4	2
878	хотя это	2	2
879	будет в	2	2
880	это вполне	2	2
881	не указывает	4	2
882	просто в	2	2
883	в таких	3	2
884	оно и	2	2
885	и почти	2	2
886	слова а	2	2
887	что всякая	2	2
888	и слишком	3	2
889	вплоть до	3	2
890	же есть	2	2
891	доходит до	2	2
892	однако мы	2	2
893	относится и	3	2
894	и представить	2	2
895	отличное от	2	2
896	если эта	2	2
897	и максимально	2	2
898	на свою	2	2
899	таком понимании	2	2
900	а то	4	2
901	от нас	3	2
902	даже при	2	2
903	существуют в	2	2
904	значение но	2	2
905	из трех	2	2
906	другими предметами	2	2
907	это будет	7	2
908	которое в	3	2
909	синего цвета	2	2
910	что звук	2	2
911	вещи и	9	2
912	с нею	2	2
913	том или	6	2
914	анализа не	2	2
915	мы сказали	2	2
916	тем больше	3	2
917	исключительно в	2	2
918	для тех	2	2
919	каждая вещь	2	2
920	особенно в	2	2
921	для каждого	2	2
922	явлений и	3	2
923	даже самое	2	2
924	мы ни	4	2
925	представлений о	2	2
926	независимая от	2	2
927	и действительно	2	2
928	данного слова	4	2
929	уже во	2	2
930	перестает быть	3	2
931	вещь не	2	2
932	ли можно	2	2
933	являются только	4	2
934	есть такая	2	2
935	воздействовать на	3	2
936	художественное произведение	9	2
937	тот или	4	2
938	значение может	2	2
939	который может	2	2
940	который является	2	2
941	виде все	2	2
942	однако это	6	2
943	себе как	4	2
944	столько же	2	2
945	в чистом	4	2
946	по определенному	4	2
947	отражает действительность	3	2
948	возможных для	2	2
949	мы скажем	4	2
950	всякого научного	2	2
951	от всего	3	2
952	поэтому если	2	2
953	тогда это	3	2
954	есть тот	2	2
955	только тем	2	2
956	и она	2	2
957	не будет	3	2
958	иной мере	3	2
959	имеет для	2	2
960	иметь в	2	2
961	в поисках	2	2
962	но вот	4	2
963	прав в	2	2
964	и т	20	2
965	и понятия	2	2
966	имели в	2	2
967	дает нам	2	2
968	можно только	3	2
969	какой бы	2	2
970	себе а	3	2
971	его как	3	2
972	с самим	4	2
973	есть закон	2	2
974	же о	4	2
975	что такая	2	2
976	оно всегда	3	2
977	систему отношений	2	2
978	этим мы	2	2
979	выходит за	2	2
980	или иную	3	2
981	или другого	3	2
982	это общее	2	2
983	же самим	5	2
984	своим собственным	4	2
985	с самой	4	2
986	он только	2	2
987	на свете	2	2
988	ряд с	2	2
989	другом случае	2	2
990	являются не	2	2
991	те или	9	2
992	даже не	3	2
993	структуры но	2	2
994	здесь на	2	2
995	отличаются друг	2	2
996	и очень	6	2
997	от всякой	3	2
998	о понятии	2	2
999	котором он	2	2
1000	нет ничего	6	2
1001	бы она	2	2
1002	мы выше	4	2
1003	которых она	2	2
1004	себе представить	2	2
1005	но она	2	2
1006	там и	4	2
1007	в человеческом	2	2
1008	которая так	2	2
1009	необходимо чтобы	2	2
1010	не нужно	2	2
1011	структуру и	2	2
1012	одном случае	4	2
1013	от самого	2	2
1014	выступают в	2	2
1015	мы возьмем	5	2
1016	понятие которое	2	2
1017	на нем	3	2
1018	время и	2	2
1019	же именно	2	2
1020	жизни а	4	2
1021	же деле	7	2
1022	но когда	3	2
1023	к какому	2	2
1024	нашего анализа	2	2
1025	в общую	2	2
1026	же и	7	2
1027	и значит	3	2
