N	2gram	Tiupa_Vved	Analitik
127	со своей	4	10
128	здесь не	2	10
129	в своем	9	9
130	того что	7	9
131	не столько	5	9
132	одной стороны	9	9
133	свою очередь	5	9
134	имеет место	6	9
135	по поводу	5	9
136	другой стороны	3	9
137	во всех	2	9
138	в результате	5	9
139	что касается	5	9
140	на фоне	3	9
141	том чтобы	2	9
142	тому как	3	9
143	присутствия в	7	9
144	и того	3	9
145	говорить о	5	9
146	таким образом	6	9
147	вместе с	2	9
148	перед нами	13	8
149	о чем	4	8
150	роль в	2	8
151	в ходе	3	8
152	не всегда	2	8
153	что он	2	8
154	дело с	4	8
155	и все	8	8
156	в контексте	4	8
157	коммуникативное событие	10	8
158	одного из	3	8
159	воспринимающего сознания	2	8
160	этом отношении	7	8
161	хотя и	10	8
162	в основе	6	8
163	между двумя	5	8
164	нашего времени	2	8
165	дело не	2	8
166	если бы	10	8
167	не является	7	8
168	времени и	7	8
169	как известно	2	8
170	он и	2	8
171	с ним	3	8
172	во времени	2	7
173	вплоть до	2	7
174	в литературе	2	7
175	картины мира	12	7
176	в другом	2	7
177	в соответствии	8	7
178	и тем	3	7
179	от себя	2	7
180	в году	2	7
181	по природе	2	7
182	место в	2	7
183	являет собой	5	7
184	на его	2	7
185	все это	3	7
186	который в	5	7
187	во всяком	3	7
188	одна из	5	7
189	несмотря на	2	7
190	как будто	6	7
191	природе своей	2	7
192	героя и	5	7
193	и для	8	7
194	у него	8	7
195	или иначе	2	7
196	и т.д	6	7
197	приводит к	2	7
198	в одном	5	7
199	однако не	2	7
200	всяком случае	3	7
201	внимание на	4	7
202	как мы	5	7
203	времени в	3	7
204	в таком	2	7
205	в финале	4	7
206	в нашем	9	7
207	не мог	2	7
208	если в	3	6
209	что не	2	6
210	в силу	2	6
211	ли не	2	6
212	должен быть	3	6
213	от своего	2	6
214	не знает	2	6
215	мере в	2	6
216	те же	2	6
217	в нем	9	6
218	что на	4	6
219	ответ на	2	6
220	очевидным образом	2	6
221	тем более	3	6
222	или в	3	6
223	при всей	3	6
224	хотя бы	2	6
225	могла бы	3	6
226	в сознании	5	6
227	текста с	2	6
228	из этих	5	6
229	с самим	2	6
230	же в	3	6
231	художественного высказывания	2	6
232	тем не	3	6
233	вследствие этого	5	6
234	и более	5	6
235	есть в	2	6
236	восходит к	2	6
237	ключ к	2	6
238	уже в	2	6
239	соответствии с	8	6
240	не о	2	5
241	и потому	2	5
242	не как	2	5
243	встречи с	4	5
244	входит в	2	5
245	жизни в	5	5
246	для себя	2	5
247	совершенно не	2	5
248	на смену	2	5
249	самом деле	6	5
250	в романе	6	5
251	в аспекте	3	5
252	а с	4	5
253	может служить	4	5
254	которая в	3	5
255	во втором	4	5
256	картина мира	17	5
257	в состав	5	5
258	в них	4	5
259	речь идет	3	5
260	исходя из	4	5
261	и по	3	5
262	в заключительной	2	5
263	мы не	6	5
264	в первом	3	5
265	без исключения	2	5
266	принадлежит к	3	5
267	и здесь	2	5
268	да и	3	5
269	к его	5	5
270	с их	2	5
271	к этому	3	5
272	по выражению	3	5
273	и он	4	5
274	с ее	3	5
275	и адресата	6	5
276	мысль о	2	5
277	и смерти	2	5
278	мира в	8	5
279	в особенности	3	5
280	как о	2	5
281	в культуре	2	5
282	в этих	5	5
283	этого персонажа	2	5
284	ведет к	2	5
285	это всегда	2	5
286	тем что	2	5
287	еще и	2	5
288	ни с	2	5
289	за пределами	3	5
290	в котором	11	5
291	в слове	4	5
292	все что	3	5
293	будто бы	3	5
294	и соответственно	4	5
295	еще в	3	5
296	в итоге	4	5
297	что мы	2	5
298	к жизни	2	5
299	этом ряду	2	5
300	нового времени	5	5
301	в противовес	4	5
302	все они	2	4
303	или точнее	2	4
304	и ее	2	4
305	в ответ	2	4
306	в области	5	4
307	вслед за	3	4
308	отношение к	5	4
309	одним из	5	4
310	оказывается в	3	4
311	как он	2	4
312	как у	3	4
313	а именно	3	4
314	только на	2	4
315	и о	4	4
316	к нему	2	4
317	указывает на	2	4
318	и что	2	4
319	потому что	7	4
320	свидетельствует о	5	4
321	ему в	2	4
322	из трех	2	4
323	так в	5	4
324	в чем	2	4
325	по воле	2	4
326	персонажа в	3	4
327	не предполагает	2	4
328	что же	6	4
329	с ними	2	4
330	того чтобы	2	4
331	и во	2	4
332	по мысли	5	4
333	различного рода	3	4
334	но о	2	4
335	бы и	4	4
336	и от	3	4
337	по своему	3	4
338	значительной степени	2	4
339	но при	7	4
340	обратиться к	2	4
341	в фаталисте	2	4
342	но это	4	4
343	однако и	3	4
344	не все	2	4
345	и представляет	4	4
346	что она	2	4
347	бы в	4	4
348	в составе	3	4
349	представляют собой	3	4
350	об этом	5	4
351	на него	3	4
352	не сводится	7	4
353	человека в	2	4
354	сознания в	4	4
355	в значительной	2	4
356	нашем случае	3	4
357	чем и	2	4
358	не должен	2	4
359	строго говоря	2	4
360	в своих	5	4
361	жизни как	2	4
362	могли бы	3	4
363	самого рассказывания	3	4
364	не было	5	4
365	или напротив	3	4
366	или даже	2	4
367	бы не	3	4
368	и есть	2	4
369	основе своей	2	4
370	встрече с	3	4
371	на основе	2	4
372	на самом	5	3
373	очевидно что	2	3
374	ни о	2	3
375	человеческой жизни	4	3
376	идет о	3	3
377	повествования и	4	3
378	о жизни	2	3
379	она может	2	3
380	здесь как	2	3
381	случае это	4	3
382	в обоих	3	3
383	первых двух	3	3
384	в ряду	2	3
385	в виду	3	3
386	к ее	3	3
387	тут же	3	3
388	героя в	3	3
389	к своему	2	3
390	встреча с	2	3
391	претендует на	2	3
392	при таком	2	3
393	и составляет	3	3
394	говорилось выше	2	3
395	другого сознания	3	3
396	в наиболее	3	3
397	в точке	4	3
398	мы узнаем	2	3
399	мира и	5	3
400	в ней	5	3
401	по этой	2	3
402	войне и	2	3
403	между собой	2	3
404	классического реализма	2	3
405	по бахтину	2	3
406	художественного письма	9	3
407	заключается в	2	3
408	связи с	2	3
409	что они	2	3
410	во время	3	3
411	коммуникативной ситуации	3	3
412	для этого	2	3
413	никак не	2	3
414	например в	2	3
415	тех же	2	3
416	дистанция между	2	3
417	так сказать	2	3
418	этой причине	2	3
419	можно было	2	3
420	хотя в	2	3
421	до этого	2	3
422	о котором	5	3
423	в центре	4	3
424	в войне	2	3
425	и наконец	2	3
426	в речи	3	3
427	в жизни	7	3
428	обратим внимание	3	3
429	возникает в	2	3
430	в рассказе	15	3
431	ни к	3	3
432	в какой	4	3
433	и внутренне	2	3
434	на этот	2	3
435	то он	2	3
436	они не	3	3
437	также и	6	3
438	а то	2	3
439	что у	4	3
440	на то	3	3
441	человек в	4	3
442	вулича к	2	3
443	установкой на	2	3
444	оно не	2	3
445	и с	2	3
446	следует признать	6	3
447	противном случае	2	3
448	персонажей в	4	3
449	мог бы	2	3
450	а для	2	3
451	в категориях	2	3
452	раз и	2	3
453	жизни и	8	3
454	в противном	2	3
455	пока еще	6	3
456	данного дискурса	2	3
457	слова в	3	3
458	же самое	2	3
459	быть не	4	3
460	всякий раз	2	3
461	не к	4	3
462	но он	2	3
463	этих случаях	2	3
464	с легкой	2	2
465	первый взгляд	3	2
466	к одному	2	2
467	начиная с	3	2
468	мира не	2	2
469	о которых	2	2
470	могло бы	4	2
471	следует отнести	2	2
472	так же	2	2
473	той мере	2	2
474	для нас	4	2
475	в одной	2	2
476	внимание к	2	2
477	дискурс в	2	2
478	такова что	3	2
479	бы мы	2	2
480	к себе	2	2
481	означало бы	2	2
482	и мире	2	2
483	к которому	2	2
484	сюжета в	2	2
485	а лишь	3	2
486	ее и	2	2
487	по сути	5	2
488	это только	3	2
489	высказывания как	3	2
490	своей жизни	3	2
491	или менее	2	2
492	же касается	2	2
493	легкой руки	2	2
494	в разных	2	2
495	вследствие этой	2	2
496	так например	2	2
497	с появлением	2	2
498	от них	2	2
499	любви и	2	2
500	повествования в	5	2
501	следует подчеркнуть	5	2
502	тот кто	2	2
503	картине мира	5	2
504	но одновременно	2	2
505	тому что	2	2
506	лев толстой	2	2
507	а только	3	2
508	более или	2	2
509	теперь уже	2	2
510	отсылает к	2	2
511	в изложении	3	2
512	произведение в	2	2
513	надо полагать	2	2
514	тому или	2	2
515	с языком	2	2
516	восприятия в	2	2
517	о событии	2	2
518	это своего	3	2
519	и др	2	2
520	столько в	2	2
521	от текста	3	2
522	это особый	2	2
523	своей природе	2	2
524	здесь мы	2	2
525	единиц текста	2	2
526	из четырех	3	2
527	композиционных форм	2	2
528	своего текста	2	2
529	для обозначения	2	2
530	начало и	2	2
531	событие самого	2	2
532	событий и	2	2
533	что это	2	2
534	или не	3	2
535	в кадры	3	2
536	которая состоит	2	2
537	в молчание	2	2
538	то и	2	2
539	в художественной	2	2
540	нет ничего	2	2
541	из рассмотренных	2	2
542	жизненного поведения	2	2
543	а на	4	2
544	появляется в	2	2
545	не обязательно	2	2
546	мы можем	2	2
547	автора в	5	2
548	дискурса как	2	2
549	и действия	2	2
550	или иному	2	2
551	на первый	3	2
552	было не	2	2
553	и вот	3	2
554	должен был	2	2
555	судя по	3	2
556	у нас	4	2
557	все равно	2	2
558	не по	4	2
559	в течение	2	2
560	коммуникативном событии	2	2
561	обратимся к	2	2
562	правило не	2	2
563	но они	3	2
564	мертвых душ	4	2
565	на протяжении	2	2
566	не имеет	3	2
567	всей своей	4	2
568	по обыкновению	2	2
569	частности в	2	2
570	в финальной	2	2
571	стало быть	10	2
572	их в	3	2
573	к ним	4	2
574	зависит от	3	2
575	не вполне	4	2
576	еще более	2	2
577	и мира	5	2
578	жизни не	2	2
579	истории в	6	2
580	национального языка	2	2
581	значения и	2	2
582	было и	2	2
583	не можем	2	2
584	не могу	2	2
585	ближе к	3	2
586	к читателю	2	2
587	рассуждение о	2	2
588	мы и	2	2
589	не просто	2	2
590	и только	2	2
591	и сами	2	2
592	как его	2	2
593	с позиции	5	2
594	о которой	4	2
595	в предыдущих	3	2
596	в нарративном	2	2
597	его собственной	2	2
598	в речь	2	2
