N	2gram	Tiupa_Narr	VeschiIm
154	как она	2	5
155	тому как	4	5
156	быть не	3	5
157	если же	2	5
158	о них	5	4
159	так же	2	4
160	и сама	2	4
161	том как	3	4
162	она может	2	4
163	и притом	3	4
164	к себе	11	4
165	в силу	5	4
166	в конце	4	4
167	отношение к	2	4
168	и у	4	4
169	что именно	2	4
170	сам себя	2	4
171	так и	12	4
172	в этой	8	4
173	более или	2	4
174	того чтобы	7	4
175	в качестве	27	4
176	не было	3	4
177	во всяком	2	4
178	когда она	2	4
179	с ними	5	4
180	и от	3	4
181	то в	4	4
182	дело не	3	4
183	и еще	2	4
184	к ней	3	4
185	мы можем	2	4
186	на него	4	4
187	в особенности	2	4
188	и вот	2	4
189	по своей	3	4
190	его и	2	4
191	и о	4	4
192	и более	2	4
193	в котором	3	4
194	не существует	3	4
195	или менее	2	4
196	сводится к	10	4
197	говорит о	3	4
198	же время	7	4
199	он не	8	4
200	и сам	4	4
201	о которой	3	4
202	однако не	2	4
203	от его	2	3
204	перед нами	9	3
205	но как	3	3
206	не является	7	3
207	а потом	2	3
208	я сам	2	3
209	в другом	5	3
210	к ее	3	3
211	казалось бы	2	3
212	но именно	3	3
213	ни о	3	3
214	в виде	2	3
215	только на	4	3
216	в частности	23	3
217	на ее	2	3
218	а с	2	3
219	к нему	5	3
220	только с	2	3
221	к тому	13	3
222	ли в	2	3
223	одной стороны	5	3
224	другой стороны	2	3
225	если не	4	3
226	в целом	5	3
227	же как	2	3
228	тогда как	23	3
229	той или	7	3
230	своего существования	2	3
231	не все	2	3
232	тем более	2	3
233	то чтобы	2	3
234	но уже	2	3
235	только что	4	3
236	превращается в	2	3
237	жизни в	7	3
238	для того	4	3
239	как в	9	3
240	нас в	2	3
241	с одной	5	3
242	не мог	7	3
243	сами по	2	3
244	у него	13	3
245	не имеет	3	3
246	в своих	2	3
247	я в	7	3
248	стало быть	4	3
249	не можем	2	3
250	свидетельствует о	4	3
251	к другому	2	3
252	однако в	4	3
253	не говорит	4	3
254	или в	7	3
255	не к	4	3
256	у меня	2	3
257	этих двух	2	3
258	имеем дело	4	3
259	но он	2	3
260	не о	2	2
261	данном случае	12	2
262	тем самым	9	2
263	тому что	4	2
264	бытия в	2	2
265	о чем	6	2
266	когда же	2	2
267	для нее	2	2
268	еще раз	3	2
269	то есть	15	2
270	наряду с	2	2
271	едва ли	5	2
272	в виду	2	2
273	как он	3	2
274	за ними	3	2
275	точку зрения	3	2
276	на две	2	2
277	смысловом отношении	2	2
278	быть в	2	2
279	одно из	2	2
280	это уже	3	2
281	своей собственной	2	2
282	а потому	2	2
283	так в	4	2
284	что на	4	2
285	всяком случае	2	2
286	опыта который	2	2
287	между собой	3	2
288	не столько	2	2
289	тем или	2	2
290	связи с	3	2
291	в связи	3	2
292	в первом	4	2
293	в первой	3	2
294	но зато	4	2
295	к его	5	2
296	первом случае	3	2
297	а также	11	2
298	я уже	2	2
299	здесь не	4	2
300	в начале	4	2
301	сознания и	2	2
302	его как	2	2
303	только к	3	2
304	к этому	2	2
305	не обязательно	3	2
306	о котором	4	2
307	жизни мы	2	2
308	это было	3	2
309	в данной	2	2
310	этом и	5	2
311	переход от	2	2
312	человека в	2	2
313	этом отношении	5	2
314	раз в	4	2
315	одного из	6	2
316	было и	2	2
317	себе и	2	2
318	но они	4	2
319	на нее	2	2
320	она была	2	2
321	из наиболее	6	2
322	не случайно	2	2
323	далеко не	6	2
324	смысл не	2	2
325	именно в	5	2
326	зависит от	3	2
327	в слове	4	2
328	не вполне	3	2
329	в последние	2	2
330	слова в	4	2
331	и мира	4	2
332	и к	7	2
333	сливаются в	2	2
334	только от	2	2
335	но для	5	2
336	приводит к	2	2
337	к чему	3	2
338	он и	2	2
339	для нас	2	2
340	и на	5	2
341	в смысл	2	2
342	раз и	2	2
343	и того	5	2
344	он сам	4	2
345	и уже	4	2
346	с собой	2	2
347	как будто	4	2
348	установки и	2	2
349	один и	2	2
350	той же	2	2
351	во втором	6	2
352	с его	6	2
353	тем же	3	2
