N	2gram	Vygotskiy_	Formalny
303	в нашем	2	5
304	однако не	3	5
305	вопрос о	2	5
306	или даже	2	4
307	для всего	2	4
308	к другим	2	4
309	увидим что	5	4
310	является в	4	4
311	одним из	6	4
312	слово в	4	4
313	как он	8	4
314	тогда когда	10	4
315	на котором	3	4
316	не являются	4	4
317	о нем	2	4
318	в основу	5	4
319	и тех	2	4
320	идет о	2	4
321	между двумя	3	4
322	что каждый	2	4
323	того же	12	4
324	связи со	2	4
325	от других	2	4
326	подходит к	2	4
327	понятий и	10	4
328	так чтобы	2	4
329	не будет	2	4
330	здесь в	2	4
331	аналогии с	2	4
332	или в	4	4
333	самого начала	6	4
334	и во	4	4
335	языка у	2	4
336	и тогда	2	4
337	был бы	2	4
338	во всей	3	4
339	с самого	6	4
340	от тех	2	4
341	своего развития	9	4
342	этот процесс	4	4
343	имеет место	4	4
344	одна из	2	4
345	тех же	2	4
346	однако и	2	4
347	бы к	2	4
348	к ней	2	4
349	тем не	6	4
350	на него	2	4
351	едва ли	6	4
352	целый ряд	4	4
353	та же	3	4
354	со всей	5	4
355	в таком	4	4
356	от одного	2	4
357	это положение	6	4
358	но если	2	4
359	от конкретного	3	4
360	один и	6	4
361	или иначе	2	4
362	этот вопрос	5	4
363	им в	3	4
364	значения и	6	4
365	совпадает с	7	4
366	же что	2	4
367	только при	2	4
368	к другому	2	4
369	между этими	2	4
370	является не	6	4
371	мы и	4	4
372	все они	2	3
373	перед нами	15	3
374	к одному	10	3
375	каждый из	2	3
376	в плане	2	3
377	или иной	3	3
378	к этим	2	3
379	в каком	3	3
380	что уже	3	3
381	в понятии	6	3
382	они мыслят	2	3
383	на один	5	3
384	остановиться на	3	3
385	то мы	2	3
386	внутренней речи	19	3
387	ни были	2	3
388	это понятие	2	3
389	вступает в	3	3
390	и при	3	3
391	так что	3	3
392	нас не	2	3
393	оно становится	2	3
394	связано с	2	3
395	что является	2	3
396	том смысле	3	3
397	в развитии	46	3
398	эту тенденцию	2	3
399	со всеми	9	3
400	никак нельзя	2	3
401	но как	4	3
402	речи и	11	3
403	при анализе	2	3
404	с другом	10	3
405	в чисто	2	3
406	состоит в	4	3
407	что на	2	3
408	и совершенно	2	3
409	смысле слова	5	3
410	на его	5	3
411	и заключается	2	3
412	мы видим	13	3
413	числе и	3	3
414	к проблеме	2	3
415	в качестве	25	3
416	это значит	6	3
417	исторического развития	2	3
418	тот же	10	3
419	языка мы	2	3
420	все остальные	2	3
421	лежит в	3	3
422	тем более	2	3
423	образом не	2	3
424	в новое	2	3
425	для марксизма	3	3
426	и тот	6	3
427	друг с	10	3
428	дело с	3	3
429	во всем	7	3
430	следующим образом	4	3
431	том числе	3	3
432	на первый	5	3
433	что как	3	3
434	и другое	7	3
435	в чем	2	3
436	именно это	3	3
437	в форме	2	3
438	одновременно с	2	3
439	связи и	4	3
440	вытекает из	2	3
441	том чтобы	2	3
442	формы в	3	3
443	вообще не	3	3
444	поэтому в	3	3
445	не приводит	2	3
446	на то	7	3
447	если это	2	3
448	когда он	5	3
449	к одной	3	3
450	в которых	3	3
451	значение для	4	3
452	с таким	4	3
453	в одном	4	3
454	но что	3	3
455	и снова	4	3
456	приходим к	2	3
457	определения и	2	3
458	и обратно	2	3
459	внимание на	4	3
460	ту же	2	3
461	с их	3	3
462	не имеющие	2	3
463	что эта	2	3
464	и особенно	4	3
465	не просто	3	3
466	ничего общего	4	3
467	же самое	9	3
468	первый план	5	3
469	не происходит	2	3
470	тем и	5	3
471	что при	3	3
472	но они	4	3
473	не дает	2	3
474	оно является	3	3
475	иначе как	2	2
476	вывод что	2	2
477	смысле что	2	2
478	всем этом	2	2
479	из того	4	2
480	это делают	2	2
481	в тех	2	2
482	эти формы	2	2
483	человека и	6	2
484	или нет	2	2
485	в другом	3	2
486	поэтому мы	2	2
487	же слова	3	2
488	не совпадают	5	2
489	в конкретной	2	2
490	слова у	4	2
491	смысле мы	3	2
492	вообще в	2	2
493	помощью этого	3	2
494	не могли	3	2
495	с нею	2	2
496	были бы	3	2
497	что если	3	2
498	что говорит	2	2
499	в виде	4	2
500	ко всем	2	2
501	друг от	2	2
502	что перед	4	2
503	при помощи	3	2
504	связаны между	2	2
505	на место	2	2
506	тем как	4	2
507	одной и	6	2
508	это утверждение	2	2
509	этого понятия	3	2
510	а с	4	2
511	эти функции	2	2
512	характер и	2	2
513	только потому	2	2
514	и эти	2	2
515	общего с	3	2
516	но так	2	2
517	это противоречие	2	2
518	проникать в	2	2
519	полагает что	2	2
520	является результатом	2	2
521	развития как	2	2
522	только к	2	2
523	что этот	2	2
524	связь с	4	2
525	мы имеем	6	2
526	на отдельные	2	2
527	этой точки	4	2
528	однако в	2	2
529	новой формы	2	2
530	или иная	3	2
531	значит что	6	2
532	по этому	6	2
533	же не	3	2
534	та или	3	2
535	есть еще	2	2
536	мы в	3	2
537	в силу	9	2
538	с теми	2	2
539	с ними	3	2
540	находится в	4	2
541	при всем	2	2
542	в структуру	4	2
543	заключается в	22	2
544	в своеобразном	3	2
545	этом случае	4	2
546	значения слова	9	2
547	который в	4	2
548	привести к	2	2
549	его развития	3	2
550	вопрос об	2	2
551	также не	2	2
552	отношения между	6	2
553	мышления и	39	2
554	нет никаких	6	2
555	мы склонны	4	2
556	одно и	7	2
557	к изучению	2	2
558	в собственном	12	2
559	можно было	10	2
560	указать на	2	2
561	связаны с	4	2
562	в последнее	4	2
563	что она	7	2
564	в наши	2	2
565	из нее	2	2
566	установку на	2	2
567	речи но	3	2
568	внутренняя речь	5	2
569	той или	2	2
570	переход от	5	2
571	и развития	3	2
572	лишь на	2	2
573	постольку поскольку	2	2
574	может лежать	2	2
575	как если	2	2
576	своем развитии	3	2
577	между отдельными	6	2
578	в речи	4	2
579	даны в	3	2
580	как у	2	2
581	слова с	2	2
582	нами в	4	2
583	отдельных элементов	5	2
584	но только	3	2
585	последнее время	6	2
586	связи в	2	2
587	к пониманию	3	2
588	мы остановимся	2	2
589	с неизбежностью	2	2
590	все равно	4	2
591	как известно	7	2
592	связан с	2	2
593	на этот	5	2
594	не встречается	2	2
595	далеко не	2	2
596	видели что	4	2
597	исследования в	2	2
598	не создает	3	2
599	для построения	2	2
600	и понятие	3	2
601	от друга	2	2
602	и другой	4	2
603	собственном смысле	12	2
604	этого метода	3	2
605	процесса развития	2	2
606	как с	4	2
607	свое значение	2	2
608	в другой	2	2
609	к разрешению	3	2
610	совершенно прав	2	2
611	указывает что	3	2
612	в одних	2	2
613	том случае	2	2
614	этих последних	2	2
615	увидим дальше	2	2
616	что мы	18	2
617	для других	2	2
618	все что	4	2
619	смысле и	2	2
620	и того	5	2
621	распадается на	4	2
622	и отдельных	2	2
623	мы условно	2	2
624	является по	2	2
625	эти последние	2	2
626	свою силу	2	2
627	одним и	5	2
628	значение слова	7	2
629	понятия в	8	2
630	отражение в	2	2
631	чем в	4	2
