N	2gram	Bakhtin_sl	Problemy
162	в них	11	9
163	в единство	2	9
164	хотя и	4	9
165	да и	2	9
166	другой стороны	5	9
167	хотя бы	6	9
168	друг с	2	9
169	человека в	5	9
170	из одного	2	9
171	точек зрения	8	9
172	ни в	4	9
173	зрения на	9	9
174	всяком случае	7	9
175	в той	13	9
176	но он	4	9
177	но как	2	8
178	уже в	2	8
179	наконец в	5	8
180	как к	5	8
181	одним из	5	8
182	и о	3	8
183	того что	4	8
184	здесь не	6	8
185	несмотря на	2	8
186	сознание и	4	8
187	с ними	8	8
188	и до	2	8
189	не на	6	8
190	должна быть	3	8
191	и от	5	8
192	в монологическом	2	8
193	менее всего	3	8
194	все время	4	8
195	мы увидим	2	8
196	был бы	2	8
197	ни было	2	8
198	в результате	4	8
199	о том	5	8
200	и у	2	8
201	с другом	2	8
202	из них	3	8
203	же и	4	8
204	самого автора	4	8
205	и следовательно	8	7
206	голосов и	2	7
207	от него	5	7
208	в этих	8	7
209	но эта	2	7
210	с которым	4	7
211	в их	6	7
212	в виде	4	7
213	к своему	11	7
214	и со	2	7
215	точку зрения	6	7
216	в виду	2	7
217	и др	17	7
218	его и	5	7
219	в процессе	14	7
220	он в	6	7
221	все его	4	7
222	только на	3	7
223	мира и	4	7
224	между ними	2	7
225	себя как	2	7
226	как слово	3	7
227	что все	2	7
228	что они	2	7
229	и ее	3	7
230	например в	6	7
231	сказать что	4	7
232	чужих слов	13	7
233	друг другу	2	7
234	отличается от	3	7
235	т д	7	7
236	сама по	2	7
237	лишь на	3	7
238	и их	6	7
239	во всех	25	7
240	двуголосое слово	3	7
241	автора и	6	7
242	слова о	2	7
243	на мир	6	7
244	со всею	5	7
245	не было	4	7
246	как его	5	7
247	в себя	3	7
248	стиля и	7	6
249	от автора	4	6
250	в построении	2	6
251	как он	2	6
252	диалог в	2	6
253	может стать	3	6
254	изображения и	2	6
255	отличие от	13	6
256	а с	2	6
257	слово слово	2	6
258	по существу	3	6
259	выражение в	4	6
260	не менее	4	6
261	но эти	3	6
262	его слово	17	6
263	и этим	3	6
264	рассказ в	3	6
265	стремится к	2	6
266	на его	9	6
267	у тургенева	7	6
268	себя в	14	6
269	и во	3	6
270	и здесь	5	6
271	на них	2	6
272	одна из	6	6
273	для этого	4	6
274	и нет	3	6
275	с этим	5	6
276	словом и	9	6
277	можно было	2	6
278	во всем	3	6
279	зависимости от	4	6
280	стиль и	2	6
281	и самое	3	6
282	кроме того	6	6
283	внутренней речи	3	6
284	в драме	2	6
285	человек и	13	6
286	диалога в	2	6
287	друг друга	3	6
288	в отличие	12	6
289	слово как	11	6
290	и только	2	6
291	его слова	8	6
292	слова как	8	6
293	на то	2	6
294	он может	3	6
295	на почве	6	6
296	в другой	2	6
297	на этом	4	6
298	и внутренне	2	6
299	жизни и	5	6
300	конечно не	7	6
301	в основе	8	6
302	на фоне	11	6
303	отношения к	3	6
304	нисколько не	3	5
305	слов в	2	5
306	и то	2	5
307	или иной	13	5
308	в чужих	3	5
309	с таким	3	5
310	себе как	2	5
311	бы его	2	5
312	том же	4	5
313	но именно	5	5
314	рассказ рассказчика	2	5
315	слова но	2	5
316	является лишь	3	5
317	со всеми	3	5
318	по своему	2	5
319	тому что	2	5
320	они не	3	5
321	того же	7	5
322	два голоса	4	5
323	в чем	2	5
324	однако в	3	5
325	но здесь	5	5
326	один из	9	5
327	лежит в	5	5
328	в зависимости	4	5
329	мы не	4	5
330	той или	13	5
331	рассказчика и	3	5
332	в ее	2	5
333	слов и	5	5
334	те же	3	5
335	все то	2	5
336	ним и	2	5
337	авторских интенций	9	5
338	его как	3	5
339	то есть	46	5
340	мира в	2	5
341	по своим	6	5
342	на материале	2	5
343	совершенно не	2	5
344	героев и	2	5
345	зрения и	4	5
346	и свой	2	5
347	на протяжении	3	5
348	не укладывается	2	5
349	авторским словом	4	5
350	именно в	5	5
351	словом в	8	5
352	авторские интенции	6	5
353	голоса в	2	5
354	него нет	3	5
355	а между	2	5
356	слова на	3	5
357	поэтому и	7	5
358	чужой акцент	2	5
359	быть и	6	5
360	в ней	7	5
361	вместе с	3	5
362	в диалогах	2	4
363	тем не	2	4
364	на предмет	4	4
365	стороны и	3	4
366	слова не	5	4
367	в направлении	2	4
368	слово может	3	4
369	и слова	6	4
370	в духе	3	4
371	конечно в	2	4
372	ни были	3	4
373	изображения в	3	4
374	которого он	3	4
375	в одно	2	4
376	а вовсе	4	4
377	тона и	2	4
378	чужую речь	2	4
379	или менее	5	4
380	заставляет его	2	4
381	мы видели	3	4
382	для понимания	3	4
383	как предмет	4	4
384	установка на	8	4
385	в эту	3	4
386	только с	3	4
387	более или	5	4
388	романа но	3	4
389	не значит	2	4
390	на себе	2	4
391	даже и	4	4
392	остается в	5	4
393	что оно	4	4
394	к слову	2	4
395	слово здесь	3	4
396	на котором	3	4
397	здесь в	6	4
398	переходит в	3	4
399	не была	3	4
400	связи с	4	4
401	войти в	2	4
402	своего слова	2	4
403	речи героя	2	4
404	в первом	3	4
405	в чужом	4	4
406	мы сказали	6	4
407	без исключения	2	4
408	эти слова	4	4
409	входят в	3	4
410	такой образ	2	4
411	одно и	3	4
412	европейского романа	7	4
413	время как	2	4
414	свое слово	2	4
415	то в	2	4
416	характер и	2	4
417	они могут	7	4
418	особенно в	3	4
419	всех этих	8	4
420	в которой	4	4
421	это было	2	4
422	с ее	6	4
423	вне его	4	4
424	в свете	3	4
425	конечно и	3	4
426	автора в	2	4
427	этом отношении	2	4
428	если оно	2	4
429	слова его	5	4
430	с этой	3	4
431	нами в	3	4
432	всем этим	2	4
433	стиля в	2	4
434	речи и	4	4
435	в едином	2	4
436	вообще не	4	4
437	также и	5	4
438	чужом слове	4	4
439	романа в	5	4
440	речи как	3	4
441	еще более	7	4
442	установкой на	4	4
443	оно не	12	4
444	не есть	2	4
445	а лишь	2	4
446	среди других	3	4
447	со своим	13	4
448	словом о	2	4
449	дано в	2	4
450	момент его	4	4
451	каждое слово	5	4
452	перестает быть	2	4
453	слово у	2	4
454	бы ни	3	4
455	со словом	4	4
456	мы и	2	4
457	данном случае	3	3
458	или даже	5	3
459	следовательно и	4	3
460	этого стиля	2	3
461	или к	3	3
462	вступает в	2	3
463	и самая	3	3
464	человека и	3	3
465	которые в	4	3
466	о слове	7	3
467	по своей	2	3
468	которых мы	3	3
469	у толстого	5	3
470	в основном	7	3
471	свой голос	3	3
472	например у	3	3
473	а его	2	3
474	узком смысле	13	3
475	и среди	2	3
476	в кавычки	6	3
477	в районе	2	3
478	вне себя	5	3
479	могли бы	2	3
480	именно как	3	3
481	и само	2	3
482	так в	2	3
483	в узком	13	3
484	между собой	3	3
485	свои собственные	2	3
486	или меньшей	5	3
487	нуждается в	3	3
488	именно к	3	3
489	и мир	9	3
490	и по	3	3
491	же в	2	3
492	двуголосого слова	4	3
493	можно сказать	2	3
494	этом случае	4	3
495	выходит за	3	3
496	в других	4	3
497	существенно и	2	3
498	того как	2	3
499	мы видим	2	3
500	и вообще	2	3
501	с которыми	2	3
502	одной из	4	3
503	меньшей степени	4	3
504	того или	2	3
505	в сознании	3	3
506	в данном	5	3
507	дело и	2	3
508	из этих	3	3
509	говорить о	2	3
510	дело в	2	3
511	то время	2	3
512	по преимуществу	5	3
513	прямой и	4	3
514	с авторским	3	3
515	как такового	3	3
516	значение в	2	3
517	и всякое	2	3
518	все они	9	3
519	за всеми	2	3
520	слове и	2	3
521	не является	3	3
522	и при	2	3
523	чужой речи	23	3
524	в рамки	4	3
525	и есть	2	3
526	у нас	2	3
527	интенции автора	3	3
528	чужие слова	4	3
529	словом как	2	3
530	в чисто	4	3
531	нем в	6	3
532	том и	2	3
533	и единство	2	3
534	не с	5	3
535	связан с	2	3
536	но уже	2	3
537	точке зрения	2	3
538	эта форма	3	3
539	с авторской	2	3
540	знает только	2	3
541	оно может	3	3
542	самом предмете	3	3
543	человек в	6	3
544	прямое авторское	2	3
545	в смысле	7	3
546	если мы	2	3
547	речь и	3	3
548	романа и	8	3
549	жизнь в	2	3
550	большей или	5	3
551	и одновременно	2	3
552	только не	2	3
553	не из	2	3
554	глубокое и	2	3
555	авторской речи	11	3
556	высказывания и	3	3
557	в один	2	3
558	этот второй	2	3
559	этого диалога	3	3
560	и особенно	2	3
561	романа как	2	3
562	в таком	5	3
563	именно на	3	3
564	и эта	2	3
565	ту же	5	3
566	в большей	3	3
567	сам в	2	3
568	жизнь слова	2	3
569	от этой	3	3
570	без всякого	2	3
571	чем в	3	3
572	художественный образ	3	2
573	его но	3	2
574	и чужого	4	2
575	и заставляет	3	2
576	эти явления	2	2
577	свои интенции	4	2
578	и почти	3	2
579	точками зрения	4	2
580	которые были	2	2
581	его же	4	2
582	его на	2	2
583	на всю	3	2
584	можно прямо	3	2
585	слово языка	2	2
586	для всего	2	2
587	или поздно	2	2
588	такая же	2	2
589	без всяких	2	2
590	но она	2	2
591	у каждого	2	2
592	к этому	3	2
593	диалог не	2	2
594	конечно что	2	2
595	не был	2	2
596	этот стиль	3	2
597	идеологическое слово	2	2
598	должен быть	3	2
599	оно и	4	2
600	словом но	2	2
601	и эти	2	2
602	слово оно	3	2
603	же слово	3	2
604	и других	5	2
605	здесь как	3	2
606	свою очередь	3	2
607	тогда когда	2	2
608	или напротив	2	2
609	и вне	3	2
610	мы говорили	2	2
611	к различным	2	2
612	начинает звучать	2	2
613	роман в	4	2
614	его слову	2	2
615	самое слово	2	2
616	в особенности	10	2
617	и различные	2	2
618	от этого	2	2
619	рано или	2	2
620	нем и	5	2
621	при всех	2	2
622	лучшем случае	3	2
623	в поэзии	4	2
624	художественного изображения	11	2
625	в контексте	5	2
626	на том	2	2
627	из которого	2	2
628	не образ	2	2
629	объектная тень	2	2
630	без дистанции	2	2
631	мы наблюдаем	2	2
632	пределах того	4	2
633	в лучшем	3	2
634	и там	6	2
635	где они	4	2
636	не могла	2	2
637	в значительной	6	2
638	прямо сказать	3	2
639	между этими	3	2
640	смысле слова	2	2
641	для них	2	2
642	идеологического творчества	3	2
643	действительно не	2	2
644	произведения в	2	2
645	отметить что	3	2
646	же как	2	2
647	когда она	2	2
648	голоса и	4	2
649	почти всегда	3	2
650	известной степени	6	2
651	случае не	2	2
652	взаимоотношения между	2	2
653	образом в	4	2
654	этих случаях	2	2
655	становится объектом	2	2
656	на языке	2	2
657	на слушателя	5	2
658	оценок и	4	2
659	не исчерпывается	3	2
660	автор не	4	2
661	прямо и	4	2
662	произведения не	2	2
663	укладывается в	2	2
664	и между	2	2
665	и главное	2	2
666	всею ясностью	2	2
667	нем он	2	2
668	значительной степени	6	2
669	ибо он	2	2
670	пародийной стилизации	2	2
671	литературная пародия	2	2
672	не все	2	2
673	бы быть	2	2
674	в роман	22	2
675	последней смысловой	4	2
676	с ней	2	2
677	другом случае	3	2
678	самого слова	2	2
679	стилизации и	2	2
680	одному из	2	2
681	речи в	5	2
682	целый ряд	2	2
683	и идеологической	2	2
684	единство и	4	2
685	и создает	2	2
686	материал в	2	2
687	что как	2	2
688	не входят	2	2
689	значит конечно	2	2
690	в качестве	4	2
691	а следовательно	2	2
692	для того	2	2
693	ее с	2	2
694	в истории	6	2
695	и другие	3	2
696	в условиях	3	2
697	а именно	2	2
698	остается вне	4	2
699	становится предметом	2	2
700	оно лишь	3	2
701	для нас	7	2
702	не столько	4	2
703	всех его	9	2
704	к ней	2	2
705	речь в	2	2
706	не могло	3	2
707	с одной	7	2
708	в какой	2	2
709	чужое высказывание	3	2
710	в тонах	3	2
711	громадное значение	2	2
712	в различные	2	2
713	за пределами	3	2
714	подхода к	5	2
715	социальной группы	2	2
716	же тему	2	2
717	столь же	2	2
718	есть свой	2	2
719	ему не	2	2
720	только и	3	2
721	и следует	3	2
722	как с	2	2
723	в свою	4	2
724	себя то	3	2
725	произведения и	2	2
726	и она	2	2
727	роль в	4	2
728	их основе	2	2
729	выступает здесь	2	2
730	основная особенность	2	2
731	только как	2	2
732	из этого	3	2
733	его именно	2	2
734	из него	4	2
735	иной степени	12	2
736	слов о	4	2
737	и единого	2	2
738	и стилей	3	2
739	а просто	2	2
740	произведения как	3	2
741	них не	2	2
742	но оно	5	2
743	и речи	4	2
744	и становится	2	2
745	чем он	2	2
746	и оценок	3	2
747	с помощью	5	2
