N	2gram	Losev_Vlad	Komedia
147	в ней	5	9
148	тех пор	2	8
149	и других	2	8
150	как он	4	8
151	то ни	2	8
152	такого рода	4	8
153	по своему	5	8
154	в в	4	8
155	место в	2	8
156	то это	4	8
157	связи с	7	8
158	да и	6	8
159	по поводу	15	8
160	другой стороны	3	8
161	с этой	4	8
162	в течение	13	8
163	что у	4	8
164	что для	5	8
165	г в	3	8
166	если не	4	8
167	не было	12	8
168	во всех	4	8
169	до конца	8	7
170	в себе	5	7
171	само собой	2	7
172	и у	4	7
173	это время	7	7
174	со своим	5	7
175	и к	10	7
176	мы знаем	5	7
177	и о	6	7
178	так или	3	7
179	и это	4	7
180	и во	3	7
181	этот раз	7	7
182	в связи	9	7
183	что они	4	7
184	во всяком	8	7
185	бы то	2	7
186	тех же	3	7
187	из этих	5	7
188	хотя бы	5	7
189	в результате	6	7
190	дело с	2	7
191	и вот	5	7
192	должен был	3	7
193	в этих	5	7
194	и тот	2	7
195	не имеет	2	7
196	или иначе	3	7
197	к его	5	7
198	отнюдь не	3	7
199	конце концов	6	7
200	для нас	9	7
201	всяком случае	8	7
202	и хотя	3	7
203	после смерти	8	7
204	в годы	2	7
205	даже в	4	6
206	за то	2	6
207	и тем	2	6
208	уже о	3	6
209	в области	3	6
210	на вопрос	2	6
211	его от	2	6
212	больше того	2	6
213	не говоря	4	6
214	здесь в	2	6
215	что не	3	6
216	говоря уже	3	6
217	в сущности	2	6
218	нет и	2	6
219	в дальнейшем	10	6
220	и он	7	6
221	на это	2	6
222	это было	9	6
223	к концу	7	6
224	тем не	8	6
225	и как	7	6
226	что к	3	6
227	во второй	3	6
228	как будто	2	6
229	с и	4	6
230	больше всего	3	6
231	после того	2	6
232	до тех	2	6
233	не удалось	2	6
234	на то	7	6
235	отрывки из	2	6
236	в своих	7	6
237	еще более	3	6
238	когда он	6	6
239	которую он	6	6
240	а по	3	6
241	там же	24	6
242	на этом	3	6
243	главным образом	5	6
244	а не	5	6
245	не мог	10	6
246	никогда не	15	5
247	и если	8	5
248	ему не	2	5
249	этом отношении	2	5
250	это не	3	5
251	для всех	2	5
252	его на	4	5
253	одним из	3	5
254	в следующем	3	5
255	в ответ	2	5
256	и мы	6	5
257	после этого	2	5
258	по существу	4	5
259	любви к	2	5
260	и без	2	5
261	мы имеем	2	5
262	что на	2	5
263	не могла	3	5
264	из своего	3	5
265	и я	7	5
266	можно судить	8	5
267	под названием	5	5
268	этому времени	3	5
269	сказать что	14	5
270	представление о	2	5
271	и от	6	5
272	что это	2	5
273	себя в	6	5
274	ни малейшего	2	5
275	за пределы	3	5
276	т д	3	5
277	известно что	2	5
278	отрывок из	2	5
279	в период	6	5
280	к своему	4	5
281	от того	2	5
282	отношениях с	3	5
283	именно в	4	5
284	что я	5	5
285	он и	8	5
286	в это	6	5
287	со своей	5	5
288	жизни и	8	5
289	и теперь	4	5
290	от нее	3	5
291	конечно не	5	5
292	у меня	3	5
293	той же	6	5
294	но он	7	5
295	чем в	2	5
296	которые в	2	4
297	собой разумеется	2	4
298	не столько	4	4
299	наконец в	3	4
300	по своей	4	4
301	всякого рода	3	4
302	видно из	2	4
303	или менее	5	4
304	образом в	2	4
305	в более	3	4
306	времени в	2	4
307	он так	2	4
308	его не	2	4
309	между ними	2	4
310	что же	11	4
311	что с	3	4
312	к числу	2	4
313	здесь мы	4	4
314	е в	7	4
315	как известно	2	4
316	хотя в	2	4
317	из этого	6	4
318	то и	3	4
319	в свои	2	4
320	я не	8	4
321	впрочем не	5	4
322	второй половине	3	4
323	отца и	4	4
324	него в	4	4
325	у нас	11	4
326	и другие	2	4
327	i с	5	4
328	одновременно с	2	4
329	нас в	2	4
330	ко времени	2	4
331	том чтобы	4	4
332	а то	2	4
333	для характеристики	3	4
334	их в	3	4
335	в последние	3	4
336	которые он	2	4
337	выражение в	2	4
338	с которым	4	4
339	что мы	2	4
340	в той	2	4
341	правда в	3	4
342	по его	3	4
343	этой области	2	4
344	и речи	3	4
345	бог и	2	3
346	и потому	8	3
347	не могут	2	3
348	указывает на	2	3
349	от него	3	3
350	нисколько не	4	3
351	вплоть до	4	3
352	и притом	5	3
353	не раз	5	3
354	не был	6	3
355	как к	4	3
356	для себя	6	3
357	того в	2	3
358	не без	7	3
359	на все	3	3
360	том же	4	3
361	от своего	2	3
362	в году	54	3
363	только на	3	3
364	своего времени	2	3
365	а с	5	3
366	видно что	5	3
367	бы на	2	3
368	на месте	2	3
369	г с	2	3
370	она не	3	3
371	к этой	4	3
372	если у	2	3
373	он говорит	2	3
374	он в	4	3
375	его и	2	3
376	и за	3	3
377	в высшей	2	3
378	этом же	2	3
379	а из	2	3
380	почти не	2	3
381	не столь	2	3
382	по этому	3	3
383	обстоятельство что	2	3
384	ни одного	2	3
385	для них	2	3
386	в виде	4	3
387	с ними	2	3
388	и самого	2	3
389	сам он	2	3
390	также что	2	3
391	и и	8	3
392	судить по	6	3
393	на всю	2	3
394	нет никаких	2	3
395	ее на	3	3
396	а к	24	3
397	это в	2	3
398	на что	2	3
399	мы находим	2	3
400	с г	2	3
401	для своего	2	3
402	совершенно не	2	3
403	не мешает	2	3
404	чем не	2	3
405	и из	5	3
406	жизнь и	3	3
407	отношения к	4	3
408	сказать о	2	3
409	более или	5	3
410	оказался в	2	3
411	если это	2	3
412	будто бы	2	3
413	время и	3	3
414	то обстоятельство	2	3
415	по себе	3	3
416	ко всему	4	3
417	в эти	14	3
418	только после	2	3
419	сведения о	4	3
420	ему в	4	3
421	этот отрывок	2	3
422	в таком	2	3
423	и есть	2	3
424	как на	2	3
425	во всем	4	3
426	своего отца	2	3
427	не к	2	3
428	в нашем	5	3
429	один и	2	3
430	о которой	3	3
431	этих двух	2	3
432	еще и	10	2
433	в каком	3	2
434	в свой	3	2
435	тем самым	2	2
436	те же	2	2
437	не стал	3	2
438	с которой	2	2
439	в семье	3	2
440	в №	2	2
441	что вы	2	2
442	что здесь	2	2
443	никак не	6	2
444	была не	3	2
445	теми же	2	2
446	бы его	2	2
447	не могли	2	2
448	в свое	6	2
449	именно к	2	2
450	были в	2	2
451	эти годы	7	2
452	у них	2	2
453	с п	44	2
454	и при	2	2
455	этого не	2	2
456	течение всей	5	2
457	и был	6	2
458	в основном	5	2
459	обращаются к	2	2
460	более что	2	2
461	была уже	2	2
462	с ]	77	2
463	с семьей	3	2
464	что даже	2	2
465	и очень	5	2
466	того что	6	2
467	философии и	14	2
468	в детстве	2	2
469	этого времени	3	2
470	о нем	9	2
471	как уже	2	2
472	что все	2	2
473	она была	2	2
474	в общем	4	2
475	к середине	2	2
476	ним в	3	2
477	жизнь в	2	2
478	а мы	3	2
479	ли он	2	2
480	пока не	2	2
481	из трех	3	2
482	меня и	3	2
483	котором он	2	2
484	же касается	8	2
485	не нравится	2	2
486	и сама	2	2
487	точно так	2	2
488	совсем не	7	2
489	здесь не	6	2
490	т и	2	2
491	он меня	2	2
492	и до	4	2
493	все эти	6	2
494	ему было	3	2
495	но его	4	2
496	под влиянием	6	2
497	свидетельствуют о	4	2
498	из египта	2	2
499	известной степени	2	2
500	годов в	2	2
501	и отец	2	2
502	и можно	4	2
503	следующие слова	2	2
504	в которую	2	2
505	еще один	2	2
506	особенно в	2	2
507	с которыми	2	2
508	вообще говоря	2	2
509	у вас	2	2
510	в с	7	2
511	по одному	2	2
512	то в	6	2
513	к которой	2	2
514	три года	2	2
515	это был	5	2
516	не знаю	2	2
517	но это	6	2
518	и так	3	2
519	с ней	3	2
520	о котором	2	2
521	дело не	3	2
522	в этот	5	2
523	между прочим	18	2
524	в порядке	2	2
525	я и	2	2
526	это делает	3	2
527	на земле	2	2
528	жизни в	3	2
529	в философии	2	2
530	себе не	2	2
531	где он	5	2
532	которой мы	3	2
533	в тот	3	2
534	отношении к	2	2
535	в рукописи	2	2
536	со своими	4	2
537	семейной жизни	2	2
538	для него	16	2
539	несколько месяцев	2	2
540	на несколько	3	2
541	в жизни	4	2
542	его жизни	12	2
543	человека с	2	2
544	можно считать	3	2
545	в самых	2	2
546	его к	3	2
547	то мы	3	2
548	него не	4	2
549	это была	3	2
550	свои чувства	2	2
551	ему все	2	2
552	молодым человеком	3	2
553	не вполне	3	2
554	при жизни	4	2
555	этом смысле	4	2
556	не испытывал	3	2
557	которой он	7	2
558	к жизни	2	2
559	до года	2	2
560	мы уже	8	2
561	на первый	4	2
562	по всем	3	2
563	есть для	2	2
564	из многочисленных	2	2
565	первый план	4	2
566	них не	2	2
567	меня в	2	2
568	любовь и	2	2
569	без всякого	2	2
570	знаю что	2	2
