N	2gram	Losev_Prob	Komedia
197	в области	2	6
198	его от	3	6
199	не говоря	2	6
200	о которых	3	6
201	на ее	2	6
202	могут быть	2	6
203	здесь в	3	6
204	что не	4	6
205	до того	2	6
206	никто не	5	6
207	и он	3	6
208	это было	4	6
209	тем не	23	6
210	и как	4	6
211	как будто	11	6
212	в отличие	2	6
213	на то	6	6
214	в своих	2	6
215	еще более	3	6
216	с собой	6	6
217	когда он	2	6
218	с точки	9	6
219	то ли	2	6
220	или в	7	6
221	а не	28	6
222	никогда не	7	5
223	и если	11	5
224	что их	2	5
225	это не	10	5
226	из того	3	5
227	для всех	3	5
228	том как	4	5
229	в изображении	2	5
230	что из	2	5
231	одним из	2	5
232	все время	2	5
233	по существу	2	5
234	не так	8	5
235	представить себе	5	5
236	и без	9	5
237	мы имеем	7	5
238	что на	2	5
239	между собой	3	5
240	же не	2	5
241	в ее	6	5
242	который в	2	5
243	сказать что	24	5
244	и от	11	5
245	для этого	9	5
246	что это	3	5
247	себя в	4	5
248	за пределы	6	5
249	за ним	2	5
250	т д	20	5
251	даже если	4	5
252	от того	2	5
253	да еще	3	5
254	именно в	4	5
255	он и	3	5
256	жизни и	7	5
257	здесь и	4	5
258	от нее	2	5
259	конечно не	3	5
260	же самое	20	5
261	и после	2	5
262	той же	2	5
263	тем же	2	5
264	чем в	2	5
265	не о	2	4
266	чтобы не	2	4
267	по мнению	2	4
268	не столько	2	4
269	для ее	3	4
270	за счет	2	4
271	всякого рода	9	4
272	ничем не	2	4
273	или менее	2	4
274	там и	4	4
275	образом в	2	4
276	по сравнению	3	4
277	с полным	4	4
278	и там	2	4
279	его не	2	4
280	сравнению с	3	4
281	что же	9	4
282	же как	5	4
283	когда в	4	4
284	в поисках	2	4
285	не на	2	4
286	здесь мы	5	4
287	в основе	3	4
288	из этого	5	4
289	бы он	2	4
290	то и	9	4
291	нет ничего	6	4
292	с их	2	4
293	стороны и	3	4
294	бы не	2	4
295	у нас	17	4
296	времени и	4	4
297	и другие	4	4
298	в пределах	3	4
299	нас в	5	4
300	именно потому	3	4
301	а то	4	4
302	каждой из	2	4
303	их в	2	4
304	из себя	5	4
305	с большим	2	4
306	что мы	12	4
307	в той	8	4
308	к их	2	4
309	правда в	3	4
310	все равно	6	4
311	чем же	7	4
312	ли можно	2	4
313	в античной	2	3
314	если мы	24	3
315	и потому	13	3
316	указывает на	13	3
317	действия и	2	3
318	от него	2	3
319	нисколько не	2	3
320	вплоть до	3	3
321	и притом	7	3
322	с той	5	3
323	не был	3	3
324	для себя	6	3
325	мало чем	2	3
326	если они	2	3
327	что именно	3	3
328	а как	2	3
329	речь о	2	3
330	казалось бы	3	3
331	в любом	3	3
332	друг от	3	3
333	только на	6	3
334	а его	2	3
335	а с	2	3
336	не являются	4	3
337	мы в	6	3
338	она не	3	3
339	к этой	2	3
340	ли в	3	3
341	или по	6	3
342	он в	3	3
343	на себе	5	3
344	только при	10	3
345	в известной	3	3
346	и за	2	3
347	в голову	2	3
348	идет речь	4	3
349	для них	4	3
350	в виде	20	3
351	с ними	2	3
352	и когда	4	3
353	о ней	3	3
354	и самого	2	3
355	всего этого	2	3
356	только как	3	3
357	мы видели	2	3
358	в эпоху	2	3
359	ее на	2	3
360	а к	2	3
361	это в	2	3
362	в новое	3	3
363	бы к	3	3
364	и вовсе	7	3
365	мы находим	8	3
366	как о	6	3
367	совершенно не	7	3
368	не мешает	5	3
369	чем не	4	3
370	жизнь и	3	3
371	и более	6	3
372	отношения к	3	3
373	сказать о	2	3
374	более или	2	3
375	в самой	4	3
376	связанные с	2	3
377	быть даже	4	3
378	к одной	2	3
379	будто бы	7	3
380	время и	2	3
381	по себе	36	3
382	относится к	4	3
383	является не	2	3
384	в таком	11	3
385	и есть	9	3
386	как на	2	3
387	во всем	2	3
388	не к	2	3
389	в нашем	13	3
390	один и	2	3
391	о которой	2	3
392	однако не	4	3
393	же его	2	3
394	от друга	3	3
395	образом и	2	2
396	находим в	3	2
397	еще и	10	2
398	в каком	9	2
399	перед нами	8	2
400	тем самым	9	2
401	с которой	2	2
402	нас только	2	2
403	как же	3	2
404	и следовательно	3	2
405	ни одна	2	2
406	менее в	3	2
407	еще раз	2	2
408	доходит до	2	2
409	а потом	2	2
410	даже при	2	2
411	что здесь	5	2
412	которых мы	2	2
413	никак не	13	2
414	бы его	2	2
415	не могли	2	2
416	эта и	2	2
417	это только	2	2
418	от себя	2	2
419	именно к	3	2
420	отдельно от	5	2
421	у них	2	2
422	и при	2	2
423	дает нам	2	2
424	нас не	6	2
425	о соотношении	2	2
426	что даже	6	2
427	и очень	6	2
428	того что	10	2
429	не считать	4	2
430	о нем	2	2
431	только потому	3	2
432	что все	2	2
433	общего с	3	2
434	друга и	2	2
435	в ту	2	2
436	гораздо более	6	2
437	здесь ни	2	2
438	была бы	2	2
439	жизнь в	3	2
440	зависимости от	3	2
441	а мы	2	2
442	указывают на	2	2
443	нам не	2	2
444	из трех	2	2
445	этой точки	2	2
446	котором он	2	2
447	же касается	5	2
448	в известном	3	2
449	и сама	4	2
450	точно так	5	2
451	совсем не	4	2
452	здесь не	11	2
453	содержания и	3	2
454	вернуться к	2	2
455	в зависимости	3	2
456	и до	3	2
457	все эти	14	2
458	почти всегда	4	2
459	и может	4	2
460	эти слова	2	2
461	этом случае	8	2
462	и можно	3	2
463	бы и	7	2
464	художественный образ	12	2
465	лет назад	2	2
466	особенно в	2	2
467	с которыми	2	2
468	нет в	2	2
469	вообще говоря	2	2
470	имеет в	2	2
471	лиц и	2	2
472	по одному	2	2
473	то в	4	2
474	с другими	6	2
475	в литературе	3	2
476	при таком	2	2
477	но это	13	2
478	однако и	2	2
479	только с	5	2
480	с ней	5	2
481	дело не	4	2
482	на свете	2	2
483	между прочим	4	2
484	остается только	2	2
485	то чтобы	2	2
486	в порядке	3	2
487	и поскольку	2	2
488	с ее	5	2
489	слова и	3	2
490	сказать и	2	2
491	от их	2	2
492	себе не	2	2
493	понимать как	4	2
494	зрения на	2	2
495	но они	4	2
496	как только	3	2
497	указания на	4	2
498	формы и	3	2
499	для него	4	2
500	это уже	4	2
501	а может	3	2
502	из отдельных	3	2
503	в самых	3	2
504	и является	6	2
505	для каждого	2	2
506	этот вопрос	3	2
507	подобно тому	3	2
508	то мы	3	2
509	ее в	2	2
510	не будет	3	2
511	на нем	3	2
512	всегда можно	2	2
513	не вполне	3	2
514	хотя это	2	2
515	в смысле	2	2
516	с людьми	2	2
517	имеем в	4	2
518	тоже по	2	2
519	вещей и	2	2
520	не отличаются	2	2
521	этом смысле	5	2
522	не обходится	2	2
523	в настоящем	3	2
524	к самому	3	2
525	и она	2	2
526	как она	2	2
527	тому как	2	2
528	не знаем	2	2
529	скажет что	5	2
530	своим собственным	4	2
531	мы уже	4	2
532	на первый	6	2
533	и только	10	2
534	себе отчет	3	2
535	же и	7	2
536	первый план	3	2
537	если же	4	2
538	и всякий	5	2
539	без всякого	8	2
