N	2gram	Ircho_Kome	Psycholo
290	за ним	2	7
291	отказаться от	2	7
292	нас в	3	7
293	все что	3	7
294	же в	7	7
295	в нашем	2	7
296	а на	2	7
297	и дает	2	7
298	когда в	3	7
299	в качестве	8	7
300	времени и	2	7
301	в течение	5	7
302	в каждом	2	7
303	в отношении	6	6
304	трагедии в	3	6
305	к этим	3	6
306	отношение к	3	6
307	еще более	2	6
308	материал для	2	6
309	и без	3	6
310	не могла	2	6
311	полагают что	2	6
312	за пределы	2	6
313	на две	3	6
314	из самых	2	6
315	его с	2	6
316	самого конца	3	6
317	не все	2	6
318	тем не	3	6
319	в себя	3	6
320	остановиться на	2	6
321	или менее	2	6
322	даже в	3	6
323	которые в	3	6
324	нуждается в	2	6
325	каждый из	3	6
326	имеет в	2	6
327	после этого	3	6
328	больше того	4	6
329	тех пор	2	6
330	так в	6	6
331	о его	5	6
332	почти всегда	2	6
333	он был	4	6
334	образом в	2	6
335	да и	5	6
336	то и	3	6
337	независимо от	5	6
338	х годов	5	6
339	к ней	2	6
340	никто не	3	6
341	что касается	5	6
342	событий в	2	6
343	к его	3	6
344	говорить о	3	6
345	до самого	3	6
346	одного из	7	5
347	еще и	2	5
348	все более	4	5
349	как из	3	5
350	с достаточной	4	5
351	ни одной	3	5
352	в один	2	5
353	надо было	3	5
354	в других	3	5
355	связь с	2	5
356	в известном	2	5
357	а затем	4	5
358	для ее	3	5
359	принадлежит к	2	5
360	реакции на	2	5
361	если в	3	5
362	и теперь	3	5
363	и опять	4	5
364	но они	2	5
365	не мог	4	5
366	сам автор	3	5
367	которые он	3	5
368	не следует	2	5
369	бы то	4	5
370	этой области	2	5
371	к которому	4	5
372	нас не	2	5
373	тем как	2	5
374	мы находим	2	5
375	и еще	5	5
376	хотя и	6	5
377	себя в	2	5
378	человека в	2	5
379	и сам	5	5
380	нет и	2	5
381	а то	3	5
382	в эту	2	5
383	однако не	2	5
384	ни одна	2	5
385	и за	3	5
386	само собой	2	4
387	и формы	2	4
388	должны были	9	4
389	к выводу	2	4
390	одном из	4	4
391	должна была	3	4
392	не по	5	4
393	означает что	2	4
394	для своего	2	4
395	к сожалению	2	4
396	однако в	4	4
397	почти не	2	4
398	аналогии с	2	4
399	в истории	10	4
400	в первом	2	4
401	которую он	3	4
402	который в	2	4
403	так называемой	3	4
404	этой цели	3	4
405	можно сделать	3	4
406	после того	3	4
407	с собой	2	4
408	из всего	2	4
409	находится в	2	4
410	к числу	2	4
411	за то	4	4
412	вывод что	3	4
413	я думаю	2	4
414	по отношению	5	4
415	в это	3	4
416	ли не	8	4
417	только потому	2	4
418	больше не	2	4
419	в состав	2	4
420	с ними	2	4
421	пьесы и	2	4
422	в связи	3	4
423	в первой	2	4
424	в порядке	2	4
425	все остальные	3	4
426	это еще	2	4
427	одной из	6	4
428	т е	14	4
429	в противоположность	2	4
430	к концу	3	4
431	где он	2	4
432	при всем	3	4
433	в мире	3	4
434	мог бы	3	4
435	же время	5	4
436	из которой	2	4
437	и хотя	4	4
438	противоречие между	2	3
439	одним из	3	3
440	ни было	4	3
441	для себя	2	3
442	друг от	2	3
443	в комедии	36	3
444	участие в	4	3
445	первой половине	2	3
446	в более	4	3
447	же не	2	3
448	по одному	2	3
449	можно найти	2	3
450	а также	5	3
451	всего этого	2	3
452	у нее	2	3
453	переходит к	2	3
454	по которым	6	3
455	чаще всего	3	3
456	речь в	2	3
457	или на	2	3
458	от друга	2	3
459	еще в	9	3
460	из своей	2	3
461	со своей	3	3
462	которой он	2	3
463	а у	3	3
464	не более	2	3
465	и столь	3	3
466	зрения на	2	3
467	такого рода	6	3
468	даже не	4	3
469	за счет	3	3
470	как известно	4	3
471	во времена	2	3
472	хронологическом порядке	2	3
473	с новой	2	3
474	на ее	2	3
475	даже для	2	3
476	и я	2	3
477	и можно	2	3
478	в последних	3	3
479	а к	2	3
480	собой в	2	3
481	других авторов	3	3
482	под именем	3	3
483	отношению к	5	3
484	наше время	2	3
485	видимо и	2	3
486	точек зрения	2	3
487	на нем	2	3
488	или иначе	4	3
489	это время	5	3
490	там же	4	3
491	то ни	4	3
492	нельзя не	2	3
493	в форме	2	3
494	для этой	3	2
495	находим в	2	2
496	или к	2	2
497	в следующем	4	2
498	к ее	2	2
499	доказывает что	2	2
500	в любви	2	2
501	общественной жизни	2	2
502	в какой-то	3	2
503	к людям	2	2
504	представления о	2	2
505	всего в	5	2
506	сомневаться в	3	2
507	не являются	2	2
508	чем на	2	2
509	времени в	2	2
510	для них	2	2
511	ни малейшего	2	2
512	не один	2	2
513	из четырех	2	2
514	это однако	2	2
515	интерес к	2	2
516	на чем	2	2
517	художественный образ	2	2
518	на всю	3	2
519	тех же	4	2
520	наш поэт	2	2
521	в любом	3	2
522	раз на	3	2
523	с целью	2	2
524	это была	2	2
525	мы встречаем	5	2
526	в городе	2	2
527	не вполне	2	2
528	за собой	3	2
529	этой же	3	2
530	друг другу	2	2
531	и вовсе	3	2
532	этим и	2	2
533	когда же	5	2
534	действующего лица	2	2
535	не раз	3	2
536	по своей	2	2
537	что из	3	2
538	его творчество	3	2
539	со своим	6	2
540	тут же	2	2
541	не всегда	2	2
542	философии и	2	2
543	можно привести	2	2
544	в пользу	3	2
545	этим объясняется	3	2
546	ко всему	2	2
547	наконец в	3	2
548	человеку и	2	2
549	том насколько	2	2
550	это слово	4	2
551	от них	3	2
552	на которые	3	2
553	в начале	7	2
554	и одновременно	3	2
555	чтобы с	2	2
556	как по	2	2
557	на те	2	2
558	не означает	2	2
559	на протяжении	14	2
560	в литературе	2	2
561	от которой	2	2
562	время и	3	2
563	более чем	4	2
564	друг друга	2	2
565	в изображении	2	2
566	так или	4	2
567	чем же	2	2
568	в нескольких	2	2
