N	2gram	Propp_Isto	Tvorches
342	у меня	4	2
343	ли он	3	2
344	только через	3	2
345	когда она	3	2
346	того чтобы	3	2
347	одним словом	4	2
348	это время	3	2
349	было бы	11	2
350	представляют собой	9	2
351	связи с	10	2
352	а может	2	2
353	в сущности	2	2
354	в связи	7	2
355	он был	3	2
356	в качестве	8	2
357	во время	5	2
358	в действительности	2	2
359	здесь мы	9	2
360	й главе	2	2
361	но она	2	2
362	всех этих	4	2
363	что если	2	2
364	в эпоху	2	2
365	с другими	2	2
366	в нашей	2	2
367	он пришел	2	2
368	во всех	3	2
369	при таком	2	2
370	по мере	4	2
371	тем не	7	2
372	страх перед	4	2
373	в глаза	2	2
374	д и	2	2
375	должен был	6	2
376	как о	2	2
377	и со	2	2
378	в результате	2	2
379	указывает на	2	2
380	ни к	3	2
381	в целях	3	2
382	в тот	3	2
383	с одной	8	2
384	непосредственно в	3	2
385	и должно	3	2
386	то он	2	2
387	очень много	10	2
388	отказ от	2	2
389	этом он	2	2
390	ни в	2	2
391	столь же	2	2
392	и здесь	15	2
393	их в	7	2
394	ключ к	5	2
395	путь к	2	2
396	в эту	3	2
397	где нет	2	2
398	он стал	2	2
399	всякий раз	2	2
400	мог бы	3	2
401	влечет за	2	2
402	в стороне	4	2
403	из этого	3	2
404	представлений о	4	2
405	или даже	3	2
406	не просто	5	2
407	же и	3	2
408	этот момент	3	2
409	за то	3	2
410	в глубине	2	2
411	как раз	2	2
412	не дает	2	2
413	мы уже	7	2
414	восходят к	6	2
415	ясно что	2	2
