N	2gram	Propp_Russ	Marksizm
187	и до	3	4
188	он был	2	4
189	что они	8	4
190	не будем	5	4
191	во всей	2	4
192	и то	2	4
193	независимо от	3	4
194	в которой	3	4
195	что она	4	4
196	только с	2	4
197	переход от	3	4
198	одним из	2	4
199	но все	3	4
200	уже знаем	2	4
201	значения и	2	4
202	из них	12	4
203	уже в	2	4
204	несмотря на	4	4
205	в других	24	4
206	тем что	7	4
207	иногда и	7	3
208	не все	4	3
209	но если	2	3
210	должен быть	2	3
211	в году	5	3
212	у них	2	3
213	тогда когда	4	3
214	и при	2	3
215	в виде	10	3
216	в целом	2	3
217	главным образом	5	3
218	подойти к	2	3
219	в руках	3	3
220	с тем	14	3
221	они и	2	3
222	как это	11	3
223	потому что	15	3
224	этот случай	2	3
225	и непосредственно	2	3
226	так в	5	3
227	ответ на	2	3
228	между собой	4	3
229	на них	4	3
230	и др	4	3
231	мы видим	2	3
232	и по	10	3
233	связаны с	6	3
234	не на	2	3
235	значение и	2	3
236	а иногда	6	3
237	имеет место	3	3
238	там и	2	3
239	но это	5	3
240	можно было	3	3
241	в этот	19	3
242	тем не	3	3
243	мы увидим	8	3
244	на первый	3	3
245	должен был	3	3
246	его и	2	3
247	и о	4	3
248	но они	4	3
249	не с	5	3
250	на нее	5	3
251	на этот	3	3
252	в дальнейшем	2	3
253	в своих	3	3
254	когда он	3	3
255	в которых	8	3
256	приводит к	4	3
257	из которых	2	3
258	еще в	6	3
259	к жизни	3	3
260	находится в	3	3
261	говорить о	2	3
262	из основных	2	3
263	с ним	2	3
264	на все	3	3
265	того как	6	3
266	и других	9	3
267	он должен	2	2
268	но можно	2	2
269	ее и	2	2
270	также не	2	2
271	так например	7	2
272	образом в	2	2
273	после этого	6	2
274	и поэтому	3	2
275	каждый из	3	2
276	виду что	2	2
277	иное как	3	2
278	должно было	5	2
279	их к	2	2
280	с той	2	2
281	мы рассмотрим	5	2
282	есть и	2	2
283	он же	4	2
284	того в	3	2
285	к выводу	3	2
286	мы здесь	2	2
287	в частности	2	2
288	останавливаться на	2	2
289	и за	2	2
290	а с	6	2
291	от них	4	2
292	к ним	4	2
293	же не	2	2
294	в прошлом	2	2
295	мы наблюдаем	2	2
296	где они	2	2
297	и всей	2	2
298	между прочим	2	2
299	какой степени	3	2
300	или вообще	3	2
301	для них	5	2
302	в разных	3	2
303	же как	5	2
304	общего не	2	2
305	что с	2	2
306	и во	2	2
307	себя и	2	2
308	иные формы	2	2
309	то на	3	2
310	данном случае	8	2
311	собой и	2	2
312	например в	3	2
313	нет в	2	2
314	когда мы	2	2
315	его как	2	2
316	всех этих	2	2
317	с целью	2	2
318	также в	5	2
319	не что	3	2
320	ее от	2	2
321	не просто	3	2
322	из нее	2	2
323	по всем	3	2
324	та же	4	2
325	и наконец	2	2
326	она в	4	2
327	только по	2	2
328	с этой	2	2
329	в самый	2	2
330	во время	23	2
331	и другие	24	2
332	но ни	2	2
333	в г	6	2
334	есть в	2	2
335	в жизни	2	2
336	и так	2	2
337	во всем	2	2
338	за пределами	2	2
339	что эти	2	2
340	их в	7	2
341	и другой	5	2
342	как они	2	2
343	г в	5	2
344	оно не	2	2
345	а именно	2	2
346	все в	2	2
347	в эти	4	2
348	в противном	2	2
349	этой же	2	2
350	не совсем	6	2
351	следующее в	2	2
352	по его	2	2
353	ту же	2	2
354	не значит	2	2
355	но он	3	2
