N	2gram	Bakhtin_Fr	Freidism
278	но эти	4	2
279	освобождение от	2	2
280	не входит	2	2
281	и сама	2	2
282	были в	2	2
283	из этой	3	2
284	его отношение	2	2
285	в одной	3	2
286	по преимуществу	3	2
287	мировоззрения и	3	2
288	дело в	4	2
289	в состоянии	2	2
290	из важнейших	2	2
291	превращается в	4	2
292	всех сторон	2	2
293	такого рода	5	2
294	дело не	3	2
295	это было	2	2
296	его целом	3	2
297	за ними	2	2
298	также в	2	2
299	в отличие	3	2
300	в конце	8	2
301	и смерти	3	2
302	и мысли	4	2
303	есть и	4	2
304	века в	3	2
305	как по	2	2
306	или же	2	2
307	врача и	2	2
308	друг друга	2	2
309	конце концов	3	2
310	и самое	3	2
311	связана с	4	2
312	все они	5	2
313	весь мир	4	2
314	в их	6	2
315	только для	6	2
316	но именно	3	2
317	и другие	4	2
318	в течение	3	2
319	что значит	2	2
320	по всему	2	2
321	отличие от	3	2
322	мы говорили	2	2
323	нас в	2	2
324	с одной	5	2
325	и всего	2	2
326	образом в	3	2
327	о нем	3	2
328	для понимания	5	2
329	в мире	6	2
330	эти три	2	2
331	и этот	2	2
332	в прошлом	2	2
333	от этого	2	2
334	думать что	2	2
335	и так	5	2
336	в эту	7	2
337	относится к	2	2
338	также и	6	2
339	с другой	8	2
340	речи и	2	2
341	они и	4	2
342	он в	2	2
343	еще более	5	2
344	большую роль	3	2
345	входит в	2	2
346	но все	5	2
347	он и	10	2
348	одной стороны	4	2
349	с таким	3	2
350	которые он	2	2
351	жизнь в	3	2
352	и их	5	2
353	но как	5	2
354	же он	2	2
355	на них	3	2
356	ко всему	2	2
357	смысл и	2	2
358	равно как	2	2
359	случае в	2	2
360	поэтому все	2	2
361	там где	6	2
362	из этого	3	2
363	и во	6	2
364	связаны с	6	2
365	в качестве	2	2
366	это есть	2	2
367	отношения к	2	2
368	как его	2	2
369	в дальнейшем	4	2
370	не к	2	2
371	и они	5	2
372	рядом с	5	2
373	мира в	2	2
374	на языке	2	2
375	чем он	2	2
376	в нашей	2	2
377	будто бы	2	2
378	у самого	3	2
379	мы остановимся	3	2
380	вполне понятно	4	2
