N	2gram	Vinokur_Ku	Dialekti
191	как мы	2	10
192	в его	16	10
193	это было	2	10
194	для того	23	10
195	с этой	4	10
196	себе и	3	10
197	и для	3	10
198	что для	3	10
199	оно не	5	10
200	или иное	2	10
201	в их	3	10
202	в частности	6	10
203	только потому	13	10
204	на себе	10	10
205	можно ли	6	10
206	во всяком	8	10
207	и уже	2	10
208	то и	4	10
209	в результате	8	10
210	то или	3	10
211	как будто	2	10
212	если мы	5	10
213	только как	3	10
214	только о	3	10
215	смысл и	5	9
216	общего с	2	9
217	а если	5	9
218	и по	4	9
219	в истории	3	9
220	превращается в	4	9
221	не как	2	9
222	в этих	5	9
223	между собою	3	9
224	и более	3	9
225	в котором	4	9
226	той же	5	9
227	в одном	4	9
228	или иной	3	9
229	и от	2	9
230	была бы	5	9
231	утверждать что	2	9
232	тому что	3	9
233	же как	3	9
234	с ними	6	9
235	при этом	6	9
236	и когда	2	9
237	и он	4	9
238	всех этих	4	9
239	бы в	8	9
240	мы можем	2	9
241	как о	2	9
242	лишь как	3	9
243	на этом	4	9
244	и на	8	9
245	на самом	3	8
246	в отношении	2	8
247	и без	2	8
248	не на	4	8
249	в этой	8	8
250	уже и	3	8
251	только и	3	8
252	того или	6	8
253	у нас	19	8
254	с одной	3	8
255	но вот	3	8
256	но все	5	8
257	даже в	4	8
258	уже о	2	8
259	один из	8	8
260	когда мы	3	8
261	ничего общего	2	8
262	бы и	6	8
263	или иначе	4	8
264	в сфере	3	8
265	этом смысле	8	8
266	как не	4	8
267	в разных	2	8
268	тем самым	5	7
269	и где	2	7
270	в конце	5	7
271	из этих	5	7
272	он должен	2	7
273	и при	3	7
274	думаю что	4	7
275	а только	10	7
276	что этот	2	7
277	не говоря	3	7
278	связи с	8	7
279	тем что	9	7
280	в связи	4	7
281	понимать как	2	7
282	очень много	3	7
283	мы получаем	2	7
284	без всякого	2	7
285	нуждается в	5	7
286	не потому	6	7
287	же есть	2	7
288	сами по	2	7
289	е не	2	7
290	со стороны	8	7
291	от себя	3	7
292	не всегда	4	7
293	не знает	4	7
294	точно так	4	7
295	говоря уже	2	7
296	с его	4	7
297	зависимости от	9	7
298	и их	2	7
299	как в	6	7
300	заключается в	3	7
301	это конечно	2	7
302	так или	3	7
303	но для	4	7
304	из которых	3	7
305	то ни	2	7
306	как на	4	7
307	отношения к	2	7
308	но он	2	7
309	еще и	7	6
310	в другом	2	6
311	отношение к	2	6
312	то мы	4	6
313	это как	2	6
314	может иметь	3	6
315	с тем	5	6
316	они не	4	6
317	более или	3	6
318	того чтобы	25	6
319	в зависимости	7	6
320	для этого	6	6
321	смысла и	2	6
322	то не	2	6
323	в которой	7	6
324	что нет	2	6
325	быть только	3	6
326	идет речь	3	6
327	вообще не	2	6
328	в себя	2	6
329	но с	2	6
330	вместе с	8	6
331	о чем	2	6
332	или менее	3	6
333	в науке	4	6
334	это все	2	6
335	мере в	7	6
336	по существу	9	6
337	о нем	2	6
338	одной стороны	2	6
339	этой точки	4	6
340	можно было	14	6
341	того как	6	6
342	с их	3	6
343	о котором	4	6
344	дело не	4	6
345	для него	2	6
346	не с	4	6
347	ее в	2	6
348	чтобы быть	2	6
349	уже в	5	6
350	всяком случае	8	6
351	с той	2	5
352	были бы	2	5
353	точку зрения	2	5
354	то оно	2	5
355	но так	2	5
356	гораздо более	6	5
357	чаще всего	2	5
358	е о	2	5
359	что на	2	5
360	речь идет	4	5
361	если в	2	5
362	по сравнению	3	5
363	ли это	4	5
364	но даже	3	5
365	только к	2	5
366	не является	2	5
367	в целях	2	5
368	сих пор	5	5
369	например в	5	5
370	что у	3	5
371	в своих	2	5
372	когда он	4	5
373	конце концов	3	5
374	и становится	3	5
375	в это	3	5
376	не раз	3	5
377	а это	5	5
378	и у	3	5
379	в области	15	5
380	в одно	2	5
381	том смысле	2	5
382	тех пор	2	5
383	что с	2	5
384	в качестве	12	5
385	и еще	4	5
386	к этому	4	5
387	как я	2	5
388	одного и	2	5
389	что его	2	5
390	тому же	2	5
391	в той	6	5
392	до сих	5	5
393	данном случае	2	4
394	в каждом	3	4
395	и эти	3	4
396	это только	5	4
397	мы знаем	3	4
398	что даже	2	4
399	ведь и	2	4
400	своей собственной	3	4
401	а потому	6	4
402	что касается	4	4
403	как с	2	4
404	был бы	4	4
405	на ту	3	4
406	что нужно	2	4
407	в состоянии	2	4
408	не знаю	2	4
409	в собственном	2	4
410	только для	3	4
411	можно говорить	4	4
412	связанные с	3	4
413	если не	4	4
414	главным образом	3	4
415	в каких	2	4
416	что их	2	4
417	том как	3	4
418	или же	3	4
419	на все	3	4
420	т п	39	4
421	есть наука	2	4
422	в общем	4	4
423	жизнь в	2	4
424	меня и	3	4
425	на себя	3	4
426	что законы	2	4
427	почти всегда	3	4
428	что эти	4	4
429	но уже	6	4
430	что дух	3	4
431	как например	3	4
432	к ним	2	4
433	смысле что	2	4
434	себя самого	2	4
435	в возможности	3	4
436	как они	2	4
437	этом отношении	8	4
438	а главное	3	4
439	но ведь	3	4
440	у него	3	4
441	и должно	2	4
442	и является	4	4
443	и здесь	8	4
444	будто бы	3	4
445	меньше всего	2	4
446	видно что	2	4
447	факты и	2	4
448	к жизни	2	4
449	же в	5	4
450	быть не	2	4
451	представление о	3	4
452	в первую	5	3
453	очевидно что	4	3
454	никаких оснований	2	3
455	мало того	2	3
456	тому чтобы	2	3
457	для нас	6	3
458	не значат	2	3
459	именно так	2	3
460	должен быть	8	3
461	тех кто	2	3
462	следовательно и	2	3
463	не надо	4	3
464	к своему	2	3
465	зрения в	2	3
466	в москве	2	3
467	то она	2	3
468	отличие от	3	3
469	всего в	2	3
470	в искусстве	2	3
471	а с	3	3
472	не так	2	3
473	идет о	3	3
474	и сейчас	3	3
475	что можно	4	3
476	как именно	2	3
477	когда оно	2	3
478	в данный	2	3
479	говорить и	2	3
480	сюда же	3	3
481	это дает	2	3
482	в первом	3	3
483	тот же	7	3
484	тех же	2	3
485	и формулы	3	3
486	здесь не	5	3
487	указать на	5	3
488	фактов и	2	3
489	по мере	3	3
490	исходит из	2	3
491	целый ряд	8	3
492	чтобы получить	2	3
493	лишь в	6	3
494	именно этот	3	3
495	как у	2	3
496	д не	2	3
497	самый факт	2	3
498	раз на	2	3
499	далеко не	2	3
500	на почве	2	3
501	я в	2	3
502	в свою	4	3
503	в которых	8	3
504	совершенно ясно	2	3
505	е как	5	3
506	о разных	2	3
507	тем же	2	3
508	о которых	2	3
509	указывает на	2	3
510	к свету	2	3
511	здесь как	3	3
512	не был	2	3
513	но есть	2	3
514	в свое	4	3
515	этого не	5	3
516	в современной	3	3
517	как нельзя	2	3
518	к этой	3	3
519	а то	2	3
520	так в	2	3
521	формулы и	2	3
522	одно время	2	3
523	у достоевского	2	3
524	не приходится	2	3
525	как то	2	3
526	и свое	3	3
527	или иного	5	3
528	меньше чем	2	3
529	по преимуществу	3	3
530	действительно в	2	3
531	именно это	2	3
532	в какой	7	3
533	знаем что	3	3
534	мы в	3	3
535	данный момент	3	3
536	и именно	3	3
537	что было	2	3
538	не мог	2	3
539	в слове	3	3
540	однако не	9	3
541	между тем	11	3
542	мы также	2	2
543	в область	2	2
544	в силах	2	2
545	как можно	2	2
546	с первого	2	2
547	поэтому необходимо	2	2
548	не имеют	3	2
549	в тех	4	2
550	все те	3	2
551	еще раз	2	2
552	наряду с	2	2
553	и далее	3	2
554	как к	2	2
555	если его	2	2
556	роль в	6	2
557	свою очередь	4	2
558	как такового	2	2
559	возможность и	2	2
560	к сожалению	2	2
561	от света	2	2
562	любви к	2	2
563	на месте	2	2
564	следует что	6	2
565	на его	3	2
566	во втором	2	2
567	говорим о	3	2
568	в узком	3	2
569	однако в	2	2
570	это по-видимому	2	2
571	и прочие	2	2
572	ни одного	2	2
573	что история	2	2
574	где не	2	2
575	мы с	3	2
576	несколько слов	3	2
577	относится к	3	2
578	что значит	2	2
579	также что	2	2
580	но зато	2	2
581	в духе	3	2
582	в нашей	4	2
583	дело в	2	2
584	в которые	2	2
585	всегда в	2	2
586	наоборот в	2	2
587	и вовсе	7	2
588	исключительно лишь	2	2
589	на деле	2	2
590	слова и	8	2
591	уже на	3	2
592	что только	2	2
593	и прочих	2	2
594	хочу сказать	3	2
595	в такой	2	2
596	был в	2	2
597	этот вопрос	7	2
598	это так	2	2
599	где нет	2	2
600	в сторону	2	2
601	которое в	2	2
602	внимание на	5	2
603	находится в	2	2
604	именно с	3	2
605	но еще	4	2
606	из предыдущего	2	2
607	в нашем	8	2
608	целом и	2	2
609	каждом из	2	2
610	чем в	3	2
611	в широком	2	2
612	этого вопроса	3	2
613	о характере	2	2
614	которые в	2	2
615	на который	2	2
616	можно мыслить	2	2
617	содержание и	5	2
618	вопроса о	7	2
619	а во-вторых	2	2
620	для каждой	2	2
621	к которому	3	2
622	слово в	2	2
623	я имею	2	2
624	мы могли	2	2
625	то для	2	2
626	во многих	3	2
627	связано с	3	2
628	показать что	2	2
629	во все	2	2
630	мне не	2	2
631	себе в	3	2
632	образом в	3	2
633	который мы	2	2
634	бы на	4	2
635	а все	2	2
636	на том	4	2
637	нужно однако	2	2
638	широком смысле	5	2
639	этого термина	4	2
640	между ними	2	2
641	так мы	2	2
642	мне кажется	2	2
643	смысле слова	3	2
644	и говорит	2	2
645	убедиться что	2	2
646	тысячу раз	2	2
647	там где	7	2
648	еще одно	3	2
649	когда в	4	2
650	было в	2	2
651	для всякой	2	2
652	с него	2	2
653	всего что	2	2
654	нет в	2	2
655	могла бы	2	2
656	которую можно	2	2
657	но дело	2	2
658	в целом	5	2
659	пр и	2	2
660	на это	3	2
661	проще всего	2	2
662	мы увидим	3	2
663	является ли	2	2
664	что ничего	3	2
665	больше всего	3	2
666	бы уже	2	2
667	на этот	4	2
668	конечно и	3	2
669	не должно	2	2
670	свой предмет	2	2
671	во многом	2	2
672	мы наблюдаем	2	2
673	какие же	2	2
674	но также	6	2
675	не для	2	2
676	на лицо	2	2
677	чтобы дать	2	2
678	нашего анализа	2	2
679	сколько угодно	2	2
680	но оно	2	2
681	эта не	3	2
682	часто и	2	2
683	и сами	2	2
684	последнее время	3	2
685	в системе	3	2
