N	2gram	Potebnia_M	Myshleni
299	она не	3	13
300	но все	4	13
301	лишь в	2	13
302	точно так	18	13
303	имеет место	4	13
304	человека и	2	13
305	в состоянии	5	13
306	они не	5	13
307	в действительности	6	13
308	его к	3	13
309	для всех	6	13
310	если в	3	13
311	этой теории	4	13
312	стороны и	3	13
313	с другими	3	13
314	но на	3	13
315	были бы	4	12
316	и потому	7	12
317	в ее	2	12
318	в первом	5	12
319	никак не	3	12
320	тем не	11	12
321	но только	2	12
322	с которыми	3	12
323	что слово	5	12
324	в самых	2	12
325	ко всем	4	12
326	несмотря на	5	12
327	образом что	2	12
328	в ней	9	12
329	которые мы	7	12
330	должны были	2	12
331	в другую	2	12
332	еще более	2	12
333	полагает что	3	12
334	в одной	2	12
335	которых мы	3	12
336	только на	4	12
337	к нему	2	12
338	к другому	2	12
339	за пределы	4	12
340	мог бы	5	12
341	с но	4	12
342	но он	3	12
343	на самом	2	11
344	в каком	7	11
345	одно из	5	11
346	а только	8	11
347	что понятие	3	11
348	друг другу	4	11
349	мы будем	3	11
350	есть не	7	11
351	и при	6	11
352	на том	2	11
353	ответ на	2	11
354	тех и	3	11
355	находится в	2	11
356	например в	4	11
357	в других	6	11
358	с ее	2	11
359	мы увидим	3	11
360	ключ к	2	11
361	в один	2	11
362	что на	9	11
363	нуждается в	2	11
364	не могли	2	11
365	нас в	2	11
366	или менее	6	11
367	слово в	2	11
368	не столько	3	11
369	только по	5	11
370	ничего общего	3	11
371	не по	4	11
372	есть в	4	11
373	отношения к	2	11
374	но вместе	4	10
375	и слова	2	10
376	не иначе	4	10
377	относится к	5	10
378	у нас	3	10
379	что такое	3	10
380	в другой	4	10
381	если не	5	10
382	каким образом	3	10
383	о которых	5	10
384	вслед за	2	10
385	вопроса о	2	10
386	одного из	3	10
387	что его	2	10
388	нам остается	2	10
389	на друга	2	10
390	указывает на	2	10
391	мы называем	4	10
392	в нашей	2	10
393	и слово	2	10
394	бы что	2	10
395	что как	4	10
396	вытекает из	3	10
397	что мысль	4	10
398	внимание на	3	10
399	и у	3	10
400	и может	5	10
401	и которые	3	10
402	не могло	3	10
403	друг на	2	10
404	перейти к	3	10
405	что именно	2	10
406	к этим	2	9
407	под влиянием	10	9
408	и поэтому	2	9
409	само по	6	9
410	только для	7	9
411	он может	2	9
412	животных и	2	9
413	мы говорим	3	9
414	к этой	3	9
415	хотя и	6	9
416	одном и	3	9
417	как оно	2	9
418	сама по	4	9
419	зависит от	6	9
420	мы в	2	9
421	и притом	6	9
422	не то	3	9
423	более или	6	9
424	что можно	3	9
425	должны быть	11	9
426	в самой	5	9
427	оно не	4	9
428	но с	3	9
429	иначе чем	2	9
430	место в	3	9
431	что же	3	9
432	не с	2	9
433	должен быть	2	9
434	представляется нам	4	9
435	теории и	2	9
436	или в	4	9
437	различие между	2	8
438	нисколько не	2	8
439	уже по	2	8
440	относятся к	2	8
441	связь с	2	8
442	что не	15	8
443	взаимного понимания	2	8
444	во время	5	8
445	себе и	2	8
446	со стороны	11	8
447	главным образом	4	8
448	дело с	2	8
449	увидим что	4	8
450	все остальные	9	8
451	мысли но	2	8
452	более и	2	8
453	в животном	4	8
454	предметов и	3	8
455	не как	4	8
456	мысли с	4	8
457	в эту	2	8
458	в более	4	8
459	не на	3	8
460	уже и	2	8
461	значением слова	2	8
462	от нее	6	8
463	сам по	5	8
464	во внимание	4	8
465	в деятельности	4	8
466	что я	2	8
467	не мог	3	8
468	бы с	2	8
469	том как	6	8
470	образом в	5	8
471	только то	3	8
472	и тогда	2	8
473	о котором	4	8
474	в течение	2	8
475	известно что	3	8
476	при помощи	2	7
477	не имеют	7	7
478	и вместе	5	7
479	жизни ребенка	2	7
480	и непосредственно	2	7
481	должна быть	4	7
482	с ними	2	7
483	находятся в	3	7
484	образом и	2	7
485	к общему	4	7
486	слова не	2	7
487	понятие о	2	7
488	заключить что	3	7
489	в разных	2	7
490	самый процесс	2	7
491	с теми	2	7
492	же в	7	7
493	оно имеет	2	7
494	всех этих	2	7
495	из нее	2	7
496	эти отношения	4	7
497	не существует	2	7
498	возможно только	6	7
499	мы думаем	3	7
500	в таком	7	7
501	слова с	2	7
502	общего с	3	7
503	для одного	3	7
504	во втором	6	7
505	до того	2	7
506	которой мы	3	7
507	в жизни	5	7
508	сознания и	2	7
509	на него	6	7
510	за ним	2	7
511	сознания в	2	7
512	но тем	6	7
513	что речь	2	7
514	предмета и	3	7
515	с понятием	2	7
516	и том	3	7
517	к развитию	2	7
518	ничем не	2	7
519	его с	3	7
520	восприятия и	3	7
521	ничего кроме	2	7
522	его мысль	2	7
523	выражается в	2	7
524	со словом	4	7
525	и понимания	10	6
526	в каждом	6	6
527	с и	3	6
528	по законам	3	6
529	значение и	4	6
530	заключает в	6	6
531	только один	3	6
532	и вообще	5	6
533	это было	3	6
534	можно считать	2	6
535	что иное	2	6
536	с другим	3	6
537	на язык	7	6
538	начиная с	2	6
539	том смысле	7	6
540	как например	4	6
541	на другой	2	6
542	для обозначения	2	6
543	или даже	3	6
544	которые могут	5	6
545	в живой	2	6
546	могло бы	4	6
547	смысле что	2	6
548	уже не	4	6
549	с в	5	6
550	указывают на	3	6
551	его на	3	6
552	иное как	2	6
553	в разговоре	2	6
554	чем более	3	6
555	из которого	3	6
556	слова мы	3	6
557	в природе	11	6
558	дело в	3	6
559	том и	2	6
560	и о	3	6
561	как увидим	4	6
562	одна из	4	6
563	образом мы	3	6
564	при исследовании	2	6
565	мы постараемся	2	6
566	нужно было	3	6
567	себе в	2	6
568	может стать	3	6
569	только потому	4	6
570	в словах	6	6
571	к ней	3	6
572	не что	2	6
573	от одного	2	6
574	оно может	2	6
575	для образования	2	6
576	от него	8	5
577	внутреннее единство	2	5
578	в полном	2	5
579	могут не	3	5
580	но всегда	3	5
581	то мы	4	5
582	что ему	2	5
583	слова но	4	5
584	видит в	2	5
585	на их	2	5
586	и весь	3	5
587	все они	3	5
588	после того	3	5
589	эти последние	3	5
590	если это	2	5
591	же что	2	5
592	о которой	2	5
593	не дает	2	5
594	бы для	2	5
595	есть только	16	5
596	не потому	2	5
597	деятельности и	5	5
598	что к	2	5
599	все его	2	5
600	для них	2	5
601	нашей мысли	7	5
602	к ним	3	5
603	думаем что	2	5
604	в противоположность	2	5
605	о языке	3	5
606	сходство с	2	5
607	мысли мы	2	5
608	в памяти	3	5
609	сами по	8	5
610	говоря о	3	5
611	заметить что	7	5
612	что во	4	5
613	слово как	2	5
614	но даже	2	5
615	вообще и	2	5
616	а потому	14	5
617	никто не	3	5
618	в стороне	5	5
619	прежде чем	4	5
620	с логикой	3	5
621	в ряду	6	5
622	указание на	2	5
623	видеть в	3	5
624	из всего	2	5
625	есть нечто	7	5
626	на две	2	5
627	утверждает что	3	5
628	может служить	2	5
629	когда в	3	5
630	значительной степени	3	5
631	по мнению	4	5
632	самого себя	4	5
633	что по	3	5
634	выше что	2	5
635	язык и	6	5
636	этой последней	2	5
637	не для	2	5
638	только как	5	5
639	связанное с	3	5
640	по направлению	2	4
641	изменяется в	2	4
642	нас на	2	4
643	эта мысль	3	4
644	а как	3	4
645	к ее	2	4
646	и другом	2	4
647	так например	5	4
648	только при	3	4
649	однако в	4	4
650	такое же	3	4
651	нельзя сказать	2	4
652	эти формы	2	4
653	рядом с	3	4
654	из виду	2	4
655	или не	3	4
656	на нее	2	4
657	так сказать	5	4
658	но совершенно	2	4
659	думать что	6	4
660	другим и	3	4
661	как при	2	4
662	что одно	2	4
663	по которым	2	4
664	из него	3	4
665	от общего	2	4
666	к одной	3	4
667	и если	6	4
668	этим последним	4	4
669	в одно	5	4
670	движения в	3	4
671	его не	3	4
672	нам не	2	4
673	в применении	3	4
674	быть может	6	4
675	чего не	3	4
676	бы то	2	4
677	но при	3	4
678	но эти	4	4
679	хотя в	3	4
680	важную роль	2	4
681	и самое	3	4
682	ни было	4	4
683	что есть	3	4
684	про себя	2	4
685	она может	3	4
686	для нее	4	4
687	слова то	2	4
688	которому мы	2	4
689	не из	3	4
690	сравнительно с	5	4
691	себя и	3	4
692	как для	2	4
693	вбирает в	2	4
694	превращается в	2	4
695	или как	2	4
696	то он	2	4
697	деятельности в	2	4
698	только после	2	4
699	разница между	5	4
700	имеет дело	2	4
701	как будто	2	4
702	заставляет нас	2	4
703	во все	2	4
704	на предмет	2	4
705	бы они	2	4
706	одним словом	5	4
707	тем как	3	4
708	по которому	2	4
709	в обратном	2	4
710	это последнее	6	4
711	или по	2	4
712	была бы	3	4
713	и мыслью	3	4
714	здесь не	2	4
715	слова так	3	4
716	его только	2	4
717	жизни и	3	4
718	на которое	2	4
719	о его	2	4
720	то это	8	4
721	мысль в	2	4
722	самой мысли	2	4
723	языке и	2	4
724	не было	7	4
725	чтобы показать	2	4
726	языка в	6	4
727	в некоторых	4	4
728	и сами	3	4
729	мысли то	7	3
730	другого рода	2	3
731	всем этом	2	3
732	а и	5	3
733	он видит	2	3
734	у человека	2	3
735	формы мысли	3	3
736	следовательно и	2	3
737	слов для	2	3
738	которое он	2	3
739	которые должны	2	3
740	она есть	3	3
741	зависят от	2	3
742	слова для	5	3
743	самое понятие	2	3
744	бы быть	7	3
745	при таком	5	3
746	по форме	2	3
747	к нам	3	3
748	о происхождении	8	3
749	предположение что	2	3
750	даже с	2	3
751	из себя	6	3
752	действие на	2	3
753	с действительно	2	3
754	при известных	3	3
755	им как	2	3
756	само слово	2	3
757	в языке	36	3
758	слово с	2	3
759	я могу	2	3
760	общее понятие	2	3
761	только от	2	3
762	и независимо	2	3
763	принять за	2	3
764	невозможно и	2	3
765	после этого	2	3
766	что самое	2	3
767	не создает	2	3
768	словом но	3	3
769	и совершенно	2	3
770	а скорее	2	3
771	именно что	2	3
772	языка но	3	3
773	тогда как	10	3
774	различия в	3	3
775	на это	2	3
776	от которого	2	3
777	делает возможным	2	3
778	явления в	2	3
779	звуком и	4	3
780	что касается	2	3
781	предполагает уже	2	3
782	но уже	2	3
783	же мало	2	3
784	двух противоположных	2	3
785	мы легко	2	3
786	внимание что	2	3
787	принять что	3	3
788	в движение	2	3
789	по его	7	3
790	чтобы убедиться	2	3
791	и без	4	3
792	взгляд на	2	3
793	для человека	3	3
794	слово а	2	3
795	или нет	3	3
796	как часть	2	3
797	этой деятельности	2	3
798	образования и	2	3
799	доказать что	2	3
800	ни были	3	3
801	одной точке	2	3
802	и всегда	3	3
803	что за	3	3
804	одном из	3	3
805	закон развития	2	3
806	что даже	2	3
807	не так	6	3
808	зрения и	7	3
809	как именно	3	3
810	не могла	2	3
811	и связанное	2	3
812	оно должно	5	3
813	показать в	2	3
814	же не	2	3
815	ни малейшего	3	3
816	во многих	5	3
817	что так	2	3
818	вопросом о	2	3
819	слова есть	6	3
820	применении к	3	3
821	кажется нам	3	3
822	как средство	2	3
823	язык в	8	3
824	по степени	2	3
825	психология не	2	3
826	что из	2	3
827	далеко не	4	3
828	мысли по	2	3
829	только из	3	3
830	языка с	6	3
831	другу и	2	3
832	языка не	5	3
833	а вместе	7	3
834	этих последних	5	3
835	от них	2	3
836	следует сказать	2	3
837	не знаем	2	3
838	если же	5	3
839	при котором	3	3
840	к таким	2	3
841	многих других	2	3
842	впечатления от	2	3
843	для меня	4	3
844	его от	2	3
845	друга и	2	3
846	видно из	3	3
847	судить о	3	3
848	внутренней связи	3	3
849	и вопрос	3	3
850	нам кажется	2	3
851	не были	2	3
852	и наоборот	10	3
853	развития мысли	3	3
854	ощущения и	2	3
855	могла бы	5	3
856	выше мы	2	3
857	то ни	3	3
858	остается только	6	3
859	бы не	11	3
860	бы даже	2	3
861	каким мы	2	3
862	о предмете	3	3
863	этого последнего	2	3
864	стало быть	6	3
865	к их	2	3
866	же время	4	3
867	только о	2	3
868	быть не	7	3
869	до своего	2	2
870	мы желаем	2	2
871	это определение	2	2
872	уже с	2	2
873	жизни человека	2	2
874	на которую	3	2
875	мысли о	6	2
876	ни одна	2	2
877	имеют в	2	2
878	утверждения что	2	2
879	лишь по	2	2
880	переходит в	2	2
881	и самого	2	2
882	других условиях	2	2
883	и они	2	2
884	для самого	5	2
885	к новым	2	2
886	без слова	2	2
887	на ней	4	2
888	которое выражается	2	2
889	себе не	3	2
890	мертвых душ	5	2
891	рода но	2	2
892	есть как	2	2
893	другой не	2	2
894	предмету не	2	2
895	известных условиях	2	2
896	в таких	2	2
897	оно и	4	2
898	эти явления	3	2
899	при виде	3	2
900	с так	3	2
901	звук и	4	2
902	слова а	3	2
903	вытекают из	3	2
904	же есть	2	2
905	то все	6	2
906	с известным	2	2
907	не всегда	2	2
908	этого не	2	2
909	влияние на	4	2
910	известным образом	2	2
911	от нас	3	2
912	даже при	3	2
913	и след	3	2
914	это будет	5	2
915	каждом языке	2	2
916	с нею	6	2
917	на сравнении	2	2
918	на мысль	3	2
919	изменений в	2	2
920	все то	2	2
921	человека не	2	2
922	как эти	2	2
923	объяснение не	2	2
924	с каким	2	2
925	и действия	2	2
926	форм мысли	3	2
927	начнем с	4	2
928	не следует	6	2
929	в мире	3	2
930	явлений и	3	2
931	на природу	3	2
932	их не	2	2
933	в одних	2	2
934	их и	2	2
935	между людьми	2	2
936	перестает быть	3	2
937	что сам	3	2
938	все признаки	2	2
939	природы в	2	2
940	вывести из	3	2
941	столько же	4	2
942	не дают	2	2
943	где он	2	2
944	что ни	2	2
945	более как	3	2
946	только тем	2	2
947	не будет	2	2
948	имеет для	2	2
949	становится для	2	2
950	быть названы	3	2
951	не имеем	3	2
952	же следует	2	2
953	и т	10	2
954	в сознание	2	2
955	языка мы	2	2
956	и понятия	2	2
957	дает нам	2	2
958	существует только	2	2
959	что отношения	2	2
960	внешним и	2	2
961	по всей	2	2
962	каждого слова	2	2
963	словом или	2	2
964	мысль о	8	2
965	как не	4	2
966	можем представить	2	2
967	что такая	2	2
968	из одного	3	2
969	остановимся на	3	2
970	это самое	2	2
971	этой цели	3	2
972	между звуком	2	2
973	этого развития	2	2
974	не совсем	3	2
975	не более	4	2
976	на что	3	2
977	не раньше	2	2
978	когда же	2	2
979	и практики	2	2
980	не во	3	2
981	эти предметы	2	2
982	в единстве	3	2
983	распадаются на	2	2
984	эти условия	2	2
985	поэтому оно	2	2
986	мысли а	2	2
987	приближаются к	2	2
988	тем в	2	2
989	от состояния	2	2
990	необходимых для	2	2
991	если б	7	2
992	нет ничего	2	2
993	от действия	2	2
994	слова во	2	2
995	мы выше	2	2
996	с языком	2	2
997	как вообще	3	2
998	что вообще	2	2
999	в строении	3	2
1000	не исчерпывается	2	2
1001	бы невозможно	5	2
1002	себе представить	8	2
1003	может объяснить	2	2
1004	но она	3	2
1005	на образование	2	2
1006	внешнего мира	3	2
1007	что само	4	2
1008	в человеческом	3	2
1009	существенным признаком	2	2
1010	от другого	3	2
1011	и уже	6	2
1012	движения и	3	2
1013	говоря что	2	2
1014	должны бы	2	2
1015	смысле в	5	2
1016	общие представления	2	2
1017	и должно	2	2
1018	приближается к	2	2
1019	понятие которое	2	2
1020	к новому	2	2
1021	время и	2	2
1022	слов не	2	2
1023	с во	2	2
1024	того кто	2	2
1025	своего проявления	2	2
1026	психологии есть	2	2
1027	бы ни	8	2
1028	они ни	2	2
