N	2gram	Losev_Dial	Literetu
375	что на	2	2
376	тогда когда	6	2
377	в полной	2	2
378	оно должно	2	2
379	жизнь и	5	2
380	и другого	3	2
381	с ними	4	2
382	то как	3	2
383	и по	5	2
384	в нас	2	2
385	дело не	3	2
386	что они	8	2
387	всю жизнь	2	2
388	человек и	2	2
389	и более	7	2
390	только как	3	2
391	уже и	5	2
392	может и	5	2
393	от земли	2	2
394	одно и	8	2
395	сказать что	19	2
396	никак не	6	2
397	и мы	8	2
398	бы в	3	2
399	с другими	2	2
400	в результате	2	2
401	из этих	2	2
402	не знаю	3	2
403	тем более	2	2
404	время не	3	2
405	который не	2	2
406	в становлении	2	2
407	та же	6	2
408	на нем	2	2
409	между собою	3	2
410	быть только	3	2
411	не кончается	2	2
412	что есть	2	2
413	как известно	3	2
414	в акте	2	2
415	что по	3	2
416	есть в	2	2
417	нет и	2	2
418	интеллигенции и	4	2
419	что у	3	2
420	раз в	2	2
421	в котором	5	2
422	еще более	3	2
423	если это	3	2
424	со своими	2	2
425	как с	2	2
426	оно не	2	2
427	свою собственную	2	2
428	на почве	2	2
429	не лучше	2	2
430	как все	2	2
431	только не	2	2
432	мог бы	3	2
433	которое в	2	2
434	так чтобы	2	2
435	раз и	2	2
436	в той	4	2
437	тех или	5	2
438	и ему	2	2
439	он на	2	2
440	реальности и	2	2
441	может оказаться	2	2
442	в таком	4	2
443	друг другу	4	2
444	не идет	2	2
445	во всем	3	2
446	с какой	5	2
447	на первый	2	2
448	от бога	3	2
449	чем он	2	2
450	мы имеем	4	2
451	но он	3	2
