N	2gram	Voloshinov	Vladivir
260	которая и	2	3
261	и при	2	3
262	точка зрения	4	3
263	самом деле	5	3
264	теперь же	2	3
265	его не	2	3
266	только потому	2	3
267	гораздо более	2	3
268	из трех	2	3
269	не нужно	2	3
270	для них	2	3
271	ли он	2	3
272	в разных	3	3
273	о своей	4	3
274	самого начала	4	3
275	при всем	2	3
276	и этот	2	3
277	не будут	2	3
278	до того	3	3
279	был бы	2	3
280	одно и	6	3
281	больше и	2	3
282	бы в	6	3
283	о своем	3	3
284	с самим	2	3
285	я и	2	3
286	в обществе	4	3
287	влияние на	4	3
288	в мире	2	3
289	ни на	3	3
290	он сказал	2	3
291	что такое	4	3
292	в какой	2	3
293	в которых	2	3
294	не существует	4	3
295	говорить и	2	3
296	человек не	2	3
297	это же	2	3
298	человека в	2	2
299	бытия в	2	2
300	слова не	2	2
301	не является	5	2
302	а сейчас	2	2
303	к чему	2	2
304	не всегда	2	2
305	же мы	5	2
306	если он	3	2
307	не имеем	3	2
308	нужно было	2	2
309	подойти к	2	2
310	и ту	2	2
311	только тогда	2	2
312	теперь в	3	2
313	как предмет	3	2
314	как уже	2	2
315	для всех	2	2
316	ни слова	2	2
317	не из	2	2
318	и само	3	2
319	ответ на	3	2
320	и те	2	2
321	однако в	2	2
322	в ее	3	2
323	ведь в	3	2
324	что вся	2	2
325	ответить на	2	2
326	а этот	2	2
327	той или	4	2
328	было в	4	2
329	что эти	3	2
330	этого слова	3	2
331	этом случае	3	2
332	этом мы	3	2
333	в основе	3	2
334	именно с	2	2
335	с другими	2	2
336	в нашей	2	2
337	в первой	2	2
338	в душе	2	2
339	на это	4	2
340	сказать не	2	2
341	впоследствии и	2	2
342	как не	2	2
343	та же	3	2
344	нам в	3	2
345	и их	5	2
346	его и	3	2
347	на эти	2	2
348	на отдельные	2	2
349	сих пор	2	2
350	и пр	4	2
351	к той	3	2
352	при условии	2	2
353	человека с	2	2
354	и является	5	2
355	язык и	9	2
356	которое не	2	2
357	из которых	3	2
358	несколько позже	2	2
359	выражение в	3	2
360	и поэтому	3	2
361	в той	5	2
362	и уже	3	2
363	природы и	2	2
364	может показаться	3	2
365	уже видели	3	2
366	первой статье	2	2
367	относится к	2	2
368	тем и	2	2
