N	2gram	Losev_Prob	Vvedenie
165	в виде	20	4
166	не вполне	3	4
167	даже и	33	4
168	в одном	4	4
169	из них	4	4
170	или иначе	2	4
171	в себе	23	4
172	как она	2	4
173	действительность в	2	4
174	с точки	9	4
175	крайней мере	9	4
176	в своей	8	4
177	как раз	11	4
178	сравнению с	3	4
179	можно сказать	10	4
180	той же	2	4
181	однако не	4	4
182	никогда не	7	3
183	в каком	9	3
184	в отношении	4	3
185	и вообще	20	3
186	в очень	2	3
187	что это	3	3
188	или иной	20	3
189	в своем	7	3
190	и той	2	3
191	а также	6	3
192	с этим	5	3
193	одновременно и	4	3
194	так же	11	3
195	как оно	3	3
196	нисколько не	2	3
197	в начале	3	3
198	бы и	7	3
199	для этого	9	3
200	что она	5	3
201	к этому	2	3
202	в другом	4	3
203	в значительной	2	3
204	в конце	7	3
205	от того	2	3
206	и здесь	8	3
207	сама по	11	3
208	xx в	3	3
209	если бы	9	3
210	этого термина	6	3
211	зависимости от	3	3
212	при помощи	13	3
213	в этих	6	3
214	только на	6	3
215	в частности	4	3
216	как в	10	3
217	или как	4	3
218	том виде	4	3
219	такого рода	14	3
220	что даже	6	3
221	мы видели	2	3
222	идет речь	4	3
223	стороны и	3	3
224	вообще не	5	3
225	к нему	3	3
226	то более	3	3
227	на том	3	3
228	и на	4	3
229	гораздо более	6	3
230	того же	2	3
231	другое дело	5	3
232	с понятием	4	3
233	или иных	7	3
234	в известной	3	3
235	в ней	12	3
236	входит в	3	3
237	и к	9	3
238	мы говорим	8	3
239	однако в	3	3
240	из которых	6	3
241	то это	13	3
242	но что	3	3
243	в известном	3	3
244	что же	9	3
245	от себя	2	3
246	совсем не	4	3
247	здесь не	11	3
248	так чтобы	2	3
249	тех или	10	3
250	же как	5	3
251	при этом	9	3
252	он сам	7	3
253	в зависимости	3	3
254	во внимание	2	3
255	все эти	14	3
256	отчет в	4	3
257	той или	22	3
258	связи с	10	3
259	и тогда	3	3
260	и есть	9	3
261	и сам	6	3
262	как будто	11	3
263	же самое	20	3
264	в этой	10	3
265	чем же	7	3
266	в слове	4	3
267	для которых	2	3
268	от другой	2	3
269	чем в	2	3
270	литературы и	2	2
271	одно и	4	2
272	в языке	4	2
273	что чем	2	2
274	в таких	3	2
275	находятся в	5	2
276	с которыми	2	2
277	ничего не	4	2
278	в содержании	2	2
279	о которых	3	2
280	у нас	17	2
281	и потому	13	2
282	это понятие	3	2
283	одна от	2	2
284	из того	3	2
285	мы должны	13	2
286	во всех	4	2
287	и до	3	2
288	все время	2	2
289	но как	6	2
290	и сама	4	2
291	же это	2	2
292	с ней	5	2
293	с чем	3	2
294	для нее	2	2
295	тем более	8	2
296	это в	2	2
297	еще раз	2	2
298	есть только	5	2
299	этой точки	2	2
300	бы в	3	2
301	само собой	3	2
302	не существует	6	2
303	не нужно	2	2
304	что здесь	5	2
305	а во-вторых	2	2
306	что оно	4	2
307	мы теперь	4	2
308	не могли	2	2
309	конце концов	4	2
310	есть действительно	2	2
311	что именно	3	2
312	будет в	2	2
313	в связи	9	2
314	подобно тому	3	2
315	казалось бы	3	2
316	а с	2	2
317	и представить	2	2
318	имеет свою	3	2
319	что если	3	2
320	у них	2	2
321	слова как	3	2
322	и при	2	2
323	и другие	4	2
324	когда мы	24	2
325	так и	16	2
326	может ли	2	2
327	том смысле	4	2
328	ни к	3	2
329	одной и	2	2
330	на котором	2	2
331	только так	2	2
332	искусства и	3	2
333	такого же	2	2
334	ни с	5	2
335	значение в	3	2
336	но уже	4	2
337	тому что	5	2
338	д в	2	2
339	это уже	4	2
340	которого мы	2	2
341	на то	6	2
342	могло бы	3	2
343	о которой	2	2
344	можно только	3	2
345	в своих	2	2
346	ни одна	2	2
347	себе и	4	2
348	нам не	2	2
349	и без	9	2
350	какой бы	2	2
351	будто бы	7	2
352	и с	11	2
353	истории в	2	2
354	не говоря	2	2
355	котором он	2	2
356	которое в	3	2
357	обратить внимание	2	2
358	произведения и	2	2
359	но это	13	2
360	целое и	4	2
361	путь от	2	2
362	же касается	5	2
363	он и	3	2
364	не столько	2	2
365	что мы	12	2
366	том или	6	2
367	мы можем	11	2
368	тому как	2	2
369	точно так	5	2
370	себя в	4	2
371	несмотря на	4	2
372	для них	4	2
373	жизни и	7	2
374	с теми	2	2
375	не было	6	2
376	иной раз	5	2
377	сам по	11	2
378	из него	2	2
379	мы не	15	2
380	нечто целое	6	2
381	в тех	3	2
382	природы и	3	2
383	значительной мере	2	2
384	только о	3	2
385	что они	8	2
386	до того	2	2
387	нами не	2	2
388	свое значение	3	2
389	значение и	7	2
390	это есть	5	2
391	как только	3	2
392	к какому	2	2
393	все равно	6	2
394	случае не	7	2
395	или ином	3	2
396	во всем	2	2
397	этого слова	5	2
398	если же	4	2
399	не к	2	2
400	по существу	2	2
401	что каждая	2	2
402	учение о	3	2
403	мы уже	4	2
404	быть и	3	2
